Dayside Nadir Index	UTC Start Time	UTC End Time	UTC Minimum Incidence Angle Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Local Time (hrs)	
35	2018 NOV 06 11:41:11	2018 NOV 06 12:43:59	2018 NOV 06 12:12:43	3762.0	8.9	43.1	174.4	62.9	-20.3	-62.9	13.0	
36	2018 NOV 06 13:39:03	2018 NOV 06 14:41:53	2018 NOV 06 14:10:35	3764.0	-20.1	14.1	145.5	62.8	-20.3	-62.8	13.0	
37	2018 NOV 06 15:36:57	2018 NOV 06 16:39:47	2018 NOV 06 16:08:31	3766.0	-49.1	-14.8	116.5	62.8	-20.3	-62.8	13.0	
38	2018 NOV 06 17:34:51	2018 NOV 06 18:37:41	2018 NOV 06 18:06:25	3766.0	-78.0	-43.8	87.6	62.8	-20.3	-62.8	13.0	
39	2018 NOV 06 19:32:43	2018 NOV 06 20:35:33	2018 NOV 06 20:04:15	3766.0	-106.8	-72.8	58.9	62.8	-20.4	-62.8	13.0	
40	2018 NOV 06 21:30:33	2018 NOV 06 22:33:21	2018 NOV 06 22:02:05	3764.0	-135.6	-101.7	30.1	62.8	-20.5	-62.7	12.9	
41	2018 NOV 06 23:28:22	2018 NOV 07 00:31:11	2018 NOV 06 23:59:55	3764.0	-164.4	-130.6	1.1	62.7	-20.5	-62.6	12.9	
42	2018 NOV 07 01:26:13	2018 NOV 07 02:29:05	2018 NOV 07 01:57:47	3766.0	166.6	-159.5	-27.8	62.6	-20.6	-62.6	12.9	
43	2018 NOV 07 03:24:07	2018 NOV 07 04:26:59	2018 NOV 07 03:55:39	3768.0	137.5	171.5	-56.7	62.6	-20.7	-62.5	12.9	
44	2018 NOV 07 05:22:02	2018 NOV 07 06:24:51	2018 NOV 07 05:53:33	3764.0	108.7	142.6	-85.7	62.5	-20.7	-62.5	12.9	
45	2018 NOV 07 07:19:55	2018 NOV 07 08:22:43	2018 NOV 07 07:51:27	3764.0	79.8	113.6	-114.4	62.5	-20.7	-62.5	12.9	
46	2018 NOV 07 09:17:46	2018 NOV 07 10:20:31	2018 NOV 07 09:49:17	3760.0	51.2	84.7	-143.3	62.5	-20.8	-62.5	12.8	
47	2018 NOV 07 11:15:34	2018 NOV 07 12:18:21	2018 NOV 07 11:47:05	3762.0	22.2	55.8	-172.2	62.4	-20.9	-62.4	12.8	
48	2018 NOV 07 13:13:25	2018 NOV 07 14:16:13	2018 NOV 07 13:44:55	3764.0	-6.8	26.8	158.8	62.4	-20.9	-62.4	12.8	
49	2018 NOV 07 15:11:19	2018 NOV 07 16:14:09	2018 NOV 07 15:42:51	3766.0	-35.7	-2.1	129.9	62.3	-20.9	-62.3	12.8	
50	2018 NOV 07 17:09:13	2018 NOV 07 18:12:03	2018 NOV 07 17:40:45	3766.0	-64.6	-31.1	100.9	62.3	-21.0	-62.3	12.8	
51	2018 NOV 07 19:07:06	2018 NOV 07 20:09:57	2018 NOV 07 19:38:39	3766.0	-93.4	-60.1	72.2	62.2	-21.1	-62.2	12.7	
52	2018 NOV 07 21:04:58	2018 NOV 07 22:07:47	2018 NOV 07 21:36:29	3764.0	-122.2	-89.0	43.4	62.2	-21.2	-62.2	12.7	
53	2018 NOV 07 23:02:47	2018 NOV 08 00:05:35	2018 NOV 07 23:34:19	3764.0	-151.1	-117.9	14.5	62.2	-21.1	-62.1	12.7	
54	2018 NOV 08 01:00:37	2018 NOV 08 02:03:27	2018 NOV 08 01:32:09	3766.0	179.9	-146.8	-14.5	62.2	-21.2	-62.1	12.7	
55	2018 NOV 08 02:58:31	2018 NOV 08 04:01:21	2018 NOV 08 03:30:03	3766.0	151.0	-175.8	-43.5	62.0	-21.3	-62.1	12.7	
56	2018 NOV 08 04:56:25	2018 NOV 08 05:59:15	2018 NOV 08 05:27:57	3766.0	122.0	155.3	-72.3	62.0	-21.3	-62.0	12.7	
57	2018 NOV 08 06:54:20	2018 NOV 08 07:57:07	2018 NOV 08 07:25:51	3762.0	93.3	126.3	-101.1	61.9	-21.4	-62.0	12.6	
58	2018 NOV 08 08:52:11	2018 NOV 08 09:54:57	2018 NOV 08 09:23:41	3762.0	64.4	97.4	-130.0	62.0	-21.4	-61.9	12.6	
59	2018 NOV 08 10:50:00	2018 NOV 08 11:52:47	2018 NOV 08 11:21:31	3762.0	35.6	68.5	-158.7	61.9	-21.6	-61.9	12.6	
60	2018 NOV 08 12:47:50	2018 NOV 08 13:50:37	2018 NOV 08 13:19:19	3762.0	6.7	39.6	172.3	61.8	-21.6	-61.8	12.6	
61	2018 NOV 08 14:45:42	2018 NOV 08 15:48:31	2018 NOV 08 15:17:13	3764.0	-22.3	10.6	143.3	61.8	-21.6	-61.7	12.6	
62	2018 NOV 08 16:43:36	2018 NOV 08 17:46:27	2018 NOV 08 17:15:09	3766.0	-51.2	-18.4	114.4	61.7	-21.7	-61.7	12.5	
63	2018 NOV 08 18:41:30	2018 NOV 08 19:44:21	2018 NOV 08 19:13:03	3766.0	-80.0	-47.3	85.6	61.6	-21.8	-61.6	12.5	
64	2018 NOV 08 20:39:22	2018 NOV 08 21:42:11	2018 NOV 08 21:10:53	3764.0	-108.8	-76.3	56.8	61.6	-21.8	-61.6	12.5	
65	2018 NOV 08 22:37:12	2018 NOV 08 23:39:59	2018 NOV 08 23:08:43	3762.0	-137.6	-105.2	27.9	61.6	-21.9	-61.6	12.5	
66	2018 NOV 09 00:35:01	2018 NOV 09 01:37:49	2018 NOV 09 01:06:33	3764.0	-166.6	-134.1	-1.1	61.6	-21.9	-61.5	12.5	
67	2018 NOV 09 02:32:53	2018 NOV 09 03:35:43	2018 NOV 09 03:04:25	3766.0	164.4	-163.0	-30.0	61.5	-22.0	-61.5	12.5	
68	2018 NOV 09 04:30:48	2018 NOV 09 05:33:37	2018 NOV 09 05:02:19	3764.0	135.5	168.0	-58.9	61.4	-22.1	-61.4	12.4	
69	2018 NOV 09 06:28:42	2018 NOV 09 07:31:31	2018 NOV 09 07:00:13	3764.0	106.6	139.1	-87.7	61.4	-22.1	-61.3	12.4	
70	2018 NOV 09 08:26:35	2018 NOV 09 09:29:21	2018 NOV 09 08:58:05	3762.0	77.8	110.1	-116.6	61.4	-22.1	-61.3	12.4	
71	2018 NOV 09 10:24:26	2018 NOV 09 11:27:11	2018 NOV 09 10:55:55	3762.0	49.0	81.2	-145.4	61.3	-22.2	-61.3	12.4	
72	2018 NOV 09 12:22:14	2018 NOV 09 13:25:01	2018 NOV 09 12:53:43	3762.0	20.1	52.3	-174.3	61.2	-22.3	-61.2	12.4	
73	2018 NOV 09 14:20:06	2018 NOV 09 15:22:53	2018 NOV 09 14:51:35	3762.0	-8.8	23.4	156.7	61.1	-22.4	-61.2	12.4	
74	2018 NOV 09 16:18:00	2018 NOV 09 17:20:49	2018 NOV 09 16:49:31	3764.0	-37.7	-5.6	127.8	61.1	-22.4	-61.1	12.3	
75	2018 NOV 09 18:15:54	2018 NOV 09 19:18:45	2018 NOV 09 18:47:27	3766.0	-66.6	-34.6	99.0	61.0	-22.5	-61.0	12.3	
76	2018 NOV 09 20:13:47	2018 NOV 09 21:16:37	2018 NOV 09 20:45:19	3766.0	-95.5	-63.5	70.2	61.0	-22.5	-61.0	12.3	
77	2018 NOV 09 22:11:39	2018 NOV 09 23:14:27	2018 NOV 09 22:43:09	3764.0	-124.3	-92.5	41.4	61.0	-22.6	-60.9	12.3	
78	2018 NOV 10 00:09:28	2018 NOV 10 01:12:15	2018 NOV 10 00:40:59	3762.0	-153.1	-121.4	12.4	60.9	-22.7	-60.9	12.3	
79	2018 NOV 10 02:07:19	2018 NOV 10 03:10:09	2018 NOV 10 02:38:51	3766.0	177.9	-150.3	-16.5	60.8	-22.7	-60.8	12.2	
80	2018 NOV 10 04:05:13	2018 NOV 10 05:08:03	2018 NOV 10 04:36:43	3766.0	149.0	-179.2	-45.4	60.8	-22.8	-60.7	12.2	
81	2018 NOV 10 06:03:08	2018 NOV 10 07:05:57	2018 NOV 10 06:34:37	3766.0	120.0	151.8	-74.3	60.7	-22.9	-60.6	12.2	
82	2018 NOV 10 08:01:02	2018 NOV 10 09:03:49	2018 NOV 10 08:32:31	3764.0	91.2	122.8	-103.1	60.7	-22.9	-60.6	12.2	
83	2018 NOV 10 09:58:53	2018 NOV 10 11:01:39	2018 NOV 10 10:30:23	3762.0	62.4	93.9	-131.9	60.6	-23.0	-60.6	12.2	
84	2018 NOV 10 11:56:42	2018 NOV 10 12:59:27	2018 NOV 10 12:28:11	3760.0	33.7	65.0	-160.8	60.5	-23.1	-60.6	12.2	
85	2018 NOV 10 13:54:32	2018 NOV 10 14:57:19	2018 NOV 10 14:26:01	3762.0	4.7	36.1	170.3	60.5	-23.2	-60.4	12.1	
86	2018 NOV 10 15:52:25	2018 NOV 10 16:55:13	2018 NOV 10 16:23:55	3764.0	-24.3	7.2	141.3	60.4	-23.2	-60.4	12.1	
87	2018 NOV 10 17:50:19	2018 NOV 10 18:53:09	2018 NOV 10 18:21:51	3766.0	-53.2	-21.8	112.5	60.4	-23.3	-60.3	12.1	
88	2018 NOV 10 19:48:13	2018 NOV 10 20:51:03	2018 NOV 10 20:19:43	3766.0	-82.0	-50.8	83.7	60.3	-23.4	-60.2	12.1	
89	2018 NOV 10 21:46:05	2018 NOV 10 22:48:53	2018 NOV 10 22:17:35	3764.0	-110.8	-79.7	54.9	60.3	-23.5	-60.2	12.1	
90	2018 NOV 10 23:43:55	2018 NOV 11 00:46:41	2018 NOV 11 00:15:25	3762.0	-139.6	-108.6	26.0	60.2	-23.5	-60.2	12.0	
91	2018 NOV 11 01:41:45	2018 NOV 11 02:44:33	2018 NOV 11 02:13:15	3764.0	-168.5	-137.5	-3.0	60.1	-23.6	-60.1	12.0	
92	2018 NOV 11 03:39:37	2018 NOV 11 04:42:27	2018 NOV 11 04:11:07	3766.0	162.4	-166.4	-31.9	60.1	-23.6	-60.0	12.0	
93	2018 NOV 11 05:37:32	2018 NOV 11 06:40:21	2018 NOV 11 06:09:03	3764.0	133.6	164.6	-60.8	60.0	-23.8	-60.0	12.0	
94	2018 NOV 11 07:35:27	2018 NOV 11 08:38:15	2018 NOV 11 08:06:57	3764.0	104.7	135.6	-89.6	59.9	-23.8	-59.9	12.0	
95	2018 NOV 11 09:33:20	2018 NOV 11 10:36:05	2018 NOV 11 10:04:49	3762.0	75.9	106.7	-118.5	59.9	-23.8	-59.9	12.0	
96	2018 NOV 11 11:31:10	2018 NOV 11 12:33:55	2018 NOV 11 12:02:37	3762.0	47.1	77.8	-147.2	59.9	-24.0	-59.8	11.9	
97	2018 NOV 11 13:28:59	2018 NOV 11 14:31:45	2018 NOV 11 14:00:27	3762.0	18.2	48.9	-176.2	59.8	-24.1	-59.7	11.9	
98	2018 NOV 11 15:26:51	2018 NOV 11 16:29:39	2018 NOV 11 15:58:21	3764.0	-10.8	20.0	154.9	59.7	-24.1	-59.6	11.9	
99	2018 NOV 11 17:24:46	2018 NOV 11 18:27:35	2018 NOV 11 17:56:15	3766.0	-39.7	-9.0	126.0	59.6	-24.1	-59.5	11.9	
100	2018 NOV 11 19:22:40	2018 NOV 11 20:25:29	2018 NOV 11 19:54:11	3764.0	-68.5	-38.0	97.1	59.5	-24.2	-59.5	11.9	
101	2018 NOV 11 21:20:33	2018 NOV 11 22:23:21	2018 NOV 11 21:52:03	3764.0	-97.4	-66.9	68.3	59.5	-24.3	-59.5	11.8	
102	2018 NOV 11 23:18:24	2018 NOV 12 00:21:11	2018 NOV 11 23:49:53	3762.0	-126.1	-95.8	39.5	59.4	-24.4	-59.4	11.8	
103	2018 NOV 12 01:16:13	2018 NOV 12 02:18:59	2018 NOV 12 01:47:43	3762.0	-155.0	-124.7	10.5	59.4	-24.4	-59.4	11.8	
104	2018 NOV 12 03:14:05	2018 NOV 12 04:16:53	2018 NOV 12 03:45:35	3764.0	176.0	-153.6	-18.4	59.3	-24.5	-59.3	11.8	
105	2018 NOV 12 05:11:59	2018 NOV 12 06:14:49	2018 NOV 12 05:43:29	3766.0	147.1	177.4	-47.2	59.2	-24.6	-59.1	11.8	
106	2018 NOV 12 07:09:55	2018 NOV 12 08:12:41	2018 NOV 12 07:41:23	3762.0	118.2	148.4	-76.2	59.1	-24.7	-59.1	11.8	
107	2018 NOV 12 09:07:49	2018 NOV 12 10:10:33	2018 NOV 12 09:39:17	3760.0	89.4	119.5	-105.0	59.1	-24.8	-59.1	11.7	
108	2018 NOV 12 11:05:40	2018 NOV 12 12:08:23	2018 NOV 12 11:37:07	3758.0	60.7	90.6	-133.8	59.0	-24.9	-59.0	11.7	
109	2018 NOV 12 13:03:29	2018 NOV 12 14:06:13	2018 NOV 12 13:34:55	3760.0	31.8	61.7	-162.6	59.0	-25.0	-58.9	11.7	
110	2018 NOV 12 15:01:20	2018 NOV 12 16:04:05	2018 NOV 12 15:32:47	3762.0	2.8	32.8	168.4	58.9	-25.0	-58.8	11.7	
111	2018 NOV 12 16:59:14	2018 NOV 12 18:02:01	2018 NOV 12 17:30:43	3764.0	-26.2	3.8	139.5	58.8	-25.1	-58.7	11.7	
112	2018 NOV 12 18:57:08	2018 NOV 12 19:59:57	2018 NOV 12 19:28:39	3764.0	-55.0	-25.1	110.6	58.7	-25.2	-58.6	11.7	
113	2018 NOV 12 20:55:02	2018 NOV 12 21:57:51	2018 NOV 12 21:26:31	3764.0	-83.8	-54.1	81.8	58.6	-25.3	-58.6	11.6	
114	2018 NOV 12 22:52:54	2018 NOV 12 23:55:41	2018 NOV 12 23:24:23	3762.0	-112.6	-83.0	53.0	58.6	-25.4	-58.5	11.6	
115	2018 NOV 13 00:50:44	2018 NOV 13 01:53:29	2018 NOV 13 01:22:13	3760.0	-141.4	-111.9	24.1	58.5	-25.4	-58.5	11.6	
116	2018 NOV 13 02:48:35	2018 NOV 13 03:51:23	2018 NOV 13 03:20:03	3764.0	-170.4	-140.8	-4.8	58.4	-25.5	-58.4	11.6	
117	2018 NOV 13 04:46:29	2018 NOV 13 05:49:17	2018 NOV 13 05:17:57	3764.0	160.7	-169.8	-33.7	58.3	-25.6	-58.3	11.6	
118	2018 NOV 13 06:44:24	2018 NOV 13 07:47:11	2018 NOV 13 07:15:53	3762.0	131.8	161.3	-62.6	58.2	-25.7	-58.2	11.6	
119	2018 NOV 13 08:42:19	2018 NOV 13 09:45:05	2018 NOV 13 09:13:47	3762.0	102.9	132.3	-91.4	58.2	-25.8	-58.1	11.5	
120	2018 NOV 13 10:40:11	2018 NOV 13 11:42:55	2018 NOV 13 11:11:39	3760.0	74.1	103.4	-120.3	58.2	-25.9	-58.1	11.5	
121	2018 NOV 13 12:38:01	2018 NOV 13 13:40:45	2018 NOV 13 13:09:27	3760.0	45.3	74.5	-149.1	58.1	-26.0	-58.0	11.5	
122	2018 NOV 13 14:35:51	2018 NOV 13 15:38:37	2018 NOV 13 15:07:17	3762.0	16.4	45.6	-177.9	58.0	-26.1	-57.9	11.5	
123	2018 NOV 13 16:33:44	2018 NOV 13 17:36:31	2018 NOV 13 17:05:13	3762.0	-12.5	16.7	153.1	57.8	-26.2	-57.8	11.5	
124	2018 NOV 13 18:31:39	2018 NOV 13 19:34:27	2018 NOV 13 19:03:09	3764.0	-41.4	-12.3	124.2	57.8	-26.2	-57.7	11.4	
125	2018 NOV 13 20:29:34	2018 NOV 13 21:32:21	2018 NOV 13 21:01:03	3764.0	-70.3	-41.3	95.3	57.7	-26.3	-57.7	11.4	
126	2018 NOV 13 22:27:26	2018 NOV 13 23:30:13	2018 NOV 13 22:58:55	3762.0	-99.1	-70.2	66.5	57.6	-26.4	-57.6	11.4	
127	2018 NOV 14 00:25:17	2018 NOV 14 01:28:03	2018 NOV 14 00:56:45	3762.0	-127.9	-99.1	37.8	57.6	-26.5	-57.5	11.4	
128	2018 NOV 14 02:23:07	2018 NOV 14 03:25:53	2018 NOV 14 02:54:35	3762.0	-156.8	-128.0	8.8	57.5	-26.6	-57.4	11.4	
129	2018 NOV 14 04:21:00	2018 NOV 14 05:23:47	2018 NOV 14 04:52:29	3764.0	174.3	-156.9	-20.1	57.4	-26.7	-57.4	11.4	
130	2018 NOV 14 06:18:55	2018 NOV 14 07:21:43	2018 NOV 14 06:50:23	3764.0	145.4	174.2	-49.0	57.3	-26.8	-57.2	11.3	
131	2018 NOV 14 08:16:50	2018 NOV 14 09:19:37	2018 NOV 14 08:48:17	3762.0	116.5	145.2	-77.8	57.2	-26.9	-57.1	11.3	
132	2018 NOV 14 10:14:44	2018 NOV 14 11:17:29	2018 NOV 14 10:46:11	3760.0	87.7	116.3	-106.6	57.1	-27.0	-57.1	11.3	
133	2018 NOV 14 12:12:35	2018 NOV 14 13:15:19	2018 NOV 14 12:44:01	3760.0	58.9	87.3	-135.4	57.1	-27.1	-57.0	11.3	
134	2018 NOV 14 14:10:25	2018 NOV 14 15:13:09	2018 NOV 14 14:41:51	3760.0	30.0	58.5	-164.3	57.0	-27.2	-56.9	11.3	
135	2018 NOV 14 16:08:17	2018 NOV 14 17:11:01	2018 NOV 14 16:39:43	3760.0	1.1	29.6	166.6	56.9	-27.3	-56.9	11.3	
136	2018 NOV 14 18:06:11	2018 NOV 14 19:08:57	2018 NOV 14 18:37:39	3762.0	-27.9	0.6	137.7	56.8	-27.3	-56.8	11.2	
137	2018 NOV 14 20:04:07	2018 NOV 14 21:06:55	2018 NOV 14 20:35:35	3764.0	-56.7	-28.3	108.9	56.7	-27.5	-56.6	11.2	
138	2018 NOV 14 22:02:01	2018 NOV 14 23:04:47	2018 NOV 14 22:33:29	3762.0	-85.5	-57.3	80.1	56.6	-27.5	-56.6	11.2	
139	2018 NOV 14 23:59:53	2018 NOV 15 01:02:37	2018 NOV 15 00:31:19	3760.0	-114.3	-86.2	51.3	56.5	-27.6	-56.6	11.2	
140	2018 NOV 15 01:57:43	2018 NOV 15 03:00:27	2018 NOV 15 02:29:09	3760.0	-143.2	-115.1	22.4	56.5	-27.7	-56.5	11.2	
141	2018 NOV 15 03:55:34	2018 NOV 15 04:58:21	2018 NOV 15 04:27:03	3762.0	-172.1	-144.0	-6.5	56.3	-27.8	-56.3	11.2	
142	2018 NOV 15 05:53:29	2018 NOV 15 06:56:17	2018 NOV 15 06:24:57	3764.0	159.0	-172.9	-35.4	56.2	-28.0	-56.2	11.1	
143	2018 NOV 15 07:51:25	2018 NOV 15 08:54:11	2018 NOV 15 08:22:51	3762.0	130.1	158.1	-64.3	56.1	-28.1	-56.1	11.1	
144	2018 NOV 15 09:49:20	2018 NOV 15 10:52:05	2018 NOV 15 10:20:45	3762.0	101.2	129.2	-93.1	56.1	-28.2	-56.0	11.1	
145	2018 NOV 15 11:47:12	2018 NOV 15 12:49:55	2018 NOV 15 12:18:37	3758.0	72.5	100.2	-121.9	56.0	-28.3	-56.0	11.1	
146	2018 NOV 15 13:45:02	2018 NOV 15 14:47:45	2018 NOV 15 14:16:27	3760.0	43.6	71.3	-150.7	56.0	-28.4	-55.9	11.1	
147	2018 NOV 15 15:42:53	2018 NOV 15 16:45:37	2018 NOV 15 16:14:17	3760.0	14.7	42.4	-179.6	55.8	-28.5	-55.7	11.1	
148	2018 NOV 15 17:40:47	2018 NOV 15 18:43:31	2018 NOV 15 18:12:13	3760.0	-14.2	13.5	151.4	55.7	-28.6	-55.7	11.0	
149	2018 NOV 15 19:38:42	2018 NOV 15 20:41:29	2018 NOV 15 20:10:09	3764.0	-43.1	-15.4	122.6	55.6	-28.7	-55.5	11.0	
150	2018 NOV 15 21:36:36	2018 NOV 15 22:39:23	2018 NOV 15 22:08:03	3762.0	-71.9	-44.4	93.7	55.5	-28.8	-55.5	11.0	
151	2018 NOV 15 23:34:29	2018 NOV 16 00:37:15	2018 NOV 16 00:05:55	3762.0	-100.8	-73.3	64.9	55.4	-28.9	-55.4	11.0	
152	2018 NOV 16 01:32:19	2018 NOV 16 02:35:03	2018 NOV 16 02:03:45	3760.0	-129.6	-102.2	36.1	55.4	-29.0	-55.3	11.0	
153	2018 NOV 16 03:30:10	2018 NOV 16 04:32:55	2018 NOV 16 04:01:37	3760.0	-158.4	-131.1	7.1	55.2	-29.1	-55.2	11.0	
154	2018 NOV 16 05:28:03	2018 NOV 16 06:30:51	2018 NOV 16 05:59:31	3764.0	172.6	-160.0	-21.7	55.1	-29.2	-55.0	10.9	
155	2018 NOV 16 07:25:59	2018 NOV 16 08:28:45	2018 NOV 16 07:57:25	3762.0	143.7	171.1	-50.7	55.0	-29.3	-55.0	10.9	
156	2018 NOV 16 09:23:55	2018 NOV 16 10:26:39	2018 NOV 16 09:55:21	3760.0	114.9	142.1	-79.5	54.9	-29.5	-54.9	10.9	
157	2018 NOV 16 11:21:48	2018 NOV 16 12:24:31	2018 NOV 16 11:53:13	3758.0	86.1	113.2	-108.3	54.8	-29.6	-54.8	10.9	
158	2018 NOV 16 13:19:39	2018 NOV 16 14:22:21	2018 NOV 16 13:51:03	3758.0	57.2	84.2	-137.1	54.8	-29.6	-54.7	10.9	
159	2018 NOV 16 15:17:29	2018 NOV 16 16:20:13	2018 NOV 16 15:48:53	3760.0	28.4	55.4	-166.0	54.7	-29.8	-54.6	10.9	
160	2018 NOV 16 17:15:22	2018 NOV 16 18:18:07	2018 NOV 16 17:46:47	3760.0	-0.5	26.5	165.1	54.5	-29.9	-54.4	10.8	
161	2018 NOV 16 19:13:18	2018 NOV 16 20:16:03	2018 NOV 16 19:44:43	3762.0	-29.5	-2.5	136.1	54.4	-30.0	-54.3	10.8	
162	2018 NOV 16 21:11:13	2018 NOV 16 22:13:59	2018 NOV 16 21:42:39	3762.0	-58.3	-31.4	107.3	54.3	-30.1	-54.3	10.8	
