TC20 FIXED,TC20 PRECOOLING,TC20 SCI1,TC20 SCI2,LNO_OBSERVING (1=YES;0=NO),OBSERVATION NUMBER,OBSERVATION TYPE,APPROX TC START TIME,COMMENTS
1,1,3218,3218,0,4,egress,2022 AUG 06 21:40:10,SO ON
1,1,3211,3211,0,6,egress,2022 AUG 07 01:36:16,SO ON
1,1,3128,3128,0,8,egress,2022 AUG 07 05:32:19,SO ON
1,1,1193,1193,0,16,egress,2022 AUG 07 21:16:31,SO ON
1,1,3208,3208,0,17,egress,2022 AUG 07 23:14:34,SO ON
1,1,3202,3202,0,20,egress,2022 AUG 08 05:08:42,SO ON
1,1,779,779,0,24,egress,2022 AUG 08 13:00:51,SO ON
1,1,3218,3218,0,30,egress,2022 AUG 09 00:49:05,SO ON
1,1,53,53,0,31,egress,2022 AUG 09 02:47:09,SO ON
1,1,2069,2069,0,33,egress,2022 AUG 09 06:43:14,SO ON
1,1,2069,2069,0,35,egress,2022 AUG 09 10:39:15,SO ON
1,1,3151,3151,0,36,egress,2022 AUG 09 12:37:21,SO ON
1,1,2069,2069,0,38,egress,2022 AUG 09 16:33:32,SO ON
1,1,41,41,0,42,egress,2022 AUG 10 00:25:38,SO ON
1,1,3206,3206,0,43,egress,2022 AUG 10 02:23:42,SO ON
1,1,41,41,0,45,egress,2022 AUG 10 06:19:49,SO ON
1,1,3128,3128,0,47,egress,2022 AUG 10 10:15:50,SO ON
1,1,809,809,0,49,egress,2022 AUG 10 14:12:01,SO ON
1,1,821,821,0,54,egress,2022 AUG 11 00:02:14,SO ON
1,1,3176,3176,0,55,egress,2022 AUG 11 02:00:18,SO ON
1,1,2705,2705,0,57,egress,2022 AUG 11 05:56:27,SO ON
1,1,3211,3211,0,59,egress,2022 AUG 11 09:52:29,SO ON
1,1,2747,2747,0,60,egress,2022 AUG 11 11:50:31,SO ON
1,1,3214,3214,0,66,egress,2022 AUG 11 23:38:51,SO ON
1,1,3219,3219,0,67,egress,2022 AUG 12 01:36:55,SO ON
1,1,3217,3217,0,69,egress,2022 AUG 12 05:33:04,SO ON
1,1,3176,3176,0,71,egress,2022 AUG 12 09:29:07,SO ON
1,1,3151,3151,0,73,egress,2022 AUG 12 13:25:13,SO ON
1,1,3182,3182,0,74,egress,2022 AUG 12 15:23:19,SO ON
1,1,3182,3182,0,76,egress,2022 AUG 12 19:19:28,SO ON
1,1,749,749,0,78,egress,2022 AUG 12 23:15:28,SO ON
1,1,761,761,0,79,egress,2022 AUG 13 01:13:31,SO ON
1,1,3125,3125,0,81,egress,2022 AUG 13 05:09:41,SO ON
1,1,773,773,0,83,egress,2022 AUG 13 09:05:45,SO ON
1,1,3110,3110,0,84,egress,2022 AUG 13 11:03:45,SO ON
1,1,3185,3185,0,88,egress,2022 AUG 13 18:56:04,SO ON
1,1,2729,2729,0,90,egress,2022 AUG 13 22:52:04,SO ON
1,1,3224,3224,0,92,egress,2022 AUG 14 02:48:10,SO ON
1,1,2705,2705,0,93,egress,2022 AUG 14 04:46:15,SO ON
1,1,3219,3219,0,95,egress,2022 AUG 14 08:42:20,SO ON
1,1,3182,3182,0,97,egress,2022 AUG 14 12:38:21,SO ON
1,1,3151,3151,0,99,egress,2022 AUG 14 16:34:31,SO ON
1,1,2069,2069,0,104,egress,2022 AUG 15 02:24:41,SO ON
1,1,755,755,0,105,egress,2022 AUG 15 04:22:45,SO ON
1,1,905,905,0,107,egress,2022 AUG 15 08:18:51,SO ON
1,1,2747,2747,0,109,egress,2022 AUG 15 12:14:51,SO ON
1,1,905,905,0,110,egress,2022 AUG 15 14:12:53,SO ON
1,1,41,41,0,116,egress,2022 AUG 16 02:01:06,SO ON
1,1,3215,3215,0,117,egress,2022 AUG 16 03:59:10,SO ON
1,1,41,41,0,119,egress,2022 AUG 16 07:55:17,SO ON
1,1,53,53,0,121,egress,2022 AUG 16 11:51:18,SO ON
1,1,3122,3122,0,123,egress,2022 AUG 16 15:47:21,SO ON
1,1,3222,3222,0,125,egress,2022 AUG 16 19:43:31,SO ON
1,1,3182,3182,0,128,egress,2022 AUG 17 01:37:29,SO ON
1,1,779,779,0,129,egress,2022 AUG 17 03:35:31,SO ON
1,1,1511,1511,0,131,egress,2022 AUG 17 07:31:38,SO ON
1,1,1193,1193,0,133,egress,2022 AUG 17 11:27:38,SO ON
1,1,809,809,0,134,egress,2022 AUG 17 13:25:37,SO ON
1,1,3218,3218,0,136,egress,2022 AUG 17 17:21:42,SO ON
1,1,1889,1889,0,138,egress,2022 AUG 17 21:17:49,SO ON
1,1,3203,3203,0,140,egress,2022 AUG 18 01:13:45,SO ON
1,1,761,761,0,141,egress,2022 AUG 18 03:11:46,SO ON
1,1,3211,3211,0,143,egress,2022 AUG 18 07:07:52,SO ON
1,1,3121,3121,0,145,egress,2022 AUG 18 11:03:54,SO ON
1,1,3222,3222,0,147,egress,2022 AUG 18 14:59:51,SO ON
1,1,749,749,0,148,egress,2022 AUG 18 16:57:54,SO ON
1,1,3212,3212,0,150,egress,2022 AUG 18 20:54:01,SO ON
1,1,1511,1511,0,152,egress,2022 AUG 19 00:49:58,SO ON
1,1,3151,3151,0,153,egress,2022 AUG 19 02:47:56,SO ON
1,1,3151,3151,0,155,egress,2022 AUG 19 06:44:00,SO ON
1,1,3220,3220,0,157,egress,2022 AUG 19 10:40:02,SO ON
1,1,3202,3202,0,158,egress,2022 AUG 19 12:38:00,SO ON
1,1,46,46,0,160,egress,2022 AUG 19 16:33:58,SO ON
1,1,46,46,0,165,egress,2022 AUG 20 02:23:59,SO ON
1,1,3219,3219,0,167,egress,2022 AUG 20 06:20:02,SO ON
1,1,53,53,0,169,egress,2022 AUG 20 10:16:05,SO ON
1,1,3203,3203,0,173,egress,2022 AUG 20 18:08:00,SO ON
1,1,767,767,0,178,egress,2022 AUG 21 03:57:57,SO ON
1,1,3225,3225,0,179,egress,2022 AUG 21 05:55:58,SO ON
1,1,3205,3205,0,181,egress,2022 AUG 21 09:52:01,SO ON
1,1,53,53,0,183,egress,2022 AUG 21 13:47:57,SO ON
1,1,1781,1781,0,186,egress,2022 AUG 21 19:41:55,SO ON
1,1,3220,3220,0,188,egress,2022 AUG 21 23:37:58,SO ON
1,1,3127,3127,0,190,egress,2022 AUG 22 03:33:50,SO ON
1,1,2705,2705,0,191,egress,2022 AUG 22 05:31:49,SO ON
1,1,1397,1397,0,193,egress,2022 AUG 22 09:27:53,SO ON
1,1,53,53,0,195,egress,2022 AUG 22 13:23:49,SO ON
1,1,1103,1103,0,197,egress,2022 AUG 22 17:19:44,SO ON
1,1,42,42,0,198,egress,2022 AUG 22 19:17:44,SO ON
1,1,3218,3218,0,200,egress,2022 AUG 22 23:13:47,SO ON
1,1,821,821,0,202,egress,2022 AUG 23 03:09:39,SO ON
1,1,3207,3207,0,205,egress,2022 AUG 23 09:03:39,SO ON
1,1,3223,3223,0,207,egress,2022 AUG 23 12:59:37,SO ON
1,1,53,53,0,209,egress,2022 AUG 23 16:55:30,SO ON
1,1,2735,2735,0,211,egress,2022 AUG 23 20:51:30,SO ON
1,1,767,767,0,213,egress,2022 AUG 24 00:47:31,SO ON
1,1,3220,3220,0,215,egress,2022 AUG 24 04:43:21,SO ON
1,1,3110,3110,0,218,egress,2022 AUG 24 10:37:22,SO ON
1,1,2735,2735,0,219,egress,2022 AUG 24 12:35:21,SO ON
1,1,3125,3125,0,221,egress,2022 AUG 24 16:31:13,SO ON
3,1,31,31,0,227,egress,2022 AUG 25 04:19:02,SO ON
1,1,1889,1889,0,230,egress,2022 AUG 25 10:13:01,SO ON
1,1,42,42,0,232,egress,2022 AUG 25 14:08:57,SO ON
1,1,3151,3151,0,233,egress,2022 AUG 25 16:06:53,SO ON
1,1,3214,3214,0,236,egress,2022 AUG 25 22:00:49,SO ON
1,1,3152,3152,0,240,egress,2022 AUG 26 05:52:36,SO ON
1,1,3179,3179,0,242,egress,2022 AUG 26 09:48:36,SO ON
1,1,3126,3126,0,244,egress,2022 AUG 26 13:44:33,SO ON
1,1,3203,3203,0,248,egress,2022 AUG 26 21:36:20,SO ON
1,1,3220,3220,0,259,egress,2022 AUG 27 19:13:52,SO ON
1,1,1397,1397,0,264,egress,2022 AUG 28 05:03:39,SO ON
1,1,1511,1511,0,266,egress,2022 AUG 28 08:59:33,SO ON
1,1,3128,3128,0,272,egress,2022 AUG 28 20:47:14,SO ON
1,1,42,42,0,275,egress,2022 AUG 29 02:41:11,SO ON
1,1,42,42,0,277,egress,2022 AUG 29 06:36:59,SO ON
1,1,3101,3101,0,281,egress,2022 AUG 29 14:28:53,SO ON
1,1,3213,3213,0,289,egress,2022 AUG 30 06:12:22,SO ON
3,1,31,31,0,291,egress,2022 AUG 30 10:08:16,SO ON
1,1,3204,3204,0,293,egress,2022 AUG 30 14:04:13,SO ON
1,1,34,34,0,300,egress,2022 AUG 31 03:49:50,SO ON
1,1,1193,1193,0,302,egress,2022 AUG 31 07:45:37,SO ON
1,1,3182,3182,0,306,egress,2022 AUG 31 15:37:29,SO ON
1,1,3152,3152,0,308,egress,2022 AUG 31 19:33:17,SO ON
1,1,3220,3220,0,318,egress,2022 SEP 01 15:12:45,SO ON
1,1,3205,3205,0,320,egress,2022 SEP 01 19:08:34,SO ON
1,1,3221,3221,0,322,egress,2022 SEP 01 23:04:26,SO ON
1,1,3152,3152,0,329,egress,2022 SEP 02 12:50:02,SO ON
1,1,3220,3220,0,331,egress,2022 SEP 02 16:45:55,SO ON
1,1,3176,3176,0,333,egress,2022 SEP 02 20:41:43,SO ON
1,1,3225,3225,0,335,egress,2022 SEP 03 00:37:36,SO ON
