Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	2	Nightside	2018 MAY 19 16:16:33	2018 MAY 19 16:46:14	2018 MAY 19 17:15:54	3561.38	-164.83	-24.29	0.73	46.47	39.35	-46.65	113.23	3.90	3	-	-	-		
1	2	Dayside	2018 MAY 19 17:15:54	2018 MAY 19 17:45:15	2018 MAY 19 18:14:35	3520.90	0.73	141.85	166.44	-46.65	-38.03	46.90	66.64	15.93	3	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
2	2	Nightside	2018 MAY 19 18:14:35	2018 MAY 19 18:44:17	2018 MAY 19 19:13:58	3562.75	166.44	-53.05	-28.01	46.90	38.87	-47.14	113.45	3.90	4	-	-	-		
2	2	Dayside	2018 MAY 19 19:13:58	2018 MAY 19 19:43:18	2018 MAY 19 20:12:38	3519.60	-28.01	113.09	137.71	-47.14	-37.59	47.37	66.44	15.93	4	-		COP row -1: 	COMMENT	
3	2	Nightside	2018 MAY 19 20:12:38	2018 MAY 19 20:42:18	2018 MAY 19 21:11:59	3561.57	137.71	-81.77	-56.73	47.37	38.39	-47.64	113.64	3.90	5	-	-	-		
3	2	Dayside	2018 MAY 19 21:11:59	2018 MAY 19 21:41:18	2018 MAY 19 22:10:38	3518.38	-56.73	84.37	108.99	-47.64	-37.13	47.84	66.26	15.93	5	Nominal 6SUBD 02	Science: orders #167, #134, #168, #121, #189, #197, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
4	2	Nightside	2018 MAY 19 22:10:38	2018 MAY 19 22:40:17	2018 MAY 19 23:09:56	3558.44	108.99	-110.51	-85.44	47.84	37.97	-48.05	113.83	3.90	3	-	-	-		
4	2	Dayside	2018 MAY 19 23:09:56	2018 MAY 19 23:39:15	2018 MAY 20 00:08:34	3517.52	-85.44	55.63	80.28	-48.05	-36.68	48.23	66.06	15.93	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
5	2	Nightside	2018 MAY 20 00:08:34	2018 MAY 20 00:38:12	2018 MAY 20 01:07:51	3557.06	80.28	-139.31	-114.15	48.23	37.64	-48.33	114.04	3.89	5	-	-	-		
5	2	Dayside	2018 MAY 20 01:07:51	2018 MAY 20 01:37:10	2018 MAY 20 02:06:29	3518.15	-114.15	26.78	51.58	-48.33	-36.35	48.49	65.82	15.92	5	Nominal 4SUBD 01	Science: orders #168, #134, #121, #190, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
