Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
ACS	2	2	Grazing	2018 MAY 19 18:31:15	-	2018 MAY 19 19:00:17	1742.00	-26.65	-	-26.65	85.27	-	85.27	-	4	-	-	-	COMMENT	
NOMAD	3	2	Grazing	2018 MAY 19 20:29:02	-	2018 MAY 19 20:58:30	1768.00	-55.72	-	-55.72	85.62	-	85.62	-	5	Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 122 to 138)	COP row -1: 	COMMENT	
ACS	4	2	Grazing	2018 MAY 19 22:26:48	-	2018 MAY 19 22:56:38	1790.00	-84.66	-	-84.66	85.88	-	85.88	-	3	-	-	-	COMMENT	
NOMAD	5	2	Grazing	2018 MAY 20 00:24:38	-	2018 MAY 20 00:54:44	1806.00	-113.02	-	-113.02	85.87	-	85.87	-	5	All Fullscan Fast	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (6 order(s) per 1 second(s))	COP row -1: 	COMMENT	
N/A	6	2	Grazing	2018 MAY 20 02:22:25	-	2018 MAY 20 02:52:49	1824.00	-141.92	-	-141.92	86.10	-	86.10	-	4	-	-	-	COMMENT	
ACS	7	2	Grazing	2018 MAY 20 04:20:08	-	2018 MAY 20 04:50:58	1850.00	-171.74	-	-171.74	86.66	-	86.66	-	3	-	-	-	COMMENT	
N/A	8	2	Grazing	2018 MAY 20 06:18:01	-	2018 MAY 20 06:49:11	1870.00	159.41	-	159.41	86.83	-	86.83	-	4	-	-	-	COMMENT	
N/A	9	2	Grazing	2018 MAY 20 08:15:54	-	2018 MAY 20 08:47:24	1890.00	131.06	-	131.06	86.84	-	86.84	-	3	-	-	-	COMMENT	
NOMAD	10	2	Grazing	2018 MAY 20 10:13:45	-	2018 MAY 20 10:45:31	1906.00	102.70	-	102.70	86.86	-	86.86	-	5	HDO 01	Science: orders #168, #134, #124, #129, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 122 to 138)	COP row -1: 	COMMENT	
NOMAD	11	2	Grazing	2018 MAY 20 12:11:27	-	2018 MAY 20 12:43:33	1926.00	73.08	-	73.08	87.25	-	87.25	-	5	AER 01	Science: orders #119, #133, #143, #154, #169, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 122 to 138)	COP row -1: 	COMMENT	
N/A	12	2	Grazing	2018 MAY 20 14:09:11	-	2018 MAY 20 14:41:33	1942.00	43.47	-	43.47	87.57	-	87.57	-	4	-	-	-	COMMENT	
N/A	13	2	Grazing	2018 MAY 20 16:07:03	-	2018 MAY 20 16:39:39	1956.00	14.68	-	14.68	87.69	-	87.69	-	17	-	-	-	COMMENT	
N/A	14	2	Grazing	2018 MAY 20 18:04:57	-	2018 MAY 20 18:37:45	1968.00	-13.73	-	-13.73	87.74	-	87.74	-	4	-	-	-	COMMENT	
ACS	15	2	Grazing	2018 MAY 20 20:02:45	-	2018 MAY 20 20:35:51	1986.00	-43.34	-	-43.34	88.00	-	88.00	-	17	-	-	-	COMMENT	
NOMAD	16	2	Grazing	2018 MAY 20 22:00:33	-	2018 MAY 20 22:33:57	2004.00	-72.94	-	-72.94	88.23	-	88.23	-	5	Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 122 to 138)	COP row -1: 	COMMENT	
ACS	17	2	Merged	2018 MAY 20 23:58:20	-	2018 MAY 21 00:31:59	2019.02	-102.14	-	-96.35	88.38	-	-20.02	-	4	-	-	-	COMMENT	
N/A	18	2	Merged	2018 MAY 21 01:56:08	-	2018 MAY 21 02:29:59	2030.30	-130.89	-	-125.07	88.47	-	-20.56	-	3	-	-	-	COMMENT	
NOMAD	19	2	Merged	2018 MAY 21 03:53:54	-	2018 MAY 21 04:28:01	2047.39	-163.85	-	-153.80	88.89	-	-21.12	-	5	Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 122 to 138)	COP row -1: 	COMMENT	
N/A	20	2	Merged	2018 MAY 21 05:51:45	-	2018 MAY 21 06:26:09	2064.32	164.12	-	177.46	89.11	-	-21.88	-	4	-	-	-	COMMENT	
N/A	21	2	Merged	2018 MAY 21 07:49:38	-	2018 MAY 21 08:24:19	2080.77	135.18	-	148.70	89.17	-	-22.77	-	3	-	-	-	COMMENT	
NOMAD	22	2	Merged	2018 MAY 21 09:47:32	-	2018 MAY 21 10:22:24	2092.63	108.88	-	119.97	89.13	-	-23.51	-	5	All Fullscan Fast	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (6 order(s) per 1 second(s))	COP row -1: 	COMMENT	
ACS	23	2	Ingress	2018 MAY 21 11:45:17	2018 MAY 21 11:53:48	2018 MAY 21 11:56:37	680.00	76.29	97.08	96.55	89.32	62.99	53.64	5.96	4	-	-	-	COMMENT	
N/A	23	2	Egress	2018 MAY 21 12:08:37	2018 MAY 21 12:11:28	2018 MAY 21 12:20:24	707.00	93.94	93.29	91.25	12.65	3.26	-24.16	6.00	4	-	-	-	COMMENT	
N/A	24	2	Ingress	2018 MAY 21 13:43:02	2018 MAY 21 13:51:22	2018 MAY 21 13:54:01	659.00	36.61	68.49	68.00	89.56	63.88	55.10	5.97	17	-	-	-	COMMENT	
N/A	24	2	Egress	2018 MAY 21 14:06:56	2018 MAY 21 14:09:37	2018 MAY 21 14:18:22	686.00	65.16	64.55	62.54	10.97	2.15	-24.64	6.00	17	-	-	-	COMMENT	
N/A	25	2	Ingress	2018 MAY 21 15:40:53	2018 MAY 21 15:49:02	2018 MAY 21 15:51:34	641.00	-0.51	39.88	39.41	89.66	64.63	56.26	5.97	17	-	-	-	COMMENT	
N/A	25	2	Egress	2018 MAY 21 16:05:15	2018 MAY 21 16:07:49	2018 MAY 21 16:16:23	668.00	36.38	35.79	33.82	9.48	1.07	-25.08	6.00	17	-	-	-	COMMENT	
N/A	26	2	Ingress	2018 MAY 21 17:38:46	2018 MAY 21 17:46:46	2018 MAY 21 17:49:12	626.00	-36.29	11.27	10.80	89.73	65.23	57.21	5.97	4	-	-	-	COMMENT	
N/A	26	2	Egress	2018 MAY 21 18:03:34	2018 MAY 21 18:06:02	2018 MAY 21 18:14:27	653.00	7.60	7.03	5.08	8.10	0.03	-25.59	6.00	4	-	-	-	COMMENT	
NOMAD	27	2	Ingress	2018 MAY 21 19:36:38	2018 MAY 21 19:44:30	2018 MAY 21 19:46:50	612.00	-89.91	-17.35	-17.80	89.80	65.82	58.15	5.97	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 122 to 138); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 122 to 138)	COP row -1: 	COMMENT	
NOMAD	27	2	Egress	2018 MAY 21 20:01:52	2018 MAY 21 20:04:15	2018 MAY 21 20:12:30	638.00	-21.18	-21.73	-23.65	6.70	-1.08	-26.13	6.00	1	CO2 02	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 122 to 138)	COP row -1: 	COMMENT	
ACS	28	2	Ingress	2018 MAY 21 21:34:27	2018 MAY 21 21:42:12	2018 MAY 21 21:44:27	600.00	-175.22	-45.95	-46.40	89.77	66.43	59.05	5.97	1	-	-	-	COMMENT	
ACS	28	2	Egress	2018 MAY 21 22:00:08	2018 MAY 21 22:02:25	2018 MAY 21 22:10:33	625.00	-49.95	-50.48	-52.38	5.28	-2.15	-26.80	6.00	1	-	-	-	COMMENT	
NOMAD	29	2	Ingress	2018 MAY 21 23:32:15	2018 MAY 21 23:39:52	2018 MAY 21 23:42:03	588.00	136.58	-74.55	-74.99	89.69	67.02	59.87	5.98	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 122 to 138); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 122 to 138)	COP row -1: 	COMMENT	
NOMAD	29	2	Egress	2018 MAY 21 23:58:21	2018 MAY 22 00:00:34	2018 MAY 22 00:08:35	614.00	-78.71	-79.23	-81.11	3.94	-3.26	-27.50	6.00	1	Water Ice 01	Science: orders #119, #140, #153, #170, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 122 to 138)	COP row -1: 	COMMENT	
N/A	30	2	Ingress	2018 MAY 22 01:30:05	2018 MAY 22 01:37:33	2018 MAY 22 01:39:40	575.00	106.66	-103.15	-103.58	89.72	67.51	60.60	5.98	4	-	-	-	COMMENT	
N/A	30	2	Egress	2018 MAY 22 01:56:32	2018 MAY 22 01:58:41	2018 MAY 22 02:06:34	602.00	-107.46	-107.96	-109.82	2.75	-4.22	-27.99	6.00	4	-	-	-	COMMENT	
ACS	31	2	Ingress	2018 MAY 22 03:27:53	2018 MAY 22 03:35:13	2018 MAY 22 03:37:15	562.00	63.45	-131.74	-132.16	89.51	68.20	61.58	5.98	1	-	-	-	COMMENT	
ACS	31	2	Egress	2018 MAY 22 03:54:44	2018 MAY 22 03:56:48	2018 MAY 22 04:04:32	588.00	-136.21	-136.70	-138.54	1.56	-5.12	-28.37	6.00	1	-	-	-	COMMENT	
