Dayside Nadir Index	UTC Start Time	UTC End Time	UTC Minimum Incidence Angle Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Local Time (hrs)	
0	2018 AUG 11 15:49:39	2018 AUG 11 16:52:25	2018 AUG 11 16:21:05	3762.0	140.1	166.7	-54.2	53.5	-30.9	-53.5	10.1	
1	2018 AUG 11 17:47:36	2018 AUG 11 18:50:19	2018 AUG 11 18:19:01	3760.0	111.3	137.8	-83.0	53.4	-31.1	-53.4	10.1	
2	2018 AUG 11 19:45:30	2018 AUG 11 20:48:13	2018 AUG 11 20:16:53	3760.0	82.5	108.9	-111.8	53.3	-31.2	-53.2	10.0	
3	2018 AUG 11 21:43:22	2018 AUG 11 22:46:03	2018 AUG 11 22:14:45	3758.0	53.8	80.0	-140.6	53.2	-31.4	-53.1	10.0	
4	2018 AUG 11 23:41:13	2018 AUG 12 00:43:57	2018 AUG 12 00:12:37	3760.0	24.9	51.2	-169.4	53.0	-31.6	-52.9	10.0	
5	2018 AUG 12 01:39:09	2018 AUG 12 02:41:53	2018 AUG 12 02:10:33	3760.0	-3.9	22.3	161.7	52.7	-31.8	-52.7	10.0	
6	2018 AUG 12 03:37:05	2018 AUG 12 04:39:51	2018 AUG 12 04:08:31	3762.0	-32.8	-6.6	132.8	52.6	-32.0	-52.5	10.0	
7	2018 AUG 12 05:35:02	2018 AUG 12 06:37:47	2018 AUG 12 06:06:27	3762.0	-61.6	-35.6	104.0	52.4	-32.1	-52.4	10.0	
8	2018 AUG 12 07:32:56	2018 AUG 12 08:35:41	2018 AUG 12 08:04:21	3762.0	-90.5	-64.5	75.2	52.3	-32.3	-52.3	10.0	
9	2018 AUG 12 09:30:49	2018 AUG 12 10:33:31	2018 AUG 12 10:02:13	3758.0	-119.2	-93.4	46.4	52.1	-32.4	-52.1	9.9	
10	2018 AUG 12 11:28:41	2018 AUG 12 12:31:25	2018 AUG 12 12:00:05	3760.0	-148.0	-122.2	17.6	52.0	-32.7	-51.8	9.9	
11	2018 AUG 12 13:26:35	2018 AUG 12 14:29:21	2018 AUG 12 13:57:59	3762.0	-176.9	-151.1	-11.2	51.8	-32.9	-51.7	9.9	
12	2018 AUG 12 15:24:32	2018 AUG 12 16:27:17	2018 AUG 12 15:55:57	3762.0	154.2	-180.0	-40.1	51.6	-33.0	-51.5	9.9	
13	2018 AUG 12 17:22:29	2018 AUG 12 18:25:13	2018 AUG 12 17:53:53	3760.0	125.4	151.1	-68.9	51.4	-33.2	-51.3	9.9	
14	2018 AUG 12 19:20:25	2018 AUG 12 20:23:07	2018 AUG 12 19:51:47	3758.0	96.6	122.2	-97.7	51.2	-33.4	-51.2	9.9	
15	2018 AUG 12 21:18:18	2018 AUG 12 22:20:59	2018 AUG 12 21:49:41	3758.0	67.8	93.3	-126.5	51.2	-33.6	-51.0	9.9	
16	2018 AUG 12 23:16:09	2018 AUG 13 00:18:51	2018 AUG 12 23:47:31	3758.0	39.0	64.4	-155.3	50.9	-33.8	-50.8	9.8	
17	2018 AUG 13 01:14:03	2018 AUG 13 02:16:45	2018 AUG 13 01:45:25	3758.0	10.2	35.6	175.8	50.7	-34.0	-50.7	9.8	
18	2018 AUG 13 03:12:00	2018 AUG 13 04:14:43	2018 AUG 13 03:43:23	3760.0	-18.7	6.7	146.9	50.5	-34.2	-50.4	9.8	
19	2018 AUG 13 05:09:57	2018 AUG 13 06:12:41	2018 AUG 13 05:41:21	3760.0	-47.5	-22.2	118.1	50.3	-34.4	-50.3	9.8	
20	2018 AUG 13 07:07:53	2018 AUG 13 08:10:37	2018 AUG 13 07:39:17	3760.0	-76.4	-51.2	89.3	50.1	-34.6	-50.1	9.8	
21	2018 AUG 13 09:05:46	2018 AUG 13 10:08:29	2018 AUG 13 09:37:09	3758.0	-105.1	-80.1	60.5	50.0	-34.7	-50.0	9.8	
22	2018 AUG 13 11:03:39	2018 AUG 13 12:06:21	2018 AUG 13 11:35:01	3758.0	-133.9	-108.9	31.7	49.8	-34.9	-49.7	9.8	
23	2018 AUG 13 13:01:32	2018 AUG 13 14:04:17	2018 AUG 13 13:32:55	3762.0	-162.8	-137.7	2.8	49.7	-35.1	-49.5	9.8	
24	2018 AUG 13 14:59:29	2018 AUG 13 16:02:15	2018 AUG 13 15:30:53	3762.0	168.3	-166.6	-26.0	49.4	-35.4	-49.3	9.7	
25	2018 AUG 13 16:57:26	2018 AUG 13 18:00:11	2018 AUG 13 17:28:49	3760.0	139.5	164.5	-54.9	49.2	-35.6	-49.1	9.7	
26	2018 AUG 13 18:55:24	2018 AUG 13 19:58:05	2018 AUG 13 19:26:45	3758.0	110.6	135.6	-83.7	49.0	-35.7	-49.0	9.7	
27	2018 AUG 13 20:53:18	2018 AUG 13 21:55:59	2018 AUG 13 21:24:39	3758.0	81.8	106.7	-112.5	48.9	-35.9	-48.8	9.7	
28	2018 AUG 13 22:51:10	2018 AUG 13 23:53:51	2018 AUG 13 23:22:31	3758.0	53.0	77.8	-141.3	48.7	-36.2	-48.6	9.7	
29	2018 AUG 14 00:49:03	2018 AUG 14 01:51:45	2018 AUG 14 01:20:23	3758.0	24.2	49.0	-170.1	48.5	-36.4	-48.4	9.7	
30	2018 AUG 14 02:46:59	2018 AUG 14 03:49:41	2018 AUG 14 03:18:21	3758.0	-4.7	20.1	161.0	48.2	-36.6	-48.2	9.7	
31	2018 AUG 14 04:44:57	2018 AUG 14 05:47:41	2018 AUG 14 05:16:19	3760.0	-33.5	-8.8	132.1	48.0	-36.8	-47.9	9.7	
32	2018 AUG 14 06:42:54	2018 AUG 14 07:45:37	2018 AUG 14 07:14:17	3760.0	-62.4	-37.7	103.3	47.8	-37.0	-47.8	9.6	
33	2018 AUG 14 08:40:48	2018 AUG 14 09:43:31	2018 AUG 14 09:12:11	3760.0	-91.2	-66.6	74.5	47.7	-37.1	-47.6	9.6	
34	2018 AUG 14 10:38:41	2018 AUG 14 11:41:21	2018 AUG 14 11:10:03	3756.0	-119.9	-95.5	45.7	47.5	-37.3	-47.5	9.6	
35	2018 AUG 14 12:36:34	2018 AUG 14 13:39:15	2018 AUG 14 13:07:55	3758.0	-148.8	-124.3	16.8	47.3	-37.5	-47.2	9.6	
36	2018 AUG 14 14:34:30	2018 AUG 14 15:37:13	2018 AUG 14 15:05:53	3760.0	-177.7	-153.1	-12.0	47.1	-37.8	-47.0	9.6	
37	2018 AUG 14 16:32:28	2018 AUG 14 17:35:11	2018 AUG 14 17:03:49	3760.0	153.5	178.0	-40.9	46.8	-38.1	-46.7	9.6	
38	2018 AUG 14 18:30:26	2018 AUG 14 19:33:07	2018 AUG 14 19:01:47	3758.0	124.6	149.1	-69.7	46.6	-38.3	-46.5	9.6	
39	2018 AUG 14 20:28:22	2018 AUG 14 21:31:01	2018 AUG 14 20:59:41	3756.0	95.8	120.2	-98.5	46.4	-38.5	-46.3	9.5	
40	2018 AUG 14 22:26:15	2018 AUG 14 23:28:53	2018 AUG 14 22:57:35	3754.0	67.0	91.3	-127.3	46.2	-38.7	-46.2	9.5	
41	2018 AUG 15 00:24:07	2018 AUG 15 01:26:47	2018 AUG 15 00:55:27	3756.0	38.2	62.5	-156.1	46.0	-39.0	-45.9	9.5	
