Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	5	Ingress	2018 AUG 11 14:58:06	2018 AUG 11 15:01:31	2018 AUG 11 15:02:13	247.00	-33.42	-37.78	-38.65	-46.29	-41.19	-40.05	19.15	3	-	-	-	COMMENT	
N/A	1	5	Egress	2018 AUG 11 15:41:08	2018 AUG 11 15:41:48	2018 AUG 11 15:45:00	232.00	165.15	162.70	153.20	66.01	65.26	61.53	9.17	3	-	-	-	COMMENT	
N/A	2	5	Ingress	2018 AUG 11 16:56:03	2018 AUG 11 16:59:29	2018 AUG 11 17:00:11	248.00	-62.27	-66.65	-67.52	-46.05	-40.88	-39.73	19.14	1	-	-	-	COMMENT	
NOMAD	2	5	Egress	2018 AUG 11 17:39:03	2018 AUG 11 17:39:43	2018 AUG 11 17:42:55	232.00	136.54	134.07	124.50	66.01	65.25	61.50	9.18	1	Nominal Science 1xCO2 LA03; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #189, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
ACS	3	5	Ingress	2018 AUG 11 18:53:57	2018 AUG 11 18:57:24	2018 AUG 11 18:58:06	249.00	-91.09	-95.49	-96.36	-45.84	-40.61	-39.45	19.13	4	-	-	-	COMMENT	
N/A	3	5	Egress	2018 AUG 11 19:36:55	2018 AUG 11 19:37:36	2018 AUG 11 19:40:48	233.00	108.01	105.45	95.82	66.04	65.25	61.47	9.18	4	-	-	-	COMMENT	
N/A	4	5	Ingress	2018 AUG 11 20:51:50	2018 AUG 11 20:55:18	2018 AUG 11 20:56:00	250.00	-119.88	-124.30	-125.18	-45.66	-40.35	-39.18	19.12	1	-	-	-	COMMENT	
NOMAD	4	5	Egress	2018 AUG 11 21:34:46	2018 AUG 11 21:35:27	2018 AUG 11 21:38:40	234.00	79.39	76.82	67.08	66.03	65.24	61.41	9.18	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
ACS	5	5	Ingress	2018 AUG 11 22:49:42	2018 AUG 11 22:53:11	2018 AUG 11 22:53:53	251.00	-148.69	-153.13	-154.00	-45.45	-40.07	-38.90	19.11	4	-	-	-	COMMENT	
N/A	5	5	Egress	2018 AUG 11 23:32:36	2018 AUG 11 23:33:17	2018 AUG 11 23:36:31	235.00	50.59	48.01	38.22	65.97	65.18	61.29	9.17	4	-	-	-	COMMENT	
