Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	5	Nightside	2018 AUG 11 14:52:25	2018 AUG 11 15:22:02	2018 AUG 11 15:51:39	3553.42	-25.51	1.64	139.99	-53.83	31.82	53.73	151.22	22.12	3	-	-	-		
1	5	Dayside	2018 AUG 11 15:51:39	2018 AUG 11 16:21:00	2018 AUG 11 16:50:22	3522.82	139.99	166.68	-54.34	53.73	-30.75	-53.67	28.90	10.07	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
2	5	Nightside	2018 AUG 11 16:50:22	2018 AUG 11 17:19:59	2018 AUG 11 17:49:36	3553.87	-54.34	-27.29	111.18	-53.67	32.00	53.59	150.97	22.10	1	-	-	-		
2	5	Dayside	2018 AUG 11 17:49:36	2018 AUG 11 18:18:56	2018 AUG 11 18:48:16	3520.55	111.18	137.75	-83.15	53.59	-30.90	-53.53	29.15	10.06	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
3	5	Nightside	2018 AUG 11 18:48:16	2018 AUG 11 19:17:53	2018 AUG 11 19:47:30	3553.72	-83.15	-56.23	82.40	-53.53	32.18	53.47	150.71	22.08	4	-	-	-		
3	5	Dayside	2018 AUG 11 19:47:30	2018 AUG 11 20:16:49	2018 AUG 11 20:46:09	3518.89	82.40	108.82	-111.93	53.47	-31.05	-53.40	29.39	10.04	4	-		COP row -1: 	COMMENT	
4	5	Nightside	2018 AUG 11 20:46:09	2018 AUG 11 21:15:45	2018 AUG 11 21:45:21	3552.51	-111.93	-85.14	53.63	-53.40	32.33	53.35	150.47	22.07	1	-	-	-		
4	5	Dayside	2018 AUG 11 21:45:21	2018 AUG 11 22:14:40	2018 AUG 11 22:44:00	3518.53	53.63	79.94	-140.71	53.35	-31.22	-53.27	29.61	10.03	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
5	5	Nightside	2018 AUG 11 22:44:00	2018 AUG 11 23:13:36	2018 AUG 11 23:43:13	3553.05	-140.71	-114.00	24.79	-53.27	32.48	53.16	150.28	22.05	4	-	-	-		
5	5	Dayside	2018 AUG 11 23:43:13	2018 AUG 12 00:12:33	2018 AUG 12 00:41:53	3519.80	24.79	51.10	-169.56	53.16	-31.42	-53.07	29.81	10.02	4	-		COP row -1: 	COMMENT	
