Instrument	Occultation Index	Occultation Type	UTC Start Time	UTC End Time	UTC Transition Time	Duration (s)	Tangent Centre Longitude	Tangent Centre Latitude	Tangent Centre Local Time (hrs)	
ACS	16	Ingress	2018 AUG 12 06:40:59	2018 AUG 12 06:46:11	2018 AUG 12 06:44:59	312.0	97.6	-46.3	19.4	
N/A	17	Egress	2018 AUG 12 07:23:43	2018 AUG 12 07:28:38	2018 AUG 12 07:24:53	295.0	-64.4	65.8	9.3	
N/A	18	Ingress	2018 AUG 12 08:38:52	2018 AUG 12 08:44:06	2018 AUG 12 08:42:54	314.0	68.9	-46.2	19.4	
NOMAD	19	Egress	2018 AUG 12 09:21:34	2018 AUG 12 09:26:31	2018 AUG 12 09:22:45	297.0	-92.9	65.8	9.3	
ACS	20	Ingress	2018 AUG 12 10:36:43	2018 AUG 12 10:41:57	2018 AUG 12 10:40:45	314.0	40.1	-46.1	19.4	
N/A	21	Egress	2018 AUG 12 11:19:23	2018 AUG 12 11:24:21	2018 AUG 12 11:20:34	298.0	-121.5	65.8	9.3	
NOMAD	22	Ingress	2018 AUG 12 12:34:37	2018 AUG 12 12:39:52	2018 AUG 12 12:38:40	315.0	11.1	-45.6	19.4	
NOMAD	23	Egress	2018 AUG 12 13:17:15	2018 AUG 12 13:22:13	2018 AUG 12 13:18:26	298.0	-150.4	65.8	9.3	
N/A	24	Ingress	2018 AUG 12 14:32:36	2018 AUG 12 14:37:51	2018 AUG 12 14:36:39	315.0	-17.8	-45.3	19.4	
N/A	25	Egress	2018 AUG 12 15:15:11	2018 AUG 12 15:20:10	2018 AUG 12 15:16:22	299.0	-179.2	65.7	9.3	
ACS	26	Ingress	2018 AUG 12 16:30:35	2018 AUG 12 16:35:50	2018 AUG 12 16:34:38	315.0	-46.5	-45.2	19.4	
ACS	27	Egress	2018 AUG 12 17:13:07	2018 AUG 12 17:18:07	2018 AUG 12 17:14:18	300.0	152.0	65.7	9.3	
NOMAD	28	Ingress	2018 AUG 12 18:28:31	2018 AUG 12 18:33:47	2018 AUG 12 18:32:35	316.0	-75.4	-44.9	19.3	
NOMAD	29	Egress	2018 AUG 12 19:11:01	2018 AUG 12 19:16:01	2018 AUG 12 19:12:12	300.0	123.4	65.7	9.3	
NOMAD	30	Ingress	2018 AUG 12 20:26:24	2018 AUG 12 20:31:42	2018 AUG 12 20:30:29	318.0	-104.1	-44.8	19.3	
NOMAD	31	Egress	2018 AUG 12 21:08:52	2018 AUG 12 21:13:53	2018 AUG 12 21:10:03	301.0	94.9	65.7	9.3	
ACS	32	Ingress	2018 AUG 12 22:24:17	2018 AUG 12 22:29:35	2018 AUG 12 22:28:22	318.0	-132.9	-44.7	19.3	
ACS	33	Egress	2018 AUG 12 23:06:42	2018 AUG 12 23:11:45	2018 AUG 12 23:07:54	303.0	66.2	65.6	9.3	
NOMAD	34	Ingress	2018 AUG 13 00:22:11	2018 AUG 13 00:27:30	2018 AUG 13 00:26:17	319.0	-161.9	-44.2	19.3	
NOMAD	35	Egress	2018 AUG 13 01:04:34	2018 AUG 13 01:09:38	2018 AUG 13 01:05:46	304.0	37.3	65.6	9.3	
N/A	36	Ingress	2018 AUG 13 02:20:08	2018 AUG 13 02:25:27	2018 AUG 13 02:24:14	319.0	169.2	-43.8	19.3	
N/A	37	Egress	2018 AUG 13 03:02:28	2018 AUG 13 03:07:31	2018 AUG 13 03:03:40	303.0	8.5	65.5	9.3	
ACS	38	Ingress	2018 AUG 13 04:18:06	2018 AUG 13 04:23:26	2018 AUG 13 04:22:13	320.0	140.5	-43.8	19.3	
ACS	39	Egress	2018 AUG 13 05:00:23	2018 AUG 13 05:05:26	2018 AUG 13 05:01:34	303.0	-20.2	65.5	9.3	
NOMAD	40	Ingress	2018 AUG 13 06:16:04	2018 AUG 13 06:21:25	2018 AUG 13 06:20:11	321.0	111.6	-43.5	19.3	
NOMAD	41	Egress	2018 AUG 13 06:58:18	2018 AUG 13 07:03:22	2018 AUG 13 06:59:30	304.0	-48.9	65.4	9.3	
NOMAD	42	Ingress	2018 AUG 13 08:13:59	2018 AUG 13 08:19:21	2018 AUG 13 08:18:08	322.0	82.7	-43.2	19.3	
NOMAD	43	Egress	2018 AUG 13 08:56:10	2018 AUG 13 09:01:17	2018 AUG 13 08:57:23	307.0	-77.5	65.4	9.3	
ACS	44	Ingress	2018 AUG 13 10:11:51	2018 AUG 13 10:17:15	2018 AUG 13 10:16:01	324.0	53.9	-43.1	19.3	
ACS	45	Egress	2018 AUG 13 10:54:01	2018 AUG 13 10:59:08	2018 AUG 13 10:55:13	307.0	-106.2	65.4	9.3	
NOMAD	46	Ingress	2018 AUG 13 12:09:44	2018 AUG 13 12:15:08	2018 AUG 13 12:13:54	324.0	25.2	-42.9	19.3	
NOMAD	47	Egress	2018 AUG 13 12:51:51	2018 AUG 13 12:56:58	2018 AUG 13 12:53:04	307.0	-134.9	65.4	9.3	
N/A	48	Ingress	2018 AUG 13 14:07:43	2018 AUG 13 14:13:07	2018 AUG 13 14:11:53	324.0	-3.8	-42.5	19.2	
N/A	49	Egress	2018 AUG 13 14:49:47	2018 AUG 13 14:54:55	2018 AUG 13 14:50:59	308.0	-163.9	65.3	9.3	
N/A	50	Ingress	2018 AUG 13 16:05:43	2018 AUG 13 16:11:07	2018 AUG 13 16:09:53	324.0	-32.7	-42.2	19.2	
N/A	51	Egress	2018 AUG 13 16:47:43	2018 AUG 13 16:52:52	2018 AUG 13 16:48:56	309.0	167.3	65.2	9.3	
NOMAD	52	Ingress	2018 AUG 13 18:03:40	2018 AUG 13 18:09:06	2018 AUG 13 18:07:52	326.0	-61.6	-41.8	19.2	
NOMAD	53	Egress	2018 AUG 13 18:45:38	2018 AUG 13 18:50:48	2018 AUG 13 18:46:51	310.0	138.7	65.2	9.3	
ACS	54	Ingress	2018 AUG 13 20:01:35	2018 AUG 13 20:07:02	2018 AUG 13 20:05:47	327.0	-90.3	-41.7	19.2	
ACS	55	Egress	2018 AUG 13 20:43:30	2018 AUG 13 20:48:41	2018 AUG 13 20:44:43	311.0	110.1	65.2	9.3	
NOMAD	56	Ingress	2018 AUG 13 21:59:28	2018 AUG 13 22:04:56	2018 AUG 13 22:03:42	328.0	-119.0	-41.6	19.2	
NOMAD	57	Egress	2018 AUG 13 22:41:20	2018 AUG 13 22:46:33	2018 AUG 13 22:42:34	313.0	81.5	65.2	9.3	
NOMAD	58	Ingress	2018 AUG 13 23:57:22	2018 AUG 14 00:02:51	2018 AUG 14 00:01:36	329.0	-148.0	-41.2	19.2	
NOMAD	59	Egress	2018 AUG 14 00:39:12	2018 AUG 14 00:44:25	2018 AUG 14 00:40:25	313.0	52.6	65.1	9.3	
N/A	60	Ingress	2018 AUG 14 01:55:18	2018 AUG 14 02:00:47	2018 AUG 14 01:59:32	329.0	-176.7	-41.0	19.2	
N/A	61	Egress	2018 AUG 14 02:37:05	2018 AUG 14 02:42:19	2018 AUG 14 02:38:19	314.0	23.8	65.1	9.2	
ACS	62	Ingress	2018 AUG 14 03:53:16	2018 AUG 14 03:58:46	2018 AUG 14 03:57:31	330.0	154.4	-40.7	19.2	
ACS	63	Egress	2018 AUG 14 04:34:59	2018 AUG 14 04:40:13	2018 AUG 14 04:36:13	314.0	-4.9	65.0	9.2	
N/A	64	Ingress	2018 AUG 14 05:51:14	2018 AUG 14 05:56:45	2018 AUG 14 05:55:30	331.0	125.5	-40.4	19.2	
N/A	65	Egress	2018 AUG 14 06:32:55	2018 AUG 14 06:38:09	2018 AUG 14 06:34:08	314.0	-33.7	65.0	9.2	
NOMAD	66	Ingress	2018 AUG 14 07:49:11	2018 AUG 14 07:54:43	2018 AUG 14 07:53:28	332.0	96.6	-40.1	19.1	
NOMAD	67	Egress	2018 AUG 14 08:30:49	2018 AUG 14 08:36:05	2018 AUG 14 08:32:03	316.0	-62.4	65.0	9.2	
ACS	68	Ingress	2018 AUG 14 09:47:05	2018 AUG 14 09:52:39	2018 AUG 14 09:51:23	334.0	67.9	-40.0	19.1	
ACS	69	Egress	2018 AUG 14 10:28:40	2018 AUG 14 10:33:57	2018 AUG 14 10:29:54	317.0	-91.1	65.0	9.2	
NOMAD	70	Ingress	2018 AUG 14 11:44:56	2018 AUG 14 11:50:31	2018 AUG 14 11:49:15	335.0	39.1	-39.8	19.1	
NOMAD	71	Egress	2018 AUG 14 12:26:29	2018 AUG 14 12:31:48	2018 AUG 14 12:27:44	319.0	-119.7	64.9	9.2	
N/A	72	Ingress	2018 AUG 14 13:42:53	2018 AUG 14 13:48:28	2018 AUG 14 13:47:12	335.0	10.2	-39.3	19.1	
N/A	73	Egress	2018 AUG 14 14:24:23	2018 AUG 14 14:29:42	2018 AUG 14 14:25:38	319.0	-148.6	64.8	9.2	
N/A	74	Ingress	2018 AUG 14 15:40:54	2018 AUG 14 15:46:29	2018 AUG 14 15:45:13	335.0	-18.7	-39.0	19.1	
N/A	75	Egress	2018 AUG 14 16:22:20	2018 AUG 14 16:27:40	2018 AUG 14 16:23:35	320.0	-177.6	64.7	9.2	
NOMAD	76	Ingress	2018 AUG 14 17:38:53	2018 AUG 14 17:44:29	2018 AUG 14 17:43:13	336.0	-47.6	-38.6	19.1	
NOMAD	77	Egress	2018 AUG 14 18:20:16	2018 AUG 14 18:25:37	2018 AUG 14 18:21:31	321.0	153.7	64.7	9.2	
ACS	78	Ingress	2018 AUG 14 19:36:50	2018 AUG 14 19:42:27	2018 AUG 14 19:41:11	337.0	-76.3	-38.6	19.1	
ACS	79	Egress	2018 AUG 14 20:18:09	2018 AUG 14 20:23:31	2018 AUG 14 20:19:24	322.0	125.1	64.7	9.2	
NOMAD	80	Ingress	2018 AUG 14 21:34:44	2018 AUG 14 21:40:23	2018 AUG 14 21:39:06	339.0	-105.2	-38.2	19.1	
NOMAD	81	Egress	2018 AUG 14 22:16:00	2018 AUG 14 22:21:24	2018 AUG 14 22:17:16	324.0	96.5	64.7	9.2	
ACS	82	Ingress	2018 AUG 14 23:32:38	2018 AUG 14 23:38:18	2018 AUG 14 23:37:01	340.0	-134.0	-38.0	19.1	
ACS	83	Egress	2018 AUG 15 00:13:52	2018 AUG 15 00:19:16	2018 AUG 15 00:15:07	324.0	67.6	64.6	9.2	
N/A	84	Ingress	2018 AUG 15 01:30:34	2018 AUG 15 01:36:14	2018 AUG 15 01:34:57	340.0	-162.9	-37.5	19.0	
N/A	85	Egress	2018 AUG 15 02:11:45	2018 AUG 15 02:17:10	2018 AUG 15 02:13:00	325.0	38.7	64.5	9.2	
NOMAD	86	Ingress	2018 AUG 15 03:28:32	2018 AUG 15 03:34:13	2018 AUG 15 03:32:56	341.0	168.3	-37.4	19.0	
NOMAD	87	Egress	2018 AUG 15 04:09:39	2018 AUG 15 04:15:05	2018 AUG 15 04:10:55	326.0	9.9	64.5	9.2	
ACS	88	Ingress	2018 AUG 15 05:26:30	2018 AUG 15 05:32:13	2018 AUG 15 05:30:55	343.0	139.5	-37.1	19.0	
ACS	89	Egress	2018 AUG 15 06:07:34	2018 AUG 15 06:13:01	2018 AUG 15 06:08:50	327.0	-18.8	64.4	9.2	
NOMAD	90	Ingress	2018 AUG 15 07:24:29	2018 AUG 15 07:30:13	2018 AUG 15 07:28:55	344.0	110.6	-36.8	19.0	
NOMAD	91	Egress	2018 AUG 15 08:05:29	2018 AUG 15 08:10:57	2018 AUG 15 08:06:46	328.0	-47.5	64.4	9.2	
NOMAD	92	Ingress	2018 AUG 15 09:22:25	2018 AUG 15 09:28:10	2018 AUG 15 09:26:52	345.0	81.7	-36.4	19.0	
NOMAD	93	Egress	2018 AUG 15 10:03:22	2018 AUG 15 10:08:52	2018 AUG 15 10:04:39	330.0	-76.2	64.4	9.2	
ACS	94	Ingress	2018 AUG 15 11:20:18	2018 AUG 15 11:26:04	2018 AUG 15 11:24:46	346.0	53.0	-36.3	19.0	
ACS	95	Egress	2018 AUG 15 12:01:13	2018 AUG 15 12:06:43	2018 AUG 15 12:02:29	330.0	-105.0	64.3	9.2	
N/A	96	Ingress	2018 AUG 15 13:18:12	2018 AUG 15 13:23:59	2018 AUG 15 13:22:41	347.0	24.2	-36.1	19.0	
N/A	97	Egress	2018 AUG 15 13:59:04	2018 AUG 15 14:04:35	2018 AUG 15 14:00:21	331.0	-133.8	64.3	9.2	
NOMAD	98	Ingress	2018 AUG 15 15:16:12	2018 AUG 15 15:22:00	2018 AUG 15 15:20:41	348.0	-4.7	-35.7	19.0	
NOMAD	99	Egress	2018 AUG 15 15:57:01	2018 AUG 15 16:02:32	2018 AUG 15 15:58:18	331.0	-162.8	64.1	9.1	
ACS	100	Ingress	2018 AUG 15 17:14:13	2018 AUG 15 17:20:01	2018 AUG 15 17:18:43	348.0	-33.6	-35.4	19.0	
ACS	101	Egress	2018 AUG 15 17:54:57	2018 AUG 15 18:00:31	2018 AUG 15 17:56:15	334.0	168.5	64.1	9.1	
NOMAD	102	Ingress	2018 AUG 15 19:12:12	2018 AUG 15 19:18:01	2018 AUG 15 19:16:42	349.0	-62.4	-35.0	19.0	
NOMAD	103	Egress	2018 AUG 15 19:52:52	2018 AUG 15 19:58:26	2018 AUG 15 19:54:10	334.0	139.8	64.0	9.1	
NOMAD	104	Ingress	2018 AUG 15 21:10:07	2018 AUG 15 21:15:58	2018 AUG 15 21:14:39	351.0	-91.4	-34.6	18.9	
NOMAD	105	Egress	2018 AUG 15 21:50:44	2018 AUG 15 21:56:20	2018 AUG 15 21:52:02	336.0	111.2	64.0	9.1	
ACS	106	Ingress	2018 AUG 15 23:08:01	2018 AUG 15 23:13:53	2018 AUG 15 23:12:34	352.0	-120.1	-34.5	18.9	
ACS	107	Egress	2018 AUG 15 23:48:35	2018 AUG 15 23:54:12	2018 AUG 15 23:49:53	337.0	82.4	64.0	9.1	
N/A	108	Ingress	2018 AUG 16 01:05:56	2018 AUG 16 01:11:49	2018 AUG 16 01:10:30	353.0	-149.0	-34.0	18.9	
N/A	109	Egress	2018 AUG 16 01:46:27	2018 AUG 16 01:52:05	2018 AUG 16 01:47:45	338.0	53.5	63.9	9.1	
NOMAD	110	Ingress	2018 AUG 16 03:03:54	2018 AUG 16 03:09:47	2018 AUG 16 03:08:28	353.0	-177.8	-33.8	18.9	
NOMAD	111	Egress	2018 AUG 16 03:44:21	2018 AUG 16 03:50:00	2018 AUG 16 03:45:39	339.0	24.6	63.8	9.1	
ACS	112	Ingress	2018 AUG 16 05:01:52	2018 AUG 16 05:07:47	2018 AUG 16 05:06:27	355.0	153.4	-33.5	18.9	
ACS	113	Egress	2018 AUG 16 05:42:16	2018 AUG 16 05:47:55	2018 AUG 16 05:43:35	339.0	-4.1	63.7	9.1	
NOMAD	114	Ingress	2018 AUG 16 06:59:51	2018 AUG 16 07:05:47	2018 AUG 16 07:04:27	356.0	124.5	-33.1	18.9	
NOMAD	115	Egress	2018 AUG 16 07:40:12	2018 AUG 16 07:45:52	2018 AUG 16 07:41:30	340.0	-33.0	63.7	9.1	
ACS	116	Ingress	2018 AUG 16 08:57:49	2018 AUG 16 09:03:46	2018 AUG 16 09:02:26	357.0	95.6	-32.8	18.9	
ACS	117	Egress	2018 AUG 16 09:38:06	2018 AUG 16 09:43:47	2018 AUG 16 09:39:25	341.0	-61.7	63.6	9.1	
NOMAD	118	Ingress	2018 AUG 16 10:55:43	2018 AUG 16 11:01:42	2018 AUG 16 11:00:22	359.0	66.9	-32.7	18.9	
NOMAD	119	Egress	2018 AUG 16 11:35:57	2018 AUG 16 11:41:40	2018 AUG 16 11:37:16	343.0	-90.4	63.6	9.1	
N/A	120	Ingress	2018 AUG 16 12:53:36	2018 AUG 16 12:59:37	2018 AUG 16 12:58:16	361.0	38.2	-32.5	18.9	
N/A	121	Egress	2018 AUG 16 13:33:47	2018 AUG 16 13:39:31	2018 AUG 16 13:35:06	344.0	-119.2	63.5	9.1	
NOMAD	122	Ingress	2018 AUG 16 14:51:35	2018 AUG 16 14:57:36	2018 AUG 16 14:56:15	361.0	9.2	-32.0	18.9	
NOMAD	123	Egress	2018 AUG 16 15:31:42	2018 AUG 16 15:37:27	2018 AUG 16 15:33:02	345.0	-148.1	63.4	9.0	
N/A	124	Ingress	2018 AUG 16 16:49:37	2018 AUG 16 16:55:38	2018 AUG 16 16:54:17	361.0	-19.6	-31.7	18.9	
N/A	125	Egress	2018 AUG 16 17:29:40	2018 AUG 16 17:35:26	2018 AUG 16 17:31:00	346.0	-177.1	63.3	9.0	
ACS	126	Ingress	2018 AUG 16 18:47:37	2018 AUG 16 18:53:39	2018 AUG 16 18:52:18	362.0	-48.5	-31.3	18.8	
ACS	127	Egress	2018 AUG 16 19:27:36	2018 AUG 16 19:33:24	2018 AUG 16 19:28:56	348.0	154.1	63.2	9.0	
NOMAD	128	Ingress	2018 AUG 16 20:45:34	2018 AUG 16 20:51:38	2018 AUG 16 20:50:17	364.0	-77.4	-30.9	18.8	
NOMAD	129	Egress	2018 AUG 16 21:25:29	2018 AUG 16 21:31:18	2018 AUG 16 21:26:49	349.0	125.5	63.2	9.0	
ACS	130	Ingress	2018 AUG 16 22:43:29	2018 AUG 16 22:49:35	2018 AUG 16 22:48:13	366.0	-106.3	-30.5	18.8	
ACS	131	Egress	2018 AUG 16 23:23:21	2018 AUG 16 23:29:12	2018 AUG 16 23:24:41	351.0	96.7	63.2	9.0	
N/A	132	Ingress	2018 AUG 17 00:41:24	2018 AUG 17 00:47:31	2018 AUG 17 00:46:09	367.0	-135.0	-30.3	18.8	
N/A	133	Egress	2018 AUG 17 01:21:13	2018 AUG 17 01:27:05	2018 AUG 17 01:22:33	352.0	67.8	63.0	9.0	
NOMAD	134	Ingress	2018 AUG 17 02:39:22	2018 AUG 17 02:45:29	2018 AUG 17 02:44:07	367.0	-164.0	-29.8	18.8	
NOMAD	135	Egress	2018 AUG 17 03:19:06	2018 AUG 17 03:24:59	2018 AUG 17 03:20:27	353.0	38.9	63.0	9.0	
NOMAD	136	Ingress	2018 AUG 17 04:37:21	2018 AUG 17 04:43:29	2018 AUG 17 04:42:07	368.0	167.1	-29.4	18.8	
NOMAD	137	Egress	2018 AUG 17 05:17:01	2018 AUG 17 05:22:55	2018 AUG 17 05:18:23	354.0	10.1	62.9	9.0	
ACS	138	Ingress	2018 AUG 17 06:35:21	2018 AUG 17 06:41:30	2018 AUG 17 06:40:07	369.0	138.3	-29.0	18.8	
ACS	139	Egress	2018 AUG 17 07:14:57	2018 AUG 17 07:20:52	2018 AUG 17 07:16:19	355.0	-18.7	62.8	9.0	
NOMAD	140	Ingress	2018 AUG 17 08:33:20	2018 AUG 17 08:39:31	2018 AUG 17 08:38:08	371.0	109.6	-29.1	18.8	
NOMAD	141	Egress	2018 AUG 17 09:12:53	2018 AUG 17 09:18:49	2018 AUG 17 09:14:15	356.0	-47.6	62.7	9.0	
ACS	142	Ingress	2018 AUG 17 10:31:16	2018 AUG 17 10:37:29	2018 AUG 17 10:36:06	373.0	80.7	-28.7	18.8	
ACS	143	Egress	2018 AUG 17 11:10:46	2018 AUG 17 11:16:44	2018 AUG 17 11:12:08	358.0	-76.3	62.7	9.0	
N/A	144	Ingress	2018 AUG 17 12:29:09	2018 AUG 17 12:35:24	2018 AUG 17 12:34:01	375.0	52.0	-28.5	18.8	
N/A	145	Egress	2018 AUG 17 13:08:36	2018 AUG 17 13:14:35	2018 AUG 17 13:09:58	359.0	-105.0	62.6	9.0	
NOMAD	146	Ingress	2018 AUG 17 14:27:06	2018 AUG 17 14:33:21	2018 AUG 17 14:31:57	375.0	23.1	-27.9	18.7	
NOMAD	147	Egress	2018 AUG 17 15:06:29	2018 AUG 17 15:12:29	2018 AUG 17 15:07:51	360.0	-133.9	62.5	8.9	
ACS	148	Ingress	2018 AUG 17 16:25:07	2018 AUG 17 16:31:23	2018 AUG 17 16:29:59	376.0	-5.8	-27.6	18.7	
ACS	149	Egress	2018 AUG 17 17:04:26	2018 AUG 17 17:10:28	2018 AUG 17 17:05:49	362.0	-162.9	62.4	8.9	
NOMAD	150	Ingress	2018 AUG 17 18:23:09	2018 AUG 17 18:29:26	2018 AUG 17 18:28:02	377.0	-34.7	-27.2	18.7	
NOMAD	151	Egress	2018 AUG 17 19:02:24	2018 AUG 17 19:08:26	2018 AUG 17 19:03:47	362.0	168.2	62.2	8.9	
NOMAD	152	Ingress	2018 AUG 17 20:21:08	2018 AUG 17 20:27:27	2018 AUG 17 20:26:02	379.0	-63.5	-26.8	18.7	
NOMAD	153	Egress	2018 AUG 17 21:00:18	2018 AUG 17 21:06:23	2018 AUG 17 21:01:42	365.0	139.5	62.2	8.9	
ACS	154	Ingress	2018 AUG 17 22:19:05	2018 AUG 17 22:25:25	2018 AUG 17 22:24:00	380.0	-92.4	-26.4	18.7	
ACS	155	Egress	2018 AUG 17 22:58:10	2018 AUG 17 23:04:17	2018 AUG 17 22:59:34	367.0	110.8	62.2	8.9	
N/A	156	Ingress	2018 AUG 18 00:17:00	2018 AUG 18 00:23:22	2018 AUG 18 00:21:56	382.0	-121.2	-26.2	18.7	
N/A	157	Egress	2018 AUG 18 00:56:02	2018 AUG 18 01:02:10	2018 AUG 18 00:57:26	368.0	81.9	62.1	8.9	
NOMAD	158	Ingress	2018 AUG 18 02:14:56	2018 AUG 18 02:21:19	2018 AUG 18 02:19:53	383.0	-150.1	-25.7	18.7	
NOMAD	159	Egress	2018 AUG 18 02:53:55	2018 AUG 18 03:00:04	2018 AUG 18 02:55:20	369.0	53.0	62.0	8.9	
ACS	160	Ingress	2018 AUG 18 04:12:55	2018 AUG 18 04:19:18	2018 AUG 18 04:17:53	383.0	-179.0	-25.2	18.7	
ACS	161	Egress	2018 AUG 18 04:51:50	2018 AUG 18 04:57:59	2018 AUG 18 04:53:14	369.0	24.1	61.8	8.9	
NOMAD	162	Ingress	2018 AUG 18 06:10:55	2018 AUG 18 06:17:20	2018 AUG 18 06:15:54	385.0	152.1	-24.8	18.6	
NOMAD	163	Egress	2018 AUG 18 06:49:46	2018 AUG 18 06:55:56	2018 AUG 18 06:51:10	370.0	-4.8	61.7	8.8	
N/A	164	Ingress	2018 AUG 18 08:08:54	2018 AUG 18 08:15:21	2018 AUG 18 08:13:55	387.0	123.3	-24.5	18.6	
N/A	165	Egress	2018 AUG 18 08:47:42	2018 AUG 18 08:53:53	2018 AUG 18 08:49:07	371.0	-33.6	61.6	8.8	
NOMAD	166	Ingress	2018 AUG 18 10:06:52	2018 AUG 18 10:13:21	2018 AUG 18 10:11:54	389.0	94.6	-24.5	18.6	
NOMAD	167	Egress	2018 AUG 18 10:45:36	2018 AUG 18 10:51:49	2018 AUG 18 10:47:01	373.0	-62.4	61.6	8.8	
N/A	168	Ingress	2018 AUG 18 12:04:47	2018 AUG 18 12:11:17	2018 AUG 18 12:09:51	390.0	65.7	-24.0	18.6	
N/A	169	Egress	2018 AUG 18 12:43:27	2018 AUG 18 12:49:43	2018 AUG 18 12:44:53	376.0	-91.2	61.5	8.8	
N/A	170	Ingress	2018 AUG 18 14:02:42	2018 AUG 18 14:09:14	2018 AUG 18 14:07:47	392.0	37.0	-23.8	18.6	
N/A	171	Egress	2018 AUG 18 14:41:19	2018 AUG 18 14:47:35	2018 AUG 18 14:42:45	376.0	-120.1	61.4	8.8	
N/A	172	Ingress	2018 AUG 18 16:00:43	2018 AUG 18 16:07:15	2018 AUG 18 16:05:48	392.0	8.1	-23.3	18.6	
N/A	173	Egress	2018 AUG 18 16:39:16	2018 AUG 18 16:45:33	2018 AUG 18 16:40:42	377.0	-149.1	61.2	8.8	
N/A	174	Ingress	2018 AUG 18 17:58:46	2018 AUG 18 18:05:18	2018 AUG 18 18:03:51	392.0	-21.0	-22.6	18.6	
N/A	175	Egress	2018 AUG 18 18:37:14	2018 AUG 18 18:43:33	2018 AUG 18 18:38:40	379.0	-178.1	61.1	8.8	
ACS	176	Ingress	2018 AUG 18 19:56:47	2018 AUG 18 20:03:20	2018 AUG 18 20:01:53	393.0	-49.8	-22.2	18.6	
ACS	177	Egress	2018 AUG 18 20:35:11	2018 AUG 18 20:41:31	2018 AUG 18 20:36:37	380.0	153.1	61.0	8.7	
NOMAD	178	Ingress	2018 AUG 18 21:54:46	2018 AUG 18 22:01:21	2018 AUG 18 21:59:53	395.0	-78.7	-21.8	18.6	
NOMAD	179	Egress	2018 AUG 18 22:33:04	2018 AUG 18 22:39:26	2018 AUG 18 22:34:31	382.0	124.4	60.9	8.7	
ACS	180	Ingress	2018 AUG 18 23:52:41	2018 AUG 18 23:59:19	2018 AUG 18 23:57:50	398.0	-107.4	-21.7	18.6	
ACS	181	Egress	2018 AUG 19 00:30:56	2018 AUG 19 00:37:20	2018 AUG 19 00:32:23	384.0	95.6	60.9	8.7	
N/A	182	Ingress	2018 AUG 19 01:50:37	2018 AUG 19 01:57:16	2018 AUG 19 01:55:47	399.0	-136.3	-21.1	18.5	
N/A	183	Egress	2018 AUG 19 02:28:49	2018 AUG 19 02:35:15	2018 AUG 19 02:30:17	386.0	66.6	60.7	8.7	
NOMAD	184	Ingress	2018 AUG 19 03:48:36	2018 AUG 19 03:55:15	2018 AUG 19 03:53:46	399.0	-165.3	-20.6	18.5	
