Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	88	Ingress	2024 DEC 21 15:56:39	2024 DEC 21 15:59:22	2024 DEC 21 15:59:56	197.00	32.43	30.06	29.57	69.42	67.94	67.60	19.37	3	-	-	-	&daysideMatch:CERAUNIUS FOSSAE; 	
N/A	1	88	Egress	2024 DEC 21 16:41:00	2024 DEC 21 16:41:36	2024 DEC 21 16:44:36	216.00	-144.72	-145.83	-150.51	-76.37	-76.05	-74.55	8.33	3	-	-	-	&daysideMatch:CERAUNIUS FOSSAE; 	
NOMAD	2	88	Ingress	2024 DEC 21 17:54:31	2024 DEC 21 17:57:15	2024 DEC 21 17:57:49	198.00	3.66	1.26	0.76	69.31	67.79	67.45	19.36	1	6SUBD CO2 CO #29	Science: orders #186, #185, #148, #132, #140, #142, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	2	88	Egress	2024 DEC 21 18:38:52	2024 DEC 21 18:39:28	2024 DEC 21 18:42:28	216.00	-173.21	-174.35	-179.13	-76.40	-76.08	-74.55	8.34	1	-	-	-		
N/A	3	88	Ingress	2024 DEC 21 19:52:26	2024 DEC 21 19:55:10	2024 DEC 21 19:55:44	198.00	-25.21	-27.62	-28.12	69.14	67.58	67.23	19.35	14	-	-	-		
ACS	3	88	Egress	2024 DEC 21 20:36:47	2024 DEC 21 20:37:23	2024 DEC 21 20:40:23	216.00	158.15	157.00	152.14	-76.39	-76.07	-74.51	8.34	14	-	-	-		
NOMAD	4	88	Ingress	2024 DEC 21 21:50:26	2024 DEC 21 21:53:10	2024 DEC 21 21:53:44	198.00	-54.07	-56.50	-57.00	68.98	67.38	67.03	19.34	1	6SUBD Nom CO #7	Science: orders #121, #135, #148, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:ELYSIUM CERBERUS PHLEGRA; 	
N/A	4	88	Egress	2024 DEC 21 22:34:46	2024 DEC 21 22:35:22	2024 DEC 21 22:38:22	216.00	129.57	128.39	123.44	-76.41	-76.08	-74.48	8.35	1	-	-	-	&daysideMatch:ELYSIUM CERBERUS PHLEGRA; 	
N/A	5	88	Ingress	2024 DEC 21 23:48:25	2024 DEC 21 23:51:09	2024 DEC 21 23:51:43	198.00	-82.89	-85.34	-85.84	68.85	67.22	66.86	19.33	14	-	-	-	&daysideMatch:INSIGHT; 	
ACS	5	88	Egress	2024 DEC 22 00:32:45	2024 DEC 22 00:33:21	2024 DEC 22 00:36:22	217.00	101.14	99.92	94.82	-76.47	-76.13	-74.50	8.36	14	-	-	-	&daysideMatch:INSIGHT; 	
NOMAD	6	88	Ingress	2024 DEC 22 01:46:22	2024 DEC 22 01:49:06	2024 DEC 22 01:49:40	198.00	-111.66	-114.13	-114.64	68.76	67.09	66.72	19.32	1	Fullscan fast step4 all #1	Diffraction order stepping (fullscan): 11 orders from 124 to 168 in steps of 4 (6 order(s) per 1 second(s))	COP row -1: 	&daysideMatch:TIANWEN1; &mroOverlap; 	
N/A	6	88	Egress	2024 DEC 22 02:30:41	2024 DEC 22 02:31:17	2024 DEC 22 02:34:18	217.00	72.81	71.56	66.31	-76.56	-76.22	-74.55	8.39	1	-	-	-	&daysideMatch:TIANWEN1; &mroOverlap; 	
N/A	7	88	Ingress	2024 DEC 22 03:44:16	2024 DEC 22 03:47:01	2024 DEC 22 03:47:35	199.00	-140.39	-142.90	-143.41	68.69	66.98	66.60	19.32	1	-	-	-	&daysideMatch:PERSEVERANCE; 	
NOMAD	7	88	Egress	2024 DEC 22 04:28:35	2024 DEC 22 04:29:11	2024 DEC 22 04:32:12	217.00	44.44	43.15	37.77	-76.63	-76.28	-74.59	8.41	1	CO2 Fullscan Fast #5	Diffraction order stepping (fullscan): 10 orders from 140 to 150 in steps of 1 (6 order(s) per 1 second(s))	COP row -1: 	&daysideMatch:PERSEVERANCE; 	
ACS	8	88	Ingress	2024 DEC 22 05:42:10	2024 DEC 22 05:44:55	2024 DEC 22 05:45:29	199.00	-169.15	-171.69	-172.20	68.60	66.85	66.46	19.31	14	-	-	-		
N/A	8	88	Egress	2024 DEC 22 06:26:29	2024 DEC 22 06:27:05	2024 DEC 22 06:30:07	218.00	15.87	14.56	9.06	-76.64	-76.29	-74.55	8.41	14	-	-	-		
N/A	9	88	Ingress	2024 DEC 22 07:40:06	2024 DEC 22 07:42:51	2024 DEC 22 07:43:25	199.00	162.01	159.47	158.95	68.44	66.66	66.26	19.30	1	-	-	-		
