TC20 FIXED,TC20 PRECOOLING,TC20 SCI1,TC20 SCI2,LNO_OBSERVING (1=YES;0=NO),OBSERVATION NUMBER,OBSERVATION TYPE,APPROX TC START TIME,COMMENTS
1,1,4086,4086,1,1,dayside,2019 AUG 10 15:54:37,LNO ON
-1,-1,-1,-1,-1,2,dayside,2019 AUG 10 17:52:29,LNO OFF
-1,-1,-1,-1,-1,3,dayside,2019 AUG 10 19:50:25,LNO OFF
1,1,4085,4085,1,4,dayside,2019 AUG 10 21:48:24,LNO ON
-1,-1,-1,-1,-1,5,dayside,2019 AUG 10 23:46:23,LNO OFF
1,1,1029,1029,1,6,dayside,2019 AUG 11 01:44:20,LNO ON
-1,-1,-1,-1,-1,7,dayside,2019 AUG 11 03:42:16,LNO OFF
1,1,1152,1152,1,8,dayside,2019 AUG 11 05:40:09,LNO ON
-1,-1,-1,-1,-1,9,dayside,2019 AUG 11 07:38:04,LNO OFF
1,1,1038,1038,1,10,dayside,2019 AUG 11 09:36:02,LNO ON
-1,-1,-1,-1,-1,11,dayside,2019 AUG 11 11:34:02,LNO OFF
-1,-1,-1,-1,-1,12,dayside,2019 AUG 11 13:32:02,LNO OFF
-1,-1,-1,-1,-1,13,dayside,2019 AUG 11 15:29:59,LNO OFF
1,1,4085,4085,1,14,dayside,2019 AUG 11 17:27:52,LNO ON
-1,-1,-1,-1,-1,15,dayside,2019 AUG 11 19:25:46,LNO OFF
-1,-1,-1,-1,-1,16,dayside,2019 AUG 11 21:23:44,LNO OFF
1,1,4085,4085,1,17,dayside,2019 AUG 11 23:21:43,LNO ON
1,1,1860,1860,1,18,dayside,2019 AUG 12 01:19:41,LNO ON
-1,-1,-1,-1,-1,19,dayside,2019 AUG 12 03:17:38,LNO OFF
1,1,1152,1152,1,20,dayside,2019 AUG 12 05:15:32,LNO ON
-1,-1,-1,-1,-1,21,dayside,2019 AUG 12 07:13:26,LNO OFF
-1,-1,-1,-1,-1,22,dayside,2019 AUG 12 09:11:22,LNO OFF
1,1,1155,1155,1,23,limb,2019 AUG 12 11:09:22,LNO ON
1,1,1043,1043,1,24,dayside,2019 AUG 12 13:07:22,LNO ON
-1,-1,-1,-1,-1,25,dayside,2019 AUG 12 15:05:20,LNO OFF
1,1,1152,1152,1,26,dayside,2019 AUG 12 17:03:14,LNO ON
1,1,1837,1837,1,27,dayside,2019 AUG 12 19:01:08,LNO ON
-1,-1,-1,-1,-1,28,dayside,2019 AUG 12 20:59:05,LNO OFF
-1,-1,-1,-1,-1,29,dayside,2019 AUG 12 22:57:04,LNO OFF
1,1,1152,1152,1,30,dayside,2019 AUG 13 00:55:03,LNO ON
-1,-1,-1,-1,-1,31,dayside,2019 AUG 13 02:53:00,LNO OFF
1,1,1037,1037,1,32,dayside,2019 AUG 13 04:50:56,LNO ON
1,1,2639,2639,1,33,dayside,2019 AUG 13 06:48:50,LNO ON
-1,-1,-1,-1,-1,34,dayside,2019 AUG 13 08:46:45,LNO OFF
-1,-1,-1,-1,-1,35,dayside,2019 AUG 13 10:44:44,LNO OFF
1,1,1152,1152,1,36,dayside,2019 AUG 13 12:42:45,LNO ON
-1,-1,-1,-1,-1,37,dayside,2019 AUG 13 14:40:44,LNO OFF
1,1,1049,1049,1,38,dayside,2019 AUG 13 16:38:41,LNO ON
-1,-1,-1,-1,-1,39,dayside,2019 AUG 13 18:36:34,LNO OFF
-1,-1,-1,-1,-1,40,dayside,2019 AUG 13 20:34:29,LNO OFF
1,1,1859,1859,1,41,dayside,2019 AUG 13 22:32:28,LNO ON
1,1,4085,4085,1,42,dayside,2019 AUG 14 00:30:27,LNO ON
-1,-1,-1,-1,-1,43,dayside,2019 AUG 14 02:28:26,LNO OFF
-1,-1,-1,-1,-1,44,dayside,2019 AUG 14 04:26:22,LNO OFF
1,1,1152,1152,1,45,dayside,2019 AUG 14 06:24:16,LNO ON
-1,-1,-1,-1,-1,46,dayside,2019 AUG 14 08:22:11,LNO OFF
1,1,1152,1152,1,47,dayside,2019 AUG 14 10:20:09,LNO ON
-1,-1,-1,-1,-1,48,dayside,2019 AUG 14 12:18:09,LNO OFF
1,1,1043,1043,1,49,dayside,2019 AUG 14 14:16:10,LNO ON
-1,-1,-1,-1,-1,50,dayside,2019 AUG 14 16:14:08,LNO OFF
1,1,2318,2318,1,51,dayside,2019 AUG 14 18:12:02,LNO ON
-1,-1,-1,-1,-1,52,dayside,2019 AUG 14 20:09:56,LNO OFF
1,1,4086,4086,1,53,dayside,2019 AUG 14 22:07:55,LNO ON
-1,-1,-1,-1,-1,54,dayside,2019 AUG 15 00:05:55,LNO OFF
-1,-1,-1,-1,-1,55,dayside,2019 AUG 15 02:03:54,LNO OFF
1,1,1029,1029,1,56,dayside,2019 AUG 15 04:01:51,LNO ON
-1,-1,-1,-1,-1,57,dayside,2019 AUG 15 05:59:47,LNO OFF
1,1,1038,1038,1,58,dayside,2019 AUG 15 07:57:41,LNO ON
-1,-1,-1,-1,-1,59,dayside,2019 AUG 15 09:55:38,LNO OFF
-1,-1,-1,-1,-1,60,dayside,2019 AUG 15 11:53:37,LNO OFF
-1,-1,-1,-1,-1,61,dayside,2019 AUG 15 13:51:38,LNO OFF
1,1,1860,1860,1,62,dayside,2019 AUG 15 15:49:38,LNO ON
-1,-1,-1,-1,-1,63,dayside,2019 AUG 15 17:47:34,LNO OFF
-1,-1,-1,-1,-1,64,dayside,2019 AUG 15 19:45:27,LNO OFF
1,1,1837,1837,1,65,dayside,2019 AUG 15 21:43:24,LNO ON
-1,-1,-1,-1,-1,66,dayside,2019 AUG 15 23:41:24,LNO OFF
-1,-1,-1,-1,-1,67,dayside,2019 AUG 16 01:39:24,LNO OFF
1,1,1043,1043,1,68,dayside,2019 AUG 16 03:37:22,LNO ON
-1,-1,-1,-1,-1,69,dayside,2019 AUG 16 05:35:19,LNO OFF
1,1,1152,1152,1,70,dayside,2019 AUG 16 07:33:13,LNO ON
-1,-1,-1,-1,-1,71,dayside,2019 AUG 16 09:31:09,LNO OFF
-1,-1,-1,-1,-1,72,dayside,2019 AUG 16 11:29:08,LNO OFF
-1,-1,-1,-1,-1,73,dayside,2019 AUG 16 13:27:09,LNO OFF
1,1,1029,1029,1,74,dayside,2019 AUG 16 15:25:10,LNO ON
-1,-1,-1,-1,-1,75,dayside,2019 AUG 16 17:23:08,LNO OFF
-1,-1,-1,-1,-1,76,dayside,2019 AUG 16 19:21:03,LNO OFF
1,1,1037,1037,1,77,dayside,2019 AUG 16 21:18:58,LNO ON
1,1,1155,1155,1,78,limb,2019 AUG 16 23:16:57,LNO ON
-1,-1,-1,-1,-1,79,dayside,2019 AUG 17 01:14:58,LNO OFF
1,1,2639,2639,1,80,dayside,2019 AUG 17 03:12:57,LNO ON
-1,-1,-1,-1,-1,81,dayside,2019 AUG 17 05:10:55,LNO OFF
1,1,1049,1049,1,82,dayside,2019 AUG 17 07:08:50,LNO ON
-1,-1,-1,-1,-1,83,dayside,2019 AUG 17 09:06:45,LNO OFF
1,1,1859,1859,1,84,dayside,2019 AUG 17 11:04:43,LNO ON
-1,-1,-1,-1,-1,85,dayside,2019 AUG 17 13:02:43,ALL OFF
-1,-1,-1,-1,-1,86,dayside,2019 AUG 17 15:00:44,ALL OFF
1,1,1152,1152,1,87,dayside,2019 AUG 17 16:58:44,LNO ON
-1,-1,-1,-1,-1,88,dayside,2019 AUG 17 18:56:40,LNO OFF
-1,-1,-1,-1,-1,89,dayside,2019 AUG 17 20:54:34,LNO OFF
