MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2021 AUG 07 10:48:00,72.5323,-118.4717,315.3664,4.2022,73.6984,2.8801e-14,73.6984,2021 AUG 07 10:45:00,73.4469,-119.0906,433.1951,4.1122,73.5298,0.46532,73.7814
2021 AUG 07 16:24:00,74.6723,160.5483,316.2697,4.2544,72.3833,3.4145e-14,72.3833,2021 AUG 07 16:39:00,73.0631,157.547,432.9275,4.2975,73.0586,0.46911,73.3055
2021 AUG 09 00:12:00,72.7992,55.5655,313.7796,4.2083,73.4936,2.2546e-14,73.4936,2021 AUG 09 00:06:00,72.5312,57.5887,432.6636,4.2458,73.4952,0.47426,73.7472
2021 AUG 10 13:36:00,72.7805,-130.4569,315.0521,4.2103,73.4598,3.0878e-14,73.4598,2021 AUG 10 13:27:00,71.345,-126.3077,431.5022,4.3411,73.7017,0.48545,73.9566
2021 AUG 12 10:30:00,69.6657,-67.4445,313.5184,4.115,75.5059,1.0668e-14,75.5059,2021 AUG 12 10:39:00,71.0773,-71.113,433.203,4.0164,75.1054,0.85645,75.8146
2021 AUG 13 18:18:00,67.9575,-172.4508,312.7373,4.0672,76.6637,1.1577e-14,76.6637,2021 AUG 13 18:06:00,70.17,-170.6581,430.8732,3.9919,75.7048,0.49595,75.9809
2021 AUG 15 07:42:00,68.081,1.5644,314.215,4.0717,76.5482,2.5649e-14,76.5482,2021 AUG 15 07:27:00,68.568,4.0977,429.0287,3.9972,76.5962,0.50996,76.8814
2021 AUG 16 21:06:00,68.0361,175.4512,312.4071,4.0675,76.5721,4.3363e-14,76.5721,2021 AUG 16 20:48:00,67.1386,178.7991,430.1802,3.9986,77.4109,3.6542,81.0127
2021 AUG 18 21:45:00,62.8848,-176.1335,309.86,3.9819,80.0155,2.1866e-15,80.0155,2021 AUG 18 21:57:00,63.8796,179.8694,428.9097,3.9103,79.7867,0.54684,80.1011
2021 AUG 19 01:30:00,61.2631,128.8841,309.7224,3.9667,81.0837,2.2264e-14,81.0837,2021 AUG 19 01:54:00,61.0944,125.7614,426.7018,4.1478,80.1438,0.56609,80.4594
2021 AUG 20 05:33:00,61.18,79.4867,307.3708,3.9758,81.0727,2.1351e-14,81.0727,2021 AUG 20 05:24:00,62.9327,78.0348,427.6045,3.7331,81.2832,0.55269,81.6104
2021 AUG 20 09:18:00,59.162,24.2178,307.6953,3.9414,82.5105,3.1041e-14,82.5105,2021 AUG 20 09:21:00,59.7371,24.324,424.3703,3.9969,81.8263,0.55821,82.1207
2021 AUG 20 18:39:00,59.1825,-112.1204,305.8962,3.9528,82.4261,2.0365e-14,82.4261,2021 AUG 20 19:12:00,56.0711,-116.82,423.5374,4.175,82.8825,0.59303,83.215
