NOM_02, OCCEG, 97, 109, 304
NOM_02, OCCIN, 341
NOM_03, OCCEG, 36, 42, 53, 55, 57, 67, 95, 119, 148, 150, 152, 165, 254, 280, 294, 310, 324, 327, 328, 332, 334
NOM_03, OCCIN, 33, 58, 77, 85, 90, 98, 104, 112, 116, 166, 220, 243, 245, 268, 272, 283, 287, 293, 327, 328
CO_001, OCCEG, 107, 341
CO_001, OCCIN, 25, 280, 294
CO2_01, OCCEG, 14, 69, 78, 176, 195, 223, 232, 260, 315
CO2_01, OCCIN, 9, 229, 252, 315
HCL_01, OCCEG, 28, 30, 63, 82, 105, 182, 193, 238, 251, 256, 263, 287, 297, 308, 317, 321, 330, 335
HCL_01, OCCIN, 3, 74, 102, 124, 129, 131, 141, 155, 157, 190, 214, 231, 239, 254, 256, 304, 314, 330, 334
FUL_01, OCCEG, 80, 121, 123, 132, 138, 171, 197, 204, 208, 265, 267, 268, 272, 302, 305
FUL_01, OCCIN, 5, 70, 83, 139, 143, 201
