S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2023 JUL 09 00:27:00,74.5718,-57.0592,313.9052,4.1211,72.6612,2.163e-14,72.6612
TGO,2023 JUL 09 00:15:00,75.5133,-53.6755,432.7627,4.1519,72.0547,0.4445,72.2922

MRO,2023 JUL 09 06:03:00,76.1342,-137.6465,314.9039,4.1994,71.58,2.3155e-14,71.58
TGO,2023 JUL 09 06:09:00,75.5968,-137.919,434.9005,4.2786,71.6116,0.44379,71.8445

MRO,2023 JUL 09 11:39:00,78.2971,142.6085,315.2357,4.3339,70.1111,8.5639e-15,70.1111
TGO,2023 JUL 09 12:03:00,75.9168,139.1844,433.7229,4.495,70.7669,1.0225,71.2282

MRO,2023 JUL 11 01:03:00,78.1487,-43.4381,314.9808,4.3339,70.1761,1.5903e-15,70.1761
TGO,2023 JUL 11 01:24:00,75.9345,-41.2589,433.1454,4.8197,69.6949,0.43899,69.907

MRO,2023 JUL 11 06:39:00,79.6124,-123.0554,315.5082,4.4767,69.1335,2.3867e-14,69.1335
TGO,2023 JUL 11 07:18:00,75.8481,-125.5196,435.0943,4.9453,69.3074,0.43577,69.514

MRO,2023 JUL 11 17:54:00,74.0618,67.2899,312.3929,4.1167,72.9433,4.0239e-14,72.9433
TGO,2023 JUL 11 17:06:00,75.4611,71.9885,434.0445,3.6511,73.5771,0.44424,73.831

MRO,2023 JUL 15 15:24:00,74.599,142.424,314.0413,4.1333,72.5996,1.7565e-14,72.5996
TGO,2023 JUL 15 15:27:00,75.9231,140.66,434.2598,4.0644,72.0944,0.44034,72.3323

MRO,2023 JUL 17 10:24:00,75.8727,-124.1132,314.7053,4.2178,71.6643,5.7338e-15,71.6643
TGO,2023 JUL 17 10:42:00,75.3688,-124.5165,434.3635,4.4831,71.0656,0.44587,71.2927

MRO,2023 JUL 17 16:00:00,77.9729,155.704,315.2056,4.3231,70.3048,8.996e-15,70.3048
TGO,2023 JUL 17 16:36:00,75.0873,152.7838,434.0966,4.7125,70.4154,0.44818,70.6358

MRO,2023 JUL 19 22:15:00,74.3909,81.1308,313.5471,4.1553,72.6707,1.9149e-14,72.6707
TGO,2023 JUL 19 21:39:00,75.4733,85.1837,433.5302,3.8414,73.0498,0.44459,73.2977

MRO,2023 JUL 23 14:09:00,71.9134,-123.5778,313.5419,4.0647,74.4095,2.9495e-14,74.4095
TGO,2023 JUL 23 14:06:00,74.4034,-124.8396,433.5779,3.9319,73.4495,0.45561,73.7014

MRO,2023 JUL 23 19:45:00,74.0271,155.5099,314.5435,4.1211,73.0371,2.1097e-14,73.0371
TGO,2023 JUL 23 20:00:00,73.9206,151.9026,434.2151,4.1242,73.0856,0.46072,73.334

MRO,2023 JUL 25 03:33:00,72.0438,50.3919,312.7084,4.0656,74.3604,1.7128e-14,74.3604
TGO,2023 JUL 25 03:27:00,73.3202,52.5429,433.3113,4.1117,73.4815,0.46658,73.7339

