S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2021 MAR 20 01:09:00,-26.6054,-71.4909,251.6187,15.1742,57.9693,7.0333e-14,57.9693
TGO,2021 MAR 20 01:12:00,-29.6809,-74.5615,382.4419,15.0181,57.8742,0.40163,57.5231

MRO,2021 MAR 21 03:15:00,-37.4459,-91.7334,249.5178,15.2328,64.644,2.7111e-14,64.644
TGO,2021 MAR 21 02:48:00,-39.0825,-87.9255,380.6701,15.0483,63.878,0.5003,63.8221

MRO,2021 MAR 21 06:54:00,-54.0381,-143.341,249.6523,15.3453,75.5628,3.3053e-14,75.5628
TGO,2021 MAR 21 06:48:00,-51.1364,-139.7127,380.7647,15.49,74.8625,0.50534,74.8172

MRO,2021 MAR 21 08:48:00,-47.9253,-171.8983,249.5239,15.2911,71.4201,7.2806e-14,71.4201
TGO,2021 MAR 21 08:45:00,-48.5063,-170.2856,381.6537,15.35,72.2361,0.5064,72.1819

MRO,2021 MAR 21 08:51:00,-38.1907,-173.5001,250.7311,15.2331,65.1114,2.3155e-14,65.1114
TGO,2021 MAR 21 08:42:00,-39.9286,-174.3737,382.0312,15.0289,64.2623,0.49925,64.2008

MRO,2021 MAR 21 14:24:00,-49.1086,106.5975,249.4921,15.3092,72.3202,6.7037e-14,72.3202
TGO,2021 MAR 21 14:39:00,-49.273,103.1808,378.0811,15.3247,72.5424,0.50342,72.4862

MRO,2021 MAR 21 18:03:00,-65.5867,56.2555,247.8577,15.5064,83.684,1.6218e-14,83.684
TGO,2021 MAR 21 18:39:00,-60.719,54.6826,380.0279,15.9856,83.6308,3.682,87.2806

MRO,2021 MAR 22 18:27:00,-43.6003,56.5784,248.8462,15.2811,68.9429,6.5569e-14,68.9429
TGO,2021 MAR 22 18:09:00,-47.5718,56.9387,379.7273,15.0131,69.2699,0.49378,69.1948

MRO,2021 MAR 22 22:06:00,-60.5637,5.4446,250.381,15.4253,80.3818,4.335e-14,80.3818
TGO,2021 MAR 22 22:09:00,-58.8217,7.5724,380.4098,15.6158,80.4808,0.92395,81.2701

