NOM_02, OCCEG, 46
NOM_02, OCCIN, 33, 48, 138
NOM_03, OCCEG, 7, 8, 10, 33, 39, 52, 143, 150, 154, 175, 184, 195, 200, 205, 206, 208, 212, 215, 232, 249, 259, 261, 268
NOM_03, OCCIN, 3, 5, 10, 22, 28, 39, 60, 133, 137, 143, 148, 154, 157, 166, 179, 182, 188, 195, 199, 200, 203, 211, 215, 230, 255, 259, 262, 265
NOM_03, OCCME, 66, 68, 123, 124, 130
CO_001, OCCEG, 5, 54, 131, 163, 168, 171, 221, 254, 265
CO_001, OCCIN, 26, 44, 131, 159, 197, 206, 208, 261, 267
CO2_01, OCCEG, 29, 42, 44, 159, 170, 197, 238, 247
CO2_01, OCCIN, 8, 20, 54, 156, 176, 221, 222, 240, 272
HCL_01, OCCEG, 3, 18, 20, 22, 26, 50, 57, 60, 156, 161, 166, 188, 222, 225, 230, 233, 240, 242, 255, 272
HCL_01, OCCIN, 13, 52, 135, 145, 161, 181, 205, 212, 225, 236, 242, 244, 254
FUL_01, OCCEG, 15, 55, 133, 135, 138, 148, 151, 173, 176, 182, 236, 262
FUL_01, OCCIN, 15, 31, 42, 141, 151, 163, 219, 232, 233
FUL_01, OCCME, 64
