Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	82	Ingress	2024 JUL 06 14:41:35	2024 JUL 06 14:45:09	2024 JUL 06 14:45:53	258.00	-127.09	-132.14	-133.16	-39.76	-34.16	-32.90	19.18	3	-	-	-		
N/A	1	82	Egress	2024 JUL 06 15:24:09	2024 JUL 06 15:24:51	2024 JUL 06 15:28:11	242.00	73.71	71.22	61.41	60.75	59.97	56.08	9.38	3	-	-	-		
NOMAD	2	82	Ingress	2024 JUL 06 16:39:32	2024 JUL 06 16:43:06	2024 JUL 06 16:43:50	258.00	-155.99	-161.02	-162.05	-39.51	-33.87	-32.61	19.16	1	6SUBD Nom CH4 #2	Science: orders #134, #136, #164, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	2	82	Egress	2024 JUL 06 17:22:03	2024 JUL 06 17:22:45	2024 JUL 06 17:26:06	243.00	44.85	42.35	32.49	60.70	59.91	55.96	9.37	1	CO2 Fullscan Fast #5	Diffraction order stepping (fullscan): 10 orders from 140 to 150 in steps of 1 (6 order(s) per 1 second(s))	COP row -1: 		
N/A	3	82	Ingress	2024 JUL 06 18:37:31	2024 JUL 06 18:41:05	2024 JUL 06 18:41:49	258.00	175.08	170.06	169.04	-39.22	-33.55	-32.28	19.15	47	-	-	-	&trueNightLimb; 	
N/A	3	82	Egress	2024 JUL 06 19:19:59	2024 JUL 06 19:20:41	2024 JUL 06 19:24:02	243.00	16.06	13.56	3.68	60.68	59.88	55.91	9.36	47	-	-	-	&trueNightLimb; 	
ACS	4	82	Ingress	2024 JUL 06 20:35:31	2024 JUL 06 20:39:06	2024 JUL 06 20:39:50	259.00	146.19	141.15	140.13	-38.99	-33.26	-31.98	19.14	7	-	-	-		
ACS	4	82	Egress	2024 JUL 06 21:17:57	2024 JUL 06 21:18:39	2024 JUL 06 21:22:00	243.00	-12.69	-15.20	-25.11	60.67	59.86	55.86	9.35	7	-	-	-		
N/A	5	82	Ingress	2024 JUL 06 22:33:31	2024 JUL 06 22:37:07	2024 JUL 06 22:37:51	260.00	117.32	112.27	111.25	-38.79	-32.99	-31.70	19.12	1	-	-	-		
NOMAD	5	82	Egress	2024 JUL 06 23:15:55	2024 JUL 06 23:16:38	2024 JUL 06 23:19:59	244.00	-41.45	-44.03	-53.96	60.65	59.82	55.79	9.35	1	6SUBD CO2 H2O #12	Science: orders #121, #132, #148, #156, #189, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
