Target Name,Flyover #,Orbit type,Thermal orbit number,Start crossing time (UTC),End crossing time (UTC),Start crossing latitude (deg),Start crossing longitude (deg),End crossing latitude (deg),End crossing longitude (deg),Start crossing phase angle (deg),End crossing phase angle (deg),Start crossing solar incidence angle (deg),End crossing solar incidence angle (deg),Start crossing emission angle (deg),End crossing emission angle (deg),Start crossing LST (h),End crossing LST (h)
Region of residual magnetic field,1,1,100,2026 JUN 14 17:02:58,2026 JUN 14 17:09:09,-27.8713,-147.6696,-10.0989,-144.4183,113.1676,135.9259,119.2728,135.6947,6.1109,0.39318,21.5747,21.8917
Region of residual magnetic field,2,1,101,2026 JUN 14 19:00:56,2026 JUN 14 19:07:03,-28.2312,-177.0942,-10.0989,-173.4028,119.054,135.8435,118.5936,135.4938,0.55796,0.38566,21.5261,21.8714
Region of residual magnetic field,3,3,102,2026 JUN 14 20:58:55,2026 JUN 14 21:05:00,-27.6262,154.4533,-10.0989,157.6532,113.0324,135.5562,119.2095,135.3258,6.1902,0.39332,21.5425,21.8544
Region of residual magnetic field,4,1,113,2026 JUN 15 18:36:13,2026 JUN 15 18:41:57,-26.6284,-163.5636,-10.0988,-160.6012,113.0137,133.6615,118.6341,133.4357,5.6268,0.39353,21.3786,21.6692
Region of residual magnetic field,5,3,114,2026 JUN 15 20:34:12,2026 JUN 15 20:39:53,-26.4781,167.5209,-10.0986,170.4328,112.7849,133.4604,118.6244,133.2404,5.855,0.39043,21.3642,21.6506
Region of residual magnetic field,6,1,125,2026 JUN 16 18:11:31,2026 JUN 16 18:16:50,-25.4686,-150.525,-10.0964,-147.7937,112.944,131.1073,117.9169,131.2854,4.9802,0.36151,21.1989,21.4669
Region of residual magnetic field,7,1,126,2026 JUN 16 20:09:29,2026 JUN 16 20:14:45,-25.3335,-179.4809,-10.0962,-176.7549,112.944,130.832,117.8549,131.0831,4.9184,0.40124,21.1814,21.4486
Region of residual magnetic field,8,3,127,2026 JUN 16 22:07:29,2026 JUN 16 22:12:42,-25.2018,151.5998,-10.0961,154.289,112.8254,130.5496,117.8179,130.8895,5.0094,0.46889,21.1669,21.4308
Region of residual magnetic field,9,3,138,2026 JUN 17 19:44:50,2026 JUN 17 19:49:36,-23.9896,-166.3915,-10.0948,-163.8851,112.8254,127.483,117.1558,128.8855,4.3499,1.4388,21.0058,21.2503
Region of residual magnetic field,10,1,139,2026 JUN 17 21:42:49,2026 JUN 17 21:47:32,-23.854,164.6359,-10.0947,167.154,112.944,127.1738,117.0704,128.6784,4.1353,1.5314,20.9878,21.2319
Region of residual magnetic field,11,3,151,2026 JUN 18 21:18:11,2026 JUN 18 21:22:21,-22.422,177.7195,-10.0943,-179.9229,112.7145,123.1733,116.2755,126.4445,3.5866,3.2876,20.8122,21.0372
Region of residual magnetic field,12,1,152,2026 JUN 18 23:18:49,2026 JUN 18 23:20:23,-14.7469,150.0093,-10.0989,150.856,122.5449,126.2514,122.2969,126.0365,0.44484,0.39527,20.9211,21.0031
Region of residual magnetic field,13,1,162,2026 JUN 19 18:55:38,2026 JUN 19 18:56:00,-21.0205,-140.3072,-19.874,-140,112.944,112.944,115.4722,116.4654,2.542,3.5308,20.6508,20.6772
Region of residual magnetic field,14,3,163,2026 JUN 19 20:53:36,2026 JUN 19 20:57:11,-20.83,-169.2144,-10.0951,-166.9964,112.8254,119.1759,115.4379,124.1539,2.6436,4.9883,20.6367,20.8425
Region of residual magnetic field,15,1,164,2026 JUN 19 22:51:36,2026 JUN 19 22:55:07,-20.655,161.8233,-10.0952,164.0343,112.944,118.9105,115.3577,123.9292,2.428,5.0235,20.6194,20.8239
