MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2024 MAR 19 01:12:00,-73.28,37.326,250.0292,16.3422,68.0042,1.834e-14,68.0042,2024 MAR 19 01:06:00,-73.3516,39.4972,379.9675,16.3894,68.2193,0.41939,68.307
2024 MAR 19 06:48:00,-75.0731,-43.3297,250.3021,16.4139,68.8206,1.1132e-14,68.8206,2024 MAR 19 07:00:00,-72.6785,-44.3683,381.182,16.5394,68.5858,0.42926,68.6794
2024 MAR 22 05:51:00,-70.6225,-3.0832,251.79,16.2297,65.9891,1.3114e-14,65.9891,2024 MAR 22 05:45:00,-72.1311,-3.3924,378.9354,16.1117,66.0096,0.42336,66.0823
2024 MAR 22 11:27:00,-72.0986,-83.8938,248.2724,16.2911,66.7142,1.6218e-14,66.7142,2024 MAR 22 11:39:00,-71.7033,-88.7752,381.2538,16.1603,66.0103,0.42866,66.0845
2024 MAR 24 00:51:00,-68.2448,88.6025,249.5589,16.1811,64.607,1.2741e-14,64.607,2024 MAR 24 01:00:00,-70.1508,86.6304,380.4931,16.1956,65.3204,0.44339,65.3939
2024 MAR 24 06:27:00,-69.5003,7.0096,251.6118,16.1903,65.0303,4.0239e-14,65.0303,2024 MAR 24 06:54:00,-69.3523,2.2334,378.9126,16.3097,65.5678,0.45335,65.6463
2024 MAR 26 22:00:00,-69.2515,159.0718,249.2642,16.1614,64.303,3.9213e-14,64.303,2024 MAR 26 21:48:00,-67.2392,162.6831,381.1892,16.2075,63.8848,5.3063,58.9689
2024 MAR 28 11:24:00,-65.3462,-28.0346,251.6265,16.0769,62.2536,1.8883e-14,62.2536,2024 MAR 28 11:09:00,-65.1604,-25.1325,381.0522,16.0272,61.9019,0.48064,61.9618
2024 MAR 28 17:00:00,-66.4756,-109.2444,249.4956,16.1117,62.7821,3.0837e-14,62.7821,2024 MAR 28 17:03:00,-64.6052,-110.9609,379.2179,16.0458,61.7826,0.48545,61.8435
2024 MAR 30 00:48:00,-61.1039,144.9905,250.0934,16.0011,60.1439,1.6218e-14,60.1439,2024 MAR 30 00:30:00,-63.2317,147.8647,380.1868,15.9008,60.194,0.49174,60.2458
2024 MAR 30 06:24:00,-62.1324,63.6385,248.7574,16.0261,60.5926,7.9514e-15,60.5926,2024 MAR 30 06:24:00,-62.7311,61.9362,379.0467,15.9125,60.0525,0.49578,60.1051
2024 MAR 31 14:12:00,-57.0893,-41.6925,250.3258,15.9442,58.283,7.7124e-14,58.283,2024 MAR 31 13:51:00,-61.2555,-39.887,381.4004,15.7242,58.072,1.7521,59.8234
2024 MAR 31 19:48:00,-58.1285,-123.1531,249.6274,15.9619,58.6785,3.6818e-14,58.6785,2024 MAR 31 19:45:00,-60.6495,-125.2492,378.5272,15.7736,58.1424,0.8622,57.4338
2024 MAR 31 23:33:00,-55.8434,-178.4351,250.2818,15.9253,57.7242,2.3039e-14,57.7242,2024 MAR 31 23:42:00,-57.1821,179.9316,380.7355,15.9622,58.3856,0.53427,58.4476
2024 APR 02 09:12:00,-53.8192,50.1968,250.3365,15.9072,56.8251,2.8625e-14,56.8251,2024 APR 02 09:09:00,-50.124,53.1054,378.2334,16.0525,57.3171,1.2572,56.2602
2024 APR 02 12:57:00,-51.6379,-4.9164,252.7901,15.8814,56.0419,8.2943e-14,56.0419,2024 APR 02 13:03:00,-54.9482,-8.9163,380.3609,15.7122,55.4996,4.088,59.5869
2024 APR 02 16:42:00,-49.4234,-59.872,250.7644,15.8664,55.3798,5.4069e-14,55.3798,2024 APR 02 17:00:00,-51.972,-63.9211,380.3656,15.8883,56.1576,0.85137,55.5555
2024 APR 03 20:45:00,-45.6904,-109.6789,250.7312,15.8369,54.2069,2.915e-14,54.2069,2024 APR 03 20:33:00,-45.2077,-105.6605,379.2266,15.9103,54.8854,0.77424,55.6458
2024 APR 03 22:36:00,-49.2176,-136.3606,251.6402,15.8581,55.0865,9.251e-14,55.0865,2024 APR 03 22:30:00,-47.7402,-135.6139,379.6651,15.8106,54.321,0.5705,54.4005
2024 APR 04 02:21:00,-46.9772,168.5489,251.0976,15.8339,54.3806,9.547e-14,54.3806,2024 APR 04 02:27:00,-44.186,167.6689,380.635,15.8725,54.3059,2.3358,56.6405
2024 APR 05 13:54:00,-38.7141,8.9034,253.2908,15.7789,52.4393,3.2161e-14,52.4393,2024 APR 05 13:51:00,-39.3697,8.7853,380.4757,15.7222,51.8536,1.9342,53.7878
2024 APR 05 17:39:00,-36.595,-45.998,252.4237,15.7672,52.1219,4.631e-14,52.1219,2024 APR 05 17:48:00,-36.079,-48.3538,381.3944,15.7561,51.956,4.3438,56.2907
2024 APR 05 19:30:00,-40.2414,-72.7052,250.4806,15.7867,52.6579,7.1119e-15,52.6579,2024 APR 05 19:45:00,-38.8512,-77.4362,380.2399,15.7144,51.6823,1.3268,50.4389
2024 APR 06 21:42:00,-33.1467,-95.6857,252.082,15.7453,51.61,6.7937e-15,51.61,2024 APR 06 21:21:00,-29.3741,-90.9948,381.1204,15.7175,51.2872,0.54837,51.4449
2024 APR 07 01:27:00,-30.5063,-150.6291,254.5675,15.7308,51.4186,2.5642e-14,51.4186,2024 APR 07 01:18:00,-25.6498,-147.9315,383.0277,15.7647,52.1343,0.52803,52.3064
2024 APR 07 01:30:00,-20.8215,-151.9121,257.2785,15.6939,51.751,1.1901e-14,51.751,2024 APR 07 01:18:00,-25.6498,-147.9315,383.0277,15.7647,52.1343,0.52803,52.3064
2024 APR 07 03:21:00,-24.5321,-178.7475,255.8437,15.705,51.4285,3.9884e-14,51.4285,2024 APR 07 03:15:00,-28.3129,-177.5985,382.7582,15.6842,50.8757,0.52893,51.3866
2024 APR 07 05:12:00,-28.3083,154.4568,254.5375,15.7183,51.3208,3.9341e-14,51.3208,2024 APR 07 05:12:00,-31.2549,153.3998,381.5149,15.6481,50.3361,5.5288,45.0241
2024 APR 07 07:06:00,-22.3734,126.4174,256.4102,15.6978,51.5733,1.7128e-14,51.5733,2024 APR 07 07:12:00,-25.2346,125.9899,381.703,15.7664,52.1825,6.2737,46.2814
2024 APR 07 08:57:00,-25.9887,99.6447,255.1584,15.7128,51.3885,6.3611e-15,51.3885,2024 APR 07 09:09:00,-27.9193,96.1495,380.4735,15.6744,50.7485,3.5416,47.4383
2024 APR 07 10:51:00,-19.7391,71.5713,256.5235,15.6897,51.8508,3.1806e-15,51.8508,2024 APR 07 11:09:00,-21.3616,67.474,381.2923,15.7086,51.8552,7.5148,59.0485
2024 APR 08 14:54:00,-15.867,21.8601,259.4436,15.6661,52.2468,1.4575e-14,52.2468,2024 APR 08 14:42:00,-14.5511,24.622,384.612,15.6556,52.404,0.75226,51.9354
2024 APR 08 16:45:00,-19.6408,-4.9639,258.2013,15.6778,51.6609,2.4482e-14,51.6609,2024 APR 08 16:39:00,-17.4805,-4.2046,384.6352,15.6311,51.4123,7.0097,45.0971
2024 APR 08 20:30:00,-17.3931,-59.8297,257.2685,15.6683,51.9501,5.7602e-14,51.9501,2024 APR 08 20:36:00,-14.0085,-61.9987,385.3745,15.6211,52.047,2.0005,50.3713
2024 APR 09 00:15:00,-14.7234,-114.6921,258.2315,15.6594,52.4109,2.809e-14,52.4109,2024 APR 09 00:33:00,-10.2731,-119.3541,386.4711,15.6406,53.3332,0.39445,53.5159
2024 APR 09 04:06:00,7.0322,-171.9435,270.457,15.5883,59.3837,3.6611e-14,59.3837,2024 APR 09 04:33:00,2.1517,-174.9886,392.7038,15.8231,60.3616,1.1994,59.4692
2024 APR 10 04:24:00,8.3838,-166.7479,271.4096,15.5764,59.9473,1.4312e-14,59.9473,2024 APR 10 04:09:00,5.5103,-161.7611,394.4902,15.6656,59.7555,0.21383,59.8741
2024 APR 10 06:15:00,4.6684,166.4113,269.0579,15.5869,58.3258,1.7128e-14,58.3258,2024 APR 10 06:06:00,2.7469,168.8111,392.5983,15.6011,57.6497,0.24603,57.7836
2024 APR 10 08:09:00,10.5173,138.4073,272.6326,15.5686,60.9214,1.1468e-14,60.9214,2024 APR 10 08:06:00,8.8322,140.8036,394.8857,15.6797,61.5168,0.95113,62.3355
2024 APR 10 10:00:00,6.8519,111.5771,269.4697,15.5797,59.2632,4.5981e-14,59.2632,2024 APR 10 10:03:00,6.1226,111.2602,392.1975,15.6072,59.2798,2.2005,61.1123
2024 APR 10 11:51:00,3.3457,84.7349,266.7991,15.5903,57.7815,1.1821e-14,57.7815,2024 APR 10 12:00:00,3.5363,81.9521,390.4962,15.5506,57.3368,1.7392,58.8202
2024 APR 10 15:36:00,6.0447,29.8764,270.3098,15.5814,58.9143,1.6905e-14,58.9143,2024 APR 10 15:57:00,7.1716,24.9304,394.2035,15.5922,59.5939,0.13565,59.614
2024 APR 11 15:54:00,7.1961,35.0662,271.0133,15.5689,59.3648,3.2591e-14,59.3648,2024 APR 11 15:33:00,10.5169,38.2799,395.8413,15.4425,59.4212,0.15658,59.506
2024 APR 11 17:45:00,3.4892,8.2415,268.9182,15.5806,57.7804,1.6144e-14,57.7804,2024 APR 11 17:30:00,7.7348,8.8351,394.7152,15.3767,57.1502,0.24753,57.3967
2024 APR 12 03:15:00,33.4598,-132.0788,288.1801,15.4683,73.3128,8.3182e-14,73.3128,2024 APR 12 03:27:00,29.754,-131.3632,409.123,15.7106,73.47,0.023578,73.4465
2024 APR 12 05:06:00,29.9308,-158.8349,286.6969,15.4844,71.2506,4.8025e-14,71.2506,2024 APR 12 05:24:00,28.2277,-162.655,407.872,15.5217,70.5798,17.2021,76.135
2024 APR 12 05:09:00,39.445,-160.2127,293.7182,15.4411,76.956,5.472e-14,76.956,2024 APR 12 05:27:00,37.8329,-161.9784,413.7605,15.6153,77.4798,28.829,86.1946
2024 APR 12 06:57:00,26.2915,174.3799,284.5455,15.4986,69.1589,2.7221e-14,69.1589,2024 APR 12 07:21:00,24.3599,169.4898,405.7764,15.5617,68.6843,0.030316,68.6827
2024 APR 12 08:51:00,32.1336,146.2898,288.8566,15.4744,72.5564,8.996e-15,72.5564,2024 APR 12 09:21:00,30.3518,141.9629,408.6683,15.6725,73.4566,0.027944,73.4286
2024 APR 13 07:18:00,37.3443,178.1922,292.1918,15.4428,75.7315,3.4256e-14,75.7315,2024 APR 13 07:00:00,38.1163,-177.6315,414.0673,15.4294,76.1163,25.8893,83.3475
2024 APR 13 09:09:00,33.683,151.4345,289.4872,15.4589,73.5147,8.996e-15,73.5147,2024 APR 13 08:57:00,33.6226,155.6349,411.44,15.5442,74.2977,0.047738,74.2505
2024 APR 13 11:00:00,30.0289,124.6486,285.8811,15.4731,71.3379,1.3114e-14,71.3379,2024 APR 13 10:54:00,30.9161,125.93,408.0516,15.4611,71.7789,0.040102,71.7391
2024 APR 13 12:51:00,26.4981,97.8361,282.2026,15.4853,69.2773,4.6879e-14,69.2773,2024 APR 13 12:51:00,28.3291,96.3275,405.5602,15.3847,69.3754,0.034798,69.3449
2024 APR 13 14:42:00,23.1235,71.0083,279.7224,15.4967,67.36,3.3206e-14,67.36,2024 APR 13 14:48:00,25.8661,66.836,404.7973,15.3158,67.1061,0.03562,67.0865
