HCL_01, OCCEG, 19, 127, 155, 177, 207, 227, 246, 281, 305, 321
HCL_01, OCCIN, 56, 76, 108, 260, 274, 297, 332
AER_01, OCCEG, 11, 67, 217, 278, 302
AER_01, OCCIN, 118, 166, 252, 327
ICE_01, OCCEG, 25, 261, 334
ICE_01, OCCIN, 82, 134, 184, 234, 286, 310
NOM_01, OCCEG, 3, 13, 23, 39, 45, 69, 77, 91, 97, 109, 139, 145, 157, 181, 219, 229, 231, 236, 252, 260, 267, 274, 284, 290, 297, 308, 311, 327, 332, 335
NOM_01, OCCIN, 22, 58, 80, 120, 130, 132, 170, 180, 190, 196, 210, 241, 248, 261, 266, 280, 284, 289, 304, 308, 316, 323, 334
