Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2023 APR 15 14:20:38,2023 APR 15 16:18:33,7075,2023 APR 15 14:18:38,2023 APR 15 15:17:26,3528,2023 APR 15 15:17:27,2023 APR 15 16:16:33,3546,58.133,2023 APR 15 15:46:46
1,1,2,2023 APR 15 16:18:34,2023 APR 15 18:16:30,7076,2023 APR 15 16:16:34,2023 APR 15 17:15:24,3530,2023 APR 15 17:15:25,2023 APR 15 18:14:30,3545,57.8965,2023 APR 15 17:44:43
3,3,3,2023 APR 15 18:16:31,2023 APR 15 20:14:25,7074,2023 APR 15 18:14:31,2023 APR 15 19:13:21,3530,2023 APR 15 19:13:22,2023 APR 15 20:12:25,3543,57.6627,2023 APR 15 19:42:39
1,1,4,2023 APR 15 20:14:26,2023 APR 15 22:12:17,7071,2023 APR 15 20:12:26,2023 APR 15 21:11:14,3528,2023 APR 15 21:11:15,2023 APR 15 22:10:17,3542,57.4369,2023 APR 15 21:40:32
3,3,5,2023 APR 15 22:12:18,2023 APR 16 00:10:08,7070,2023 APR 15 22:10:18,2023 APR 15 23:09:05,3527,2023 APR 15 23:09:06,2023 APR 16 00:08:08,3542,57.2263,2023 APR 15 23:38:22
3,3,6,2023 APR 16 00:10:09,2023 APR 16 02:08:02,7073,2023 APR 16 00:08:09,2023 APR 16 01:06:58,3529,2023 APR 16 01:06:59,2023 APR 16 02:06:02,3543,57.0177,2023 APR 16 01:36:16
3,3,7,2023 APR 16 02:08:03,2023 APR 16 04:05:59,7076,2023 APR 16 02:06:03,2023 APR 16 03:04:54,3531,2023 APR 16 03:04:55,2023 APR 16 04:03:59,3544,56.7848,2023 APR 16 03:34:13
1,1,8,2023 APR 16 04:06:00,2023 APR 16 06:03:56,7076,2023 APR 16 04:04:00,2023 APR 16 05:02:50,3530,2023 APR 16 05:02:51,2023 APR 16 06:01:56,3545,56.5328,2023 APR 16 05:32:10
3,3,9,2023 APR 16 06:03:57,2023 APR 16 08:01:52,7075,2023 APR 16 06:01:57,2023 APR 16 07:00:46,3529,2023 APR 16 07:00:47,2023 APR 16 07:59:52,3545,56.2854,2023 APR 16 07:30:05
1,1,10,2023 APR 16 08:01:53,2023 APR 16 09:59:44,7071,2023 APR 16 07:59:53,2023 APR 16 08:58:39,3526,2023 APR 16 08:58:40,2023 APR 16 09:57:44,3544,56.0621,2023 APR 16 09:27:58
3,3,11,2023 APR 16 09:59:45,2023 APR 16 11:57:35,7070,2023 APR 16 09:57:45,2023 APR 16 10:56:31,3526,2023 APR 16 10:56:32,2023 APR 16 11:55:35,3543,55.8578,2023 APR 16 11:25:49
1,1,12,2023 APR 16 11:57:36,2023 APR 16 13:55:28,7072,2023 APR 16 11:55:36,2023 APR 16 12:54:22,3526,2023 APR 16 12:54:23,2023 APR 16 13:53:28,3545,55.6377,2023 APR 16 13:23:42
3,3,13,2023 APR 16 13:55:29,2023 APR 16 15:53:24,7075,2023 APR 16 13:53:29,2023 APR 16 14:52:17,3528,2023 APR 16 14:52:18,2023 APR 16 15:51:24,3546,55.4026,2023 APR 16 15:21:36
3,3,14,2023 APR 16 15:53:25,2023 APR 16 17:51:21,7076,2023 APR 16 15:51:25,2023 APR 16 16:50:15,3530,2023 APR 16 16:50:16,2023 APR 16 17:49:21,3545,55.1652,2023 APR 16 17:19:33
1,1,15,2023 APR 16 17:51:22,2023 APR 16 19:49:16,7074,2023 APR 16 17:49:22,2023 APR 16 18:48:13,3531,2023 APR 16 18:48:14,2023 APR 16 19:47:16,3542,54.9289,2023 APR 16 19:17:31
