Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	32	Ingress	2020 SEP 05 15:06:03	2020 SEP 05 15:09:33	2020 SEP 05 15:10:16	253.00	58.01	53.18	52.20	-38.03	-32.81	-31.65	19.19	3	-	-	-		
N/A	1	32	Egress	2020 SEP 05 15:48:54	2020 SEP 05 15:49:35	2020 SEP 05 15:52:52	238.00	-104.84	-106.95	-115.46	57.94	57.16	53.35	9.16	3	-	-	-		
N/A	2	32	Ingress	2020 SEP 05 17:03:58	2020 SEP 05 17:07:29	2020 SEP 05 17:08:12	254.00	29.14	24.29	23.31	-37.79	-32.52	-31.34	19.18	14	-	-	-		
N/A	2	32	Egress	2020 SEP 05 17:46:48	2020 SEP 05 17:47:29	2020 SEP 05 17:50:46	238.00	-133.62	-135.74	-144.27	57.89	57.11	53.28	9.16	14	-	-	-		
N/A	3	32	Ingress	2020 SEP 05 19:01:59	2020 SEP 05 19:05:30	2020 SEP 05 19:06:13	254.00	0.19	-4.64	-5.63	-37.49	-32.18	-31.00	19.16	14	-	-	-		
N/A	3	32	Egress	2020 SEP 05 19:44:46	2020 SEP 05 19:45:28	2020 SEP 05 19:48:45	239.00	-162.56	-164.72	-173.24	57.80	56.99	53.12	9.14	14	-	-	-		
NOMAD	4	32	Ingress	2020 SEP 05 21:00:02	2020 SEP 05 21:03:33	2020 SEP 05 21:04:16	254.00	-28.75	-33.58	-34.56	-37.20	-31.86	-30.67	19.15	1	133 only #2	Science: orders #133, #133, #133, #133, #133, #133, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	4	32	Egress	2020 SEP 05 21:42:46	2020 SEP 05 21:43:28	2020 SEP 05 21:46:45	239.00	168.58	166.42	157.89	57.74	56.92	53.02	9.13	1	-	-	-		
N/A	5	32	Ingress	2020 SEP 05 22:58:03	2020 SEP 05 23:01:35	2020 SEP 05 23:02:18	255.00	-57.65	-62.50	-63.48	-36.95	-31.54	-30.35	19.13	14	-	-	-		
ACS	5	32	Egress	2020 SEP 05 23:40:45	2020 SEP 05 23:41:27	2020 SEP 05 23:44:45	240.00	139.86	137.68	129.08	57.73	56.90	52.95	9.12	14	-	-	-		
