Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	32	Nightside	2020 SEP 05 15:00:18	2020 SEP 05 15:29:57	2020 SEP 05 15:59:36	3558.03	66.31	89.13	-128.20	-45.65	40.95	45.57	149.56	21.92	3	-	-	-		
1	32	Dayside	2020 SEP 05 15:59:36	2020 SEP 05 16:28:54	2020 SEP 05 16:58:12	3516.39	-128.20	-105.85	37.45	45.57	-39.88	-45.48	30.51	9.88	3	CH4 CO 2SUBD #3	Science: orders #189, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:245;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8642 ms, Binning=0		
2	32	Nightside	2020 SEP 05 16:58:12	2020 SEP 05 17:27:52	2020 SEP 05 17:57:32	3559.78	37.45	60.29	-157.08	-45.48	41.13	45.38	149.38	21.91	14	-	-	-		
2	32	Dayside	2020 SEP 05 17:57:32	2020 SEP 05 18:26:52	2020 SEP 05 18:56:11	3518.73	-157.08	-134.67	8.54	45.38	-40.06	-45.27	30.67	9.87	14	-		COP row -1: UVIS off		
3	32	Nightside	2020 SEP 05 18:56:11	2020 SEP 05 19:25:51	2020 SEP 05 19:55:31	3560.55	8.54	31.46	173.99	-45.27	41.27	45.17	149.23	21.90	14	-	-	-		
3	32	Dayside	2020 SEP 05 19:55:31	2020 SEP 05 20:24:51	2020 SEP 05 20:54:12	3520.08	173.99	-163.53	-20.37	45.17	-40.27	-45.09	30.86	9.86	14	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
4	32	Nightside	2020 SEP 05 20:54:12	2020 SEP 05 21:23:52	2020 SEP 05 21:53:32	3560.70	-20.37	2.57	145.09	-45.09	41.43	44.98	149.04	21.89	1	-	-	-		
4	32	Dayside	2020 SEP 05 21:53:32	2020 SEP 05 22:22:52	2020 SEP 05 22:52:11	3519.26	145.09	167.56	-49.25	44.98	-40.46	-44.91	31.07	9.84	1	Surface Ice 4SUBD 02	Science: orders #199, #189, #188, #187, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:245;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8642 ms, Binning=0		
5	32	Nightside	2020 SEP 05 22:52:11	2020 SEP 05 23:21:52	2020 SEP 05 23:51:33	3561.10	-49.25	-26.36	116.23	-44.91	41.61	44.83	148.81	21.87	14	-	-	-		
5	32	Dayside	2020 SEP 05 23:51:33	2020 SEP 06 00:20:51	2020 SEP 06 00:50:09	3516.87	116.23	138.64	-78.10	44.83	-40.62	-44.76	31.30	9.83	14	-		COP row -1: UVIS off		
6	32	Nightside	2020 SEP 06 00:50:09	2020 SEP 06 01:19:50	2020 SEP 06 01:49:30	3560.97	-78.10	-55.29	87.40	-44.76	41.79	44.69	148.57	21.85	28	-	-	-		
6	32	Dayside	2020 SEP 06 01:49:30	2020 SEP 06 02:18:48	2020 SEP 06 02:48:06	3515.15	87.40	109.72	-106.93	44.69	-40.78	-44.62	31.51	9.81	28	Nominal Limb 01	Science: orders #164, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0	&trueDayLimb; 	
7	32	Nightside	2020 SEP 06 02:48:06	2020 SEP 06 03:17:45	2020 SEP 06 03:47:25	3559.71	-106.93	-84.19	58.57	-44.62	41.95	44.55	148.36	21.84	14	-	-	-		
7	32	Dayside	2020 SEP 06 03:47:25	2020 SEP 06 04:16:43	2020 SEP 06 04:46:00	3515.06	58.57	80.84	-135.77	44.55	-40.96	-44.46	31.72	9.80	14	-		COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0		
8	32	Nightside	2020 SEP 06 04:46:00	2020 SEP 06 05:15:41	2020 SEP 06 05:45:21	3560.44	-135.77	-113.03	29.69	-44.46	42.10	44.36	148.19	21.83	1	-	-	-		
8	32	Dayside	2020 SEP 06 05:45:21	2020 SEP 06 06:14:39	2020 SEP 06 06:43:57	3516.47	29.69	52.03	-164.66	44.36	-41.16	-44.26	31.88	9.79	1	-		COP row -1: UVIS off		
9	32	Nightside	2020 SEP 06 06:43:57	2020 SEP 06 07:13:39	2020 SEP 06 07:43:20	3562.84	-164.66	-141.85	0.77	-44.26	42.28	44.14	148.03	21.82	14	-	-	-		
9	32	Dayside	2020 SEP 06 07:43:20	2020 SEP 06 08:12:39	2020 SEP 06 08:41:57	3517.39	0.77	23.19	166.41	44.14	-41.32	-44.04	32.04	9.78	14	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
10	32	Nightside	2020 SEP 06 08:41:57	2020 SEP 06 09:11:39	2020 SEP 06 09:41:21	3563.36	166.41	-170.71	-28.13	-44.04	42.50	43.95	147.84	21.81	1	-	-	-		
10	32	Dayside	2020 SEP 06 09:41:21	2020 SEP 06 10:10:40	2020 SEP 06 10:39:59	3518.11	-28.13	-5.71	137.51	43.95	-41.48	-43.85	32.24	9.77	1	H2O CO 3SUBD #2	Science: orders #168, #189, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:245;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8642 ms, Binning=0		
11	32	Nightside	2020 SEP 06 10:39:59	2020 SEP 06 11:09:40	2020 SEP 06 11:39:21	3561.93	137.51	160.40	-57.00	-43.85	42.69	43.78	147.64	21.80	14	-	-	-		
11	32	Dayside	2020 SEP 06 11:39:21	2020 SEP 06 12:08:40	2020 SEP 06 12:37:59	3518.54	-57.00	-34.65	108.66	43.78	-41.66	-43.69	32.46	9.75	14	-		COP row -1: UVIS off		
12	32	Nightside	2020 SEP 06 12:37:59	2020 SEP 06 13:07:39	2020 SEP 06 13:37:19	3559.53	108.66	131.48	-85.84	-43.69	42.86	43.63	147.42	21.78	14	-	-	-		
12	32	Dayside	2020 SEP 06 13:37:19	2020 SEP 06 14:06:38	2020 SEP 06 14:35:57	3517.56	-85.84	-63.58	79.83	43.63	-41.84	-43.56	32.70	9.73	14	-		COP row -1: UVIS off		
13	32	Nightside	2020 SEP 06 14:35:57	2020 SEP 06 15:05:36	2020 SEP 06 15:35:15	3558.47	79.83	102.56	-114.67	-43.56	43.02	43.48	147.19	21.77	1	-	-	-		
