S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2022 AUG 06 14:54:00,-71.543,-96.4323,250.7554,15.3267,54.4753,1.6603e-14,54.4753
TGO,2022 AUG 06 14:39:00,-71.0388,-95.155,380.6506,15.1686,53.5719,0.40916,53.6051

MRO,2022 AUG 11 18:21:00,-64.6032,-101.0606,250.5625,15.1119,50.199,1.3138e-14,50.199
TGO,2022 AUG 11 18:30:00,-64.6812,-102.4272,379.275,15.1669,50.54,4.663,45.8945

MRO,2022 AUG 21 08:33:00,-22.968,133.7041,255.6638,14.7117,37.1885,2.6988e-14,37.1885
TGO,2022 AUG 21 08:39:00,-24.7447,132.5786,381.7684,14.7342,37.2424,1.7037,38.9229

MRO,2022 AUG 22 23:54:00,-6.0632,-81.5808,261.1521,14.6419,41.8569,8.1089e-15,41.8569
TGO,2022 AUG 23 00:03:00,-7.3343,-82.7519,387.4507,14.7097,42.1466,1.875,43.748

MRO,2022 AUG 24 11:30:00,8.2835,118.04,270.9888,14.5844,49.4394,1.3114e-14,49.4394
TGO,2022 AUG 24 11:30:00,6.3537,118.9177,392.4833,14.6428,48.8549,0.20397,49.002

MRO,2022 AUG 24 13:21:00,4.5437,91.211,267.931,14.5956,47.1575,1.0458e-14,47.1575
TGO,2022 AUG 24 13:27:00,3.7457,89.4681,390.4986,14.5767,46.4381,0.77562,47.0637

MRO,2022 AUG 24 13:24:00,14.1363,90.0143,274.2014,14.5644,53.2351,4.7708e-15,53.2351
TGO,2022 AUG 24 13:30:00,12.6088,91.0481,395.4593,14.7306,53.9445,0.36979,54.2361

MRO,2022 AUG 24 15:15:00,10.57,63.1816,272.0609,14.5756,50.8667,7.2876e-15,50.8667
TGO,2022 AUG 24 15:27:00,10.0939,61.8691,394.7094,14.6825,51.7265,1.2954,51.0174

MRO,2022 AUG 26 02:51:00,25.1697,-97.3249,282.1149,14.5097,60.7897,5.134e-14,60.7897
TGO,2022 AUG 26 02:54:00,23.6834,-96.5153,404.466,14.6125,60.5739,0.06507,60.5502

MRO,2022 AUG 26 04:42:00,21.5726,-124.1162,279.281,14.5236,58.1618,1.9083e-14,58.1618
TGO,2022 AUG 26 04:51:00,21.136,-125.9493,403.2937,14.5472,58.0539,0.085929,58.0328

MRO,2022 AUG 27 16:18:00,36.4216,75.2404,290.1144,14.4489,69.0927,5.4813e-14,69.0927
TGO,2022 AUG 27 16:18:00,34.6743,76.4674,410.5985,14.5308,68.2846,0.11159,68.1819

MRO,2022 AUG 27 18:09:00,32.9012,48.4969,288.7239,14.4658,66.373,1.4224e-14,66.373
TGO,2022 AUG 27 18:15:00,32.1796,46.6693,410.0662,14.4414,65.6077,1.5207,66.2577

MRO,2022 AUG 27 20:03:00,38.6984,20.4061,294.03,14.4417,70.8795,6.6716e-14,70.8795
TGO,2022 AUG 27 20:15:00,38.0929,19.7445,414.1433,14.5922,71.4394,0.11774,71.3275

MRO,2022 AUG 29 07:36:00,43.8231,-139.0311,297.1131,14.3992,74.6725,8.652e-14,74.6725
TGO,2022 AUG 29 07:39:00,43.0097,-139.3476,418.04,14.4267,74.1693,0.09854,74.076

MRO,2022 AUG 29 11:21:00,45.7236,166.1048,300.4691,14.39,76.1782,3.1964e-14,76.1782
TGO,2022 AUG 29 11:36:00,46.1221,164.1138,420.0846,14.5006,77.1538,0.66896,77.7724

MRO,2022 AUG 30 22:54:00,51.0444,6.5739,302.6973,14.3417,80.2043,7.119e-14,80.2043
TGO,2022 AUG 30 23:00:00,50.9442,5.8036,422.0589,14.3875,80.3539,0.13953,80.2264

MRO,2022 AUG 31 00:48:00,56.6723,-21.8855,305.3466,14.2928,84.7205,2.4013e-14,84.7205
TGO,2022 AUG 31 01:00:00,55.8106,-19.9726,425.6345,14.615,85.4837,7.6496,92.968

MRO,2022 SEP 01 10:27:00,56.7627,-153.2525,305.5132,14.2739,84.5551,2.3372e-14,84.5551
TGO,2022 SEP 01 10:24:00,55.6822,-151.8988,426.4299,14.3153,83.8206,0.13755,83.7032

MRO,2022 SEP 01 14:12:00,58.6652,151.7403,308.2053,14.255,86.079,2.2093e-14,86.079
TGO,2022 SEP 01 14:21:00,58.6956,152.7202,426.8163,14.4664,86.9797,0.12248,86.8802

MRO,2022 SEP 03 03:36:00,60.5131,-34.4994,308.2094,14.2267,87.3604,1.9083e-14,87.3604
TGO,2022 SEP 03 03:42:00,60.6485,-35.1616,428.3799,14.2797,87.675,0.13088,87.5784

