Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	75	Nightside	2023 DEC 23 14:51:28	2023 DEC 23 15:20:58	2023 DEC 23 15:50:28	3539.61	122.29	-148.84	-72.16	75.81	2.38	-75.77	154.14	1.66	14	-	-	-		
1	75	Dayside	2023 DEC 23 15:50:28	2023 DEC 23 16:19:56	2023 DEC 23 16:49:24	3536.46	-72.16	17.09	93.43	-75.77	-0.81	75.75	25.73	13.68	14	-		COP row -1: UVIS off		
2	75	Nightside	2023 DEC 23 16:49:24	2023 DEC 23 17:18:54	2023 DEC 23 17:48:25	3540.66	93.43	-177.78	-100.96	75.75	2.32	-75.76	154.40	1.64	1	-	-	-		
2	75	Dayside	2023 DEC 23 17:48:25	2023 DEC 23 18:17:53	2023 DEC 23 18:47:22	3537.38	-100.96	-11.87	64.63	-75.76	-0.80	75.74	25.48	13.66	1	-		COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3		
3	75	Nightside	2023 DEC 23 18:47:22	2023 DEC 23 19:16:52	2023 DEC 23 19:46:22	3540.00	64.63	153.26	-129.72	75.74	2.27	-75.77	154.66	1.63	14	-	-	-		
3	75	Dayside	2023 DEC 23 19:46:22	2023 DEC 23 20:15:51	2023 DEC 23 20:45:20	3537.88	-129.72	-40.82	35.91	-75.77	-0.73	75.79	25.22	13.64	14	-		COP row 85: NADIR: Horizontal Bin (57:245;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12409 ms, Binning=3	&mroOverlap; 	
4	75	Nightside	2023 DEC 23 20:45:20	2023 DEC 23 21:14:49	2023 DEC 23 21:44:18	3538.31	35.91	124.32	-158.44	75.79	2.25	-75.81	154.91	1.61	1	-	-	-		
4	75	Dayside	2023 DEC 23 21:44:18	2023 DEC 23 22:13:47	2023 DEC 23 22:43:16	3537.34	-158.44	-69.75	7.22	-75.81	-0.63	75.85	24.97	13.63	1	-		COP row -1: UVIS off		
5	75	Nightside	2023 DEC 23 22:43:16	2023 DEC 23 23:12:44	2023 DEC 23 23:42:13	3536.99	7.22	95.40	172.85	75.85	2.21	-75.86	155.14	1.60	3	-	-	-		
5	75	Dayside	2023 DEC 23 23:42:13	2023 DEC 24 00:11:40	2023 DEC 24 00:41:08	3535.81	172.85	-98.65	-21.49	-75.86	-0.58	75.88	24.74	13.61	3	Surface Ice 3SUBD #2	Science: orders #189, #132, #133, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: UVIS off		
6	75	Nightside	2023 DEC 24 00:41:08	2023 DEC 24 01:10:36	2023 DEC 24 01:40:05	3536.15	-21.49	66.51	144.12	75.88	2.14	-75.88	155.36	1.58	1	-	-	-		
6	75	Dayside	2023 DEC 24 01:40:05	2023 DEC 24 02:09:33	2023 DEC 24 02:39:01	3536.29	144.12	-127.55	-50.31	-75.88	-0.56	75.84	24.52	13.60	1	-		COP row -1: UVIS off		
7	75	Nightside	2023 DEC 24 02:39:01	2023 DEC 24 03:08:29	2023 DEC 24 03:37:58	3536.89	-50.31	37.59	115.29	75.84	2.11	-75.83	155.60	1.57	14	-	-	-		
7	75	Dayside	2023 DEC 24 03:37:58	2023 DEC 24 04:07:27	2023 DEC 24 04:36:56	3538.20	115.29	-156.48	-79.14	-75.83	-0.54	75.80	24.27	13.58	14	-		COP row -1: UVIS off		
8	75	Nightside	2023 DEC 24 04:36:56	2023 DEC 24 05:06:25	2023 DEC 24 05:35:55	3538.65	-79.14	8.64	86.44	75.80	2.11	-75.78	155.85	1.55	1	-	-	-		
8	75	Dayside	2023 DEC 24 05:35:55	2023 DEC 24 06:05:24	2023 DEC 24 06:34:53	3538.34	86.44	174.57	-107.94	-75.78	-0.49	75.78	24.01	13.57	1	-		COP row -1: UVIS off		
9	75	Nightside	2023 DEC 24 06:34:53	2023 DEC 24 07:04:23	2023 DEC 24 07:33:53	3540.30	-107.94	-20.31	57.65	75.78	2.08	-75.78	156.10	1.53	14	-	-	-		
9	75	Dayside	2023 DEC 24 07:33:53	2023 DEC 24 08:03:22	2023 DEC 24 08:32:50	3536.97	57.65	145.62	-136.69	-75.78	-0.45	75.80	23.76	13.55	14	-		COP row -1: UVIS off	&daysideMatch:AEOLIS MENSAE MFF; 	
10	75	Nightside	2023 DEC 24 08:32:50	2023 DEC 24 09:02:21	2023 DEC 24 09:31:51	3540.96	-136.69	-49.25	28.94	75.80	2.01	-75.83	156.35	1.52	1	-	-	-		
10	75	Dayside	2023 DEC 24 09:31:51	2023 DEC 24 10:01:19	2023 DEC 24 10:30:46	3535.14	28.94	116.68	-165.40	-75.83	-0.41	75.85	23.52	13.54	1	-		COP row 95: NADIR: Horizontal Bin (57:245;0:1047), Tint = 20000 ms,20 bit,Rhythm = 22017 ms, Binning=3		
11	75	Nightside	2023 DEC 24 10:30:46	2023 DEC 24 11:00:16	2023 DEC 24 11:29:46	3539.65	-165.40	-78.17	0.26	75.85	1.93	-75.89	156.59	1.50	3	-	-	-		
11	75	Dayside	2023 DEC 24 11:29:46	2023 DEC 24 11:59:13	2023 DEC 24 12:28:40	3534.12	0.26	87.77	165.89	-75.89	-0.36	75.90	23.29	13.52	3	Nominal 3SUBD 01	Science: orders #167, #169, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: UVIS off		
12	75	Nightside	2023 DEC 24 12:28:40	2023 DEC 24 12:58:09	2023 DEC 24 13:27:37	3537.43	165.89	-107.07	-28.49	75.90	1.90	-75.90	156.82	1.49	1	-	-	-		
12	75	Dayside	2023 DEC 24 13:27:37	2023 DEC 24 13:57:05	2023 DEC 24 14:26:32	3534.74	-28.49	58.88	137.13	-75.90	-0.29	75.89	23.06	13.51	1	-		COP row -1: UVIS off		
13	75	Nightside	2023 DEC 24 14:26:32	2023 DEC 24 14:56:01	2023 DEC 24 15:25:30	3538.09	137.13	-135.98	-57.33	75.89	1.89	-75.84	157.05	1.47	14	-	-	-		
13	75	Dayside	2023 DEC 24 15:25:30	2023 DEC 24 15:54:59	2023 DEC 24 16:24:27	3536.38	-57.33	29.95	108.27	-75.84	-0.28	75.83	22.83	13.49	14	-		COP row -1: UVIS off		
14	75	Nightside	2023 DEC 24 16:24:27	2023 DEC 24 16:53:57	2023 DEC 24 17:23:27	3539.92	108.27	-164.92	-86.15	75.83	1.84	-75.81	157.30	1.46	14	-	-	-		
14	75	Dayside	2023 DEC 24 17:23:27	2023 DEC 24 17:52:55	2023 DEC 24 18:22:24	3537.52	-86.15	1.00	79.44	-75.81	-0.29	75.79	22.58	13.47	14	-		COP row -1: UVIS off		
15	75	Nightside	2023 DEC 24 18:22:24	2023 DEC 24 18:51:54	2023 DEC 24 19:21:24	3539.98	79.44	166.13	-114.93	75.79	1.79	-75.81	157.56	1.44	1	-	-	-		
15	75	Dayside	2023 DEC 24 19:21:24	2023 DEC 24 19:50:53	2023 DEC 24 20:20:22	3538.20	-114.93	-27.95	50.68	-75.81	-0.25	75.81	22.32	13.46	1	-		COP row -1: UVIS off		
16	75	Nightside	2023 DEC 24 20:20:22	2023 DEC 24 20:49:52	2023 DEC 24 21:19:21	3538.64	50.68	137.18	-143.67	75.81	1.75	-75.84	157.81	1.42	7	-	-	COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0		
16	75	Dayside	2023 DEC 24 21:19:21	2023 DEC 24 21:48:50	2023 DEC 24 22:18:19	3538.06	-143.67	-56.89	21.98	-75.84	-0.16	75.86	22.07	13.44	7	-		COP row -1: UVIS off	&daysideMatch:EASTERN COPRATES; &daysideMatch:COPRATES RISE; 	
17	75	Nightside	2023 DEC 24 22:18:19	2023 DEC 24 22:47:48	2023 DEC 24 23:17:16	3537.04	21.98	108.25	-172.39	75.86	1.72	-75.88	158.05	1.41	14	-	-	-		
