Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	52	Nightside	2022 MAR 19 14:15:57	2022 MAR 19 14:45:27	2022 MAR 19 15:14:57	3540.28	48.97	107.29	-145.36	-74.35	7.47	74.34	175.51	23.73	14	-	-	-		
1	52	Dayside	2022 MAR 19 15:14:57	2022 MAR 19 15:44:24	2022 MAR 19 16:13:51	3533.58	-145.36	-87.56	20.37	74.34	-5.94	-74.35	4.57	11.70	14	-		COP row -1: 		
2	52	Nightside	2022 MAR 19 16:13:51	2022 MAR 19 16:43:21	2022 MAR 19 17:12:51	3540.05	20.37	78.39	-173.97	-74.35	7.55	74.33	175.28	23.71	1	-	-	-		
2	52	Dayside	2022 MAR 19 17:12:51	2022 MAR 19 17:42:17	2022 MAR 19 18:11:44	3532.72	-173.97	-116.46	-8.31	74.33	-6.00	-74.30	4.79	11.68	1	Surface Ice 6SUBD 01	Science: orders #199, #198, #194, #193, #187, #186, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
3	52	Nightside	2022 MAR 19 18:11:44	2022 MAR 19 18:41:14	2022 MAR 19 19:10:45	3541.13	-8.31	49.50	157.32	-74.30	7.66	74.27	175.06	23.70	14	-	-	-		
3	52	Dayside	2022 MAR 19 19:10:45	2022 MAR 19 19:40:12	2022 MAR 19 20:09:40	3534.75	157.32	-145.36	-37.05	74.27	-6.09	-74.21	5.01	11.67	14	-		COP row -1: 		
4	52	Nightside	2022 MAR 19 20:09:40	2022 MAR 19 20:39:11	2022 MAR 19 21:08:42	3542.51	-37.05	20.58	128.57	-74.21	7.70	74.17	174.85	23.69	1	-	-	-		
4	52	Dayside	2022 MAR 19 21:08:42	2022 MAR 19 21:38:10	2022 MAR 19 22:07:38	3535.61	128.57	-174.29	-65.76	74.17	-6.21	-74.15	5.24	11.65	1	Nominal 3SUBD 01	Science: orders #167, #169, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
5	52	Nightside	2022 MAR 19 22:07:38	2022 MAR 19 22:37:09	2022 MAR 19 23:06:41	3543.28	-65.76	-8.36	99.86	-74.15	7.76	74.12	174.62	23.67	14	-	-	-		
5	52	Dayside	2022 MAR 19 23:06:41	2022 MAR 19 23:36:08	2022 MAR 20 00:05:36	3534.79	99.86	156.76	-94.43	74.12	-6.29	-74.12	5.49	11.63	14	-		COP row -1: 		
6	52	Nightside	2022 MAR 20 00:05:36	2022 MAR 20 00:35:08	2022 MAR 20 01:04:39	3543.61	-94.43	-37.31	71.22	-74.12	7.86	74.11	174.37	23.65	1	-	-	-		
6	52	Dayside	2022 MAR 20 01:04:39	2022 MAR 20 01:34:06	2022 MAR 20 02:03:32	3532.98	71.22	127.82	-123.07	74.11	-6.35	-74.11	5.74	11.62	1	-		COP row -1: 		
7	52	Nightside	2022 MAR 20 02:03:32	2022 MAR 20 02:33:04	2022 MAR 20 03:02:35	3543.05	-123.07	-66.24	42.62	-74.11	7.97	74.13	174.11	23.64	1	-	-	-		
7	52	Dayside	2022 MAR 20 03:02:35	2022 MAR 20 03:32:01	2022 MAR 20 04:01:27	3531.64	42.62	98.90	-151.68	74.13	-6.40	-74.11	5.97	11.60	1	-		COP row -1: 		
8	52	Nightside	2022 MAR 20 04:01:27	2022 MAR 20 04:30:58	2022 MAR 20 05:00:29	3541.70	-151.68	-95.15	14.00	-74.11	8.04	74.12	173.89	23.62	14	-	-	-		
8	52	Dayside	2022 MAR 20 05:00:29	2022 MAR 20 05:29:54	2022 MAR 20 05:59:20	3530.98	14.00	70.00	179.69	74.12	-6.50	-74.09	6.19	11.59	14	-		COP row -1: 		
9	52	Nightside	2022 MAR 20 05:59:20	2022 MAR 20 06:28:51	2022 MAR 20 06:58:22	3542.53	179.69	-124.04	-14.71	-74.09	8.10	74.04	173.68	23.61	1	-	-	-		
9	52	Dayside	2022 MAR 20 06:58:22	2022 MAR 20 07:27:48	2022 MAR 20 07:57:14	3531.84	-14.71	41.11	150.96	74.04	-6.60	-74.01	6.40	11.57	1	H2O CO 3SUBD #2	Science: orders #168, #189, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
10	52	Nightside	2022 MAR 20 07:57:14	2022 MAR 20 08:26:46	2022 MAR 20 08:56:19	3544.59	150.96	-152.96	-43.45	-74.01	8.19	73.96	173.45	23.59	14	-	-	-		
10	52	Dayside	2022 MAR 20 08:56:19	2022 MAR 20 09:25:45	2022 MAR 20 09:55:12	3533.43	-43.45	12.18	122.20	73.96	-6.66	-73.92	6.64	11.56	14	-		COP row -1: 		
11	52	Nightside	2022 MAR 20 09:55:12	2022 MAR 20 10:24:44	2022 MAR 20 10:54:17	3544.62	122.20	178.11	-72.16	-73.92	8.30	73.90	173.21	23.58	1	-	-	-		
11	52	Dayside	2022 MAR 20 10:54:17	2022 MAR 20 11:23:44	2022 MAR 20 11:53:12	3534.87	-72.16	-16.77	93.50	73.90	-6.72	-73.87	6.88	11.54	1	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
12	52	Nightside	2022 MAR 20 11:53:12	2022 MAR 20 12:22:43	2022 MAR 20 12:52:15	3543.12	93.50	149.17	-100.83	-73.87	8.39	73.87	172.96	23.56	14	-	-	-		
12	52	Dayside	2022 MAR 20 12:52:15	2022 MAR 20 13:21:42	2022 MAR 20 13:51:10	3535.37	-100.83	-45.71	64.87	73.87	-6.82	-73.87	7.13	11.53	14	-		COP row -1: 	&daysideMatch:ARGYRE; 	
13	52	Nightside	2022 MAR 20 13:51:10	2022 MAR 20 14:20:41	2022 MAR 20 14:50:11	3541.14	64.87	120.23	-129.45	-73.87	8.44	73.87	172.73	23.55	14	-	-	-		
13	52	Dayside	2022 MAR 20 14:50:11	2022 MAR 20 15:19:38	2022 MAR 20 15:49:05	3534.12	-129.45	-74.63	36.28	73.87	-6.91	-73.89	7.36	11.51	14	-		COP row -1: 		
14	52	Nightside	2022 MAR 20 15:49:05	2022 MAR 20 16:18:35	2022 MAR 20 16:48:06	3540.18	36.28	91.31	-158.06	-73.89	8.51	73.87	172.50	23.53	3	-	-	-		
14	52	Dayside	2022 MAR 20 16:48:06	2022 MAR 20 17:17:32	2022 MAR 20 17:46:58	3532.10	-158.06	-103.53	7.63	73.87	-6.98	-73.85	7.58	11.50	3	CH4 2SUBD 03	Science: orders #136, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&daysideMatch:CLARITAS RISE; 	
15	52	Nightside	2022 MAR 20 17:46:58	2022 MAR 20 18:16:28	2022 MAR 20 18:45:59	3541.04	7.63	62.42	173.27	-73.85	8.62	73.83	172.28	23.52	14	-	-	-		
15	52	Dayside	2022 MAR 20 18:45:59	2022 MAR 20 19:15:25	2022 MAR 20 19:44:52	3532.91	173.27	-132.43	-21.11	73.83	-7.04	-73.76	7.80	11.48	14	-		COP row -1: 		
16	52	Nightside	2022 MAR 20 19:44:52	2022 MAR 20 20:14:23	2022 MAR 20 20:43:54	3542.87	-21.11	33.53	144.51	-73.76	8.71	73.73	172.06	23.50	1	-	-	-		
16	52	Dayside	2022 MAR 20 20:43:54	2022 MAR 20 21:13:22	2022 MAR 20 21:42:49	3534.61	144.51	-161.35	-49.84	73.73	-7.15	-73.69	8.03	11.47	1	-		COP row -1: 		
17	52	Nightside	2022 MAR 20 21:42:49	2022 MAR 20 22:12:21	2022 MAR 20 22:41:53	3543.88	-49.84	4.60	115.76	-73.69	8.75	73.65	171.84	23.49	1	-	-	-		
17	52	Dayside	2022 MAR 20 22:41:53	2022 MAR 20 23:11:20	2022 MAR 20 23:40:47	3534.51	115.76	169.71	-78.54	73.65	-7.26	-73.64	8.27	11.45	1	Ice CO 2SUBD #2	Science: orders #193, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
18	52	Nightside	2022 MAR 20 23:40:47	2022 MAR 21 00:10:20	2022 MAR 21 00:39:52	3544.40	-78.54	-24.35	87.09	-73.64	8.83	73.61	171.59	23.47	14	-	-	-		
18	52	Dayside	2022 MAR 21 00:39:52	2022 MAR 21 01:09:18	2022 MAR 21 01:38:45	3533.04	87.09	140.77	-107.20	73.61	-7.33	-73.61	8.52	11.44	14	-		COP row -1: 		
19	52	Nightside	2022 MAR 21 01:38:45	2022 MAR 21 02:08:17	2022 MAR 21 02:37:49	3544.17	-107.20	-53.30	58.47	-73.61	8.94	73.62	171.34	23.46	1	-	-	-		
19	52	Dayside	2022 MAR 21 02:37:49	2022 MAR 21 03:07:15	2022 MAR 21 03:36:40	3531.33	58.47	111.83	-135.83	73.62	-7.39	-73.61	8.76	11.42	1	-		COP row -1: 		
20	52	Nightside	2022 MAR 21 03:36:40	2022 MAR 21 04:06:12	2022 MAR 21 04:35:44	3543.19	-135.83	-82.22	29.86	-73.61	9.03	73.62	171.10	23.44	3	-	-	-		
20	52	Dayside	2022 MAR 21 04:35:44	2022 MAR 21 05:05:09	2022 MAR 21 05:34:34	3530.31	29.86	82.93	-164.45	73.62	-7.46	-73.60	8.98	11.41	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&daysideMatch:PERSEVERANCE; 	
21	52	Nightside	2022 MAR 21 05:34:34	2022 MAR 21 06:04:05	2022 MAR 21 06:33:36	3542.53	-164.45	-111.11	1.18	-73.60	9.09	73.57	170.88	23.43	1	-	-	-		
21	52	Dayside	2022 MAR 21 06:33:36	2022 MAR 21 07:03:02	2022 MAR 21 07:32:27	3530.63	1.18	54.04	166.85	73.57	-7.58	-73.54	9.20	11.39	1	-		COP row -1: 		
22	52	Nightside	2022 MAR 21 07:32:27	2022 MAR 21 08:01:59	2022 MAR 21 08:31:32	3544.57	166.85	-140.02	-27.58	-73.54	9.16	73.47	170.67	23.41	14	-	-	-		
22	52	Dayside	2022 MAR 21 08:31:32	2022 MAR 21 09:00:58	2022 MAR 21 09:30:24	3531.97	-27.58	25.13	138.08	73.47	-7.67	-73.43	9.43	11.38	14	-		COP row -1: 		
23	52	Nightside	2022 MAR 21 09:30:24	2022 MAR 21 09:59:56	2022 MAR 21 10:29:29	3545.82	138.08	-168.94	-56.31	-73.43	9.27	73.39	170.43	23.40	1	-	-	-		
23	52	Dayside	2022 MAR 21 10:29:29	2022 MAR 21 10:58:56	2022 MAR 21 11:28:23	3533.54	-56.31	-3.81	109.34	73.39	-7.73	-73.36	9.67	11.36	1	H2O CO 3SUBD #2	Science: orders #168, #189, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
24	52	Nightside	2022 MAR 21 11:28:23	2022 MAR 21 11:57:55	2022 MAR 21 12:27:28	3544.93	109.34	162.12	-85.00	-73.36	9.37	73.35	170.18	23.38	1	-	-	-		
24	52	Dayside	2022 MAR 21 12:27:28	2022 MAR 21 12:56:55	2022 MAR 21 13:26:22	3534.61	-85.00	-32.76	80.67	73.35	-7.82	-73.33	9.91	11.35	1	-		COP row -1: 		
25	52	Nightside	2022 MAR 21 13:26:22	2022 MAR 21 13:55:54	2022 MAR 21 14:25:25	3542.96	80.67	133.18	-113.66	-73.33	9.44	73.33	169.94	23.37	14	-	-	-		
25	52	Dayside	2022 MAR 21 14:25:25	2022 MAR 21 14:54:52	2022 MAR 21 15:24:20	3534.09	-113.66	-61.69	52.05	73.33	-7.91	-73.34	10.15	11.33	14	-		COP row -1: 	&daysideMatch:COPRATES RISE; 	
26	52	Nightside	2022 MAR 21 15:24:20	2022 MAR 21 15:53:50	2022 MAR 21 16:23:21	3541.40	52.05	104.25	-142.29	-73.34	9.50	73.32	169.71	23.35	14	-	-	-		
26	52	Dayside	2022 MAR 21 16:23:21	2022 MAR 21 16:52:47	2022 MAR 21 17:22:13	3532.24	-142.29	-90.61	23.43	73.32	-7.99	-73.33	10.39	11.32	14	-		COP row -1: 		
27	52	Nightside	2022 MAR 21 17:22:13	2022 MAR 21 17:51:44	2022 MAR 21 18:21:15	3541.40	23.43	75.35	-170.93	-73.33	9.60	73.30	169.48	23.33	3	-	-	-		
27	52	Dayside	2022 MAR 21 18:21:15	2022 MAR 21 18:50:40	2022 MAR 21 19:20:06	3531.74	-170.93	-119.50	-5.28	73.30	-8.05	-73.26	10.60	11.30	3	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&daysideMatch:ULYSSES FOSSAE; 	
28	52	Nightside	2022 MAR 21 19:20:06	2022 MAR 21 19:49:38	2022 MAR 21 20:19:09	3542.63	-5.28	46.46	160.34	-73.26	9.71	73.22	169.26	23.32	1	-	-	-		
28	52	Dayside	2022 MAR 21 20:19:09	2022 MAR 21 20:48:36	2022 MAR 21 21:18:03	3533.93	160.34	-148.41	-34.03	73.22	-8.15	-73.16	10.82	11.29	1	-		COP row -1: 		
29	52	Nightside	2022 MAR 21 21:18:03	2022 MAR 21 21:47:35	2022 MAR 21 22:17:07	3543.88	-34.03	17.54	131.57	-73.16	9.76	73.12	169.05	23.31	14	-	-	-		
29	52	Dayside	2022 MAR 21 22:17:07	2022 MAR 21 22:46:34	2022 MAR 21 23:16:01	3534.54	131.57	-177.34	-62.75	73.12	-8.28	-73.10	11.06	11.27	14	-		COP row -1: 		
30	52	Nightside	2022 MAR 21 23:16:01	2022 MAR 21 23:45:34	2022 MAR 22 00:15:06	3544.54	-62.75	-11.40	102.86	-73.10	9.83	73.06	168.81	23.29	1	-	-	-		
