NOM_02, OCCEG, 208
NOM_02, OCCIN, 5, 122, 140
NOM_03, OCCEG, 11, 13, 42, 58, 68, 103, 105, 121, 127, 148, 189, 200, 212, 224, 231, 248, 260, 261, 263, 266, 268, 279, 286, 304, 313, 320, 322, 332, 337
NOM_03, OCCIN, 3, 30, 45, 49, 59, 62, 78, 82, 92, 106, 109, 124, 153, 155, 165, 167, 169, 200, 208, 216, 224, 231, 232, 234, 237, 239, 246, 256, 260, 261, 264, 268, 271, 272, 277, 286, 292, 293, 301, 304, 307, 310, 313, 322, 323, 326, 334, 337, 339
CO_001, OCCEG, 40, 118, 272
CO_002, OCCEG, 44, 133, 158, 226, 243, 287
CO_002, OCCIN, 7, 134, 238, 340
CO2_01, OCCEG, 316
CO2_01, OCCIN, 65, 278
CO2_02, OCCEG, 160, 162, 206, 250, 293, 340
CO2_02, OCCIN, 253, 281, 298
HCL_01, OCCEG, 9, 220, 222, 237
HCL_01, OCCIN, 47, 251, 266
FUL_01, OCCEG, 83, 150, 214, 218, 238, 274
FUL_01, OCCIN, 227, 279
