HCL_01, OCCEG, 19, 93, 113, 157, 185, 205, 230, 253, 288, 315
HCL_01, OCCIN, 46, 64, 138, 241, 267, 279, 303, 342
AER_01, OCCEG, 11, 149, 285, 309
AER_01, OCCIN, 56, 104, 196, 236, 262, 336
ICE_01, OCCEG, 25, 119, 163, 243, 269
ICE_01, OCCIN, 70, 212, 293
NOM_01, OCCEG, 3, 13, 23, 47, 67, 107, 127, 141, 151, 159, 161, 169, 177, 197, 207, 209, 217, 236, 241, 249, 262, 267, 270, 273, 279, 291, 294, 303, 317, 336, 342
NOM_01, OCCIN, 22, 30, 34, 58, 68, 76, 82, 96, 114, 116, 122, 188, 220, 231, 243, 247, 255, 269, 286, 291, 299, 310, 317, 333
