MARS in NOMAD FOV start (UTC),MARS in NOMAD FOV end (UTC),Dayside nadir observation number,Thermal orbit number
2021 SEP 19 11:53:22,2021 SEP 19 11:58:22,182,182
2021 SEP 20 09:32:11,2021 SEP 20 09:35:27,193,193
2021 SEP 22 12:41:24,2021 SEP 22 12:43:34,219,219
2021 SEP 23 12:19:52,2021 SEP 23 12:24:52,231,231
2021 SEP 25 03:40:13,2021 SEP 25 03:40:41,251,251
2021 SEP 26 07:06:50,2021 SEP 26 07:11:50,265,265
2021 SEP 28 15:53:22,2021 SEP 28 15:58:22,294,294
2021 SEP 29 19:40:12,2021 SEP 29 19:45:12,308,308
