MARS in NOMAD FOV start (UTC),MARS in NOMAD FOV end (UTC),Dayside nadir observation number,Thermal orbit number
2021 SEP 18 22:08:25,2021 SEP 18 22:13:25,175,175
2021 SEP 19 11:53:22,2021 SEP 19 11:58:22,182,182
2021 SEP 19 15:50:05,2021 SEP 19 15:51:03,184,184
2021 SEP 19 19:46:41,2021 SEP 19 19:51:41,186,186
2021 SEP 19 21:49:33,2021 SEP 19 21:54:33,187,187
2021 SEP 19 23:42:57,2021 SEP 19 23:47:57,188,188
2021 SEP 20 05:35:52,2021 SEP 20 05:36:51,191,191
2021 SEP 20 09:32:11,2021 SEP 20 09:37:11,193,193
2021 SEP 20 17:24:38,2021 SEP 20 17:29:38,197,197
2021 SEP 20 23:17:04,2021 SEP 20 23:22:04,200,200
2021 SEP 21 05:17:46,2021 SEP 21 05:19:27,203,203
2021 SEP 21 19:03:18,2021 SEP 21 19:08:18,210,210
2021 SEP 22 12:41:24,2021 SEP 22 12:46:24,219,219
2021 SEP 22 14:41:01,2021 SEP 22 14:46:01,220,220
2021 SEP 23 12:19:52,2021 SEP 23 12:24:52,231,231
2021 SEP 24 09:54:58,2021 SEP 24 09:59:58,242,242
2021 SEP 24 17:49:10,2021 SEP 24 17:54:10,246,246
2021 SEP 24 19:44:22,2021 SEP 24 19:49:22,247,247
2021 SEP 24 21:44:17,2021 SEP 24 21:47:01,248,248
2021 SEP 24 23:38:20,2021 SEP 24 23:38:55,249,249
2021 SEP 25 03:40:13,2021 SEP 25 03:45:13,251,251
2021 SEP 26 07:06:50,2021 SEP 26 07:11:50,265,265
2021 SEP 27 06:45:52,2021 SEP 27 06:50:52,277,277
2021 SEP 27 14:37:56,2021 SEP 27 14:42:56,281,281
2021 SEP 27 16:35:18,2021 SEP 27 16:40:18,282,282
2021 SEP 28 15:53:22,2021 SEP 28 15:58:22,294,294
2021 SEP 29 17:42:44,2021 SEP 29 17:46:34,307,307
2021 SEP 29 19:40:12,2021 SEP 29 19:45:12,308,308
2021 SEP 30 19:14:55,2021 SEP 30 19:17:55,320,320
