MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2022 APR 19 03:24:00,-54.7638,97.0953,250.2362,16.0236,62.7191,2.7406e-14,62.7191,2022 APR 19 03:24:00,-53.7115,97.0307,379.2388,16.0194,62.3711,2.1278,64.4972
2022 APR 20 14:57:00,-50.4319,-62.4909,250.2236,15.9778,60.8125,3.556e-14,60.8125,2022 APR 20 14:48:00,-49.0013,-60.6467,380.5231,15.9547,60.2186,0.56169,60.2787
2022 APR 27 06:09:00,1.4049,130.1079,267.4963,15.7294,57.6269,6.5569e-15,57.6269,2022 APR 27 06:15:00,-0.39905,128.6062,389.8884,15.7264,57.0279,3.3282,54.1598
2022 APR 27 08:03:00,7.2135,102.1047,270.375,15.7111,59.401,1.8132e-14,59.401,2022 APR 27 08:15:00,5.8322,100.3824,392.0954,15.7911,60.0021,0.21136,60.1257
2022 APR 28 19:39:00,21.6262,-58.3127,280.9586,15.6569,65.1798,4.1225e-14,65.1798,2022 APR 28 19:42:00,19.6338,-57.91,402.2728,15.7325,65.1396,0.25531,64.9752
2022 APR 30 09:06:00,31.8283,114.3706,289.8158,15.6094,70.2547,3.6542e-14,70.2547,2022 APR 30 09:06:00,30.7074,114.8,407.8324,15.6381,69.937,0.019077,69.9226
2022 MAY 01 22:33:00,42.3167,-73.161,296.899,15.5472,76.039,5.5841e-14,76.039,2022 MAY 01 22:30:00,41.6429,-71.6033,417.1462,15.6025,76.1216,0.060813,76.0702
2022 MAY 02 00:24:00,38.6917,-99.9112,293.9843,15.5639,74.0223,5.4743e-14,74.0223,2022 MAY 02 00:27:00,39.1754,-101.3975,415.008,15.5136,73.8437,0.057976,73.7926
2022 MAY 03 13:51:00,49.4915,72.373,300.9445,15.4892,80.313,1.7128e-14,80.313,2022 MAY 03 13:51:00,49.913,73.4493,421.4109,15.5608,81.1149,0.062851,81.0562
2022 MAY 05 03:15:00,50.5945,-113.7199,302.8115,15.4736,81.1802,6.7694e-14,81.1802,2022 MAY 05 03:12:00,51.9608,-115.1116,423.1661,15.3319,81.0778,0.070158,81.008
2022 MAY 06 14:48:00,55.1132,86.7179,304.8762,15.4264,84.0559,9.0047e-15,84.0559,2022 MAY 06 14:36:00,56.4003,86.9789,424.7138,15.2492,83.8218,1.0265,84.8482
