Instrument	Occultation Index	Occultation Type	UTC Start Time	UTC End Time	UTC Transition Time	Duration (s)	Tangent Centre Longitude	Tangent Centre Latitude	Tangent Centre Local Time (hrs)	
ACS	19	Egress	2018 DEC 30 08:43:43	2018 DEC 30 08:48:15	2018 DEC 30 08:44:47	272.0	100.1	-68.5	2.4	
NOMAD	20	Ingress	2018 DEC 30 09:56:53	2018 DEC 30 10:01:09	2018 DEC 30 10:00:06	256.0	-88.5	65.8	15.0	
N/A	21	Egress	2018 DEC 30 10:41:32	2018 DEC 30 10:46:05	2018 DEC 30 10:42:37	273.0	71.1	-68.6	2.4	
N/A	22	Ingress	2018 DEC 30 11:54:47	2018 DEC 30 11:59:03	2018 DEC 30 11:58:00	256.0	-117.1	65.7	15.0	
ACS	23	Egress	2018 DEC 30 12:39:26	2018 DEC 30 12:43:59	2018 DEC 30 12:40:31	273.0	42.1	-68.7	2.4	
N/A	24	Ingress	2018 DEC 30 13:52:43	2018 DEC 30 13:56:58	2018 DEC 30 13:55:55	255.0	-145.8	65.8	15.0	
N/A	25	Egress	2018 DEC 30 14:37:22	2018 DEC 30 14:41:54	2018 DEC 30 14:38:26	272.0	12.9	-68.9	2.3	
N/A	26	Ingress	2018 DEC 30 15:50:37	2018 DEC 30 15:54:53	2018 DEC 30 15:53:50	256.0	-174.4	65.8	15.0	
NOMAD	27	Egress	2018 DEC 30 16:35:15	2018 DEC 30 16:39:48	2018 DEC 30 16:36:20	273.0	-16.3	-69.0	2.3	
ACS	28	Ingress	2018 DEC 30 17:48:28	2018 DEC 30 17:52:45	2018 DEC 30 17:51:42	257.0	156.8	65.8	15.0	
N/A	29	Egress	2018 DEC 30 18:33:07	2018 DEC 30 18:37:40	2018 DEC 30 18:34:12	273.0	-45.6	-69.2	2.3	
N/A	30	Ingress	2018 DEC 30 19:46:18	2018 DEC 30 19:50:35	2018 DEC 30 19:49:32	257.0	128.1	65.9	15.0	
NOMAD	31	Egress	2018 DEC 30 20:30:57	2018 DEC 30 20:35:30	2018 DEC 30 20:32:02	273.0	-74.6	-69.3	2.2	
NOMAD	32	Ingress	2018 DEC 30 21:44:09	2018 DEC 30 21:48:26	2018 DEC 30 21:47:23	257.0	99.4	65.9	15.0	
N/A	33	Egress	2018 DEC 30 22:28:47	2018 DEC 30 22:33:20	2018 DEC 30 22:29:51	273.0	-103.7	-69.4	2.2	
N/A	34	Ingress	2018 DEC 30 23:42:02	2018 DEC 30 23:46:19	2018 DEC 30 23:45:16	257.0	70.9	65.9	15.0	
ACS	35	Egress	2018 DEC 31 00:26:39	2018 DEC 31 00:31:12	2018 DEC 31 00:27:43	273.0	-132.8	-69.5	2.2	
N/A	36	Ingress	2018 DEC 31 01:39:57	2018 DEC 31 01:44:14	2018 DEC 31 01:43:11	257.0	42.3	65.8	15.0	
N/A	37	Egress	2018 DEC 31 02:24:32	2018 DEC 31 02:29:06	2018 DEC 31 02:25:37	274.0	-162.0	-69.6	2.2	
N/A	38	Ingress	2018 DEC 31 03:37:53	2018 DEC 31 03:42:10	2018 DEC 31 03:41:06	257.0	13.6	65.9	15.0	
N/A	39	Egress	2018 DEC 31 04:22:27	2018 DEC 31 04:27:01	2018 DEC 31 04:23:32	274.0	168.8	-69.7	2.1	
NOMAD	40	Ingress	2018 DEC 31 05:35:46	2018 DEC 31 05:40:03	2018 DEC 31 05:39:00	257.0	-15.1	65.9	15.0	
N/A	41	Egress	2018 DEC 31 06:20:20	2018 DEC 31 06:24:55	2018 DEC 31 06:21:25	275.0	139.6	-69.9	2.1	
N/A	42	Ingress	2018 DEC 31 07:33:37	2018 DEC 31 07:37:54	2018 DEC 31 07:36:51	257.0	-43.9	65.9	15.0	
ACS	43	Egress	2018 DEC 31 08:18:10	2018 DEC 31 08:22:45	2018 DEC 31 08:19:15	275.0	110.4	-70.0	2.1	
NOMAD	44	Ingress	2018 DEC 31 09:31:25	2018 DEC 31 09:35:43	2018 DEC 31 09:34:40	258.0	-72.5	65.9	15.0	
N/A	45	Egress	2018 DEC 31 10:15:58	2018 DEC 31 10:20:32	2018 DEC 31 10:17:03	274.0	81.3	-70.1	2.0	
N/A	46	Ingress	2018 DEC 31 11:29:18	2018 DEC 31 11:33:36	2018 DEC 31 11:32:33	258.0	-101.0	65.9	15.0	
NOMAD	47	Egress	2018 DEC 31 12:13:50	2018 DEC 31 12:18:24	2018 DEC 31 12:14:55	274.0	52.3	-70.2	2.0	
N/A	48	Ingress	2018 DEC 31 13:27:14	2018 DEC 31 13:31:32	2018 DEC 31 13:30:28	258.0	-129.6	65.9	15.1	
N/A	49	Egress	2018 DEC 31 14:11:45	2018 DEC 31 14:16:20	2018 DEC 31 14:12:50	275.0	23.1	-70.3	2.0	
N/A	50	Ingress	2018 DEC 31 15:25:09	2018 DEC 31 15:29:27	2018 DEC 31 15:28:24	258.0	-158.3	65.9	15.0	
ACS	51	Egress	2018 DEC 31 16:09:40	2018 DEC 31 16:14:15	2018 DEC 31 16:10:45	275.0	-6.2	-70.4	1.9	
NOMAD	52	Ingress	2018 DEC 31 17:23:02	2018 DEC 31 17:27:21	2018 DEC 31 17:26:17	259.0	172.9	66.0	15.0	
N/A	53	Egress	2018 DEC 31 18:07:33	2018 DEC 31 18:12:07	2018 DEC 31 18:08:38	274.0	-35.5	-70.5	1.9	
N/A	54	Ingress	2018 DEC 31 19:20:53	2018 DEC 31 19:25:12	2018 DEC 31 19:24:08	259.0	144.2	66.0	15.0	
ACS	55	Egress	2018 DEC 31 20:05:23	2018 DEC 31 20:09:59	2018 DEC 31 20:06:28	276.0	-64.7	-70.6	1.8	
NOMAD	56	Ingress	2018 DEC 31 21:18:44	2018 DEC 31 21:23:03	2018 DEC 31 21:21:59	259.0	115.5	66.1	15.0	
N/A	57	Egress	2018 DEC 31 22:03:13	2018 DEC 31 22:07:49	2018 DEC 31 22:04:18	276.0	-93.8	-70.7	1.8	
N/A	58	Ingress	2018 DEC 31 23:16:36	2018 DEC 31 23:20:55	2018 DEC 31 23:19:51	259.0	87.1	66.0	15.1	
ACS	59	Egress	2019 JAN 01 00:01:04	2019 JAN 01 00:05:39	2019 JAN 01 00:02:09	275.0	-122.9	-70.8	1.8	
N/A	60	Ingress	2019 JAN 01 01:14:30	2019 JAN 01 01:18:49	2019 JAN 01 01:17:45	259.0	58.5	66.0	15.1	
N/A	61	Egress	2019 JAN 01 01:58:57	2019 JAN 01 02:03:32	2019 JAN 01 02:00:02	275.0	-152.1	-70.9	1.8	
N/A	62	Ingress	2019 JAN 01 03:12:25	2019 JAN 01 03:16:45	2019 JAN 01 03:15:41	260.0	29.9	65.9	15.1	
N/A	63	Egress	2019 JAN 01 03:56:51	2019 JAN 01 04:01:27	2019 JAN 01 03:57:56	276.0	178.6	-71.0	1.7	
NOMAD	64	Ingress	2019 JAN 01 05:10:20	2019 JAN 01 05:14:40	2019 JAN 01 05:13:36	260.0	1.1	66.0	15.1	
N/A	65	Egress	2019 JAN 01 05:54:45	2019 JAN 01 05:59:21	2019 JAN 01 05:55:50	276.0	149.3	-71.1	1.7	
N/A	66	Ingress	2019 JAN 01 07:08:13	2019 JAN 01 07:12:32	2019 JAN 01 07:11:28	259.0	-27.7	66.1	15.0	
NOMAD	67	Egress	2019 JAN 01 07:52:36	2019 JAN 01 07:57:13	2019 JAN 01 07:53:41	277.0	120.1	-71.2	1.6	
ACS	68	Ingress	2019 JAN 01 09:06:01	2019 JAN 01 09:10:21	2019 JAN 01 09:09:17	260.0	-56.4	66.1	15.0	
N/A	69	Egress	2019 JAN 01 09:50:24	2019 JAN 01 09:55:01	2019 JAN 01 09:51:29	277.0	90.9	-71.3	1.6	
N/A	70	Ingress	2019 JAN 01 11:03:52	2019 JAN 01 11:08:12	2019 JAN 01 11:07:08	260.0	-84.9	66.1	15.1	
NOMAD	71	Egress	2019 JAN 01 11:48:13	2019 JAN 01 11:52:50	2019 JAN 01 11:49:19	277.0	61.7	-71.4	1.6	
N/A	72	Ingress	2019 JAN 01 13:01:47	2019 JAN 01 13:06:07	2019 JAN 01 13:05:03	260.0	-113.4	66.0	15.1	
N/A	73	Egress	2019 JAN 01 13:46:07	2019 JAN 01 13:50:45	2019 JAN 01 13:47:13	278.0	32.5	-71.5	1.5	
N/A	74	Ingress	2019 JAN 01 14:59:42	2019 JAN 01 15:04:02	2019 JAN 01 15:02:59	260.0	-142.1	66.0	15.1	
ACS	75	Egress	2019 JAN 01 15:44:02	2019 JAN 01 15:48:40	2019 JAN 01 15:45:08	278.0	3.3	-71.5	1.5	
NOMAD	76	Ingress	2019 JAN 01 16:57:36	2019 JAN 01 17:01:56	2019 JAN 01 17:00:52	260.0	-170.6	66.0	15.1	
N/A	77	Egress	2019 JAN 01 17:41:55	2019 JAN 01 17:46:33	2019 JAN 01 17:43:01	278.0	-26.1	-71.6	1.4	
N/A	78	Ingress	2019 JAN 01 18:55:27	2019 JAN 01 18:59:48	2019 JAN 01 18:58:44	261.0	160.6	66.1	15.1	
NOMAD	79	Egress	2019 JAN 01 19:39:45	2019 JAN 01 19:44:24	2019 JAN 01 19:40:51	279.0	-55.5	-71.7	1.4	
ACS	80	Ingress	2019 JAN 01 20:53:17	2019 JAN 01 20:57:39	2019 JAN 01 20:56:35	262.0	131.9	66.1	15.1	
N/A	81	Egress	2019 JAN 01 21:37:35	2019 JAN 01 21:42:14	2019 JAN 01 21:38:40	279.0	-84.7	-71.8	1.4	
N/A	82	Ingress	2019 JAN 01 22:51:08	2019 JAN 01 22:55:30	2019 JAN 01 22:54:26	262.0	103.3	66.1	15.1	
NOMAD	83	Egress	2019 JAN 01 23:35:24	2019 JAN 01 23:40:03	2019 JAN 01 23:36:30	279.0	-113.8	-71.9	1.3	
N/A	84	Ingress	2019 JAN 02 00:49:02	2019 JAN 02 00:53:23	2019 JAN 02 00:52:19	261.0	74.7	66.1	15.1	
N/A	85	Egress	2019 JAN 02 01:33:16	2019 JAN 02 01:37:55	2019 JAN 02 01:34:22	279.0	-143.0	-72.0	1.3	
N/A	86	Ingress	2019 JAN 02 02:46:57	2019 JAN 02 02:51:19	2019 JAN 02 02:50:15	262.0	46.2	66.0	15.1	
ACS	87	Egress	2019 JAN 02 03:31:10	2019 JAN 02 03:35:48	2019 JAN 02 03:32:16	278.0	-172.3	-72.0	1.3	
NOMAD	88	Ingress	2019 JAN 02 04:44:52	2019 JAN 02 04:49:14	2019 JAN 02 04:48:10	262.0	17.4	66.1	15.1	
N/A	89	Egress	2019 JAN 02 05:29:04	2019 JAN 02 05:33:43	2019 JAN 02 05:30:10	279.0	158.3	-72.1	1.2	
N/A	90	Ingress	2019 JAN 02 06:42:45	2019 JAN 02 06:47:08	2019 JAN 02 06:46:04	263.0	-11.2	66.0	15.1	
N/A	91	Egress	2019 JAN 02 07:26:56	2019 JAN 02 07:31:36	2019 JAN 02 07:28:02	280.0	129.0	-72.2	1.2	
N/A	92	Ingress	2019 JAN 02 08:40:35	2019 JAN 02 08:44:58	2019 JAN 02 08:43:54	263.0	-39.9	66.1	15.1	
N/A	93	Egress	2019 JAN 02 09:24:45	2019 JAN 02 09:29:26	2019 JAN 02 09:25:51	281.0	99.7	-72.3	1.1	
N/A	94	Ingress	2019 JAN 02 10:38:24	2019 JAN 02 10:42:48	2019 JAN 02 10:41:43	264.0	-68.6	66.2	15.1	
ACS	95	Egress	2019 JAN 02 11:22:32	2019 JAN 02 11:27:13	2019 JAN 02 11:23:39	281.0	70.4	-72.3	1.1	
NOMAD	96	Ingress	2019 JAN 02 12:36:18	2019 JAN 02 12:40:42	2019 JAN 02 12:39:37	264.0	-97.0	66.0	15.1	
N/A	97	Egress	2019 JAN 02 13:20:25	2019 JAN 02 13:25:06	2019 JAN 02 13:21:31	281.0	41.3	-72.4	1.1	
N/A	98	Ingress	2019 JAN 02 14:34:14	2019 JAN 02 14:38:38	2019 JAN 02 14:37:33	264.0	-125.7	66.1	15.1	
NOMAD	99	Egress	2019 JAN 02 15:18:20	2019 JAN 02 15:23:01	2019 JAN 02 15:19:26	281.0	12.0	-72.5	1.0	
ACS	100	Ingress	2019 JAN 02 16:32:09	2019 JAN 02 16:36:33	2019 JAN 02 16:35:28	264.0	-154.2	66.0	15.1	
N/A	101	Egress	2019 JAN 02 17:16:14	2019 JAN 02 17:20:55	2019 JAN 02 17:17:20	281.0	-17.5	-72.5	1.0	
N/A	102	Ingress	2019 JAN 02 18:30:02	2019 JAN 02 18:34:26	2019 JAN 02 18:33:22	264.0	177.0	66.1	15.1	
NOMAD	103	Egress	2019 JAN 02 19:14:05	2019 JAN 02 19:18:47	2019 JAN 02 19:15:12	282.0	-47.0	-72.6	0.9	
N/A	104	Ingress	2019 JAN 02 20:27:52	2019 JAN 02 20:32:17	2019 JAN 02 20:31:13	265.0	148.3	66.1	15.1	
N/A	105	Egress	2019 JAN 02 21:11:55	2019 JAN 02 21:16:38	2019 JAN 02 21:13:01	283.0	-76.3	-72.7	0.9	
N/A	106	Ingress	2019 JAN 02 22:25:43	2019 JAN 02 22:30:08	2019 JAN 02 22:29:03	265.0	119.6	66.2	15.1	
ACS	107	Egress	2019 JAN 02 23:09:44	2019 JAN 02 23:14:28	2019 JAN 02 23:10:51	284.0	-105.4	-72.7	0.8	
NOMAD	108	Ingress	2019 JAN 03 00:23:36	2019 JAN 03 00:28:01	2019 JAN 03 00:26:56	265.0	91.3	66.0	15.1	
N/A	109	Egress	2019 JAN 03 01:07:35	2019 JAN 03 01:12:18	2019 JAN 03 01:08:42	283.0	-134.7	-72.8	0.8	
N/A	110	Ingress	2019 JAN 03 02:21:30	2019 JAN 03 02:25:56	2019 JAN 03 02:24:51	266.0	62.7	66.0	15.1	
NOMAD	111	Egress	2019 JAN 03 03:05:28	2019 JAN 03 03:10:11	2019 JAN 03 03:06:34	283.0	-164.0	-72.8	0.7	
ACS	112	Ingress	2019 JAN 03 04:19:26	2019 JAN 03 04:23:52	2019 JAN 03 04:22:47	266.0	33.9	66.1	15.1	
N/A	113	Egress	2019 JAN 03 05:03:21	2019 JAN 03 05:08:05	2019 JAN 03 05:04:28	284.0	166.5	-72.9	0.7	
N/A	114	Ingress	2019 JAN 03 06:17:20	2019 JAN 03 06:21:47	2019 JAN 03 06:20:42	267.0	5.3	66.1	15.1	
NOMAD	115	Egress	2019 JAN 03 07:01:14	2019 JAN 03 07:05:59	2019 JAN 03 07:02:21	285.0	137.2	-72.9	0.7	
N/A	116	Ingress	2019 JAN 03 08:15:12	2019 JAN 03 08:19:39	2019 JAN 03 08:18:34	267.0	-23.4	66.1	15.1	
N/A	117	Egress	2019 JAN 03 08:59:05	2019 JAN 03 09:03:50	2019 JAN 03 09:00:12	285.0	107.8	-73.0	0.6	
N/A	118	Ingress	2019 JAN 03 10:13:00	2019 JAN 03 10:17:28	2019 JAN 03 10:16:22	268.0	-52.0	66.1	15.1	
ACS	119	Egress	2019 JAN 03 10:56:52	2019 JAN 03 11:01:37	2019 JAN 03 10:57:59	285.0	78.5	-73.0	0.6	
NOMAD	120	Ingress	2019 JAN 03 12:10:52	2019 JAN 03 12:15:19	2019 JAN 03 12:14:14	267.0	-80.6	66.1	15.1	
N/A	121	Egress	2019 JAN 03 12:54:41	2019 JAN 03 12:59:27	2019 JAN 03 12:55:48	286.0	49.2	-73.1	0.5	
N/A	122	Ingress	2019 JAN 03 14:08:47	2019 JAN 03 14:13:15	2019 JAN 03 14:12:10	268.0	-109.0	66.0	15.2	
ACS	123	Egress	2019 JAN 03 14:52:35	2019 JAN 03 14:57:21	2019 JAN 03 14:53:42	286.0	20.0	-73.1	0.5	
NOMAD	124	Ingress	2019 JAN 03 16:06:43	2019 JAN 03 16:11:11	2019 JAN 03 16:10:05	268.0	-137.7	66.0	15.2	
N/A	125	Egress	2019 JAN 03 16:50:29	2019 JAN 03 16:55:16	2019 JAN 03 16:51:36	287.0	-9.5	-73.1	0.4	
N/A	126	Ingress	2019 JAN 03 18:04:36	2019 JAN 03 18:09:05	2019 JAN 03 18:07:59	269.0	-166.5	66.1	15.2	
NOMAD	127	Egress	2019 JAN 03 18:48:21	2019 JAN 03 18:53:08	2019 JAN 03 18:49:29	287.0	-39.1	-73.2	0.4	
N/A	128	Ingress	2019 JAN 03 20:02:27	2019 JAN 03 20:06:57	2019 JAN 03 20:05:51	270.0	164.8	66.1	15.1	
N/A	129	Egress	2019 JAN 03 20:46:11	2019 JAN 03 20:50:59	2019 JAN 03 20:47:19	288.0	-68.5	-73.2	0.3	
N/A	130	Ingress	2019 JAN 03 22:00:17	2019 JAN 03 22:04:47	2019 JAN 03 22:03:42	270.0	136.4	66.0	15.2	
ACS	131	Egress	2019 JAN 03 22:44:00	2019 JAN 03 22:48:48	2019 JAN 03 22:45:08	288.0	-97.7	-73.2	0.3	
NOMAD	132	Ingress	2019 JAN 03 23:58:09	2019 JAN 04 00:02:39	2019 JAN 04 00:01:33	270.0	107.8	66.0	15.2	
N/A	133	Egress	2019 JAN 04 00:41:50	2019 JAN 04 00:46:38	2019 JAN 04 00:42:57	288.0	-127.0	-73.3	0.2	
N/A	134	Ingress	2019 JAN 04 01:56:03	2019 JAN 04 02:00:33	2019 JAN 04 01:59:28	270.0	79.2	66.0	15.2	
ACS	135	Egress	2019 JAN 04 02:39:41	2019 JAN 04 02:44:29	2019 JAN 04 02:40:49	288.0	-156.4	-73.3	0.2	
NOMAD	136	Ingress	2019 JAN 04 03:53:58	2019 JAN 04 03:58:29	2019 JAN 04 03:57:24	271.0	50.8	65.9	15.2	
N/A	137	Egress	2019 JAN 04 04:37:35	2019 JAN 04 04:42:23	2019 JAN 04 04:38:42	288.0	174.2	-73.3	0.1	
N/A	138	Ingress	2019 JAN 04 05:51:54	2019 JAN 04 05:56:25	2019 JAN 04 05:55:19	271.0	21.9	66.0	15.2	
N/A	139	Egress	2019 JAN 04 06:35:28	2019 JAN 04 06:40:18	2019 JAN 04 06:36:36	290.0	144.8	-73.3	0.1	
N/A	140	Ingress	2019 JAN 04 07:49:47	2019 JAN 04 07:54:19	2019 JAN 04 07:53:13	272.0	-6.8	66.1	15.2	
N/A	141	Egress	2019 JAN 04 08:33:19	2019 JAN 04 08:38:10	2019 JAN 04 08:34:27	291.0	115.3	-73.4	0.0	
N/A	142	Ingress	2019 JAN 04 09:47:36	2019 JAN 04 09:52:09	2019 JAN 04 09:51:02	273.0	-35.5	66.1	15.2	
NOMAD	143	Egress	2019 JAN 04 10:31:07	2019 JAN 04 10:35:58	2019 JAN 04 10:32:15	291.0	85.9	-73.4	24.0	
ACS	144	Ingress	2019 JAN 04 11:45:26	2019 JAN 04 11:49:59	2019 JAN 04 11:48:53	273.0	-64.0	66.1	15.2	
N/A	145	Egress	2019 JAN 04 12:28:55	2019 JAN 04 12:33:46	2019 JAN 04 12:30:03	291.0	56.7	-73.4	24.0	
N/A	146	Ingress	2019 JAN 04 13:43:21	2019 JAN 04 13:47:54	2019 JAN 04 13:46:48	273.0	-92.3	65.9	15.2	
NOMAD	147	Egress	2019 JAN 04 14:26:48	2019 JAN 04 14:31:39	2019 JAN 04 14:27:56	291.0	27.4	-73.4	23.9	
ACS	148	Ingress	2019 JAN 04 15:41:17	2019 JAN 04 15:45:50	2019 JAN 04 15:44:44	273.0	-121.1	66.0	15.2	
N/A	149	Egress	2019 JAN 04 16:24:42	2019 JAN 04 16:29:34	2019 JAN 04 16:25:50	292.0	-2.0	-73.4	23.9	
N/A	150	Ingress	2019 JAN 04 17:39:12	2019 JAN 04 17:43:46	2019 JAN 04 17:42:39	274.0	-149.5	65.9	15.2	
NOMAD	151	Egress	2019 JAN 04 18:22:35	2019 JAN 04 18:27:28	2019 JAN 04 18:23:43	293.0	-31.6	-73.4	23.8	
N/A	152	Ingress	2019 JAN 04 19:37:04	2019 JAN 04 19:41:39	2019 JAN 04 19:40:32	275.0	-178.3	65.9	15.2	
N/A	153	Egress	2019 JAN 04 20:20:26	2019 JAN 04 20:25:19	2019 JAN 04 20:21:34	293.0	-61.1	-73.4	23.7	
N/A	154	Ingress	2019 JAN 04 21:34:54	2019 JAN 04 21:39:30	2019 JAN 04 21:38:23	276.0	153.0	66.0	15.2	
ACS	155	Egress	2019 JAN 04 22:18:15	2019 JAN 04 22:23:09	2019 JAN 04 22:19:23	294.0	-90.5	-73.4	23.7	
NOMAD	156	Ingress	2019 JAN 04 23:32:45	2019 JAN 04 23:37:21	2019 JAN 04 23:36:14	276.0	124.4	66.0	15.2	
N/A	157	Egress	2019 JAN 05 00:16:04	2019 JAN 05 00:20:58	2019 JAN 05 00:17:12	294.0	-119.7	-73.4	23.7	
N/A	158	Ingress	2019 JAN 05 01:30:39	2019 JAN 05 01:35:15	2019 JAN 05 01:34:08	276.0	96.2	65.8	15.3	
NOMAD	159	Egress	2019 JAN 05 02:13:54	2019 JAN 05 02:18:49	2019 JAN 05 02:15:03	295.0	-149.1	-73.4	23.6	
ACS	160	Ingress	2019 JAN 05 03:28:34	2019 JAN 05 03:33:11	2019 JAN 05 03:32:04	277.0	67.5	65.8	15.2	
N/A	161	Egress	2019 JAN 05 04:11:47	2019 JAN 05 04:16:42	2019 JAN 05 04:12:55	295.0	-178.5	-73.4	23.6	
N/A	162	Ingress	2019 JAN 05 05:26:30	2019 JAN 05 05:31:07	2019 JAN 05 05:30:00	277.0	39.0	65.8	15.3	
N/A	163	Egress	2019 JAN 05 06:09:40	2019 JAN 05 06:14:36	2019 JAN 05 06:10:49	296.0	152.0	-73.4	23.5	
N/A	164	Ingress	2019 JAN 05 07:24:24	2019 JAN 05 07:29:02	2019 JAN 05 07:27:55	278.0	10.2	65.8	15.3	
N/A	165	Egress	2019 JAN 05 08:07:32	2019 JAN 05 08:12:29	2019 JAN 05 08:08:41	297.0	122.6	-73.4	23.5	
N/A	166	Ingress	2019 JAN 05 09:22:15	2019 JAN 05 09:26:53	2019 JAN 05 09:25:46	278.0	-18.6	65.9	15.3	
NOMAD	167	Egress	2019 JAN 05 10:05:21	2019 JAN 05 10:10:19	2019 JAN 05 10:06:30	298.0	93.1	-73.4	23.4	
N/A	168	Ingress	2019 JAN 05 11:20:04	2019 JAN 05 11:24:43	2019 JAN 05 11:23:35	279.0	-47.1	65.9	15.3	
N/A	169	Egress	2019 JAN 05 12:03:08	2019 JAN 05 12:08:06	2019 JAN 05 12:04:17	298.0	63.8	-73.4	23.4	
N/A	170	Ingress	2019 JAN 05 13:17:56	2019 JAN 05 13:22:36	2019 JAN 05 13:21:28	280.0	-75.7	65.8	15.3	
N/A	171	Egress	2019 JAN 05 14:00:58	2019 JAN 05 14:05:56	2019 JAN 05 14:02:07	298.0	34.5	-73.4	23.3	
N/A	172	Ingress	2019 JAN 05 15:15:53	2019 JAN 05 15:20:33	2019 JAN 05 15:19:25	280.0	-104.0	65.7	15.3	
N/A	173	Egress	2019 JAN 05 15:58:52	2019 JAN 05 16:03:51	2019 JAN 05 16:00:01	299.0	5.2	-73.3	23.3	
N/A	174	Ingress	2019 JAN 05 17:13:49	2019 JAN 05 17:18:29	2019 JAN 05 17:17:21	280.0	-132.8	65.8	15.3	
ACS	175	Egress	2019 JAN 05 17:56:45	2019 JAN 05 18:01:45	2019 JAN 05 17:57:55	300.0	-24.4	-73.3	23.2	
NOMAD	176	Ingress	2019 JAN 05 19:11:42	2019 JAN 05 19:16:23	2019 JAN 05 19:15:16	281.0	-161.2	65.7	15.3	
N/A	177	Egress	2019 JAN 05 19:54:37	2019 JAN 05 19:59:37	2019 JAN 05 19:55:46	300.0	-54.0	-73.3	23.2	
N/A	178	Ingress	2019 JAN 05 21:09:33	2019 JAN 05 21:14:15	2019 JAN 05 21:13:07	282.0	170.1	65.7	15.3	
NOMAD	179	Egress	2019 JAN 05 21:52:26	2019 JAN 05 21:57:27	2019 JAN 05 21:53:36	301.0	-83.5	-73.2	23.1	
ACS	180	Ingress	2019 JAN 05 23:07:24	2019 JAN 05 23:12:07	2019 JAN 05 23:10:59	283.0	141.4	65.7	15.3	
N/A	181	Egress	2019 JAN 05 23:50:15	2019 JAN 05 23:55:17	2019 JAN 05 23:51:25	302.0	-112.7	-73.2	23.1	
N/A	182	Ingress	2019 JAN 06 01:05:17	2019 JAN 06 01:10:00	2019 JAN 06 01:08:51	283.0	112.9	65.7	15.3	
N/A	183	Egress	2019 JAN 06 01:48:04	2019 JAN 06 01:53:07	2019 JAN 06 01:49:14	303.0	-142.0	-73.2	23.0	
NOMAD	184	Ingress	2019 JAN 06 03:03:11	2019 JAN 06 03:07:55	2019 JAN 06 03:06:47	284.0	84.6	65.5	15.3	
N/A	185	Egress	2019 JAN 06 03:45:56	2019 JAN 06 03:50:58	2019 JAN 06 03:47:06	302.0	-171.4	-73.1	23.0	
