Dayside Nadir Index	UTC Start Time	UTC End Time	UTC Minimum Incidence Angle Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Local Time (hrs)	
74	2019 JAN 04 16:32:29	2019 JAN 04 17:35:15	2019 JAN 04 17:03:39	3770.0	32.8	147.9	-161.6	-70.1	-10.2	70.1	10.5	
75	2019 JAN 04 18:30:23	2019 JAN 04 19:33:07	2019 JAN 04 19:01:33	3768.0	3.9	118.9	169.4	-70.1	-10.2	70.1	10.5	
76	2019 JAN 04 20:28:15	2019 JAN 04 21:30:59	2019 JAN 04 20:59:25	3768.0	-25.0	90.0	140.7	-70.2	-10.1	70.2	10.5	
77	2019 JAN 04 22:26:03	2019 JAN 04 23:28:47	2019 JAN 04 22:57:13	3768.0	-53.9	61.1	111.8	-70.2	-10.0	70.2	10.4	
78	2019 JAN 05 00:23:54	2019 JAN 05 01:26:39	2019 JAN 05 00:55:03	3770.0	-82.5	32.2	83.2	-70.2	-9.9	70.2	10.4	
79	2019 JAN 05 02:21:47	2019 JAN 05 03:24:33	2019 JAN 05 02:52:59	3770.0	-111.1	3.2	54.4	-70.3	-9.9	70.2	10.4	
80	2019 JAN 05 04:19:41	2019 JAN 05 05:22:29	2019 JAN 05 04:50:53	3772.0	-140.0	-25.7	25.7	-70.3	-9.8	70.3	10.4	
81	2019 JAN 05 06:17:35	2019 JAN 05 07:20:21	2019 JAN 05 06:48:45	3770.0	-168.7	-54.7	-3.3	-70.4	-9.7	70.4	10.4	
82	2019 JAN 05 08:15:27	2019 JAN 05 09:18:13	2019 JAN 05 08:46:37	3770.0	162.4	-83.6	-32.1	-70.4	-9.6	70.5	10.3	
83	2019 JAN 05 10:13:16	2019 JAN 05 11:16:01	2019 JAN 05 10:44:27	3768.0	133.6	-112.5	-61.0	-70.5	-9.6	70.5	10.3	
84	2019 JAN 05 12:11:05	2019 JAN 05 13:13:53	2019 JAN 05 12:42:17	3772.0	104.7	-141.5	-89.5	-70.5	-9.5	70.5	10.3	
85	2019 JAN 05 14:08:58	2019 JAN 05 15:11:47	2019 JAN 05 14:40:09	3774.0	76.1	-170.4	-118.1	-70.5	-9.4	70.5	10.3	
86	2019 JAN 05 16:06:53	2019 JAN 05 17:09:41	2019 JAN 05 16:38:03	3772.0	47.5	160.6	-147.0	-70.5	-9.3	70.5	10.3	
87	2019 JAN 05 18:04:49	2019 JAN 05 19:07:35	2019 JAN 05 18:35:59	3770.0	18.7	131.7	-175.8	-70.6	-9.3	70.6	10.3	
88	2019 JAN 05 20:02:42	2019 JAN 05 21:05:27	2019 JAN 05 20:33:51	3770.0	-10.4	102.7	155.4	-70.6	-9.3	70.7	10.2	
89	2019 JAN 05 22:00:32	2019 JAN 05 23:03:15	2019 JAN 05 22:31:41	3768.0	-39.2	73.8	126.4	-70.7	-9.2	70.7	10.2	
90	2019 JAN 05 23:58:21	2019 JAN 06 01:01:07	2019 JAN 06 00:29:31	3770.0	-67.8	44.9	97.9	-70.7	-9.1	70.8	10.2	
91	2019 JAN 06 01:56:14	2019 JAN 06 02:59:01	2019 JAN 06 02:27:25	3772.0	-96.5	16.0	69.3	-70.7	-9.0	70.7	10.2	
92	2019 JAN 06 03:54:08	2019 JAN 06 04:56:55	2019 JAN 06 04:25:19	3772.0	-125.3	-13.0	40.4	-70.7	-9.0	70.7	10.2	
93	2019 JAN 06 05:52:02	2019 JAN 06 06:54:49	2019 JAN 06 06:23:13	3772.0	-154.1	-42.0	11.5	-70.8	-8.9	70.8	10.2	
94	2019 JAN 06 07:49:54	2019 JAN 06 08:52:41	2019 JAN 06 08:21:05	3770.0	177.2	-70.9	-17.4	-70.9	-8.8	70.9	10.1	
95	2019 JAN 06 09:47:45	2019 JAN 06 10:50:31	2019 JAN 06 10:18:55	3770.0	148.3	-99.8	-46.2	-70.9	-8.8	71.0	10.1	
96	2019 JAN 06 11:45:34	2019 JAN 06 12:48:21	2019 JAN 06 12:16:45	3772.0	119.4	-128.7	-74.8	-70.9	-8.7	71.0	10.1	
97	2019 JAN 06 13:43:25	2019 JAN 06 14:46:13	2019 JAN 06 14:14:35	3772.0	90.9	-157.7	-103.6	-71.0	-8.6	70.9	10.1	
98	2019 JAN 06 15:41:19	2019 JAN 06 16:44:07	2019 JAN 06 16:12:29	3772.0	62.2	173.4	-132.3	-71.0	-8.5	71.0	10.1	
99	2019 JAN 06 17:39:15	2019 JAN 06 18:42:01	2019 JAN 06 18:10:25	3770.0	33.4	144.4	-161.1	-71.0	-8.5	71.0	10.0	
100	2019 JAN 06 19:37:09	2019 JAN 06 20:39:55	2019 JAN 06 20:08:19	3770.0	4.5	115.5	170.2	-71.1	-8.4	71.1	10.0	
101	2019 JAN 06 21:35:00	2019 JAN 06 22:37:45	2019 JAN 06 22:06:09	3770.0	-24.5	86.5	141.3	-71.1	-8.4	71.2	10.0	
102	2019 JAN 06 23:32:49	2019 JAN 07 00:35:33	2019 JAN 07 00:03:57	3768.0	-53.1	57.6	112.4	-71.2	-8.3	71.2	10.0	
103	2019 JAN 07 01:30:40	2019 JAN 07 02:33:27	2019 JAN 07 02:01:49	3772.0	-81.8	28.7	84.0	-71.2	-8.2	71.2	10.0	
104	2019 JAN 07 03:28:33	2019 JAN 07 04:31:21	2019 JAN 07 03:59:45	3772.0	-110.4	-0.3	55.2	-71.2	-8.1	71.2	10.0	
105	2019 JAN 07 05:26:28	2019 JAN 07 06:29:17	2019 JAN 07 05:57:39	3774.0	-139.2	-29.2	26.6	-71.2	-8.0	71.3	9.9	
106	2019 JAN 07 07:24:21	2019 JAN 07 08:27:09	2019 JAN 07 07:55:31	3772.0	-168.0	-58.2	-2.4	-71.3	-8.0	71.3	9.9	
107	2019 JAN 07 09:22:12	2019 JAN 07 10:24:59	2019 JAN 07 09:53:21	3770.0	163.2	-87.1	-31.4	-71.3	-7.9	71.4	9.9	
108	2019 JAN 07 11:20:02	2019 JAN 07 12:22:49	2019 JAN 07 11:51:11	3772.0	134.2	-116.0	-60.0	-71.4	-7.9	71.4	9.9	
109	2019 JAN 07 13:17:51	2019 JAN 07 14:20:41	2019 JAN 07 13:49:03	3774.0	105.6	-144.9	-88.6	-71.4	-7.8	71.4	9.9	
110	2019 JAN 07 15:15:45	2019 JAN 07 16:18:35	2019 JAN 07 15:46:55	3774.0	77.1	-173.9	-117.2	-71.4	-7.7	71.4	9.9	
111	2019 JAN 07 17:13:41	2019 JAN 07 18:16:29	2019 JAN 07 17:44:51	3772.0	48.5	157.1	-146.1	-71.4	-7.6	71.4	9.8	
112	2019 JAN 07 19:11:36	2019 JAN 07 20:14:23	2019 JAN 07 19:42:45	3772.0	19.4	128.2	-174.8	-71.4	-7.6	71.5	9.8	
113	2019 JAN 07 21:09:29	2019 JAN 07 22:12:13	2019 JAN 07 21:40:37	3768.0	-9.3	99.2	156.1	-71.5	-7.5	71.5	9.8	
114	2019 JAN 07 23:07:18	2019 JAN 08 00:10:03	2019 JAN 07 23:38:27	3770.0	-38.4	70.3	127.4	-71.6	-7.5	71.6	9.8	
115	2019 JAN 08 01:05:08	2019 JAN 08 02:07:53	2019 JAN 08 01:36:17	3770.0	-67.0	41.4	98.6	-71.6	-7.4	71.6	9.8	
116	2019 JAN 08 03:03:01	2019 JAN 08 04:05:49	2019 JAN 08 03:34:11	3772.0	-95.4	12.5	70.2	-71.6	-7.3	71.6	9.8	
117	2019 JAN 08 05:00:55	2019 JAN 08 06:03:43	2019 JAN 08 05:32:05	3772.0	-124.2	-16.5	41.3	-71.6	-7.2	71.6	9.7	
118	2019 JAN 08 06:58:49	2019 JAN 08 08:01:37	2019 JAN 08 07:29:59	3772.0	-153.0	-45.5	12.5	-71.7	-7.1	71.7	9.7	
119	2019 JAN 08 08:56:41	2019 JAN 08 09:59:29	2019 JAN 08 09:27:51	3772.0	178.1	-74.4	-16.3	-71.7	-7.1	71.8	9.7	
120	2019 JAN 08 10:54:31	2019 JAN 08 11:57:17	2019 JAN 08 11:25:39	3770.0	149.2	-103.3	-45.3	-71.8	-7.0	71.8	9.7	
121	2019 JAN 08 12:52:20	2019 JAN 08 13:55:07	2019 JAN 08 13:23:29	3772.0	120.4	-132.2	-74.0	-71.8	-7.0	71.8	9.7	
122	2019 JAN 08 14:50:11	2019 JAN 08 15:53:01	2019 JAN 08 15:21:21	3774.0	91.9	-161.2	-102.4	-71.8	-6.9	71.8	9.6	
123	2019 JAN 08 16:48:07	2019 JAN 08 17:50:55	2019 JAN 08 17:19:17	3774.0	63.1	169.9	-131.2	-71.8	-6.8	71.8	9.6	
124	2019 JAN 08 18:46:02	2019 JAN 08 19:48:49	2019 JAN 08 19:17:11	3772.0	34.4	140.9	-160.0	-71.8	-6.7	71.9	9.6	
125	2019 JAN 08 20:43:56	2019 JAN 08 21:46:41	2019 JAN 08 21:15:05	3770.0	5.6	112.0	171.2	-71.9	-6.7	71.9	9.6	
126	2019 JAN 08 22:41:46	2019 JAN 08 23:44:31	2019 JAN 08 23:12:53	3770.0	-23.4	83.0	142.4	-72.0	-6.6	72.0	9.6	
127	2019 JAN 09 00:39:34	2019 JAN 09 01:42:19	2019 JAN 09 01:10:43	3770.0	-52.2	54.1	113.5	-72.0	-6.6	72.0	9.6	
128	2019 JAN 09 02:37:26	2019 JAN 09 03:40:13	2019 JAN 09 03:08:35	3772.0	-80.7	25.2	85.0	-72.0	-6.5	72.0	9.5	
129	2019 JAN 09 04:35:20	2019 JAN 09 05:38:09	2019 JAN 09 05:06:31	3774.0	-109.3	-3.8	56.5	-72.0	-6.4	72.0	9.5	
130	2019 JAN 09 06:33:14	2019 JAN 09 07:36:03	2019 JAN 09 07:04:25	3774.0	-138.1	-32.7	27.6	-72.0	-6.3	72.0	9.5	
131	2019 JAN 09 08:31:07	2019 JAN 09 09:33:55	2019 JAN 09 09:02:17	3772.0	-166.8	-61.7	-1.4	-72.1	-6.2	72.1	9.5	
132	2019 JAN 09 10:28:58	2019 JAN 09 11:31:45	2019 JAN 09 11:00:07	3772.0	164.2	-90.6	-30.2	-72.1	-6.2	72.1	9.5	
133	2019 JAN 09 12:26:47	2019 JAN 09 13:29:35	2019 JAN 09 12:57:57	3772.0	135.5	-119.5	-58.8	-72.2	-6.1	72.2	9.5	
134	2019 JAN 09 14:24:37	2019 JAN 09 15:27:27	2019 JAN 09 14:55:47	3774.0	106.9	-148.4	-87.4	-72.2	-6.0	72.1	9.4	
135	2019 JAN 09 16:22:31	2019 JAN 09 17:25:21	2019 JAN 09 16:53:41	3774.0	78.4	-177.4	-116.1	-72.2	-5.9	72.2	9.4	
136	2019 JAN 09 18:20:28	2019 JAN 09 19:23:15	2019 JAN 09 18:51:37	3772.0	49.7	153.6	-144.9	-72.2	-5.9	72.2	9.4	
137	2019 JAN 09 20:18:22	2019 JAN 09 21:21:09	2019 JAN 09 20:49:31	3772.0	20.7	124.7	-173.6	-72.2	-5.8	72.2	9.4	
138	2019 JAN 09 22:16:14	2019 JAN 09 23:18:59	2019 JAN 09 22:47:23	3770.0	-8.2	95.7	157.4	-72.3	-5.8	72.3	9.4	
139	2019 JAN 10 00:14:03	2019 JAN 10 01:16:49	2019 JAN 10 00:45:11	3770.0	-36.9	66.8	128.7	-72.3	-5.7	72.3	9.4	
140	2019 JAN 10 02:11:53	2019 JAN 10 03:14:41	2019 JAN 10 02:43:01	3772.0	-65.5	37.9	100.3	-72.3	-5.6	72.3	9.3	
141	2019 JAN 10 04:09:47	2019 JAN 10 05:12:35	2019 JAN 10 04:40:55	3774.0	-94.3	9.0	71.6	-72.3	-5.5	72.3	9.3	
142	2019 JAN 10 06:07:41	2019 JAN 10 07:10:31	2019 JAN 10 06:38:51	3774.0	-122.7	-20.0	43.0	-72.4	-5.4	72.4	9.3	
143	2019 JAN 10 08:05:35	2019 JAN 10 09:08:23	2019 JAN 10 08:36:43	3774.0	-151.7	-48.9	13.9	-72.4	-5.4	72.4	9.3	
144	2019 JAN 10 10:03:26	2019 JAN 10 11:06:13	2019 JAN 10 10:34:35	3772.0	179.4	-77.9	-15.1	-72.4	-5.4	72.5	9.3	
145	2019 JAN 10 12:01:16	2019 JAN 10 13:04:03	2019 JAN 10 12:32:23	3772.0	150.6	-106.8	-43.7	-72.5	-5.3	72.5	9.2	
146	2019 JAN 10 13:59:05	2019 JAN 10 15:01:53	2019 JAN 10 14:30:13	3774.0	121.8	-135.7	-72.4	-72.5	-5.3	72.5	9.2	
147	2019 JAN 10 15:56:57	2019 JAN 10 16:59:47	2019 JAN 10 16:28:07	3776.0	93.3	-164.7	-100.9	-72.5	-5.1	72.5	9.2	
148	2019 JAN 10 17:54:52	2019 JAN 10 18:57:41	2019 JAN 10 18:26:01	3774.0	64.8	166.4	-129.6	-72.5	-5.0	72.5	9.2	
149	2019 JAN 10 19:52:48	2019 JAN 10 20:55:35	2019 JAN 10 20:23:55	3772.0	36.1	137.4	-158.4	-72.5	-4.9	72.6	9.2	
150	2019 JAN 10 21:50:41	2019 JAN 10 22:53:27	2019 JAN 10 22:21:49	3772.0	7.0	108.5	172.8	-72.6	-4.9	72.6	9.2	
151	2019 JAN 10 23:48:30	2019 JAN 11 00:51:15	2019 JAN 11 00:19:37	3770.0	-21.8	79.6	143.8	-72.6	-4.9	72.6	9.1	
152	2019 JAN 11 01:46:20	2019 JAN 11 02:49:05	2019 JAN 11 02:17:27	3770.0	-50.3	50.7	115.2	-72.7	-4.8	72.6	9.1	
153	2019 JAN 11 03:44:12	2019 JAN 11 04:47:01	2019 JAN 11 04:15:21	3774.0	-78.8	21.7	87.0	-72.6	-4.6	72.7	9.1	
154	2019 JAN 11 05:42:06	2019 JAN 11 06:44:55	2019 JAN 11 06:13:15	3774.0	-107.5	-7.2	58.1	-72.6	-4.6	72.6	9.1	
155	2019 JAN 11 07:40:00	2019 JAN 11 08:42:49	2019 JAN 11 08:11:09	3774.0	-136.3	-36.2	29.2	-72.7	-4.5	72.7	9.1	
156	2019 JAN 11 09:37:53	2019 JAN 11 10:40:41	2019 JAN 11 10:09:01	3774.0	-165.2	-65.2	0.4	-72.7	-4.5	72.7	9.1	
157	2019 JAN 11 11:35:44	2019 JAN 11 12:38:31	2019 JAN 11 12:06:51	3772.0	166.1	-94.1	-28.4	-72.8	-4.4	72.8	9.0	
158	2019 JAN 11 13:33:32	2019 JAN 11 14:36:21	2019 JAN 11 14:04:41	3774.0	137.2	-123.0	-56.9	-72.8	-4.4	72.8	9.0	
159	2019 JAN 11 15:31:23	2019 JAN 11 16:34:15	2019 JAN 11 16:02:33	3776.0	108.9	-151.9	-85.3	-72.8	-4.2	72.8	9.0	
160	2019 JAN 11 17:29:18	2019 JAN 11 18:32:09	2019 JAN 11 18:00:27	3776.0	80.3	179.1	-114.0	-72.8	-4.1	72.8	9.0	
161	2019 JAN 11 19:27:14	2019 JAN 11 20:30:03	2019 JAN 11 19:58:23	3774.0	51.6	150.2	-142.8	-72.8	-4.0	72.8	9.0	
162	2019 JAN 11 21:25:09	2019 JAN 11 22:27:55	2019 JAN 11 21:56:17	3772.0	22.7	121.2	-171.7	-72.8	-4.0	72.9	8.9	
