Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	10	Ingress	2018 DEC 29 14:18:39	2018 DEC 29 14:21:21	2018 DEC 29 14:21:55	196.00	-161.60	-161.30	-161.22	65.43	65.05	64.96	15.11	3	-	-	-	&daysideMatch:CURIOSITY; &daysideMatch:INSIGHT; 	
N/A	1	10	Egress	2018 DEC 29 15:03:23	2018 DEC 29 15:03:59	2018 DEC 29 15:06:56	213.00	2.08	2.22	2.77	-67.30	-67.21	-66.81	2.70	3	-	-	-	&daysideMatch:CURIOSITY; &daysideMatch:INSIGHT; 	
N/A	2	10	Ingress	2018 DEC 29 16:16:33	2018 DEC 29 16:19:15	2018 DEC 29 16:19:49	196.00	169.69	170.07	170.16	65.46	65.05	64.96	15.11	1	-	-	-		
NOMAD	2	10	Egress	2018 DEC 29 17:01:17	2018 DEC 29 17:01:53	2018 DEC 29 17:04:50	213.00	-27.10	-26.94	-26.28	-67.47	-67.38	-66.95	2.67	1	134 with 5xDark	Science: orders #134, #dark, #dark, #dark, #dark, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
ACS	3	10	Ingress	2018 DEC 29 18:14:24	2018 DEC 29 18:17:07	2018 DEC 29 18:17:41	197.00	140.96	141.41	141.51	65.50	65.06	64.97	15.11	4	-	-	-	&daysideMatch:NILI FOSSAE; 	
N/A	3	10	Egress	2018 DEC 29 18:59:08	2018 DEC 29 18:59:44	2018 DEC 29 19:02:41	213.00	-56.23	-56.04	-55.28	-67.62	-67.52	-67.08	2.64	4	-	-	-	&daysideMatch:NILI FOSSAE; 	
N/A	4	10	Ingress	2018 DEC 29 20:12:14	2018 DEC 29 20:14:57	2018 DEC 29 20:15:31	197.00	112.27	112.79	112.91	65.53	65.07	64.96	15.12	1	-	-	-		
NOMAD	4	10	Egress	2018 DEC 29 20:56:58	2018 DEC 29 20:57:34	2018 DEC 29 21:00:31	213.00	-85.24	-85.03	-84.17	-67.74	-67.63	-67.16	2.62	1	136 with 5xDark	Science: orders #136, #dark, #dark, #dark, #dark, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
ACS	5	10	Ingress	2018 DEC 29 22:10:07	2018 DEC 29 22:12:49	2018 DEC 29 22:13:23	196.00	83.70	84.29	84.43	65.51	65.01	64.90	15.13	4	-	-	-		
N/A	5	10	Egress	2018 DEC 29 22:54:49	2018 DEC 29 22:55:25	2018 DEC 29 22:58:22	213.00	-114.24	-114.01	-113.03	-67.85	-67.74	-67.24	2.60	4	-	-	-		
N/A	6	10	Ingress	2018 DEC 30 00:07:59	2018 DEC 30 00:10:42	2018 DEC 30 00:11:16	197.00	55.15	55.82	55.97	65.48	64.95	64.83	15.14	1	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
NOMAD	6	10	Egress	2018 DEC 30 00:52:42	2018 DEC 30 00:53:18	2018 DEC 30 00:56:14	212.00	-143.33	-143.07	-141.98	-67.98	-67.87	-67.34	2.57	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
N/A	7	10	Ingress	2018 DEC 30 02:05:55	2018 DEC 30 02:08:38	2018 DEC 30 02:09:12	197.00	26.52	27.26	27.43	65.48	64.91	64.79	15.15	4	-	-	-		
