Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	10	Nightside	2018 DEC 29 14:12:47	2018 DEC 29 14:42:20	2018 DEC 29 15:11:54	3547.31	-161.85	-36.76	3.69	66.31	17.23	-66.34	176.47	23.75	3	-	-	-		
1	10	Dayside	2018 DEC 29 15:11:54	2018 DEC 29 15:41:18	2018 DEC 29 16:10:41	3527.03	3.69	129.22	169.29	-66.34	-15.80	66.38	3.59	11.77	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0	&daysideMatch:CURIOSITY; &daysideMatch:INSIGHT; 	
2	10	Nightside	2018 DEC 29 16:10:41	2018 DEC 29 16:40:14	2018 DEC 29 17:09:48	3546.68	169.29	-65.69	-25.21	66.38	17.13	-66.44	176.22	23.74	1	-	-	-		
2	10	Dayside	2018 DEC 29 17:09:48	2018 DEC 29 17:39:11	2018 DEC 29 18:08:34	3525.71	-25.21	100.29	140.41	-66.44	-15.74	66.48	3.82	11.76	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
3	10	Nightside	2018 DEC 29 18:08:34	2018 DEC 29 18:38:06	2018 DEC 29 19:07:38	3544.76	140.41	-94.60	-54.08	66.48	17.05	-66.53	175.99	23.72	4	-	-	-		
3	10	Dayside	2018 DEC 29 19:07:38	2018 DEC 29 19:37:01	2018 DEC 29 20:06:24	3525.33	-54.08	71.39	111.57	-66.53	-15.64	66.56	4.06	11.74	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0	&daysideMatch:NILI FOSSAE; 	
4	10	Nightside	2018 DEC 29 20:06:24	2018 DEC 29 20:35:56	2018 DEC 29 21:05:28	3544.34	111.57	-123.51	-82.82	66.56	16.99	-66.57	175.76	23.70	1	-	-	-		
4	10	Dayside	2018 DEC 29 21:05:28	2018 DEC 29 21:34:51	2018 DEC 29 22:04:14	3525.97	-82.82	42.48	82.85	-66.57	-15.53	66.59	4.32	11.73	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 74: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
5	10	Nightside	2018 DEC 29 22:04:14	2018 DEC 29 22:33:47	2018 DEC 29 23:03:20	3546.35	82.85	-152.44	-111.52	66.59	16.90	-66.60	175.50	23.69	4	-	-	-		
5	10	Dayside	2018 DEC 29 23:03:20	2018 DEC 29 23:32:44	2018 DEC 30 00:02:08	3527.81	-111.52	13.53	54.15	-66.60	-15.47	66.62	4.58	11.71	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
6	10	Nightside	2018 DEC 30 00:02:08	2018 DEC 30 00:31:41	2018 DEC 30 01:01:15	3546.51	54.15	178.60	-140.31	66.62	16.77	-66.65	175.23	23.67	1	-	-	-		
6	10	Dayside	2018 DEC 30 01:01:15	2018 DEC 30 01:30:39	2018 DEC 30 02:00:04	3529.02	-140.31	-15.44	25.35	-66.65	-15.40	66.67	4.85	11.69	1	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
7	10	Nightside	2018 DEC 30 02:00:04	2018 DEC 30 02:29:36	2018 DEC 30 02:59:09	3545.42	25.35	149.64	-169.14	66.67	16.68	-66.72	174.96	23.65	4	-	-	-		
7	10	Dayside	2018 DEC 30 02:59:09	2018 DEC 30 03:28:34	2018 DEC 30 03:57:58	3529.18	-169.14	-44.39	-3.53	-66.72	-15.29	66.76	5.12	11.67	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
8	10	Nightside	2018 DEC 30 03:57:58	2018 DEC 30 04:27:30	2018 DEC 30 04:57:02	3544.07	-3.53	120.69	162.00	66.76	16.64	-66.80	174.70	23.63	4	-	-	-		
8	10	Dayside	2018 DEC 30 04:57:02	2018 DEC 30 05:26:26	2018 DEC 30 05:55:50	3528.15	162.00	-73.31	-32.43	-66.80	-15.18	66.86	5.38	11.65	4	-		3x COP rows 74: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
9	10	Nightside	2018 DEC 30 05:55:50	2018 DEC 30 06:25:22	2018 DEC 30 06:54:54	3543.22	-32.43	91.78	133.13	66.86	16.59	-66.89	174.47	23.62	1	-	-	-		
