HCL_01, OCCEG, 30, 54, 79, 107, 155, 177, 209, 227, 311
HCL_01, OCCIN, 12, 40, 65, 91, 124, 262, 280, 330
AER_01, OCCEG, 115, 165, 219, 273
AER_01, OCCIN, 7, 36, 60, 85, 322
ICE_01, OCCEG, 15, 42, 66, 94, 183, 233, 287
ICE_01, OCCIN, 130, 336
NOM_01, OCCEG, 4, 7, 12, 17, 23, 28, 31, 36, 45, 48, 52, 57, 60, 65, 69, 73, 77, 81, 85, 91, 96, 100, 106, 109, 127, 135, 141, 149, 159, 167, 169, 179, 181, 187, 189, 195, 197, 203, 211, 213, 221, 223, 229, 255, 265, 285, 291, 293, 297, 299, 305, 307, 313, 323, 325, 331
NOM_01, OCCIN, 4, 10, 15, 22, 23, 28, 31, 37, 42, 48, 52, 57, 63, 66, 71, 73, 77, 81, 90, 94, 97, 100, 106, 109, 118, 120, 126, 136, 142, 150, 156, 204, 232, 238, 240, 244, 246, 252, 264, 274, 276, 282, 316, 334, 340, 342
