MARS in NOMAD FOV start (UTC),MARS in NOMAD FOV end (UTC),Dayside nadir observation number,Thermal orbit number
2020 JUL 12 06:35:59,2020 JUL 12 06:40:59,8,8
2020 JUL 12 12:28:52,2020 JUL 12 12:33:52,11,11
2020 JUL 13 21:53:29,2020 JUL 13 21:58:29,28,28
2020 JUL 15 19:03:05,2020 JUL 15 19:08:05,51,51
2020 JUL 15 23:06:58,2020 JUL 15 23:11:58,53,53
2020 JUL 17 12:37:24,2020 JUL 17 12:41:33,72,72
2020 JUL 18 02:09:42,2020 JUL 18 02:14:42,79,79
2020 JUL 20 08:53:51,2020 JUL 20 08:58:51,107,107
2020 JUL 21 01:07:45,2020 JUL 21 01:12:45,115,115
2020 JUL 21 04:56:06,2020 JUL 21 05:01:06,117,117
2020 JUL 21 12:38:30,2020 JUL 21 12:43:30,121,121
2020 JUL 21 20:14:47,2020 JUL 21 20:19:47,125,125
2020 JUL 22 00:05:35,2020 JUL 22 00:10:35,127,127
2020 JUL 22 08:05:38,2020 JUL 22 08:08:57,131,131
2020 JUL 23 09:35:34,2020 JUL 23 09:40:34,144,144
2020 JUL 24 11:32:34,2020 JUL 24 11:37:34,157,157
2020 JUL 25 08:40:37,2020 JUL 25 08:45:37,168,168
2020 JUL 26 06:38:08,2020 JUL 26 06:42:11,179,179
2020 JUL 26 08:21:21,2020 JUL 26 08:26:21,180,180
2020 JUL 26 12:29:18,2020 JUL 26 12:34:18,182,182
2020 JUL 27 05:55:49,2020 JUL 27 06:00:49,191,191
2020 JUL 27 09:57:42,2020 JUL 27 10:02:42,193,193
2020 JUL 27 23:07:31,2020 JUL 27 23:12:31,200,200
2020 JUL 28 03:33:16,2020 JUL 28 03:38:16,202,202
2020 JUL 29 03:04:31,2020 JUL 29 03:09:31,214,214
2020 JUL 30 20:07:57,2020 JUL 30 20:12:57,235,235
2020 AUG 01 03:13:52,2020 AUG 01 03:18:52,251,251
2020 AUG 02 07:03:39,2020 AUG 02 07:08:39,265,265
2020 AUG 03 18:25:36,2020 AUG 03 18:30:36,283,283
2020 AUG 05 11:42:33,2020 AUG 05 11:47:33,304,304
