Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	49	Grazing	2021 DEC 25 15:16:14	-	2021 DEC 25 15:46:02	1788.00	91.77	-	113.38	47.27	-	-45.24	-	3	-	-	-	&mroOverlap; 	
NOMAD	2	49	Grazing	2021 DEC 25 17:13:50	-	2021 DEC 25 17:43:56	1806.00	62.75	-	84.76	48.04	-	-45.41	-	5	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	3	49	Grazing	2021 DEC 25 19:11:35	-	2021 DEC 25 19:41:55	1820.00	33.81	-	56.12	48.58	-	-45.60	-	14	-	-	-	&mroOverlap; 	
NOMAD	4	49	Grazing	2021 DEC 25 21:09:24	-	2021 DEC 25 21:40:00	1836.00	4.89	-	27.54	49.06	-	-45.94	-	5	6SUBD Nominal #11	Science: orders #121, #134, #126, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
N/A	5	49	Grazing	2021 DEC 25 23:07:14	-	2021 DEC 25 23:38:06	1852.00	-24.04	-	-1.03	49.54	-	-46.30	-	14	-	-	-		
NOMAD	6	49	Grazing	2021 DEC 26 01:04:59	-	2021 DEC 26 01:36:13	1874.00	-53.01	-	-29.49	50.11	-	-46.89	-	5	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	7	49	Grazing	2021 DEC 26 03:02:43	-	2021 DEC 26 03:34:19	1896.00	-81.96	-	-57.89	50.64	-	-47.55	-	14	-	-	-		
NOMAD	8	49	Grazing	2021 DEC 26 05:00:28	-	2021 DEC 26 05:32:18	1910.00	-110.86	-	-86.44	51.07	-	-47.89	-	5	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	9	49	Grazing	2021 DEC 26 06:58:13	-	2021 DEC 26 07:30:13	1920.00	-139.80	-	-115.14	51.56	-	-47.91	-	14	-	-	-		
NOMAD	10	49	Grazing	2021 DEC 26 08:55:57	-	2021 DEC 26 09:28:15	1938.00	-168.86	-	-143.73	52.22	-	-48.19	-	5	6SUBD Nominal #12	Science: orders #121, #134, #127, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	11	49	Grazing	2021 DEC 26 10:53:45	-	2021 DEC 26 11:26:21	1956.00	162.12	-	-172.25	52.79	-	-48.60	-	14	-	-	-		
N/A	12	49	Grazing	2021 DEC 26 12:51:33	-	2021 DEC 26 13:24:31	1978.00	133.15	-	159.38	53.26	-	-49.32	-	8	-	-	-		
N/A	13	49	Grazing	2021 DEC 26 14:49:22	-	2021 DEC 26 15:22:36	1994.00	104.26	-	130.94	53.61	-	-49.85	-	14	-	-	-		
NOMAD	14	49	Grazing	2021 DEC 26 16:47:01	-	2021 DEC 26 17:20:32	2010.37	75.21	-	102.36	54.24	-	-50.10	-	5	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	15	49	Merged	2021 DEC 26 18:44:45	-	2021 DEC 26 19:18:27	2021.99	46.20	-	73.70	54.76	-	-50.19	-	14	-	-	-		
NOMAD	16	49	Merged	2021 DEC 26 20:42:36	-	2021 DEC 26 21:16:27	2031.67	17.31	-	45.07	55.08	-	-50.37	-	5	6SUBD Nominal #11	Science: orders #121, #134, #126, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	17	49	Merged	2021 DEC 26 22:40:27	-	2021 DEC 26 23:14:32	2045.24	-11.63	-	16.51	55.46	-	-50.68	-	5	6SUBD Nominal #51	Science: orders #121, #136, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
ACS	18	49	Merged	2021 DEC 27 00:38:16	-	2021 DEC 27 01:12:35	2059.52	-40.60	-	-12.03	55.88	-	-51.03	-	14	-	-	-		
NOMAD	19	49	Merged	2021 DEC 27 02:36:02	-	2021 DEC 27 03:10:38	2075.46	-69.58	-	-40.49	56.30	-	-51.48	-	5	6SUBD Nominal #45	Science: orders #121, #136, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
ACS	20	49	Ingress	2021 DEC 27 04:33:48	2021 DEC 27 04:42:13	2021 DEC 27 04:45:02	674.00	-98.53	-88.19	-86.17	56.70	32.03	22.99	5.44	14	-	-	-	&mroOverlap; 	
N/A	20	49	Egress	2021 DEC 27 04:56:45	2021 DEC 27 04:59:38	2021 DEC 27 05:08:37	712.00	-79.51	-77.72	-68.98	-16.06	-25.34	-51.87	6.42	14	-	-	-	&mroOverlap; 	
NOMAD	21	49	Ingress	2021 DEC 27 06:31:34	2021 DEC 27 06:39:49	2021 DEC 27 06:42:30	656.00	-127.47	-117.11	-115.14	57.06	32.97	24.38	5.42	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
NOMAD	21	49	Egress	2021 DEC 27 06:54:59	2021 DEC 27 06:57:43	2021 DEC 27 07:06:32	693.00	-107.99	-106.28	-97.66	-17.18	-25.95	-51.93	6.43	1	CO2 Fullscan Fast #4	Diffraction order stepping (fullscan): 10 orders from 165 to 175 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
ACS	22	49	Ingress	2021 DEC 27 08:29:20	2021 DEC 27 08:37:26	2021 DEC 27 08:39:59	639.00	-156.53	-146.07	-144.14	57.57	34.01	25.87	5.40	14	-	-	-	&mroOverlap; 	
N/A	22	49	Egress	2021 DEC 27 08:53:14	2021 DEC 27 08:55:51	2021 DEC 27 09:04:29	675.00	-136.50	-134.84	-126.34	-18.25	-26.63	-51.99	6.45	14	-	-	-	&mroOverlap; 	
NOMAD	23	49	Ingress	2021 DEC 27 10:27:08	2021 DEC 27 10:35:05	2021 DEC 27 10:37:31	623.00	174.39	-175.05	-173.15	58.07	35.04	27.30	5.38	1	CO2 100km #1	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
NOMAD	23	49	Egress	2021 DEC 27 10:51:33	2021 DEC 27 10:54:03	2021 DEC 27 11:02:31	658.00	-164.98	-163.37	-154.91	-19.49	-27.46	-52.26	6.46	1	6SUBD CO2 #1	Science: orders #156, #116, #118, #140, #154, #158, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
N/A	24	49	Ingress	2021 DEC 27 12:24:59	2021 DEC 27 12:32:46	2021 DEC 27 12:35:06	607.00	145.39	155.99	157.86	58.46	35.99	28.59	5.35	14	-	-	-	&mroOverlap; 	
N/A	24	49	Egress	2021 DEC 27 12:49:55	2021 DEC 27 12:52:19	2021 DEC 27 13:00:38	643.00	166.58	168.15	176.65	-20.85	-28.49	-52.75	6.48	14	-	-	-	&mroOverlap; 	
NOMAD	25	49	Ingress	2021 DEC 27 14:22:51	2021 DEC 27 14:30:28	2021 DEC 27 14:32:43	592.00	116.50	127.07	128.91	58.72	36.81	29.70	5.33	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	25	49	Egress	2021 DEC 27 14:48:13	2021 DEC 27 14:50:31	2021 DEC 27 14:58:42	629.00	138.12	139.66	148.21	-22.11	-29.41	-53.22	6.50	1	6SUBD CH4 H2O #1	Science: orders #169, #132, #133, #134, #136, #137, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	26	49	Ingress	2021 DEC 27 16:20:37	2021 DEC 27 16:28:07	2021 DEC 27 16:30:17	580.00	87.55	98.17	99.98	59.07	37.57	30.74	5.32	14	-	-	-		
N/A	26	49	Egress	2021 DEC 27 16:46:24	2021 DEC 27 16:48:38	2021 DEC 27 16:56:41	617.00	109.64	111.17	119.72	-23.17	-30.24	-53.58	6.52	14	-	-	-		
ACS	27	49	Ingress	2021 DEC 27 18:18:20	2021 DEC 27 18:25:44	2021 DEC 27 18:27:50	570.00	58.48	69.25	71.05	59.53	38.41	31.81	5.30	14	-	-	-		
ACS	27	49	Egress	2021 DEC 27 18:44:28	2021 DEC 27 18:46:38	2021 DEC 27 18:54:33	605.00	81.10	82.59	91.03	-23.86	-30.71	-53.60	6.53	14	-	-	-		
NOMAD	28	49	Ingress	2021 DEC 27 20:16:09	2021 DEC 27 20:23:26	2021 DEC 27 20:25:29	560.00	29.48	40.32	42.12	59.90	39.20	32.77	5.28	1	CO2 Fullscan Fast #2	Diffraction order stepping (fullscan): 10 orders from 160 to 170 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	28	49	Egress	2021 DEC 27 20:42:36	2021 DEC 27 20:44:42	2021 DEC 27 20:52:30	594.00	52.53	53.99	62.34	-24.53	-31.15	-53.65	6.53	1	6SUBD Nom CO2 #2	Science: orders #121, #149, #164, #165, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	29	49	Ingress	2021 DEC 27 22:14:02	2021 DEC 27 22:21:13	2021 DEC 27 22:23:12	550.00	0.56	11.42	13.20	60.16	39.81	33.62	5.26	14	-	-	-		
ACS	29	49	Egress	2021 DEC 27 22:40:48	2021 DEC 27 22:42:51	2021 DEC 27 22:50:33	585.00	23.97	25.41	33.74	-25.29	-31.73	-53.87	6.55	14	-	-	-		
NOMAD	30	49	Ingress	2021 DEC 28 00:11:55	2021 DEC 28 00:18:59	2021 DEC 28 00:20:55	540.00	-28.37	-17.49	-15.72	60.43	40.49	34.47	5.25	1	134 only #2	Science: orders #134, #134, #134, #134, #134, #134, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&ingressMatch:ACIDALIA MUD VOLCANOES NE; 	
NOMAD	30	49	Egress	2021 DEC 28 00:39:00	2021 DEC 28 00:41:00	2021 DEC 28 00:48:35	575.00	-4.56	-3.14	5.16	-26.11	-32.37	-54.11	6.56	1	CO2 Fullscan Fast #4	Diffraction order stepping (fullscan): 10 orders from 165 to 175 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&ingressMatch:ACIDALIA MUD VOLCANOES NE; 	
