Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	49	Nightside	2021 DEC 25 15:00:16	2021 DEC 25 15:29:43	2021 DEC 25 15:59:10	3534.08	0.51	79.57	166.06	75.91	-0.07	-75.91	113.22	4.41	3	-	-	-		
1	49	Dayside	2021 DEC 25 15:59:10	2021 DEC 25 16:28:38	2021 DEC 25 16:58:06	3536.69	166.06	-114.49	-28.51	-75.91	1.66	75.90	66.67	16.43	3	H2O CO 3SUBD #2	Science: orders #168, #189, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:245;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12409 ms, Binning=3	&mroOverlap; 	
2	49	Nightside	2021 DEC 25 16:58:06	2021 DEC 25 17:27:33	2021 DEC 25 17:57:00	3533.90	-28.51	50.66	136.94	75.90	-0.08	-75.89	113.44	4.39	5	-	-	-		
2	49	Dayside	2021 DEC 25 17:57:00	2021 DEC 25 18:26:29	2021 DEC 25 18:55:57	3537.19	136.94	-143.42	-57.95	-75.89	1.56	75.85	66.44	16.41	5	-		COP row -1: UVIS off		
3	49	Nightside	2021 DEC 25 18:55:57	2021 DEC 25 19:25:25	2021 DEC 25 19:54:53	3535.19	-57.95	21.70	107.45	75.85	0.05	-75.83	113.69	4.37	14	-	-	-		
3	49	Dayside	2021 DEC 25 19:54:53	2021 DEC 25 20:24:23	2021 DEC 25 20:53:52	3539.77	107.45	-172.39	-87.10	-75.83	1.49	75.82	66.19	16.39	14	-		COP row 85: NADIR: Horizontal Bin (57:245;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12409 ms, Binning=3	&mroOverlap; 	
4	49	Nightside	2021 DEC 25 20:53:52	2021 DEC 25 21:23:21	2021 DEC 25 21:52:50	3537.14	-87.10	-7.27	78.32	75.82	0.12	-75.81	113.93	4.36	5	-	-	-		
4	49	Dayside	2021 DEC 25 21:52:50	2021 DEC 25 22:22:20	2021 DEC 25 22:51:50	3540.08	78.32	158.65	-115.95	-75.81	1.49	75.82	65.93	16.37	5	CH4 CO 2SUBD #3	Science: orders #189, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:245;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12409 ms, Binning=3	&mroOverlap; 	
5	49	Nightside	2021 DEC 25 22:51:50	2021 DEC 25 23:21:19	2021 DEC 25 23:50:49	3539.22	-115.95	-36.22	49.67	75.82	0.07	-75.83	114.18	4.34	14	-	-	-		
5	49	Dayside	2021 DEC 25 23:50:49	2021 DEC 26 00:20:18	2021 DEC 26 00:49:47	3538.30	49.67	129.71	-144.57	-75.83	1.55	75.85	65.69	16.36	14	-		COP row -1: UVIS off		
6	49	Nightside	2021 DEC 26 00:49:47	2021 DEC 26 01:19:17	2021 DEC 26 01:48:47	3539.71	-144.57	-65.14	21.30	75.85	-0.05	-75.88	114.42	4.33	5	-	-	-		
6	49	Dayside	2021 DEC 26 01:48:47	2021 DEC 26 02:18:15	2021 DEC 26 02:47:43	3536.34	21.30	100.80	-173.05	-75.88	1.66	75.89	65.46	16.34	5	-		COP row -1: UVIS off		
7	49	Nightside	2021 DEC 26 02:47:43	2021 DEC 26 03:17:12	2021 DEC 26 03:46:41	3537.42	-173.05	-94.04	-7.24	75.89	-0.15	-75.91	114.65	4.31	14	-	-	-		
7	49	Dayside	2021 DEC 26 03:46:41	2021 DEC 26 04:16:09	2021 DEC 26 04:45:36	3535.76	-7.24	71.90	158.30	-75.91	1.75	75.91	65.23	16.33	14	-		COP row -1: UVIS off		
8	49	Nightside	2021 DEC 26 04:45:36	2021 DEC 26 05:15:04	2021 DEC 26 05:44:31	3534.59	158.30	-122.96	-36.41	75.91	-0.13	-75.88	114.87	4.30	5	-	-	-		
8	49	Dayside	2021 DEC 26 05:44:31	2021 DEC 26 06:13:59	2021 DEC 26 06:43:27	3536.39	-36.41	42.98	129.04	-75.88	1.71	75.87	65.00	16.31	5	Ice CH4 2SUBD #1	Science: orders #193, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3		
9	49	Nightside	2021 DEC 26 06:43:27	2021 DEC 26 07:12:56	2021 DEC 26 07:42:24	3536.70	129.04	-151.90	-65.69	75.87	-0.06	-75.84	115.11	4.28	14	-	-	-		
9	49	Dayside	2021 DEC 26 07:42:24	2021 DEC 26 08:11:53	2021 DEC 26 08:41:21	3537.30	-65.69	14.02	99.68	-75.84	1.58	75.82	64.77	16.30	14	-		COP row -1: UVIS off		
10	49	Nightside	2021 DEC 26 08:41:21	2021 DEC 26 09:10:51	2021 DEC 26 09:40:20	3538.95	99.68	179.14	-94.71	75.82	-0.03	-75.82	115.36	4.26	5	-	-	-		
10	49	Dayside	2021 DEC 26 09:40:20	2021 DEC 26 10:09:50	2021 DEC 26 10:39:19	3538.38	-94.71	-14.94	70.74	-75.82	1.55	75.81	64.52	16.28	5	-		COP row -1: UVIS off		
11	49	Nightside	2021 DEC 26 10:39:19	2021 DEC 26 11:08:48	2021 DEC 26 11:38:17	3538.69	70.74	150.18	-123.49	75.81	-0.05	-75.83	115.62	4.24	14	-	-	-		
11	49	Dayside	2021 DEC 26 11:38:17	2021 DEC 26 12:07:47	2021 DEC 26 12:37:17	3539.77	-123.49	-43.89	42.20	-75.83	1.65	75.84	64.26	16.26	14	-		COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3		
12	49	Nightside	2021 DEC 26 12:37:17	2021 DEC 26 13:06:46	2021 DEC 26 13:36:14	3536.67	42.20	121.25	-152.07	75.84	-0.11	-75.86	115.86	4.23	8	-	-	-		
12	49	Dayside	2021 DEC 26 13:36:14	2021 DEC 26 14:05:44	2021 DEC 26 14:35:14	3539.85	-152.07	-72.81	13.80	-75.86	1.78	75.89	64.02	16.25	8	Nominal Limb 01	Science: orders #164, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: UVIS off		
13	49	Nightside	2021 DEC 26 14:35:14	2021 DEC 26 15:04:41	2021 DEC 26 15:34:09	3534.85	13.80	92.34	179.40	75.89	-0.20	-75.89	116.09	4.21	14	-	-	-		
13	49	Dayside	2021 DEC 26 15:34:09	2021 DEC 26 16:03:37	2021 DEC 26 16:33:06	3537.66	179.40	-101.71	-14.90	-75.89	1.85	75.91	63.79	16.23	14	-		COP row -1: UVIS off		
