Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2021 JUN 12 14:46:33,2021 JUN 12 16:44:28,7075,2021 JUN 12 14:44:33,2021 JUN 12 15:43:10,3517,2021 JUN 12 15:43:11,2021 JUN 12 16:42:28,3557,37.9129,2021 JUN 12 16:12:37
1,1,2,2021 JUN 12 16:44:29,2021 JUN 12 18:42:28,7079,2021 JUN 12 16:42:29,2021 JUN 12 17:41:08,3519,2021 JUN 12 17:41:09,2021 JUN 12 18:40:28,3559,38.0394,2021 JUN 12 18:10:36
3,3,3,2021 JUN 12 18:42:29,2021 JUN 12 20:40:29,7080,2021 JUN 12 18:40:29,2021 JUN 12 19:39:09,3520,2021 JUN 12 19:39:10,2021 JUN 12 20:38:29,3559,38.1993,2021 JUN 12 20:08:38
1,1,4,2021 JUN 12 20:40:30,2021 JUN 12 22:38:30,7080,2021 JUN 12 20:38:30,2021 JUN 12 21:37:10,3520,2021 JUN 12 21:37:11,2021 JUN 12 22:36:30,3559,38.4,2021 JUN 12 22:06:39
3,3,5,2021 JUN 12 22:38:31,2021 JUN 13 00:36:29,7078,2021 JUN 12 22:36:31,2021 JUN 12 23:35:09,3518,2021 JUN 12 23:35:10,2021 JUN 13 00:34:29,3559,38.6161,2021 JUN 13 00:04:38
1,1,6,2021 JUN 13 00:36:30,2021 JUN 13 02:34:25,7075,2021 JUN 13 00:34:30,2021 JUN 13 01:33:06,3516,2021 JUN 13 01:33:07,2021 JUN 13 02:32:25,3558,38.8121,2021 JUN 13 02:02:34
1,1,7,2021 JUN 13 02:34:26,2021 JUN 13 04:32:20,7074,2021 JUN 13 02:32:26,2021 JUN 13 03:31:01,3515,2021 JUN 13 03:31:02,2021 JUN 13 04:30:20,3558,38.9613,2021 JUN 13 04:00:30
3,3,8,2021 JUN 13 04:32:21,2021 JUN 13 06:30:20,7079,2021 JUN 13 04:30:21,2021 JUN 13 05:28:58,3517,2021 JUN 13 05:28:59,2021 JUN 13 06:28:20,3561,39.0985,2021 JUN 13 05:58:29
1,1,9,2021 JUN 13 06:30:21,2021 JUN 13 08:28:22,7081,2021 JUN 13 06:28:21,2021 JUN 13 07:26:59,3518,2021 JUN 13 07:27:00,2021 JUN 13 08:26:22,3562,39.2569,2021 JUN 13 07:56:29
3,3,10,2021 JUN 13 08:28:23,2021 JUN 13 10:26:23,7080,2021 JUN 13 08:26:23,2021 JUN 13 09:25:01,3518,2021 JUN 13 09:25:02,2021 JUN 13 10:24:23,3561,39.4366,2021 JUN 13 09:54:31
