Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,2,15851,0,0,0,1,0,2021 JUN 12 16:38:49,2021 JUN 12 16:54:23,2021 JUN 12 16:38:59,2021 JUN 12 16:54:23,N/A,N/A,2021 JUN 12 16:48:59,2021 JUN 12 16:54:23,2021 JUN 12 16:49:29,32.5282,-161.3868,2021 JUN 12 16:53:53,23.4536,-165.8989,2021 JUN 12 16:53:06,-37.8731,2174,18.7342,57.9167,32.1533,N/A,58.69,90.6718,10,640,857,30,30,924,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,324,300,759,1400002C000A028003591E1E039C0301000D000D0000000000000000000000000000000002620144012C02F7
1,1,2,0,4,15853,0,0,0,1,0,2021 JUN 12 20:34:51,2021 JUN 12 20:50:27,2021 JUN 12 20:35:01,2021 JUN 12 20:50:27,N/A,N/A,2021 JUN 12 20:45:01,2021 JUN 12 20:50:27,2021 JUN 12 20:45:31,31.915,140.8397,2021 JUN 12 20:49:57,22.6237,136.501,2021 JUN 12 20:49:10,-38.2015,2167,18.7239,57.9886,32.3426,N/A,59.0522,91.2223,10,640,859,30,30,926,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,326,300,765,1400002C000A0280035B1E1E039E0301000D000D0000000000000000000000000000000002620146012C02FD
1,1,3,0,6,15855,0,0,0,1,0,2021 JUN 13 00:30:52,2021 JUN 13 00:46:29,2021 JUN 13 00:31:02,2021 JUN 13 00:46:29,N/A,N/A,2021 JUN 13 00:41:02,2021 JUN 13 00:46:29,2021 JUN 13 00:41:32,31.4096,83.1343,2021 JUN 13 00:45:59,22.1486,78.4062,2021 JUN 13 00:45:12,-38.5975,2159,18.6803,58.0606,32.4373,N/A,59.2334,91.4975,10,640,860,30,30,927,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,327,300,768,1400002C000A0280035C1E1E039F0301000D000D0000000000000000000000000000000002620147012C0300
1,1,4,0,9,15858,0,0,0,1,0,2021 JUN 13 06:24:45,2021 JUN 13 06:40:25,2021 JUN 13 06:24:55,2021 JUN 13 06:40:25,N/A,N/A,2021 JUN 13 06:34:55,2021 JUN 13 06:40:25,2021 JUN 13 06:35:25,30.563,-3.4322,2021 JUN 13 06:39:55,21.0932,-8.1866,2021 JUN 13 06:39:07,-39.0649,2149,18.6497,58.1684,32.7212,N/A,59.7768,92.3232,10,640,862,30,30,930,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,330,300,776,1400002C000A0280035E1E1E03A20301000D000D000000000000000000000000000000000262014A012C0308
1,1,5,0,11,15860,0,0,0,1,0,2021 JUN 13 10:20:52,2021 JUN 13 10:36:34,2021 JUN 13 10:21:02,2021 JUN 13 10:36:34,N/A,N/A,2021 JUN 13 10:31:02,2021 JUN 13 10:36:34,2021 JUN 13 10:31:32,29.8943,-61.2423,2021 JUN 13 10:36:04,20.0704,-65.5063,2021 JUN 13 10:35:15,-39.4221,2142,18.6597,58.2404,32.9105,N/A,60.1391,92.8737,10,640,863,30,30,932,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,332,300,781,1400002C000A0280035F1E1E03A40301000D000D000000000000000000000000000000000262014C012C030D
1,1,6,0,13,15862,0,0,0,1,0,2021 JUN 13 14:16:49,2021 JUN 13 14:32:32,2021 JUN 13 14:16:59,2021 JUN 13 14:32:32,N/A,N/A,2021 JUN 13 14:26:59,2021 JUN 13 14:32:32,2021 JUN 13 14:27:29,29.3858,-118.9223,2021 JUN 13 14:32:02,19.7356,-123.9371,2021 JUN 13 14:31:14,-39.8111,2134,18.5925,58.3123,33.0051,N/A,60.3202,93.149,10,640,865,30,30,933,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,333,300,785,1400002C000A028003611E1E03A50301000D000D000000000000000000000000000000000262014D012C0311
1,1,7,0,14,15863,0,0,0,1,0,2021 JUN 13 16:14:46,2021 JUN 13 16:30:30,2021 JUN 13 16:14:56,2021 JUN 13 16:30:30,N/A,N/A,2021 JUN 13 16:24:56,2021 JUN 13 16:30:30,2021 JUN 13 16:25:26,29.1156,-147.7637,2021 JUN 13 16:30:00,19.3431,-152.658,2021 JUN 13 16:29:11,-39.9645,2130,18.5917,58.3482,33.0998,N/A,60.5014,93.4242,10,640,865,30,30,934,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,334,300,787,1400002C000A028003611E1E03A60301000D000D000000000000000000000000000000000262014E012C0313
1,1,8,0,16,15865,0,0,0,1,0,2021 JUN 13 20:10:47,2021 JUN 13 20:26:33,2021 JUN 13 20:10:57,2021 JUN 13 20:26:33,N/A,N/A,2021 JUN 13 20:20:57,2021 JUN 13 20:26:33,2021 JUN 13 20:21:27,28.4677,154.4711,2021 JUN 13 20:26:03,18.7009,149.2144,2021 JUN 13 20:25:14,-40.2549,2123,18.5461,58.4201,33.289,N/A,60.8637,93.9747,10,640,867,30,30,936,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,336,300,793,1400002C000A028003631E1E03A80301000D000D0000000000000000000000000000000002620150012C0319
1,1,9,0,18,15867,0,0,0,1,0,2021 JUN 14 00:06:50,2021 JUN 14 00:22:38,2021 JUN 14 00:07:00,2021 JUN 14 00:22:38,N/A,N/A,2021 JUN 14 00:17:00,2021 JUN 14 00:22:38,2021 JUN 14 00:17:30,27.9044,96.7453,2021 JUN 14 00:22:08,17.7363,92.0694,2021 JUN 14 00:21:18,-40.6293,2114,18.5667,58.492,33.4783,N/A,61.226,94.5251,10,640,868,30,30,938,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,338,300,798,1400002C000A028003641E1E03AA0301000D000D0000000000000000000000000000000002620152012C031E
1,1,10,0,20,15869,0,0,0,1,0,2021 JUN 14 04:02:42,2021 JUN 14 04:18:33,2021 JUN 14 04:02:52,2021 JUN 14 04:18:33,N/A,N/A,2021 JUN 14 04:12:52,2021 JUN 14 04:18:33,2021 JUN 14 04:13:22,27.43,39.1124,2021 JUN 14 04:18:03,17.0557,34.4439,2021 JUN 14 04:17:13,-40.9732,2107,18.5525,58.5639,33.7622,N/A,61.7694,95.3509,10,640,871,30,30,941,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,341,300,807,1400002C000A028003671E1E03AD0301000D000D0000000000000000000000000000000002620155012C0327
