Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2023 JUN 10 15:02:32,2023 JUN 10 17:00:34,7082,2023 JUN 10 15:00:32,2023 JUN 10 15:59:03,3511,2023 JUN 10 15:59:04,2023 JUN 10 16:58:34,3570,47.4108,2023 JUN 10 16:28:57
1,1,2,2023 JUN 10 17:00:35,2023 JUN 10 18:58:36,7081,2023 JUN 10 16:58:35,2023 JUN 10 17:57:05,3510,2023 JUN 10 17:57:06,2023 JUN 10 18:56:36,3570,47.3199,2023 JUN 10 18:26:59
3,3,3,2023 JUN 10 18:58:37,2023 JUN 10 20:56:35,7078,2023 JUN 10 18:56:37,2023 JUN 10 19:55:07,3510,2023 JUN 10 19:55:08,2023 JUN 10 20:54:35,3567,47.252,2023 JUN 10 20:24:59
1,1,4,2023 JUN 10 20:56:36,2023 JUN 10 22:54:32,7076,2023 JUN 10 20:54:36,2023 JUN 10 21:53:05,3509,2023 JUN 10 21:53:06,2023 JUN 10 22:52:32,3566,47.1746,2023 JUN 10 22:22:57
3,3,5,2023 JUN 10 22:54:33,2023 JUN 11 00:52:29,7076,2023 JUN 10 22:52:33,2023 JUN 10 23:51:01,3508,2023 JUN 10 23:51:02,2023 JUN 11 00:50:29,3567,47.0478,2023 JUN 11 00:20:54
1,1,6,2023 JUN 11 00:52:30,2023 JUN 11 02:50:30,7080,2023 JUN 11 00:50:30,2023 JUN 11 01:49:00,3510,2023 JUN 11 01:49:01,2023 JUN 11 02:48:30,3569,46.8775,2023 JUN 11 02:18:54
1,1,7,2023 JUN 11 02:50:31,2023 JUN 11 04:48:32,7081,2023 JUN 11 02:48:31,2023 JUN 11 03:47:03,3512,2023 JUN 11 03:47:04,2023 JUN 11 04:46:32,3568,46.7387,2023 JUN 11 04:16:56
3,3,8,2023 JUN 11 04:48:33,2023 JUN 11 06:46:34,7081,2023 JUN 11 04:46:33,2023 JUN 11 05:45:06,3513,2023 JUN 11 05:45:07,2023 JUN 11 06:44:34,3567,46.6413,2023 JUN 11 06:14:59
1,1,9,2023 JUN 11 06:46:35,2023 JUN 11 08:44:34,7079,2023 JUN 11 06:44:35,2023 JUN 11 07:43:07,3512,2023 JUN 11 07:43:08,2023 JUN 11 08:42:34,3566,46.5732,2023 JUN 11 08:13:00
3,3,10,2023 JUN 11 08:44:35,2023 JUN 11 10:42:31,7076,2023 JUN 11 08:42:35,2023 JUN 11 09:41:05,3510,2023 JUN 11 09:41:06,2023 JUN 11 10:40:31,3565,46.4987,2023 JUN 11 10:10:58
