NOM_02, OCCEG, 8, 43, 45, 107
NOM_02, OCCIN, 60
NOM_03, OCCEG, 15, 32, 48, 73, 79, 85, 90, 115, 120, 127, 129
NOM_03, OCCIN, 19, 26, 27, 30, 38, 48, 61, 76, 95, 107, 108, 114, 115, 129
CO_001, OCCEG, 60, 105
CO_001, OCCIN, 32, 118
CO_002, OCCEG, 92, 97
CO_002, OCCIN, 22, 45, 82, 100, 102
CO2_01, OCCEG, 3, 7, 22, 54, 63, 77, 95
CO2_01, OCCIN, 40, 66, 89
CO2_02, OCCEG, 82, 123
CO2_02, OCCIN, 10, 17, 49, 51, 73, 77, 85
HCL_01, OCCEG, 27, 38, 55, 66, 69, 71, 100, 102, 118, 121
HCL_01, OCCIN, 5, 8, 14, 15, 21, 24, 33, 55, 57, 63, 68, 79, 83, 120, 121, 127
FUL_01, OCCEG, 5, 30, 33, 41, 57, 61, 108
FUL_01, OCCIN, 36, 43, 54, 71, 90
