S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2023 DEC 23 10:54:00,61.5934,124.2689,307.9241,15.5361,69.2178,2.9323e-14,69.2178
TGO,2023 DEC 23 10:48:00,61.5635,126.3752,426.9053,15.5792,69.462,0.005994,69.4663

MRO,2023 DEC 23 12:45:00,57.8233,97.8819,304.3667,15.5775,67.5896,1.9363e-14,67.5896
TGO,2023 DEC 23 12:45:00,59.3061,95.005,426.0432,15.3858,67.0874,0.015747,67.0755

MRO,2023 DEC 24 20:36:00,69.3094,-9.6452,312.0344,15.4094,73.1198,2.8636e-14,73.1198
TGO,2023 DEC 23 20:39:00,65.1703,-13.2966,429.9072,15.855,72.91,0.03107,72.9389

MRO,2023 DEC 25 00:18:00,61.5416,-61.6904,308.3034,15.5408,69.5467,5.5386e-14,69.5467
TGO,2023 DEC 25 00:09:00,63.5235,-61.0099,429.303,15.4403,70.0285,0.01447,70.0287

MRO,2023 DEC 25 02:09:00,57.807,-88.124,306.2014,15.5794,67.9107,6.3642e-15,67.9107
TGO,2023 DEC 25 02:06:00,61.3151,-92.6352,427.449,15.23,67.6028,0.020105,67.5848

MRO,2023 DEC 25 09:42:00,71.0388,158.3859,314.549,15.3619,74.0637,1.6849e-14,74.0637
TGO,2023 DEC 25 10:00:00,67.0086,160.1688,430.3766,15.7728,73.6937,0.040419,73.7227

MRO,2023 DEC 26 08:06:00,63.4822,-166.341,310.0037,15.5158,70.7086,2.0365e-14,70.7086
TGO,2023 DEC 26 07:36:00,64.728,-161.9945,431.2253,15.3189,70.348,0.028032,70.3446

MRO,2023 DEC 26 10:00:00,69.0236,164.3776,313.5932,15.4131,73.3129,1.8271e-14,73.3129
TGO,2023 DEC 25 10:00:00,67.0086,160.1688,430.3766,15.7728,73.6937,0.040419,73.7227

MRO,2023 DEC 26 23:06:00,70.8325,-27.5068,311.5182,15.3711,74.3233,2.3155e-14,74.3233
TGO,2023 DEC 26 23:21:00,68.7482,-25.9591,431.5598,15.7178,74.6436,0.054023,74.6753

MRO,2023 DEC 27 21:30:00,63.6006,7.6703,309.1266,15.5186,71.1217,1.0668e-14,71.1217
TGO,2023 DEC 27 20:57:00,66.4999,11.2412,430.2323,15.2214,71.2694,0.044407,71.267

MRO,2023 DEC 29 10:54:00,63.8253,-178.3875,310.2092,15.5167,71.5685,7.1369e-15,71.5685
TGO,2023 DEC 29 10:18:00,68.3461,-174.7683,432.0048,15.1739,72.5492,0.059907,72.5522

MRO,2023 DEC 29 22:09:00,69.5554,15.6602,312.8862,15.4031,74.3586,5.0396e-14,74.3586
TGO,2023 DEC 29 22:06:00,69.5554,14.663,431.6673,15.2878,73.8821,0.066136,73.896

MRO,2023 DEC 31 05:57:00,70.9688,-89.3573,313.3744,15.3531,75.2957,1.7128e-14,75.2957
TGO,2023 DEC 31 05:33:00,70.7676,-84.9827,431.3912,15.2553,74.7951,0.077402,74.8133

MRO,2023 DEC 31 11:33:00,69.3309,-170.2358,313.2026,15.4117,74.6125,2.4482e-14,74.6125
TGO,2023 DEC 31 11:27:00,71.1634,-170.2411,433.1503,15.3139,75.3167,0.079771,75.3395

MRO,2023 DEC 31 22:48:00,74.9503,22.5758,314.6194,15.2156,77.462,2.3854e-15,77.462
TGO,2023 DEC 31 23:15:00,72.1869,20.1294,432.7491,15.4903,76.6945,0.08665,76.7298

MRO,2024 JAN 02 06:36:00,76.6675,-83.165,314.0257,15.1172,78.6168,1.2798e-14,78.6168
TGO,2024 JAN 02 06:42:00,73.1482,-78.6626,432.4401,15.5147,77.6342,0.26117,77.8844

MRO,2024 JAN 02 10:18:00,69.4891,-133.0208,310.1285,15.3947,75.0727,2.5494e-14,75.0727
TGO,2024 JAN 03 10:12:00,71.85,-129.2908,433.6492,14.9056,74.9917,0.096904,75.0016

MRO,2024 JAN 02 12:12:00,75.1606,-163.5435,313.8996,15.2092,77.9369,7.1119e-15,77.9369
TGO,2024 JAN 02 12:36:00,73.4617,-163.4751,433.9989,15.6031,78.1767,0.098298,78.2229

MRO,2024 JAN 03 21:51:00,73.4342,66.0652,312.1746,15.2681,77.3448,4.0739e-14,77.3448
TGO,2024 JAN 03 22:00:00,72.8221,61.3719,432.905,15.1014,76.4062,0.099502,76.4293

MRO,2024 JAN 05 11:15:00,73.4696,-119.9004,313.5528,15.2719,77.7384,1.8614e-14,77.7384
TGO,2024 JAN 05 11:21:00,73.9291,-122.142,434.3967,15.2197,77.864,1.4027,79.2486

MRO,2024 JAN 06 19:03:00,75.1939,135.0355,316.1373,15.2186,78.9778,1.4224e-14,78.9778
TGO,2024 JAN 06 18:48:00,74.6481,139.4125,432.3928,15.2669,78.7704,1.8312,80.5421

MRO,2024 JAN 08 10:18:00,71.7886,-76.174,312.7704,15.3397,77.6125,1.7293e-14,77.6125
TGO,2024 JAN 08 10:06:00,74.5567,-79.4169,432.9952,14.9289,78.1062,0.11932,78.1339

MRO,2024 JAN 10 10:57:00,77.6919,-70.3971,316.238,15.0753,81.1148,9.5747e-15,81.1148
TGO,2024 JAN 10 11:15:00,75.659,-68.3168,433.4863,15.5061,80.9626,0.12116,81.0162

MRO,2024 JAN 10 16:33:00,76.1529,-150.7548,314.9108,15.1686,80.3752,1.0815e-14,80.3752
TGO,2024 JAN 10 17:09:00,75.735,-152.8942,434.0047,15.61,81.3733,0.12135,81.4309

MRO,2024 JAN 11 11:15:00,75.781,-63.3975,315.6333,15.1931,80.3807,9.5417e-15,80.3807
TGO,2024 JAN 10 11:15:00,75.659,-68.3168,433.4863,15.5061,80.9626,0.12116,81.0162

MRO,2024 JAN 11 20:36:00,75.9912,160.0195,317.3859,15.1875,80.5952,2.0811e-14,80.5952
TGO,2024 JAN 11 20:39:00,75.0474,160.7818,432.6497,15.2872,80.2695,15.1084,72.1105

MRO,2024 JAN 13 10:00:00,76.3388,-26.1877,314.5077,15.1747,81.1564,1.242e-14,81.1564
TGO,2024 JAN 13 10:00:00,75.841,-26.7797,433.2196,15.135,80.7227,0.12748,80.7651

MRO,2024 JAN 16 09:03:00,75.2305,17.2665,316.5544,15.2231,81.2662,2.9506e-14,81.2662
TGO,2024 JAN 16 08:45:00,75.876,15.3913,434.1531,14.8058,80.5983,0.13447,80.631

MRO,2024 JAN 17 01:54:00,78.7114,128.1013,317.8145,15.0117,83.2477,1.3886e-14,83.2477
TGO,2024 JAN 17 02:27:00,75.6653,126.2601,434.8736,15.4242,82.2903,0.12223,82.3406

MRO,2024 JAN 20 21:30:00,74.5071,-125.7423,313.8245,15.24,81.92,1.8682e-14,81.92
TGO,2024 JAN 20 20:51:00,75.5638,-122.9061,435.1076,14.7964,81.4221,0.13231,81.4519

