NOM_02, OCCEG, 9, 97, 138, 152, 196, 245, 267, 269, 291, 294, 334, 335
NOM_02, OCCIN, 94, 157, 174, 177, 199, 274, 310
NOM_03, OCCEG, 39, 47, 66, 68, 70, 99, 101, 122, 130, 143, 144, 157, 159, 163, 166, 168, 177, 181, 191, 199, 202, 211, 213, 221, 223, 226, 228, 230, 237, 242, 249, 254, 263, 265, 270, 274, 275, 280, 282, 284, 289, 303, 304, 306, 311, 313, 317, 318, 327, 337, 339, 341
NOM_03, OCCIN, 5, 20, 24, 36, 38, 48, 52, 61, 63, 73, 77, 89, 92, 109, 115, 119, 121, 132, 134, 137, 138, 144, 149, 159, 161, 170, 175, 184, 188, 201, 202, 207, 213, 214, 220, 221, 225, 231, 233, 237, 245, 249, 250, 254, 257, 263, 269, 272, 275, 286, 289, 291, 293, 294, 296, 298, 304, 313, 320, 322, 332, 335, 339, 341
CO_001, OCCEG, 114, 204, 250
CO_001, OCCIN, 27, 34
CO_002, OCCEG, 11, 15, 41, 56, 112, 149, 155, 161, 174, 175, 193, 201, 206, 238, 240, 252, 272, 286, 293, 302, 315, 320, 322, 323
CO_002, OCCIN, 7, 50, 80, 107, 197, 209, 235, 287, 299, 327, 337
CO2_01, OCCEG, 231
CO2_01, OCCIN, 211
CO2_02, OCCEG, 13, 72, 81, 85, 95, 126, 128, 137, 140, 216, 218, 220, 225, 233, 260, 262, 279, 299, 301, 310
CO2_02, OCCIN, 3, 55, 75, 140, 146, 152, 204, 218, 270, 279, 301, 306, 308, 330, 334
HCL_01, OCCEG, 58, 60, 134, 150, 170, 180, 207
HCL_01, OCCIN, 22, 102, 206, 252, 284, 325
FUL_01, OCCEG, 31, 110, 146, 197, 214, 330
FUL_01, OCCIN, 150, 226, 238, 244, 260, 323
