S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2020 NOV 28 18:48:00,-32.0568,30.2954,253.9747,14.6814,40.3923,9.5417e-15,40.3923
TGO,2020 NOV 28 18:36:00,-29.6166,34.5412,381.455,14.7697,40.9058,0.52826,40.9939

MRO,2020 NOV 28 20:42:00,-26.2305,2.18,256.0576,14.6561,38.8094,1.8426e-14,38.8094
TGO,2020 NOV 28 20:33:00,-26.8233,4.8174,382.6089,14.6858,39.3002,0.51568,39.4034

MRO,2020 NOV 28 22:36:00,-20.425,-25.8859,257.2097,14.6339,37.9458,7.1119e-15,37.9458
TGO,2020 NOV 28 22:30:00,-24.0141,-24.8659,383.9149,14.6047,37.8163,0.47872,37.7373

MRO,2020 NOV 29 00:21:00,-43.6352,-49.8495,251.5528,14.7394,45.3081,8.0525e-14,45.3081
TGO,2020 NOV 29 00:33:00,-38.8295,-49.3722,381.9112,14.9658,45.7763,0.54996,45.8164

MRO,2020 NOV 29 00:24:00,-33.9151,-51.3459,252.8838,14.6883,41.0423,2.2935e-14,41.0423
TGO,2020 NOV 29 00:30:00,-30.0975,-52.2517,383.0311,14.7253,40.4718,0.529,40.554

MRO,2020 NOV 29 02:18:00,-27.8818,-79.4552,253.2302,14.6633,39.2197,9.6733e-15,39.2197
TGO,2020 NOV 29 02:27:00,-27.4996,-81.7939,382.7984,14.6536,39.0178,1.0766,37.9431

MRO,2020 NOV 29 04:12:00,-21.7684,-107.536,255.3294,14.6406,38.1159,2.4841e-14,38.1159
TGO,2020 NOV 29 04:24:00,-24.9928,-111.5321,382.6352,14.5686,37.4793,0.63462,37.7178

MRO,2020 NOV 29 05:57:00,-44.7841,-131.4386,251.6483,14.75,45.9681,3.5984e-14,45.9681
TGO,2020 NOV 29 06:27:00,-39.8907,-135.7533,381.3703,14.9489,45.9841,0.54925,46.0165

MRO,2020 NOV 30 06:15:00,-44.8884,-126.1549,251.1274,14.7508,46.1764,2.8625e-14,46.1764
TGO,2020 NOV 30 06:03:00,-43.1129,-121.8893,380.029,14.8406,46.2469,0.74098,46.2886

MRO,2020 NOV 30 08:09:00,-38.8715,-154.481,252.9628,14.7114,43.2024,1.0743e-13,43.2024
TGO,2020 NOV 30 08:00:00,-40.4624,-151.876,381.5699,14.7392,44.1297,0.54038,43.8172

MRO,2020 NOV 30 11:48:00,-56.3714,154.076,250.4943,14.8339,52.8881,9.1354e-14,52.8881
TGO,2020 NOV 30 12:00:00,-52.1813,156.3139,380.5372,15.1778,53.3101,0.54973,53.2705

MRO,2020 NOV 30 11:51:00,-46.6313,152.1512,251.2639,14.7544,47.0789,7.5868e-14,47.0789
TGO,2020 NOV 30 11:57:00,-43.6959,151.5217,380.7304,14.8097,46.233,0.56907,46.1782

