S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2023 FEB 19 00:42:00,-19.1111,-158.4371,256.4824,14.885,52.2226,6.6488e-14,52.2226
TGO,2023 FEB 19 00:30:00,-15.4635,-153.742,384.9991,15.0033,51.864,2.4639,49.7331

MRO,2023 FEB 19 02:36:00,-13.2721,173.5183,258.4118,14.865,49.0633,2.3854e-14,49.0633
TGO,2023 FEB 19 02:27:00,-12.7111,176.7381,386.2931,14.9336,49.6976,1.9715,47.951

MRO,2023 FEB 19 02:39:00,-3.6256,172.3397,262.9761,14.8353,44.7444,1.5982e-14,44.7444
TGO,2023 FEB 19 02:24:00,-3.8092,175.2566,389.6335,14.7864,44.117,2.7705,41.6019

MRO,2023 FEB 19 04:33:00,2.1467,144.342,266.0762,14.8183,42.8362,4.9688e-14,42.8362
TGO,2023 FEB 19 04:21:00,-1.0551,145.5152,390.3279,14.7019,42.0259,0.28649,42.1702

MRO,2023 FEB 19 08:06:00,-34.3564,94.485,252.036,14.9503,61.9057,6.9031e-14,61.9057
TGO,2023 FEB 19 08:27:00,-31.2971,93.4678,378.9386,15.2233,62.8182,1.7899,63.762

MRO,2023 FEB 19 08:09:00,-24.6507,93.1466,253.9673,14.9097,55.6061,4.0233e-14,55.6061
TGO,2023 FEB 19 08:24:00,-22.4388,91.25,380.6768,15.0267,55.7158,3.0708,57.7425

MRO,2023 FEB 19 08:12:00,-14.9684,91.898,256.9375,14.8753,50.0253,1.1639e-14,50.0253
TGO,2023 FEB 19 08:21:00,-13.554,89.3851,383.2928,14.8539,49.0713,4.3611,52.3775

MRO,2023 FEB 19 10:06:00,-8.8054,63.8588,259.3615,14.8556,46.9927,2.0365e-14,46.9927
TGO,2023 FEB 19 10:18:00,-11.0386,60.1687,384.1731,14.8044,47.2714,3.0562,49.5951

MRO,2023 FEB 20 12:06:00,-41.3427,46.2487,251.2498,14.9925,66.9693,3.4841e-14,66.9693
TGO,2023 FEB 20 12:00:00,-38.3228,50.6801,379.5361,15.1906,66.801,0.51013,66.756

MRO,2023 FEB 20 14:03:00,-25.7145,16.6881,255.2763,14.92,56.483,8.3243e-14,56.483
TGO,2023 FEB 20 13:54:00,-26.7169,18.6518,381.5934,14.905,56.9084,0.68849,56.2455

MRO,2023 FEB 20 14:06:00,-16.0373,15.4455,258.171,14.8858,50.8031,2.642e-14,50.8031
TGO,2023 FEB 20 13:51:00,-17.8172,16.8672,383.5968,14.7372,49.9096,1.7964,48.3819

MRO,2023 FEB 20 16:00:00,-10.2405,-12.5763,260.0703,14.8675,47.8509,2.4841e-14,47.8509
TGO,2023 FEB 20 15:48:00,-15.0258,-12.9445,385.2781,14.6481,47.3354,1.268,48.0225

MRO,2023 FEB 20 19:36:00,-37.1686,-63.596,251.1625,14.9706,64.0977,6.4323e-14,64.0977
TGO,2023 FEB 20 19:51:00,-36.1399,-65.8271,381.2849,15.0653,64.3236,0.49121,64.2705

MRO,2023 FEB 20 19:39:00,-27.4544,-64.9657,252.8416,14.9281,57.6248,3.9341e-14,57.6248
TGO,2023 FEB 20 19:48:00,-27.2905,-68.1171,382.5839,14.8639,56.8441,0.56178,56.2861

MRO,2023 FEB 20 21:33:00,-21.3568,-93.0347,254.1018,14.9064,53.8873,2.6336e-14,53.8873
TGO,2023 FEB 20 21:45:00,-24.744,-97.712,381.9794,14.7892,54.514,0.44321,54.5084

MRO,2023 FEB 21 19:57:00,-27.1034,-59.7304,252.8418,14.9331,57.5918,3.4986e-14,57.5918
TGO,2023 FEB 21 19:24:00,-30.6616,-55.0652,381.9815,14.7086,57.5183,4.3105,60.0575

MRO,2023 FEB 21 23:36:00,-44.013,-111.7347,250.1643,15.0192,69.1793,3.3206e-14,69.1793
TGO,2023 FEB 21 23:24:00,-43.0808,-108.4663,379.1132,15.0425,68.7475,0.49512,68.6727

MRO,2023 FEB 22 01:33:00,-28.1647,-141.4078,253.4355,14.9394,58.3239,6.3691e-14,58.3239
TGO,2023 FEB 22 01:18:00,-31.6553,-140.9987,381.36,14.7233,58.3485,0.41949,57.9306

MRO,2023 FEB 22 05:09:00,-55.2261,168.3548,250.0399,15.0947,77.3353,2.624e-14,77.3353
TGO,2023 FEB 22 05:21:00,-52.3537,169.4003,381.0188,15.3592,77.1969,0.49202,77.1378

MRO,2023 FEB 22 07:06:00,-39.6057,138.312,251.1043,14.9903,66.0673,5.2068e-14,66.0673
TGO,2023 FEB 22 07:15:00,-40.9932,135.2299,379.6137,14.9308,66.4818,1.424,65.4884

MRO,2023 FEB 22 07:09:00,-29.8869,136.9131,252.6154,14.9456,59.4646,6.6412e-14,59.4646
TGO,2023 FEB 22 07:12:00,-32.1609,132.5872,380.438,14.7058,58.5526,2.8055,56.7684

MRO,2023 FEB 22 10:45:00,-56.6761,87.0335,249.8066,15.125,78.5444,6.3642e-15,78.5444
TGO,2023 FEB 22 11:15:00,-53.3102,83.1056,378.2623,15.3497,77.7754,0.48829,77.7168

MRO,2023 FEB 23 11:06:00,-46.715,90.2776,249.6517,15.0458,71.4176,4.5871e-14,71.4176
TGO,2023 FEB 23 10:48:00,-47.8403,92.7613,377.7723,14.9192,71.2562,0.48413,71.1688

MRO,2023 FEB 23 16:39:00,-57.7277,10.5264,250.882,15.1319,79.5034,3.8109e-14,79.5034
TGO,2023 FEB 23 16:45:00,-57.0492,12.1093,379.9966,15.3347,80.2655,0.18337,80.0821

MRO,2023 FEB 23 16:42:00,-47.9869,8.5522,251.1363,15.0489,72.3348,3.1806e-14,72.3348
TGO,2023 FEB 23 16:42:00,-48.5707,6.6034,379.976,14.9189,71.8026,0.53711,71.4578

MRO,2023 FEB 23 18:36:00,-42.1529,-19.731,251.4151,15.0131,68.1549,3.9245e-14,68.1549
TGO,2023 FEB 23 18:39:00,-45.8544,-23.8364,380.5735,14.7881,68.9576,0.48136,68.8638

MRO,2023 FEB 23 22:12:00,-69.1881,-67.5984,248.3392,15.3264,88.1769,1.7128e-14,88.1769
TGO,2023 FEB 23 22:42:00,-64.9975,-67.477,379.4723,15.8214,87.8837,12.79,100.6659

MRO,2023 FEB 23 22:15:00,-59.4469,-70.8528,248.1276,15.1581,80.8604,1.7201e-14,80.8604
TGO,2023 FEB 23 22:39:00,-57.7103,-74.5427,379.4256,15.3017,80.5319,1.1507,81.5842

MRO,2023 FEB 24 17:03:00,-38.1862,12.227,252.0494,14.9983,65.5526,4.9093e-14,65.5526
TGO,2023 FEB 24 16:15:00,-43.1782,16.7574,379.7081,14.5217,65.208,0.48184,65.1078

MRO,2023 FEB 24 22:36:00,-49.6706,-67.7288,248.4995,15.0708,73.8243,2.0178e-14,73.8243
TGO,2023 FEB 24 22:12:00,-52.3792,-65.6005,379.831,14.8233,74.0773,0.57076,74.5906

MRO,2023 FEB 25 04:12:00,-50.7701,-149.3695,250.3413,15.0797,74.6684,5.5819e-14,74.6684
TGO,2023 FEB 25 04:06:00,-53.3781,-151.5307,380.8773,14.8383,74.9332,0.24622,74.7195

MRO,2023 FEB 25 07:51:00,-68.225,160.6331,249.244,15.3,87.6717,2.5556e-14,87.6717
TGO,2023 FEB 25 08:06:00,-64.5661,161.5837,380.1313,15.6067,86.7615,0.45482,86.7306

MRO,2023 FEB 25 09:45:00,-62.3197,131.421,249.7272,15.2019,83.2828,1.3114e-14,83.2828
TGO,2023 FEB 25 10:03:00,-61.1795,128.0982,378.5479,15.2725,82.8878,11.8814,94.2879

MRO,2023 FEB 26 08:12:00,-58.1512,162.8199,249.3053,15.1503,80.3241,8.0274e-14,80.3241
TGO,2023 FEB 26 07:39:00,-58.9218,167.5928,380.6905,14.9331,79.6639,7.0863,86.5862

MRO,2023 FEB 26 19:24:00,-60.8853,-0.14846,251.4988,15.1889,82.4709,6.8289e-14,82.4709
TGO,2023 FEB 26 19:27:00,-61.0893,-3.7012,379.9749,15.0006,81.6432,0.4384,81.5865

MRO,2023 FEB 28 01:18:00,-62.0113,-76.2904,248.1278,15.22,83.5971,2.624e-14,83.5971
TGO,2023 FEB 28 00:57:00,-63.6585,-74.853,379.1774,14.9753,83.5586,13.7981,97.179

MRO,2023 MAR 01 10:57:00,-60.9177,152.0554,248.6819,15.2011,82.9835,1.778e-14,82.9835
TGO,2023 MAR 01 10:21:00,-63.7055,153.5293,379.8843,14.7153,82.6807,0.41122,82.6229

MRO,2023 MAR 02 22:27:00,-63.5431,-5.5816,251.0359,15.2508,85.2467,3.4276e-14,85.2467
TGO,2023 MAR 02 21:45:00,-66.7043,-2.4743,380.5257,14.7767,85.4415,14.0882,99.5281

MRO,2023 MAR 06 13:18:00,75.9655,-8.2398,317.6192,3.6211,84.7718,2.1924e-14,84.7718
TGO,2023 MAR 06 13:15:00,74.1542,-4.6605,433.4035,3.8111,85.2458,1.04,86.2526

MRO,2023 MAR 06 18:54:00,77.3424,-88.3231,314.5124,3.7339,83.6108,6.6394e-15,83.6108
TGO,2023 MAR 06 19:09:00,74.5653,-88.0141,433.2101,3.9978,84.3589,0.45422,84.6006

MRO,2023 MAR 10 03:18:00,71.7059,173.7246,313.1831,3.4722,87.3166,2.9326e-14,87.3166
TGO,2023 MAR 11 03:18:00,74.4317,177.0241,432.672,3.0558,86.6381,0.45483,86.9165

MRO,2023 MAR 11 03:36:00,71.2191,178.7393,313.6955,3.4622,87.5036,1.4233e-14,87.5036
TGO,2023 MAR 11 03:18:00,74.4317,177.0241,432.672,3.0558,86.6381,0.45483,86.9165

MRO,2023 MAR 11 09:12:00,72.6736,98.0656,314.3648,3.5356,86.2878,3.1815e-14,86.2878
TGO,2023 MAR 11 09:12:00,74.8492,94.0333,434.2136,3.2667,85.7178,0.44954,85.9828

MRO,2023 MAR 14 11:57:00,75.1252,88.4364,313.5766,3.6614,83.8913,2.6238e-14,83.8913
TGO,2023 MAR 14 11:54:00,75.8228,91.1701,433.7525,3.795,83.0824,0.44123,83.3244

MRO,2023 MAR 14 17:33:00,76.3913,7.2359,316.5549,3.6997,82.9904,1.0337e-14,82.9904
TGO,2023 MAR 14 17:48:00,75.9502,6.8132,434.1156,3.9147,82.6157,0.44006,82.853

MRO,2023 MAR 14 21:18:00,74.3283,-48.8657,313.9831,3.61,84.472,2.0365e-14,84.472
TGO,2023 MAR 15 21:18:00,75.7518,-45.5931,432.4096,3.1919,84.6007,0.43981,84.8617

MRO,2023 MAR 14 23:09:00,77.7833,-72.7961,313.5341,3.8158,81.8376,2.7279e-14,81.8376
TGO,2023 MAR 14 23:42:00,75.8831,-75.6235,434.5889,4.1625,81.8528,0.44077,82.0821

MRO,2023 MAR 15 21:36:00,73.7416,-44.0253,314.3594,3.5883,84.7451,2.2546e-14,84.7451
TGO,2023 MAR 15 21:18:00,75.7518,-45.5931,432.4096,3.1919,84.6007,0.43981,84.8617

MRO,2023 MAR 16 03:12:00,74.7295,-124.9455,314.5165,3.6453,83.9261,1.5982e-14,83.9261
TGO,2023 MAR 16 03:12:00,75.7755,-129.7223,434.751,3.3269,84.1868,0.44039,84.4438

