MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2020 DEC 29 22:15:00,-71.0457,-74.4906,249.7319,15.1583,69.1605,2.8492e-14,69.1605,2020 DEC 29 21:42:00,-73.3229,-69.697,382.1533,14.9425,69.8895,0.37187,69.9113
2020 DEC 30 03:51:00,-72.1634,-155.9141,251.2207,15.1808,69.9857,1.0058e-14,69.9857,2020 DEC 30 03:36:00,-73.0796,-154.0041,379.0909,15.0647,70.1706,0.37783,70.1954
2020 DEC 30 09:27:00,-73.8734,123.4942,250.9145,15.2586,71.3529,2.2321e-14,71.3529,2020 DEC 30 09:30:00,-72.5561,122.1021,380.7659,15.2144,70.3964,0.38718,70.4242
2021 JAN 01 04:27:00,-71.5041,-145.6631,250.9749,15.1681,69.9536,1.4224e-14,69.9536,2021 JAN 01 04:45:00,-71.0602,-146.7587,378.9386,15.3872,70.5202,0.40452,70.5477
2021 JAN 05 15:00:00,-69.1325,98.1258,250.0452,15.1308,69.254,1.0003e-14,69.254,2021 JAN 05 14:54:00,-66.869,102.108,380.5491,15.2989,68.6282,0.43269,68.6332
2021 JAN 07 04:24:00,-65.6896,-89.0106,248.5218,15.0583,67.098,1.2722e-14,67.098,2021 JAN 07 04:15:00,-65.0288,-84.4264,381.0106,15.2181,67.4725,0.61178,68.0461
2021 JAN 08 14:03:00,-64.3204,139.262,250.5747,15.0303,66.387,4.6852e-14,66.387,2021 JAN 08 13:39:00,-65.9865,141.9327,380.9143,14.8189,66.4833,0.99841,65.4973
2021 JAN 08 23:24:00,-63.1259,2.457,252.3446,15.0108,65.616,3.9757e-16,65.616,2021 JAN 08 23:30:00,-62.4822,3.6643,379.978,15.1886,66.1785,2.7922,63.3863
2021 JAN 09 05:00:00,-64.6521,-78.7633,249.313,15.0469,66.8063,1.0579e-14,66.8063,2021 JAN 09 05:24:00,-61.9407,-82.7066,381.0906,15.1736,65.8239,2.1168,63.7074
2021 JAN 14 23:24:00,-46.6832,57.9778,249.8887,14.8783,55.9616,3.1964e-14,55.9616,2021 JAN 14 23:03:00,-46.7312,62.6658,379.6913,14.8503,55.7504,1.1112,56.6403
2021 JAN 15 03:09:00,-44.4542,2.9271,252.5576,14.8583,54.5655,6.472e-15,54.5655,2021 JAN 15 03:00:00,-43.2379,6.5501,381.396,14.9539,54.7733,0.5244,54.7445
2021 JAN 15 06:54:00,-42.363,-51.9937,251.1971,14.8472,53.3461,6.9172e-14,53.3461,2021 JAN 15 06:57:00,-39.9792,-50.2389,382.3583,15.0131,53.7286,1.7386,55.2649
2021 JAN 15 12:30:00,-43.3969,-133.607,251.4936,14.8572,54.0405,1.5581e-14,54.0405,2021 JAN 15 12:51:00,-39.0152,-136.299,381.4591,15.0186,53.3651,0.66243,52.7145
2021 JAN 16 14:42:00,-36.9943,-156.6664,252.5857,14.8228,50.5394,2.642e-14,50.5394,2021 JAN 16 14:24:00,-38.3709,-152.5734,382.5325,14.8036,51.037,0.5195,51.0162
2021 JAN 16 18:27:00,-34.9829,148.4219,252.3578,14.8122,49.4742,3.1806e-14,49.4742,2021 JAN 16 18:21:00,-35.0597,150.4957,382.3632,14.8531,49.9517,0.95222,50.6161
2021 JAN 16 22:12:00,-32.7485,93.6104,252.61,14.8083,48.4187,3.3215e-14,48.4187,2021 JAN 16 22:18:00,-31.8285,93.7226,381.2059,14.9133,49.2143,0.60422,49.437
2021 JAN 17 00:03:00,-36.2461,66.8632,251.3433,14.8261,50.2651,5.618e-14,50.2651,2021 JAN 17 00:15:00,-34.3524,64.0472,380.4035,14.8331,49.4382,0.51576,49.4402
2021 JAN 17 03:48:00,-33.9433,11.8983,253.8376,14.8119,49.039,3.0548e-14,49.039,2021 JAN 17 04:12:00,-30.8155,7.3176,382.601,14.8958,48.6268,0.98007,47.71
2021 JAN 18 02:15:00,-29.7044,43.9294,253.9359,14.8,47.1611,6.1427e-14,47.1611,2021 JAN 18 01:48:00,-33.6241,47.9953,380.3212,14.6331,47.0736,0.8056,46.2817
2021 JAN 18 04:09:00,-23.785,15.8174,256.6506,14.7753,44.6282,3.4732e-14,44.6282,2021 JAN 18 03:48:00,-27.4026,20.4977,382.6613,14.7467,45.5914,2.1624,47.6197
2021 JAN 18 06:00:00,-27.6354,-10.9724,255.5766,14.79,46.2253,3.1964e-14,46.2253,2021 JAN 18 05:45:00,-30.1601,-9.2062,383.3618,14.6644,45.7951,1.6133,47.3198
2021 JAN 18 07:54:00,-21.7552,-39.0477,256.3267,14.7678,43.8966,3.8299e-14,43.8966,2021 JAN 18 07:45:00,-24.0998,-36.7764,384.4651,14.7733,44.7252,3.6856,48.352
2021 JAN 18 09:45:00,-25.4512,-65.8385,254.1331,14.7825,45.3286,3.8299e-14,45.3286,2021 JAN 18 09:42:00,-26.8784,-66.0236,383.5127,14.7217,45.108,0.35348,45.0222
2021 JAN 18 17:15:00,-20.5165,-175.6309,256.6045,14.7636,43.5111,1.7421e-14,43.5111,2021 JAN 18 17:36:00,-19.6011,179.6504,385.717,14.7897,43.6126,2.8939,46.4923
2021 JAN 19 19:27:00,-13.9871,161.5599,258.744,14.7458,41.8379,2.7773e-14,41.8379,2021 JAN 19 19:12:00,-10.2847,165.5376,388.0229,14.7678,41.6432,0.37978,41.7795
2021 JAN 19 21:21:00,-8.1382,133.5509,261.2569,14.7281,40.8886,2.0116e-14,40.8886,2021 JAN 19 21:09:00,-13.0921,135.9884,386.0429,14.6961,40.9723,0.40313,41.0962
2021 JAN 19 23:12:00,-11.8262,106.7495,259.0885,14.7422,41.4577,2.0917e-14,41.4577,2021 JAN 19 23:06:00,-15.8618,106.7352,384.325,14.6439,40.7744,2.4709,38.3077
