Target Name,Flyover #,Orbit type,Thermal orbit number,Start crossing time (UTC),End crossing time (UTC),Start crossing latitude (deg),Start crossing longitude (deg),End crossing latitude (deg),End crossing longitude (deg),Start crossing phase angle (deg),End crossing phase angle (deg),Start crossing solar incidence angle (deg),End crossing solar incidence angle (deg),Start crossing emission angle (deg),End crossing emission angle (deg),Start crossing LST (h),End crossing LST (h)
Region of residual magnetic field,1,1,5,2025 AUG 30 22:51:58,2025 AUG 30 23:01:17,-10.0989,-146.3398,-37.6104,-140,141.7386,147.4162,141.6251,147.1149,0.36621,0.60473,21.4133,21.9869
Region of residual magnetic field,2,3,18,2025 SEP 01 00:20:20,2025 SEP 01 00:24:40,-10.142,-161.2339,-33.3157,-155.4886,84.6918,91.7138,138.8304,145.1149,72.3618,88.332,21.2144,21.6675
Region of residual magnetic field,3,1,30,2025 SEP 01 23:59:41,2025 SEP 02 00:12:00,-10.0989,-149.7414,-46.3829,-140,135.9797,141.2563,135.8636,140.9092,0.3677,0.61493,21.0058,21.855
Region of residual magnetic field,4,3,55,2025 SEP 04 01:07:22,2025 SEP 04 01:21:52,-10.0989,-153.1381,-52.6401,-140,130.1786,136.0322,130.0608,135.6779,0.36862,0.60214,20.5981,21.7094
Region of residual magnetic field,5,3,67,2025 SEP 05 00:42:13,2025 SEP 05 00:42:54,-10.0987,-140.3567,-12.112,-140,127.3542,128.3581,127.2695,128.2416,0.3594,0.38943,20.4028,20.4375
Region of residual magnetic field,6,1,80,2025 SEP 06 02:15:00,2025 SEP 06 02:31:11,-10.0975,-156.3613,-57.2554,-140,122.8129,131.769,124.3858,131.4231,1.6021,0.58311,20.2014,21.5544
Region of residual magnetic field,7,3,92,2025 SEP 07 01:49:51,2025 SEP 07 01:56:05,-10.0972,-143.3379,-28.4648,-140,117.66,128.7935,121.8125,128.6446,4.1661,0.54044,20.0219,20.3456
Region of residual magnetic field,8,1,105,2025 SEP 08 03:22:39,2025 SEP 08 03:40:09,-10.0986,-159.3838,-60.7777,-140,113.5639,128.258,118.8844,127.9261,5.3244,0.56361,19.8181,21.3942
Region of residual magnetic field,9,1,117,2025 SEP 09 02:57:34,2025 SEP 09 03:07:43,-10.1,-146.8496,-40.0263,-140,112.944,126.2929,115.8539,126.0965,2.9165,0.59814,19.6072,20.2283
Region of residual magnetic field,10,1,145,2025 SEP 11 10:18:39,2025 SEP 11 10:20:12,-66.2704,150.0735,-69.891,158.1624,123.5983,123.1292,123.2872,122.81,0.52405,0.48739,21.2786,21.8431
Region of residual magnetic field,11,1,146,2025 SEP 11 12:27:25,2025 SEP 11 12:27:30,-69.8955,-140.5498,-69.7181,-140,112.944,112.944,115.4479,115.3369,2.5067,2.396,3.9925,4.0306
Region of residual magnetic field,12,1,157,2025 SEP 12 09:49:16,2025 SEP 12 09:55:05,-54.927,150.0339,-69.8912,170.9986,121.8141,122.347,121.5696,122.0353,0.59042,0.48963,20.1597,21.6517
Region of residual magnetic field,13,1,170,2025 SEP 13 11:27:03,2025 SEP 13 11:27:52,-68.0107,150.0854,-69.8909,154.7284,121.4,121.4113,121.104,121.1087,0.51031,0.49154,21.1097,21.4328
Region of residual magnetic field,14,3,182,2025 SEP 14 10:58:25,2025 SEP 14 11:02:45,-59.0274,150.0433,-69.8911,167.5718,119.0458,120.5451,118.8061,120.2508,0.57092,0.49298,20.0031,21.2417
Region of residual magnetic field,15,1,195,2025 SEP 15 12:35:02,2025 SEP 15 12:35:46,-68.3769,150.0937,-69.8987,154.4404,112.944,112.944,119.7925,120.0501,6.8529,7.1095,20.9342,21.2358
Region of residual magnetic field,16,3,196,2025 SEP 15 14:42:46,2025 SEP 15 14:43:55,-69.8905,-146.2292,-67.2313,-140,118.3748,117.6913,118.1036,117.4355,0.27714,0.25675,3.2514,3.6853
Region of residual magnetic field,17,1,207,2025 SEP 16 12:07:16,2025 SEP 16 12:10:25,-62.1937,150.0536,-69.891,164.1565,116.6437,118.5819,116.4125,118.3064,0.55126,0.49468,19.8417,20.8328
Region of residual magnetic field,18,3,221,2025 SEP 17 15:50:25,2025 SEP 17 15:52:34,-69.8874,-149.9335,-64.628,-140,118.9656,115.5246,119.4857,119.1982,0.52484,3.6736,2.8228,3.52
Region of residual magnetic field,19,1,233,2025 SEP 18 15:25:05,2025 SEP 18 15:25:08,-69.898,-140.3577,-69.783,-140,112.944,112.944,120.7972,120.7979,7.8537,7.8544,2.4108,2.4356
Region of residual magnetic field,20,3,246,2025 SEP 19 16:58:08,2025 SEP 19 17:00:58,-69.8905,-152.9929,-62.9971,-140,120.8379,120.9189,120.5291,120.6343,0.32169,0.28457,2.4383,3.3506
Region of residual magnetic field,21,1,258,2025 SEP 20 16:33:03,2025 SEP 20 16:33:06,-69.8905,-140.2672,-69.794,-140,121.3311,121.3462,121.0143,121.0295,0.33217,0.33157,2.2406,2.2592
Region of residual magnetic field,22,3,259,2025 SEP 20 18:30:55,2025 SEP 20 18:43:34,-69.8906,-169.1598,-35.0944,-140,121.3631,112.8254,121.0457,118.2693,0.33295,5.445,2.2261,4.3756
Region of residual magnetic field,23,3,271,2025 SEP 21 18:05:48,2025 SEP 21 18:09:44,-69.8905,-156.3603,-60.0648,-140,121.7917,123.0963,121.4669,122.7971,0.34305,0.29942,2.0328,3.1872
Region of residual magnetic field,24,3,298,2025 SEP 23 23:10:47,2025 SEP 23 23:30:24,-66.2893,150.074,-10.0994,177.1877,123.9708,112.8254,123.6284,117.6625,0.35228,4.8383,2.1303,4.2561
Region of residual magnetic field,25,1,311,2025 SEP 25 00:49:40,2025 SEP 25 01:03:14,-49.8208,150.0262,-10.0985,160.6989,128.3067,113.0495,128.009,121.0281,0.30392,7.9787,3.0914,4.0233
Region of residual magnetic field,26,3,336,2025 SEP 27 01:59:54,2025 SEP 27 02:10:54,-42.4805,150.019,-10.097,157.7678,132.463,123.2988,132.1809,126.4848,0.29139,3.188,2.9517,3.6464
