NOM_02, OCCEG, 35, 47, 66, 67, 76, 115, 124, 128, 135
NOM_02, OCCIN, 19, 43, 45, 53, 110, 133
NOM_02, OCCME, 141, 143
NOM_03, OCCEG, 12, 27, 33, 39, 121, 127, 130, 138
NOM_03, OCCIN, 49, 70, 83, 89, 94, 140
CO_001, OCCEG, 10, 30, 36, 43, 70, 77, 83, 95, 109, 140
CO_001, OCCIN, 5, 7, 15, 17, 30, 64, 130
CO2_01, OCCEG, 17, 22, 85, 91, 104
CO2_01, OCCIN, 79, 85
DUST01, OCCEG, 97
HDO_01, OCCIN, 67
NOM_01, OCCEG, 19
