Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	98	Ingress	2025 SEP 27 15:25:21	2025 SEP 27 15:29:58	2025 SEP 27 15:30:57	336.00	148.99	125.43	117.06	-64.39	-72.98	-74.39	14.45	14	-	-	-		
N/A	1	98	Egress	2025 SEP 27 16:03:36	2025 SEP 27 16:04:32	2025 SEP 27 16:08:48	312.00	-14.64	-15.55	-19.85	19.87	22.31	32.64	5.62	14	-	-	-		
NOMAD	2	98	Ingress	2025 SEP 27 17:23:18	2025 SEP 27 17:27:54	2025 SEP 27 17:28:53	335.00	120.22	96.77	88.41	-64.46	-72.99	-74.40	14.46	1	6SUBD Nom CO2 #1	Science: orders #121, #134, #149, #164, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
NOMAD	2	98	Egress	2025 SEP 27 18:01:38	2025 SEP 27 18:02:34	2025 SEP 27 18:06:49	311.00	-43.47	-44.39	-48.69	20.31	22.75	33.01	5.61	1	6SUBD Nominal #53	Science: orders #121, #136, #169, #129, #148, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
ACS	3	98	Ingress	2025 SEP 27 19:21:12	2025 SEP 27 19:25:49	2025 SEP 27 19:26:47	335.00	91.47	67.87	59.64	-64.53	-73.05	-74.43	14.44	14	-	-	-	&mroOverlap; 	
ACS	3	98	Egress	2025 SEP 27 19:59:37	2025 SEP 27 20:00:33	2025 SEP 27 20:04:46	309.00	-72.29	-73.22	-77.48	20.73	23.15	33.31	5.60	14	-	-	-	&mroOverlap; 	
NOMAD	4	98	Ingress	2025 SEP 27 21:19:08	2025 SEP 27 21:23:43	2025 SEP 27 21:24:41	333.00	62.54	38.99	30.74	-64.70	-73.11	-74.48	14.43	1	6SUBD CO2 #18	Science: orders #154, #155, #156, #157, #158, #159, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	4	98	Egress	2025 SEP 27 21:57:35	2025 SEP 27 21:58:30	2025 SEP 27 22:02:43	308.00	-101.09	-102.00	-106.27	21.07	23.45	33.58	5.59	1	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	5	98	Ingress	2025 SEP 27 23:17:04	2025 SEP 27 23:21:37	2025 SEP 27 23:22:35	331.00	33.74	10.40	2.19	-64.79	-73.11	-74.47	14.44	3	-	-	-	&mroOverlap; 	
ACS	5	98	Egress	2025 SEP 27 23:55:36	2025 SEP 27 23:56:31	2025 SEP 28 00:00:42	306.00	-129.91	-130.81	-135.05	21.45	23.82	33.82	5.59	3	-	-	-	&mroOverlap; 	
NOMAD	6	98	Ingress	2025 SEP 28 01:15:02	2025 SEP 28 01:19:34	2025 SEP 28 01:20:31	329.00	5.01	-18.16	-26.18	-64.83	-73.09	-74.44	14.45	1	6SUBD CO2 H2O #12	Science: orders #121, #132, #148, #156, #189, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
NOMAD	6	98	Egress	2025 SEP 28 01:53:39	2025 SEP 28 01:54:34	2025 SEP 28 01:58:43	304.00	-158.75	-159.66	-163.87	21.88	24.23	34.12	5.58	1	6SUBD CO #1	Science: orders #132, #183, #184, #185, #186, #187, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
NOMAD	7	98	Ingress	2025 SEP 28 03:13:03	2025 SEP 28 03:17:33	2025 SEP 28 03:18:30	327.00	-23.84	-46.85	-54.84	-64.94	-73.11	-74.45	14.45	1	6SUBD CO2 #23	Science: orders #186, #190, #132, #148, #156, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
N/A	7	98	Egress	2025 SEP 28 03:51:44	2025 SEP 28 03:52:38	2025 SEP 28 03:56:47	303.00	172.39	171.50	167.27	22.33	24.64	34.50	5.57	1	-	-	-	&mroOverlap; 	
ACS	8	98	Ingress	2025 SEP 28 05:11:04	2025 SEP 28 05:15:33	2025 SEP 28 05:16:30	326.00	-52.78	-75.85	-83.87	-65.10	-73.19	-74.52	14.43	14	-	-	-		
ACS	8	98	Egress	2025 SEP 28 05:49:49	2025 SEP 28 05:50:43	2025 SEP 28 05:54:52	303.00	143.53	142.64	138.40	22.80	25.10	34.93	5.56	14	-	-	-		
