Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	98	Nightside	2025 SEP 27 15:18:12	2025 SEP 27 15:47:32	2025 SEP 27 16:16:53	3521.44	164.82	-50.30	-29.53	-49.82	-36.01	49.94	133.61	3.02	14	-	-	-		
1	98	Dayside	2025 SEP 27 16:16:53	2025 SEP 27 16:46:33	2025 SEP 27 17:16:12	3559.19	-29.53	114.78	135.97	49.94	37.13	-50.07	46.32	14.99	14	-		COP row -1: UVIS off		
2	98	Nightside	2025 SEP 27 17:16:12	2025 SEP 27 17:45:32	2025 SEP 27 18:14:53	3520.18	135.97	-79.13	-58.38	-50.07	-35.73	50.21	133.77	3.02	1	-	-	-		
2	98	Dayside	2025 SEP 27 18:14:53	2025 SEP 27 18:44:32	2025 SEP 27 19:14:11	3558.19	-58.38	85.96	107.13	50.21	36.92	-50.32	46.18	14.98	1	-		COP row -1: UVIS off	&mroOverlap; 	
3	98	Nightside	2025 SEP 27 19:14:11	2025 SEP 27 19:43:30	2025 SEP 27 20:12:49	3518.46	107.13	-107.94	-87.20	-50.32	-35.49	50.44	133.92	3.01	14	-	-	-		
3	98	Dayside	2025 SEP 27 20:12:49	2025 SEP 27 20:42:27	2025 SEP 27 21:12:06	3556.64	-87.20	57.14	78.33	50.44	36.69	-50.53	46.02	14.97	14	-		COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&mroOverlap; 	
4	98	Nightside	2025 SEP 27 21:12:06	2025 SEP 27 21:41:25	2025 SEP 27 22:10:45	3519.20	78.33	-136.79	-115.98	-50.53	-35.31	50.60	134.08	3.00	1	-	-	-		
4	98	Dayside	2025 SEP 27 22:10:45	2025 SEP 27 22:40:23	2025 SEP 27 23:10:02	3556.94	-115.98	28.24	49.55	50.60	36.50	-50.68	45.82	14.96	1	-		COP row -1: UVIS off		
5	98	Nightside	2025 SEP 27 23:10:02	2025 SEP 27 23:39:23	2025 SEP 28 00:08:43	3521.16	49.55	-165.70	-144.77	-50.68	-35.12	50.76	134.29	2.98	3	-	-	-		
5	98	Dayside	2025 SEP 28 00:08:43	2025 SEP 28 00:38:23	2025 SEP 28 01:08:02	3559.13	-144.77	-0.68	20.76	50.76	36.32	-50.84	45.60	14.94	3	H2O 3SUBD #1	Science: orders #167, #168, #169, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&mroOverlap; 	
