Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	35	Ingress	2020 NOV 28 15:07:59	2020 NOV 28 15:11:43	2020 NOV 28 15:12:29	270.00	-126.35	-102.89	-98.83	-74.56	-71.76	-70.80	2.29	14	-	-	-		
N/A	1	35	Egress	2020 NOV 28 15:49:36	2020 NOV 28 15:50:20	2020 NOV 28 15:53:44	248.00	-31.85	-30.58	-23.62	56.93	58.31	64.02	7.74	14	-	-	-		
NOMAD	2	35	Ingress	2020 NOV 28 17:05:52	2020 NOV 28 17:09:34	2020 NOV 28 17:10:20	268.00	-155.37	-132.10	-128.01	-74.60	-71.89	-70.95	2.26	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
NOMAD	2	35	Egress	2020 NOV 28 17:47:30	2020 NOV 28 17:48:13	2020 NOV 28 17:51:37	247.00	-60.49	-59.25	-52.34	57.00	58.34	64.02	7.74	1	6SUBD CH4 #1	Science: orders #121, #133, #134, #135, #136, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
ACS	3	35	Ingress	2020 NOV 28 19:03:46	2020 NOV 28 19:07:28	2020 NOV 28 19:08:13	267.00	175.18	-161.44	-157.40	-74.64	-72.04	-71.14	2.21	3	-	-	-	&daysideMatch:MERIDIANI SULPHATES; &mroOverlap; 	
ACS	3	35	Egress	2020 NOV 28 19:45:27	2020 NOV 28 19:46:10	2020 NOV 28 19:49:32	245.00	-89.13	-87.90	-81.11	57.08	58.41	64.00	7.75	3	-	-	-	&daysideMatch:MERIDIANI SULPHATES; &mroOverlap; 	
NOMAD	4	35	Ingress	2020 NOV 28 21:01:41	2020 NOV 28 21:05:22	2020 NOV 28 21:06:07	266.00	145.63	169.03	173.12	-74.69	-72.21	-71.34	2.16	1	6SUBD Nominal #51	Science: orders #121, #136, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
NOMAD	4	35	Egress	2020 NOV 28 21:43:26	2020 NOV 28 21:44:09	2020 NOV 28 21:47:30	244.00	-117.73	-116.50	-109.76	57.22	58.54	64.06	7.75	1	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
N/A	5	35	Ingress	2020 NOV 28 22:59:37	2020 NOV 28 23:03:17	2020 NOV 28 23:04:02	265.00	116.32	139.66	143.79	-74.73	-72.35	-71.50	2.11	14	-	-	-	&mroOverlap; 	
N/A	5	35	Egress	2020 NOV 28 23:41:26	2020 NOV 28 23:42:09	2020 NOV 28 23:45:29	243.00	-146.27	-145.04	-138.32	57.41	58.72	64.17	7.76	14	-	-	-	&mroOverlap; 	
ACS	6	35	Ingress	2020 NOV 29 00:57:33	2020 NOV 29 01:01:12	2020 NOV 29 01:01:57	264.00	87.21	110.44	114.60	-74.76	-72.47	-71.63	2.08	3	-	-	-	&mroOverlap; 	
ACS	6	35	Egress	2020 NOV 29 01:39:25	2020 NOV 29 01:40:08	2020 NOV 29 01:43:28	243.00	-174.78	-173.54	-166.79	57.63	58.93	64.32	7.78	3	-	-	-	&mroOverlap; 	
NOMAD	7	35	Ingress	2020 NOV 29 02:55:25	2020 NOV 29 02:59:03	2020 NOV 29 02:59:48	263.00	58.10	81.23	85.41	-74.79	-72.58	-71.76	2.04	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
NOMAD	7	35	Egress	2020 NOV 29 03:37:20	2020 NOV 29 03:38:03	2020 NOV 29 03:41:22	242.00	156.67	157.92	164.63	57.80	59.09	64.41	7.79	1	134 only #2	Science: orders #134, #134, #134, #134, #134, #134, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
NOMAD	8	35	Ingress	2020 NOV 29 04:53:14	2020 NOV 29 04:56:52	2020 NOV 29 04:57:37	263.00	28.65	51.84	56.06	-74.83	-72.72	-71.92	1.99	1	HDO 01	Science: orders #168, #134, #124, #129, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
NOMAD	8	35	Egress	2020 NOV 29 05:35:13	2020 NOV 29 05:35:55	2020 NOV 29 05:39:14	241.00	128.04	129.25	135.91	57.87	59.12	64.41	7.79	1	6SUBD CO2 #1	Science: orders #156, #116, #118, #140, #154, #158, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
ACS	9	35	Ingress	2020 NOV 29 06:51:10	2020 NOV 29 06:54:47	2020 NOV 29 06:55:31	261.00	-0.55	22.56	26.71	-74.86	-72.83	-72.07	1.95	14	-	-	-		
ACS	9	35	Egress	2020 NOV 29 07:33:11	2020 NOV 29 07:33:53	2020 NOV 29 07:37:11	240.00	99.38	100.58	107.17	57.93	59.18	64.41	7.79	14	-	-	-		
NOMAD	10	35	Ingress	2020 NOV 29 08:49:07	2020 NOV 29 08:52:43	2020 NOV 29 08:53:27	260.00	-29.81	-6.80	-2.63	-74.89	-72.95	-72.21	1.91	1	6SUBD Nominal #12	Science: orders #121, #134, #127, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	10	35	Egress	2020 NOV 29 09:31:11	2020 NOV 29 09:31:53	2020 NOV 29 09:35:10	239.00	70.77	71.97	78.51	58.06	59.30	64.46	7.80	1	CO2 Fullscan Fast #4	Diffraction order stepping (fullscan): 10 orders from 165 to 175 in steps of 1 (6 order(s) per 1 second(s))	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	11	35	Ingress	2020 NOV 29 10:47:02	2020 NOV 29 10:50:37	2020 NOV 29 10:51:21	259.00	-59.10	-36.19	-31.99	-74.91	-73.08	-72.35	1.86	14	-	-	-		
ACS	11	35	Egress	2020 NOV 29 11:29:11	2020 NOV 29 11:29:53	2020 NOV 29 11:33:09	238.00	42.21	43.41	49.91	58.23	59.45	64.55	7.81	14	-	-	-		
NOMAD	12	35	Ingress	2020 NOV 29 12:44:55	2020 NOV 29 12:48:30	2020 NOV 29 12:49:14	259.00	-88.47	-65.56	-61.33	-74.94	-73.19	-72.49	1.82	1	6SUBD Nominal #12	Science: orders #121, #134, #127, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	12	35	Egress	2020 NOV 29 13:27:08	2020 NOV 29 13:27:50	2020 NOV 29 13:31:05	237.00	13.68	14.89	21.35	58.41	59.62	64.65	7.82	1	CO2 100km #1	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	13	35	Ingress	2020 NOV 29 14:42:47	2020 NOV 29 14:46:21	2020 NOV 29 14:47:05	258.00	-117.63	-94.85	-90.60	-74.97	-73.30	-72.61	1.78	14	-	-	-		
