Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	35	Nightside	2020 NOV 28 15:01:56	2020 NOV 28 15:31:26	2020 NOV 28 16:00:56	3540.24	-164.56	-106.84	1.00	-72.82	8.30	72.81	144.89	2.35	14	-	-	-		
1	35	Dayside	2020 NOV 28 16:00:56	2020 NOV 28 16:30:22	2020 NOV 28 16:59:48	3531.30	1.00	58.27	166.55	72.81	-6.78	-72.80	34.99	14.31	14	-		COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0		
2	35	Nightside	2020 NOV 28 16:59:48	2020 NOV 28 17:29:18	2020 NOV 28 17:58:49	3541.15	166.55	-135.77	-28.06	-72.80	8.28	72.77	145.13	2.33	1	-	-	-		
2	35	Dayside	2020 NOV 28 17:58:49	2020 NOV 28 18:28:15	2020 NOV 28 18:57:41	3532.35	-28.06	29.33	137.47	72.77	-6.78	-72.76	34.74	14.30	1	-		COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&mroOverlap; 	
3	35	Nightside	2020 NOV 28 18:57:41	2020 NOV 28 19:27:13	2020 NOV 28 19:56:44	3543.15	137.47	-164.73	-57.07	-72.76	8.28	72.74	145.39	2.32	3	-	-	-		
3	35	Dayside	2020 NOV 28 19:56:44	2020 NOV 28 20:26:11	2020 NOV 28 20:55:38	3534.04	-57.07	0.36	108.45	72.74	-6.75	-72.72	34.48	14.28	3	Surface Ice 3SUBD 01	Science: orders #199, #194, #188, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&daysideMatch:MERIDIANI SULPHATES; &mroOverlap; 	
4	35	Nightside	2020 NOV 28 20:55:38	2020 NOV 28 21:25:10	2020 NOV 28 21:54:41	3542.96	108.45	166.30	-85.96	-72.72	8.32	72.72	145.66	2.30	1	-	-	-		
4	35	Dayside	2020 NOV 28 21:54:41	2020 NOV 28 22:24:09	2020 NOV 28 22:53:37	3535.60	-85.96	-28.62	79.61	72.72	-6.78	-72.72	34.21	14.26	1	-		COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&mroOverlap; 	
5	35	Nightside	2020 NOV 28 22:53:37	2020 NOV 28 23:23:07	2020 NOV 28 23:52:38	3541.13	79.61	137.33	-114.76	-72.72	8.35	72.72	145.93	2.28	14	-	-	-		
5	35	Dayside	2020 NOV 28 23:52:38	2020 NOV 29 00:22:06	2020 NOV 29 00:51:34	3535.89	-114.76	-57.57	50.91	72.72	-6.85	-72.73	33.94	14.24	14	-		COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&mroOverlap; 	
6	35	Nightside	2020 NOV 29 00:51:34	2020 NOV 29 01:21:04	2020 NOV 29 01:50:33	3539.33	50.91	108.38	-143.48	-72.73	8.39	72.74	146.19	2.26	3	-	-	-		
6	35	Dayside	2020 NOV 29 01:50:33	2020 NOV 29 02:20:00	2020 NOV 29 02:49:27	3534.19	-143.48	-86.51	22.21	72.74	-6.91	-72.75	33.68	14.23	3	Nominal 6SUBD #2	Science: orders #149, #134, #168, #121, #189, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&mroOverlap; 	
7	35	Nightside	2020 NOV 29 02:49:27	2020 NOV 29 03:18:57	2020 NOV 29 03:48:26	3538.83	22.21	79.46	-172.24	-72.75	8.45	72.74	146.44	2.25	1	-	-	-		
7	35	Dayside	2020 NOV 29 03:48:26	2020 NOV 29 04:17:53	2020 NOV 29 04:47:19	3532.55	-172.24	-115.43	-6.72	72.74	-6.92	-72.72	33.44	14.21	1	-		COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&mroOverlap; 	
8	35	Nightside	2020 NOV 29 04:47:19	2020 NOV 29 05:16:49	2020 NOV 29 05:46:19	3539.74	-6.72	50.54	158.80	-72.72	8.48	72.71	146.69	2.23	1	-	-	-		
8	35	Dayside	2020 NOV 29 05:46:19	2020 NOV 29 06:15:46	2020 NOV 29 06:45:13	3534.29	158.80	-144.37	-35.77	72.71	-6.92	-72.68	33.20	14.19	1	Ice CO 2SUBD #2	Science: orders #193, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&mroOverlap; 	
9	35	Nightside	2020 NOV 29 06:45:13	2020 NOV 29 07:14:43	2020 NOV 29 07:44:14	3540.89	-35.77	21.58	129.71	-72.68	8.44	72.66	146.93	2.21	14	-	-	-		
9	35	Dayside	2020 NOV 29 07:44:14	2020 NOV 29 08:13:42	2020 NOV 29 08:43:10	3535.81	129.71	-173.33	-64.72	72.66	-6.96	-72.65	32.93	14.17	14	-		COP row -1: UVIS off		
10	35	Nightside	2020 NOV 29 08:43:10	2020 NOV 29 09:12:40	2020 NOV 29 09:42:11	3541.71	-64.72	-7.39	100.77	-72.65	8.43	72.64	147.20	2.19	1	-	-	-		
10	35	Dayside	2020 NOV 29 09:42:11	2020 NOV 29 10:11:39	2020 NOV 29 10:41:07	3535.33	100.77	157.70	-93.58	72.64	-6.99	-72.64	32.65	14.16	1	-		COP row -1: UVIS off		
11	35	Nightside	2020 NOV 29 10:41:07	2020 NOV 29 11:10:38	2020 NOV 29 11:40:09	3542.46	-93.58	-36.36	71.99	-72.64	8.48	72.64	147.48	2.18	14	-	-	-		
11	35	Dayside	2020 NOV 29 11:40:09	2020 NOV 29 12:09:36	2020 NOV 29 12:39:02	3533.44	71.99	128.73	-122.36	72.64	-7.01	-72.65	32.38	14.14	14	-		COP row -1: UVIS off		
12	35	Nightside	2020 NOV 29 12:39:02	2020 NOV 29 13:08:34	2020 NOV 29 13:38:05	3542.35	-122.36	-65.32	43.30	-72.65	8.57	72.66	147.75	2.16	1	-	-	-		
12	35	Dayside	2020 NOV 29 13:38:05	2020 NOV 29 14:07:31	2020 NOV 29 14:36:57	3531.91	43.30	99.79	-151.09	72.66	-7.05	-72.66	32.13	14.12	1	-		COP row -1: UVIS off		
13	35	Nightside	2020 NOV 29 14:36:57	2020 NOV 29 15:06:27	2020 NOV 29 15:35:58	3540.91	-151.09	-94.25	14.55	-72.66	8.62	72.67	148.00	2.14	14	-	-	-		
13	35	Dayside	2020 NOV 29 15:35:58	2020 NOV 29 16:05:23	2020 NOV 29 16:34:49	3531.11	14.55	70.87	-179.87	72.67	-7.11	-72.66	31.89	14.11	14	-		COP row -1: UVIS off		
14	35	Nightside	2020 NOV 29 16:34:49	2020 NOV 29 17:04:19	2020 NOV 29 17:33:49	3540.73	-179.87	-123.16	-14.43	-72.66	8.62	72.63	148.24	2.13	1	-	-	-		
