Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2021 NOV 27 15:52:35,2021 NOV 27 17:50:28,7073,2021 NOV 27 15:50:36,2021 NOV 27 16:49:23,3527,2021 NOV 27 16:49:24,2021 NOV 27 17:48:28,3544,32.8752,2021 NOV 27 17:19:12
1,1,2,2021 NOV 27 17:50:29,2021 NOV 27 19:48:24,7075,2021 NOV 27 17:48:29,2021 NOV 27 18:47:18,3529,2021 NOV 27 18:47:19,2021 NOV 27 19:46:24,3545,33.1229,2021 NOV 27 19:17:08
3,3,3,2021 NOV 27 19:48:25,2021 NOV 27 21:46:22,7077,2021 NOV 27 19:46:25,2021 NOV 27 20:45:16,3531,2021 NOV 27 20:45:17,2021 NOV 27 21:44:22,3545,33.3758,2021 NOV 27 21:15:05
1,1,4,2021 NOV 27 21:46:23,2021 NOV 27 23:44:18,7075,2021 NOV 27 21:44:23,2021 NOV 27 22:43:14,3531,2021 NOV 27 22:43:15,2021 NOV 27 23:42:18,3543,33.6156,2021 NOV 27 23:13:03
3,3,5,2021 NOV 27 23:44:19,2021 NOV 28 01:42:13,7074,2021 NOV 27 23:42:19,2021 NOV 28 00:41:10,3531,2021 NOV 28 00:41:11,2021 NOV 28 01:40:13,3542,33.8347,2021 NOV 28 01:10:59
1,1,6,2021 NOV 28 01:42:14,2021 NOV 28 03:40:05,7071,2021 NOV 28 01:40:14,2021 NOV 28 02:39:03,3529,2021 NOV 28 02:39:04,2021 NOV 28 03:38:05,3541,34.0414,2021 NOV 28 03:08:51
1,1,7,2021 NOV 28 03:40:06,2021 NOV 28 05:37:58,7072,2021 NOV 28 03:38:06,2021 NOV 28 04:36:56,3530,2021 NOV 28 04:36:57,2021 NOV 28 05:35:58,3541,34.2638,2021 NOV 28 05:06:43
3,3,8,2021 NOV 28 05:37:59,2021 NOV 28 07:35:54,7075,2021 NOV 28 05:35:59,2021 NOV 28 06:34:50,3531,2021 NOV 28 06:34:51,2021 NOV 28 07:33:54,3543,34.5125,2021 NOV 28 07:04:38
1,1,9,2021 NOV 28 07:35:55,2021 NOV 28 09:33:52,7077,2021 NOV 28 07:33:55,2021 NOV 28 08:32:47,3532,2021 NOV 28 08:32:48,2021 NOV 28 09:31:52,3544,34.7573,2021 NOV 28 09:02:36
3,3,10,2021 NOV 28 09:33:53,2021 NOV 28 11:31:51,7078,2021 NOV 28 09:31:53,2021 NOV 28 10:30:45,3532,2021 NOV 28 10:30:46,2021 NOV 28 11:29:51,3545,34.9936,2021 NOV 28 11:00:34
1,1,11,2021 NOV 28 11:31:52,2021 NOV 28 13:29:46,7074,2021 NOV 28 11:29:52,2021 NOV 28 12:28:41,3529,2021 NOV 28 12:28:42,2021 NOV 28 13:27:46,3544,35.2231,2021 NOV 28 12:58:30
3,3,12,2021 NOV 28 13:29:47,2021 NOV 28 15:27:39,7072,2021 NOV 28 13:27:47,2021 NOV 28 14:26:36,3529,2021 NOV 28 14:26:37,2021 NOV 28 15:25:39,3542,35.4379,2021 NOV 28 14:56:23
1,1,13,2021 NOV 28 15:27:40,2021 NOV 28 17:25:32,7072,2021 NOV 28 15:25:40,2021 NOV 28 16:24:28,3528,2021 NOV 28 16:24:29,2021 NOV 28 17:23:32,3543,35.6513,2021 NOV 28 16:54:16
1,1,14,2021 NOV 28 17:25:33,2021 NOV 28 19:23:27,7074,2021 NOV 28 17:23:33,2021 NOV 28 18:22:21,3528,2021 NOV 28 18:22:22,2021 NOV 28 19:21:27,3545,35.8872,2021 NOV 28 18:52:11
3,3,15,2021 NOV 28 19:23:28,2021 NOV 28 21:21:25,7077,2021 NOV 28 19:21:28,2021 NOV 28 20:20:19,3531,2021 NOV 28 20:20:20,2021 NOV 28 21:19:25,3545,36.1412,2021 NOV 28 20:50:08
1,1,16,2021 NOV 28 21:21:26,2021 NOV 28 23:19:22,7076,2021 NOV 28 21:19:26,2021 NOV 28 22:18:17,3531,2021 NOV 28 22:18:18,2021 NOV 28 23:17:22,3544,36.3881,2021 NOV 28 22:48:05
3,3,17,2021 NOV 28 23:19:23,2021 NOV 29 01:17:17,7074,2021 NOV 28 23:17:23,2021 NOV 29 00:16:14,3531,2021 NOV 29 00:16:15,2021 NOV 29 01:15:17,3542,36.6173,2021 NOV 29 00:46:02
1,1,18,2021 NOV 29 01:17:18,2021 NOV 29 03:15:11,7073,2021 NOV 29 01:15:18,2021 NOV 29 02:14:08,3530,2021 NOV 29 02:14:09,2021 NOV 29 03:13:11,3542,36.8277,2021 NOV 29 02:43:57
3,3,19,2021 NOV 29 03:15:12,2021 NOV 29 05:13:02,7070,2021 NOV 29 03:13:12,2021 NOV 29 04:12:00,3528,2021 NOV 29 04:12:01,2021 NOV 29 05:11:02,3541,37.0391,2021 NOV 29 04:41:48
1,1,20,2021 NOV 29 05:13:03,2021 NOV 29 07:10:56,7073,2021 NOV 29 05:11:03,2021 NOV 29 06:09:54,3531,2021 NOV 29 06:09:55,2021 NOV 29 07:08:56,3541,37.276,2021 NOV 29 06:39:42
1,1,21,2021 NOV 29 07:10:57,2021 NOV 29 09:08:54,7077,2021 NOV 29 07:08:57,2021 NOV 29 08:07:50,3533,2021 NOV 29 08:07:51,2021 NOV 29 09:06:54,3543,37.5239,2021 NOV 29 08:37:39
3,3,22,2021 NOV 29 09:08:55,2021 NOV 29 11:06:53,7078,2021 NOV 29 09:06:55,2021 NOV 29 10:05:47,3532,2021 NOV 29 10:05:48,2021 NOV 29 11:04:53,3545,37.7641,2021 NOV 29 10:35:37
1,1,23,2021 NOV 29 11:06:54,2021 NOV 29 13:04:50,7076,2021 NOV 29 11:04:54,2021 NOV 29 12:03:44,3530,2021 NOV 29 12:03:45,2021 NOV 29 13:02:50,3545,37.9983,2021 NOV 29 12:33:33
3,3,24,2021 NOV 29 13:04:51,2021 NOV 29 15:02:43,7072,2021 NOV 29 13:02:51,2021 NOV 29 14:01:39,3528,2021 NOV 29 14:01:40,2021 NOV 29 15:00:43,3543,38.2182,2021 NOV 29 14:31:27
