Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,2,17903,0,0,0,1,0,2021 NOV 27 17:43:35,2021 NOV 27 17:59:07,2021 NOV 27 17:43:45,2021 NOV 27 17:59:07,N/A,N/A,2021 NOV 27 17:53:45,2021 NOV 27 17:59:07,2021 NOV 27 17:54:15,-66.3412,-68.845,2021 NOV 27 17:58:37,-60.9346,-55.1385,2021 NOV 27 17:57:52,33.0027,2252,15.7508,133.5601,31.964,N/A,58.3277,90.1213,10,640,857,30,30,922,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,322,300,755,1400002C000A028003591E1E039A0301000D000D0000000000000000000000000000000002620142012C02F3
1,1,2,0,4,17905,0,0,0,1,0,2021 NOV 27 21:39:35,2021 NOV 27 21:55:07,2021 NOV 27 21:39:45,2021 NOV 27 21:55:07,N/A,N/A,2021 NOV 27 21:49:45,2021 NOV 27 21:55:07,2021 NOV 27 21:50:15,-66.2113,-125.7832,2021 NOV 27 21:54:37,-60.3877,-112.8576,2021 NOV 27 21:53:52,33.485,2244,15.7314,133.6397,31.964,N/A,58.3277,90.1213,10,640,857,30,30,922,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,322,300,755,1400002C000A028003591E1E039A0301000D000D0000000000000000000000000000000002620142012C02F3
1,1,3,0,6,17907,0,0,0,1,0,2021 NOV 28 01:35:24,2021 NOV 28 01:51:00,2021 NOV 28 01:35:34,2021 NOV 28 01:51:00,N/A,N/A,2021 NOV 28 01:45:34,2021 NOV 28 01:51:00,2021 NOV 28 01:46:04,-66.2973,176.6674,2021 NOV 28 01:50:30,-60.8432,-168.6033,2021 NOV 28 01:49:44,33.9418,2237,15.8417,133.7193,32.3426,N/A,59.0522,91.2223,10,640,860,30,30,926,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,326,300,766,1400002C000A0280035C1E1E039E0301000D000D0000000000000000000000000000000002620146012C02FE
1,1,4,0,7,17908,0,0,0,1,0,2021 NOV 28 03:33:17,2021 NOV 28 03:48:54,2021 NOV 28 03:33:27,2021 NOV 28 03:48:54,N/A,N/A,2021 NOV 28 03:43:27,2021 NOV 28 03:48:54,2021 NOV 28 03:43:57,-66.3157,147.9729,2021 NOV 28 03:48:24,-60.868,163.012,2021 NOV 28 03:47:38,34.1569,2234,15.8619,133.7592,32.4373,N/A,59.2334,91.4975,10,640,861,30,30,927,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,327,300,769,1400002C000A0280035D1E1E039F0301000D000D0000000000000000000000000000000002620147012C0301
1,1,5,0,9,17910,0,0,0,1,0,2021 NOV 28 07:29:11,2021 NOV 28 07:44:48,2021 NOV 28 07:29:21,2021 NOV 28 07:44:48,N/A,N/A,2021 NOV 28 07:39:21,2021 NOV 28 07:44:48,2021 NOV 28 07:39:51,-66.1495,91.1615,2021 NOV 28 07:44:18,-60.227,105.2085,2021 NOV 28 07:43:32,34.6367,2225,15.8353,133.8388,32.4373,N/A,59.2334,91.4975,10,640,861,30,30,927,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,327,300,769,1400002C000A0280035D1E1E039F0301000D000D0000000000000000000000000000000002620147012C0301
1,1,6,0,11,17912,0,0,0,1,0,2021 NOV 28 11:25:09,2021 NOV 28 11:40:49,2021 NOV 28 11:25:19,2021 NOV 28 11:40:49,N/A,N/A,2021 NOV 28 11:35:19,2021 NOV 28 11:40:49,2021 NOV 28 11:35:49,-66.1319,33.8864,2021 NOV 28 11:40:19,-60.3604,49.0618,2021 NOV 28 11:39:32,35.1138,2216,15.9208,133.9186,32.7212,N/A,59.7768,92.3232,10,640,863,30,30,930,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,330,300,777,1400002C000A0280035F1E1E03A20301000D000D000000000000000000000000000000000262014A012C0309
1,1,7,0,13,17914,0,0,0,1,0,2021 NOV 28 15:20:58,2021 NOV 28 15:36:39,2021 NOV 28 15:21:08,2021 NOV 28 15:36:39,N/A,N/A,2021 NOV 28 15:31:08,2021 NOV 28 15:36:39,2021 NOV 28 15:31:38,-66.1953,-23.5913,2021 NOV 28 15:36:09,-59.9331,-9.3056,2021 NOV 28 15:35:23,35.5441,2209,15.8556,133.9982,32.8158,N/A,59.958,92.5985,10,640,865,30,30,931,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,331,300,781,1400002C000A028003611E1E03A30301000D000D000000000000000000000000000000000262014B012C030D
1,1,8,0,14,17915,0,0,0,1,0,2021 NOV 28 17:18:51,2021 NOV 28 17:34:33,2021 NOV 28 17:19:01,2021 NOV 28 17:34:33,N/A,N/A,2021 NOV 28 17:29:01,2021 NOV 28 17:34:33,2021 NOV 28 17:29:31,-66.1661,-52.1441,2021 NOV 28 17:34:03,-59.6934,-38.151,2021 NOV 28 17:33:17,35.7732,2204,15.8453,134.0381,32.9105,N/A,60.1391,92.8737,10,640,866,30,30,932,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,332,300,784,1400002C000A028003621E1E03A40301000D000D000000000000000000000000000000000262014C012C0310
1,1,9,0,16,17917,0,0,0,1,0,2021 NOV 28 21:14:51,2021 NOV 28 21:30:34,2021 NOV 28 21:15:01,2021 NOV 28 21:30:34,N/A,N/A,2021 NOV 28 21:25:01,2021 NOV 28 21:30:34,2021 NOV 28 21:25:31,-65.9838,-108.9508,2021 NOV 28 21:30:04,-59.4378,-94.7502,2021 NOV 28 21:29:17,36.2549,2195,15.9006,134.1179,33.0051,N/A,60.3202,93.149,10,640,866,30,30,933,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,333,300,786,1400002C000A028003621E1E03A50301000D000D000000000000000000000000000000000262014D012C0312
1,1,10,0,18,17919,0,0,0,1,0,2021 NOV 29 01:10:42,2021 NOV 29 01:26:29,2021 NOV 29 01:10:52,2021 NOV 29 01:26:29,N/A,N/A,2021 NOV 29 01:20:52,2021 NOV 29 01:26:29,2021 NOV 29 01:21:22,-66.049,-166.4382,2021 NOV 29 01:25:59,-59.5614,-151.22,2021 NOV 29 01:25:11,36.7228,2185,15.9631,134.1976,33.3837,N/A,61.0448,94.2499,10,640,869,30,30,937,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,337,300,797,1400002C000A028003651E1E03A90301000D000D0000000000000000000000000000000002620151012C031D
