Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	24	Ingress	2020 JAN 25 14:15:03	2020 JAN 25 14:18:25	2020 JAN 25 14:19:06	243.00	-0.90	6.29	7.58	-66.53	-62.31	-61.34	15.83	3	-	-	-		
N/A	1	24	Egress	2020 JAN 25 14:58:00	2020 JAN 25 14:58:39	2020 JAN 25 15:01:45	225.00	97.17	100.74	117.97	73.06	73.44	74.24	22.78	3	-	-	-		
NOMAD	2	24	Ingress	2020 JAN 25 16:12:54	2020 JAN 25 16:16:18	2020 JAN 25 16:16:59	245.00	-29.64	-22.31	-21.02	-66.58	-62.29	-61.31	15.83	1	6SUBD CO H2O #1	Science: orders #134, #169, #186, #187, #189, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	2	24	Egress	2020 JAN 25 16:55:51	2020 JAN 25 16:56:30	2020 JAN 25 16:59:36	225.00	67.72	71.29	88.59	72.98	73.38	74.25	22.73	1	-	-	-		
N/A	3	24	Ingress	2020 JAN 25 18:10:49	2020 JAN 25 18:14:13	2020 JAN 25 18:14:54	245.00	-58.14	-50.80	-49.50	-66.51	-62.17	-61.18	15.85	14	-	-	-		
ACS	3	24	Egress	2020 JAN 25 18:53:42	2020 JAN 25 18:54:21	2020 JAN 25 18:57:27	225.00	38.44	42.01	59.42	72.93	73.34	74.26	22.69	14	-	-	-		
NOMAD	4	24	Ingress	2020 JAN 25 20:08:48	2020 JAN 25 20:12:12	2020 JAN 25 20:12:53	245.00	-86.56	-79.23	-77.95	-66.41	-62.01	-61.01	15.87	1	6SUBD Nom CO #1	Science: orders #121, #149, #186, #187, #189, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:ELYSIUM CERBERUS PHLEGRA; 	
N/A	4	24	Egress	2020 JAN 25 20:51:39	2020 JAN 25 20:52:19	2020 JAN 25 20:55:25	226.00	9.23	12.91	30.43	72.88	73.31	74.27	22.66	1	-	-	-	&daysideMatch:ELYSIUM CERBERUS PHLEGRA; 	
N/A	5	24	Ingress	2020 JAN 25 22:06:48	2020 JAN 25 22:10:12	2020 JAN 25 22:10:54	246.00	-115.11	-107.77	-106.45	-66.36	-61.92	-60.88	15.88	3	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; 	
ACS	5	24	Egress	2020 JAN 25 22:49:36	2020 JAN 25 22:50:16	2020 JAN 25 22:53:23	227.00	-20.17	-16.49	1.22	72.81	73.26	74.28	22.61	3	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; 	
