MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2024 APR 14 02:54:00,36.2254,-107.9741,291.1462,15.4336,75.0185,4.1009e-14,75.0185,2024 APR 14 02:36:00,37.3379,-104.4435,407.1189,15.3772,75.2416,62.1772,37.8548
2024 APR 14 04:45:00,32.5127,-134.6962,288.5164,15.4522,72.7952,2.6988e-14,72.7952,2024 APR 14 04:36:00,33.6104,-133.7141,411.8195,15.3717,72.7373,0.055371,72.6819
2024 APR 14 06:36:00,28.6882,-161.4428,286.6641,15.4689,70.5454,8.1026e-14,70.5454,2024 APR 14 06:33:00,30.9442,-163.3638,410.5423,15.2922,70.2329,0.04868,70.1855
2024 APR 14 16:03:00,47.5149,59.0898,299.5673,15.3647,82.0921,8.0713e-14,82.0921,2024 APR 14 16:27:00,43.8293,56.1296,417.9609,15.5567,81.121,0.073456,81.0502
2024 APR 15 14:27:00,39.596,92.7981,292.9476,15.4047,77.1729,2.8492e-14,77.1729,2024 APR 15 14:03:00,40.8323,96.6166,414.276,15.27,76.8823,0.082066,76.8004
2024 APR 15 16:18:00,35.9759,66.0446,290.5262,15.4208,74.9268,3.3053e-14,74.9268,2024 APR 15 16:00:00,38.3987,66.8663,413.7895,15.1839,74.4882,0.080633,74.4076
2024 APR 16 07:21:00,53.1681,-155.2347,303.2974,15.3108,85.8577,5.4743e-14,85.8577,2024 APR 16 07:48:00,51.5567,-158.9122,424.1046,15.5036,86.0362,2.3991,88.4353
2024 APR 17 18:54:00,57.0908,45.1587,306.0928,15.2561,88.4941,2.8448e-14,88.4941,2024 APR 17 19:12:00,56.3696,43.7843,425.8558,15.4564,89.1695,0.063038,89.1072
2024 APR 19 03:39:00,-60.2804,106.5678,250.9266,3.2117,89.2867,1.2722e-14,89.2867,2024 APR 19 03:39:00,-59.6998,109.0982,377.9011,3.3803,88.8072,0.34944,89.1557
2024 APR 19 04:33:00,54.8085,-85.7411,305.3265,15.2667,87.1309,2.0871e-14,87.1309,2024 APR 19 04:36:00,55.1668,-89.2038,424.6318,15.0844,86.3179,0.083231,86.2376
2024 APR 20 16:06:00,58.5428,114.7485,307.1902,15.2181,89.7111,3.1845e-14,89.7111,2024 APR 20 16:00:00,59.6144,113.7695,425.6016,15.0553,89.6462,0.080122,89.5773
2024 APR 23 14:15:00,-63.5095,-10.2011,251.3452,3.1336,86.7308,6.6183e-14,86.7308,2024 APR 23 13:48:00,-65.2653,-6.122,380.4713,2.9678,86.1411,4.3682,90.4992
2024 APR 27 04:18:00,-70.8332,171.2519,252.7861,2.9436,81.5744,3.5781e-15,81.5744,2024 APR 27 04:18:00,-69.873,170.3851,380.1184,2.8856,82.4877,0.32919,82.8025
2024 APR 28 17:42:00,-71.8986,-15.1661,250.768,2.8994,80.7135,1.3587e-14,80.7135,2024 APR 28 17:39:00,-71.49,-14.308,380.2125,2.9081,80.9978,0.57658,81.5539
2024 APR 30 07:06:00,-72.776,158.4053,252.1326,2.8544,79.9898,1.7726e-14,79.9898,2024 APR 30 07:00:00,-72.9968,162.3206,378.6598,3.0183,79.359,0.89375,80.2129
2024 MAY 03 06:09:00,-73.7213,-159.5353,250.5751,2.7772,79.1364,2.624e-14,79.1364,2024 MAY 03 05:45:00,-73.455,-156.6348,381.0402,2.5814,79.8433,0.32308,80.14
2024 MAY 08 00:12:00,-74.7769,-25.0434,250.4103,2.6917,78.0385,3.8929e-14,78.0385,2024 MAY 07 23:45:00,-75.3159,-20.4522,379.24,2.56,77.9105,0.31419,78.1922
