S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2025 JUN 07 22:15:00,59.6514,-128.7188,308.8479,3.7383,83.4258,1.8271e-14,83.4258
TGO,2025 JUN 07 21:57:00,59.2672,-125.4011,427.7625,3.6675,84.0797,0.57533,84.4265

MRO,2025 JUN 08 05:42:00,65.8947,123.8492,313.0213,3.8275,78.9823,2.0612e-14,78.9823
TGO,2025 JUN 08 05:51:00,65.1642,126.0181,428.8558,4.1181,77.9958,0.53784,78.2939

MRO,2025 JUN 08 05:45:00,56.4679,121.1885,307.8802,3.6989,85.7509,1.7128e-14,85.7509
TGO,2025 JUN 08 05:48:00,57.7109,117.3059,425.0023,3.4886,86.1557,3.6744,89.4553

MRO,2025 JUN 08 11:18:00,67.656,42.5804,312.6971,3.8603,77.7446,1.8546e-14,77.7446
TGO,2025 JUN 08 11:45:00,65.9186,40.6979,430.676,4.1728,77.2948,0.53222,77.5866

MRO,2025 JUN 09 07:57:00,53.754,98.3722,305.8462,3.6792,87.6904,2.3059e-14,87.6904
TGO,2025 JUN 09 07:21:00,58.0688,101.4196,425.5187,3.2983,86.9769,0.57921,87.3455

MRO,2025 JUN 09 13:33:00,55.6136,16.7571,307.1751,3.6889,86.3965,4.631e-14,86.3965
TGO,2025 JUN 09 13:15:00,59.0846,15.766,426.9366,3.3308,86.0773,3.7032,89.4901

MRO,2025 JUN 09 17:12:00,72.9251,-31.787,316.1837,4.0053,74.0547,2.0735e-14,74.0547
TGO,2025 JUN 09 17:15:00,69.0549,-27.1037,432.0876,4.3661,74.7003,0.50629,74.9668

MRO,2025 JUN 09 19:06:00,67.3887,-61.684,311.8877,3.8614,77.9239,5.3316e-14,77.9239
TGO,2025 JUN 09 19:12:00,67.0845,-60.4766,430.8573,4.0394,77.2921,0.52265,77.5838

MRO,2025 JUN 10 00:42:00,69.1521,-142.8436,313.1786,3.9017,76.6802,1.242e-14,76.6802
TGO,2025 JUN 10 01:06:00,67.7489,-145.5942,432.5569,4.1075,76.5969,0.51739,76.8819

MRO,2025 JUN 10 19:27:00,60.6059,-58.8218,308.0588,3.7531,82.7673,3.0005e-14,82.7673
TGO,2025 JUN 10 18:45:00,62.5291,-54.7568,429.5566,3.3428,83.5832,1.9317,85.3413

MRO,2025 JUN 11 06:36:00,74.051,142.9131,314.4943,4.0547,73.2747,2.5094e-14,73.2747
TGO,2025 JUN 11 06:36:00,70.7604,147.905,431.3933,4.3875,73.7641,0.49087,74.0204

MRO,2025 JUN 11 08:30:00,68.4876,112.7705,312.3711,3.8947,77.135,3.9979e-14,77.135
TGO,2025 JUN 11 08:33:00,68.9327,113.7705,430.7022,4.01,76.373,0.50695,76.6555

MRO,2025 JUN 11 12:12:00,75.772,62.609,313.3514,4.1519,72.0277,1.368e-14,72.0277
TGO,2025 JUN 11 12:30:00,71.4075,63.5888,432.7225,4.5092,72.9428,0.48478,73.1905

MRO,2025 JUN 11 14:06:00,70.2203,31.5294,313.2269,3.9292,75.955,2.5839e-14,75.955
TGO,2025 JUN 11 14:27:00,69.4323,28.6444,431.5301,4.0778,75.7994,0.50274,76.0762

MRO,2025 JUN 11 14:09:00,60.8065,28.165,308.6761,3.7536,82.6486,3.7934e-14,82.6486
TGO,2025 JUN 12 14:00:00,65.1214,32.5954,430.5322,3.2631,82.1293,0.53431,82.465

MRO,2025 JUN 13 01:36:00,76.7334,-122.5498,315.4221,4.2108,71.38,3.1885e-14,71.38
TGO,2025 JUN 13 01:51:00,72.7933,-120.4425,434.2218,4.5947,71.9858,0.47145,72.2226

MRO,2025 JUN 13 03:30:00,71.2098,-154.0643,313.9,3.9592,75.2852,6.3611e-15,75.2852
TGO,2025 JUN 13 03:48:00,71.0501,-156.3744,433.9724,4.0972,74.8368,0.48828,75.1034

MRO,2025 JUN 14 15:00:00,78.0886,52.5771,315.1863,4.2889,70.5156,1.9687e-14,70.5156
TGO,2025 JUN 14 15:12:00,73.9258,56.2196,433.6524,4.7264,71.0252,0.45986,71.2509

MRO,2025 JUN 14 16:54:00,72.6528,20.5551,315.3278,4.0033,74.3204,1.9232e-14,74.3204
TGO,2025 JUN 14 17:09:00,72.4097,19.0746,433.2247,4.1481,73.925,0.47544,74.1815

MRO,2025 JUN 16 06:18:00,73.8822,-164.7304,313.4223,4.0539,73.4881,1.1468e-14,73.4881
TGO,2025 JUN 16 06:30:00,73.6627,-164.4172,434.3497,4.2694,72.8561,0.46332,73.1006

MRO,2025 JUN 16 11:54:00,76.1211,115.4167,314.3402,4.1808,71.8728,1.8219e-14,71.8728
TGO,2025 JUN 16 12:24:00,74.2334,112.0223,433.7939,4.4414,71.9689,0.45744,72.2037

MRO,2025 JUN 18 01:18:00,76.9634,-69.8228,312.9352,4.2344,71.3248,2.4495e-14,71.3248
TGO,2025 JUN 18 01:45:00,75.0901,-70.0173,433.2674,4.6594,70.8641,0.44825,71.0862

MRO,2025 JUN 18 06:54:00,78.6982,-150.0208,315.1188,4.3386,70.1911,8.3015e-15,70.1911
TGO,2025 JUN 18 07:39:00,75.258,-154.4676,434.4956,4.7722,70.4136,0.4451,70.6305

MRO,2025 JUN 19 03:33:00,64.5052,-99.0651,308.5104,3.835,80.0563,8.996e-15,80.0563
TGO,2025 JUN 19 03:21:00,67.3586,-101.6872,433.807,3.4656,79.8753,77.9326,5.0292

MRO,2025 JUN 22 04:27:00,72.5547,-80.364,310.6472,4.0378,74.4782,2.624e-14,74.4782
TGO,2025 JUN 22 04:00:00,74.729,-80.1645,433.3611,3.6131,74.5759,0.45149,74.8359

MRO,2025 JUN 22 10:03:00,74.3627,-161.3689,312.7026,4.0883,73.3027,9.5747e-15,73.3027
TGO,2025 JUN 22 09:54:00,74.9338,-164.9473,433.972,3.7036,74.1851,0.44977,74.4408

MRO,2025 JUN 23 17:51:00,73.3241,94.1385,311.9182,4.0742,73.9752,1.5903e-14,73.9752
TGO,2025 JUN 23 17:21:00,75.4347,98.2435,434.6211,3.8611,73.4593,0.44513,73.7066

MRO,2025 JUN 23 23:27:00,75.2405,13.2108,314.6698,4.1294,72.7505,9.9392e-15,72.7505
TGO,2025 JUN 23 23:15:00,75.585,13.3705,434.3211,3.9456,73.1279,0.44371,73.3715

MRO,2025 JUN 25 12:51:00,76.4494,-171.9455,314.0818,4.1886,71.9935,1.0058e-14,71.9935
TGO,2025 JUN 25 12:36:00,75.9147,-167.2644,433.3944,4.2572,72.0603,0.44039,72.2916

MRO,2025 JUN 25 18:27:00,78.6438,109.0612,315.2054,4.3731,70.4037,1.1245e-14,70.4037
TGO,2025 JUN 25 18:30:00,75.8912,110.3007,434.3852,4.5042,71.3031,0.44043,71.5262

MRO,2025 JUN 27 09:45:00,73.9694,-108.6898,311.4829,4.1083,73.6538,3.0382e-14,73.6538
TGO,2025 JUN 27 09:48:00,75.8795,-110.6628,435.5069,4.0253,72.8672,0.44086,73.1064

MRO,2025 JUN 27 15:21:00,76.0862,170.57,312.4549,4.1761,72.3119,3.4276e-14,72.3119
TGO,2025 JUN 27 15:42:00,75.9671,166.122,432.9723,4.2203,72.24,0.43983,72.4722

MRO,2025 JUN 29 04:45:00,76.8601,-14.6688,314.9121,4.2297,71.8264,2.201e-14,71.8264
TGO,2025 JUN 29 05:03:00,75.675,-14.239,432.9387,4.5503,71.4061,0.44244,71.6287

MRO,2025 JUN 29 10:21:00,78.717,-93.9209,312.3661,4.3969,70.4752,8.0403e-15,70.4752
TGO,2025 JUN 29 10:57:00,75.4093,-98.1859,435.2418,4.6964,71.0455,0.44496,71.2643

