Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	76	Nightside	2024 JAN 20 15:02:27	2024 JAN 20 15:31:51	2024 JAN 20 16:01:15	3527.68	5.38	38.58	171.06	66.83	-17.32	-66.75	123.16	20.39	14	-	-	-		
1	76	Dayside	2024 JAN 20 16:01:15	2024 JAN 20 16:30:51	2024 JAN 20 17:00:27	3551.67	171.06	-155.45	-23.34	-66.75	18.91	66.63	56.97	8.41	14	-		COP row 95: NADIR: Horizontal Bin (57:245;0:1047), Tint = 20000 ms,20 bit,Rhythm = 22017 ms, Binning=3		
2	76	Nightside	2024 JAN 20 17:00:27	2024 JAN 20 17:29:51	2024 JAN 20 17:59:16	3529.14	-23.34	9.68	142.35	66.63	-17.50	-66.54	122.93	20.37	1	-	-	-		
2	76	Dayside	2024 JAN 20 17:59:16	2024 JAN 20 18:28:51	2024 JAN 20 18:58:26	3550.64	142.35	175.65	-52.06	-66.54	19.13	66.49	57.21	8.39	1	-		COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3		
3	76	Nightside	2024 JAN 20 18:58:26	2024 JAN 20 19:27:51	2024 JAN 20 19:57:17	3530.05	-52.06	-19.25	113.62	66.49	-17.63	-66.42	122.69	20.36	14	-	-	-		
3	76	Dayside	2024 JAN 20 19:57:17	2024 JAN 20 20:26:51	2024 JAN 20 20:56:25	3548.45	113.62	146.72	-80.79	-66.42	19.26	66.41	57.45	8.38	14	-		COP row -1: UVIS off	&daysideMatch:ELYSIUM MONS; 	
4	76	Nightside	2024 JAN 20 20:56:25	2024 JAN 20 21:25:50	2024 JAN 20 21:55:15	3529.53	-80.79	-48.19	84.87	66.41	-17.75	-66.39	122.43	20.34	1	-	-	-		
4	76	Dayside	2024 JAN 20 21:55:15	2024 JAN 20 22:24:48	2024 JAN 20 22:54:21	3546.51	84.87	117.78	-109.53	-66.39	19.33	66.36	57.70	8.36	1	-		COP row -1: UVIS off		
5	76	Nightside	2024 JAN 20 22:54:21	2024 JAN 20 23:23:45	2024 JAN 20 23:53:09	3527.81	-109.53	-77.12	56.14	66.36	-17.84	-66.37	122.18	20.33	3	-	-	-		
5	76	Dayside	2024 JAN 20 23:53:09	2024 JAN 21 00:22:42	2024 JAN 21 00:52:15	3546.27	56.14	88.86	-138.25	-66.37	19.40	66.31	57.94	8.35	3	Nominal 6SUBD #2	Science: orders #149, #134, #168, #121, #189, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:245;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12409 ms, Binning=3		
6	76	Nightside	2024 JAN 21 00:52:15	2024 JAN 21 01:21:39	2024 JAN 21 01:51:02	3527.23	-138.25	-106.01	27.44	66.31	-17.95	-66.24	121.96	20.31	1	-	-	-		
6	76	Dayside	2024 JAN 21 01:51:02	2024 JAN 21 02:20:36	2024 JAN 21 02:50:10	3547.94	27.44	59.99	-166.95	-66.24	19.58	66.17	58.16	8.34	1	-		COP row -1: UVIS off		
7	76	Nightside	2024 JAN 21 02:50:10	2024 JAN 21 03:19:35	2024 JAN 21 03:49:00	3529.76	-166.95	-134.87	-1.26	66.17	-18.14	-66.02	121.75	20.30	1	-	-	-		
7	76	Dayside	2024 JAN 21 03:49:00	2024 JAN 21 04:18:35	2024 JAN 21 04:48:10	3549.93	-1.26	31.13	164.35	-66.02	19.79	65.92	58.37	8.33	1	-		COP row -1: UVIS off		
