S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2026 JUL 11 17:09:00,-60.1581,8.7714,251.679,14.6378,51.9093,1.8614e-14,51.9093
TGO,2026 JUL 11 17:21:00,-60.9143,7.0824,379.1543,14.7197,52.8491,1.6127,51.2412

MRO,2026 JUL 13 04:42:00,-55.5151,-150.957,251.1112,14.5842,48.961,8.3486e-14,48.961
TGO,2026 JUL 13 04:45:00,-56.0944,-150.7364,379.4586,14.6475,49.7316,5.8476,55.3969

MRO,2026 JUL 14 18:06:00,-54.638,22.9484,252.1369,14.5733,48.6185,1.8271e-14,48.6185
TGO,2026 JUL 14 18:06:00,-54.1743,21.9943,378.2925,14.5097,47.9002,0.49143,47.8518

MRO,2026 JUL 14 21:51:00,-52.8803,-32.0473,252.3035,14.5561,47.4793,6.1096e-14,47.4793
TGO,2026 JUL 14 22:03:00,-50.9728,-33.9366,380.7462,14.6247,46.912,0.51279,46.8778

MRO,2026 JUL 16 09:24:00,-47.6685,168.336,251.2461,14.5106,44.4069,2.8845e-14,44.4069
TGO,2026 JUL 16 09:27:00,-45.939,167.8371,380.4029,14.5258,43.6226,0.24058,43.5386

MRO,2026 JUL 29 12:03:00,56.4114,-112.0685,305.8112,14.0308,74.5936,3.4841e-14,74.5936
TGO,2026 JUL 29 12:27:00,55.7127,-113.6646,425.5114,14.3139,75.2807,0.12286,75.1724

MRO,2026 JUL 30 23:36:00,61.3175,88.0918,307.2046,13.9731,78.3013,9.0507e-15,78.3013
TGO,2026 JUL 30 23:51:00,60.1582,89.3624,427.0074,14.3011,78.5784,0.11765,78.4872

MRO,2026 AUG 01 13:00:00,63.0359,-98.324,308.1579,13.9444,79.3834,3.556e-15,79.3834
TGO,2026 AUG 01 13:12:00,62.2234,-98.0341,428.1272,14.1583,79.4284,0.12501,79.3422

