Orbit Index	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
97	2018 NOV 11 10:34:00	2018 NOV 11 11:03:35	2018 NOV 11 11:33:09	3548.6	-118.7	-87.4	46.9	-60.1	25.0	60.0	178.8	24.0	1	-	-	-		
97	2018 NOV 11 11:33:09	2018 NOV 11 12:02:29	2018 NOV 11 12:31:50	3520.7	46.9	77.7	-147.5	60.0	-23.7	-60.0	1.0	11.9	1	Surface 3SUBD 01	Science: orders #168, #190, #191, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:NILI FOSSAE; 	
98	2018 NOV 11 12:31:50	2018 NOV 11 13:01:24	2018 NOV 11 13:30:58	3548.6	-147.5	-116.3	18.0	-60.0	25.0	60.0	178.6	24.0	1	-	-	-		
98	2018 NOV 11 13:30:58	2018 NOV 11 14:00:19	2018 NOV 11 14:29:40	3521.8	18.0	48.8	-176.4	60.0	-23.8	-59.9	1.2	11.9	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
99	2018 NOV 11 14:29:40	2018 NOV 11 14:59:15	2018 NOV 11 15:28:51	3550.7	-176.4	-145.2	-11.0	-59.9	25.1	59.9	178.5	23.9	4	-	-	-		
99	2018 NOV 11 15:28:51	2018 NOV 11 15:58:12	2018 NOV 11 16:27:34	3523.1	-11.0	19.9	154.6	59.9	-23.9	-59.8	1.4	11.9	4	-		3x COP rows 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
100	2018 NOV 11 16:27:34	2018 NOV 11 16:57:09	2018 NOV 11 17:26:45	3551.3	154.6	-174.1	-39.9	-59.8	25.2	59.8	178.2	23.9	3	-	-	-		
100	2018 NOV 11 17:26:45	2018 NOV 11 17:56:07	2018 NOV 11 18:25:29	3524.3	-39.9	-9.1	125.7	59.8	-23.9	-59.7	1.7	11.9	3	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
101	2018 NOV 11 18:25:29	2018 NOV 11 18:55:04	2018 NOV 11 19:24:40	3550.0	125.7	156.9	-68.8	-59.7	25.3	59.7	178.0	23.9	1	-	-	-		
101	2018 NOV 11 19:24:40	2018 NOV 11 19:54:02	2018 NOV 11 20:23:25	3525.2	-68.8	-38.0	96.9	59.7	-24.0	-59.7	1.9	11.9	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
102	2018 NOV 11 20:23:25	2018 NOV 11 20:52:59	2018 NOV 11 21:22:32	3547.8	96.9	128.0	-97.6	-59.7	25.4	59.7	177.8	23.9	4	-	-	-		
102	2018 NOV 11 21:22:32	2018 NOV 11 21:51:55	2018 NOV 11 22:21:17	3524.4	-97.6	-67.0	68.1	59.7	-24.1	-59.7	2.2	11.8	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
103	2018 NOV 11 22:21:17	2018 NOV 11 22:50:50	2018 NOV 11 23:20:23	3546.5	68.1	99.0	-126.4	-59.7	25.4	59.6	177.5	23.9	1	-	-	-		
103	2018 NOV 11 23:20:23	2018 NOV 11 23:49:44	2018 NOV 12 00:19:05	3522.1	-126.4	-95.9	39.2	59.6	-24.2	-59.6	2.4	11.8	1	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
104	2018 NOV 12 00:19:05	2018 NOV 12 00:48:39	2018 NOV 12 01:18:13	3547.5	39.2	70.1	-155.2	-59.6	25.5	59.6	177.3	23.8	4	-	-	-		
104	2018 NOV 12 01:18:13	2018 NOV 12 01:47:34	2018 NOV 12 02:16:55	3522.2	-155.2	-124.8	10.3	59.6	-24.2	-59.5	2.7	11.8	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
105	2018 NOV 12 02:16:55	2018 NOV 12 02:46:30	2018 NOV 12 03:16:05	3549.4	10.3	41.2	175.8	-59.5	25.6	59.5	177.1	23.8	4	-	-	-		
105	2018 NOV 12 03:16:05	2018 NOV 12 03:45:27	2018 NOV 12 04:14:49	3524.4	175.8	-153.7	-18.6	59.5	-24.3	-59.4	2.9	11.8	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
106	2018 NOV 12 04:14:49	2018 NOV 12 04:44:24	2018 NOV 12 05:13:59	3549.9	-18.6	12.3	146.9	-59.4	25.7	59.4	176.9	23.8	1	-	-	-		
106	2018 NOV 12 05:13:59	2018 NOV 12 05:43:21	2018 NOV 12 06:12:44	3524.7	146.9	177.4	-47.5	59.4	-24.4	-59.4	3.2	11.8	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
107	2018 NOV 12 06:12:44	2018 NOV 12 06:42:19	2018 NOV 12 07:11:54	3550.5	-47.5	-16.7	118.0	-59.4	25.7	59.3	176.6	23.8	1	-	-	-		
107	2018 NOV 12 07:11:54	2018 NOV 12 07:41:16	2018 NOV 12 08:10:37	3523.2	118.0	148.4	-76.4	59.3	-24.5	-59.3	3.4	11.8	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
108	2018 NOV 12 08:10:37	2018 NOV 12 08:40:13	2018 NOV 12 09:09:48	3550.7	-76.4	-45.6	89.2	-59.3	25.8	59.3	176.3	23.8	4	-	-	-		
108	2018 NOV 12 09:09:48	2018 NOV 12 09:39:09	2018 NOV 12 10:08:29	3521.1	89.2	119.4	-105.2	59.3	-24.6	-59.2	3.7	11.7	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
109	2018 NOV 12 10:08:29	2018 NOV 12 10:38:04	2018 NOV 12 11:07:39	3550.2	-105.2	-74.6	60.4	-59.2	25.9	59.2	176.1	23.8	1	-	-	-		
109	2018 NOV 12 11:07:39	2018 NOV 12 11:36:59	2018 NOV 12 12:06:19	3519.9	60.4	90.5	-134.0	59.2	-24.6	-59.2	4.0	11.7	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:NILI FOSSAE; 	
110	2018 NOV 12 12:06:19	2018 NOV 12 12:35:54	2018 NOV 12 13:05:28	3549.0	-134.0	-103.5	31.5	-59.2	26.0	59.2	175.8	23.7	4	-	-	-		
110	2018 NOV 12 13:05:28	2018 NOV 12 13:34:48	2018 NOV 12 14:04:09	3520.6	31.5	61.6	-162.9	59.2	-24.8	-59.1	4.2	11.7	4	-		3x COP rows -1: UVIS off		
111	2018 NOV 12 14:04:09	2018 NOV 12 14:33:44	2018 NOV 12 15:03:19	3550.4	-162.9	-132.4	2.6	-59.1	26.0	59.1	175.6	23.7	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
111	2018 NOV 12 15:03:19	2018 NOV 12 15:32:40	2018 NOV 12 16:02:01	3521.8	2.6	32.7	168.2	59.1	-24.8	-59.0	4.4	11.7	17	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
112	2018 NOV 12 16:02:01	2018 NOV 12 16:31:37	2018 NOV 12 17:01:13	3552.2	168.2	-161.3	-26.3	-59.0	26.1	59.0	175.4	23.7	1	-	-	-		
112	2018 NOV 12 17:01:13	2018 NOV 12 17:30:35	2018 NOV 12 17:59:56	3523.1	-26.3	3.8	139.3	59.0	-24.9	-58.9	4.7	11.7	1	Surface 3SUBD 01	Science: orders #168, #190, #191, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:MERIDIANI SULPHATES; 	
113	2018 NOV 12 17:59:56	2018 NOV 12 18:29:32	2018 NOV 12 18:59:08	3551.7	139.3	169.8	-55.2	-58.9	26.2	58.9	175.1	23.7	1	-	-	-		
113	2018 NOV 12 18:59:08	2018 NOV 12 19:28:30	2018 NOV 12 19:57:52	3524.2	-55.2	-25.2	110.4	58.9	-25.0	-58.9	4.9	11.6	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
114	2018 NOV 12 19:57:52	2018 NOV 12 20:27:27	2018 NOV 12 20:57:02	3549.6	110.4	140.8	-84.1	-58.9	26.3	58.8	174.9	23.7	4	-	-	-		
114	2018 NOV 12 20:57:02	2018 NOV 12 21:26:24	2018 NOV 12 21:55:46	3524.1	-84.1	-54.2	81.6	58.8	-25.1	-58.8	5.2	11.6	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
115	2018 NOV 12 21:55:46	2018 NOV 12 22:25:20	2018 NOV 12 22:54:54	3547.8	81.6	111.9	-112.9	-58.8	26.4	58.8	174.6	23.7	1	-	-	-		
115	2018 NOV 12 22:54:54	2018 NOV 12 23:24:15	2018 NOV 12 23:53:36	3522.4	-112.9	-83.1	52.8	58.8	-25.1	-58.8	5.5	11.6	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
116	2018 NOV 12 23:53:36	2018 NOV 13 00:23:10	2018 NOV 13 00:52:44	3547.7	52.8	82.9	-141.7	-58.8	26.5	58.7	174.3	23.6	4	-	-	-		
116	2018 NOV 13 00:52:44	2018 NOV 13 01:22:04	2018 NOV 13 01:51:25	3521.5	-141.7	-112.0	23.9	58.7	-25.2	-58.7	5.7	11.6	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
117	2018 NOV 13 01:51:25	2018 NOV 13 02:21:00	2018 NOV 13 02:50:34	3549.1	23.9	54.0	-170.6	-58.7	26.6	58.6	174.1	23.6	4	-	-	-		
117	2018 NOV 13 02:50:34	2018 NOV 13 03:19:56	2018 NOV 13 03:49:18	3523.7	-170.6	-140.9	-5.0	58.6	-25.3	-58.6	5.9	11.6	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
118	2018 NOV 13 03:49:18	2018 NOV 13 04:18:53	2018 NOV 13 04:48:28	3550.0	-5.0	25.1	160.5	-58.6	26.6	58.5	173.9	23.6	1	-	-	-		
118	2018 NOV 13 04:48:28	2018 NOV 13 05:17:50	2018 NOV 13 05:47:13	3524.9	160.5	-169.8	-33.9	58.5	-25.4	-58.5	6.2	11.6	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
119	2018 NOV 13 05:47:13	2018 NOV 13 06:16:48	2018 NOV 13 06:46:23	3550.4	-33.9	-3.8	131.5	-58.5	26.7	58.4	173.6	23.6	4	-	-	-		
119	2018 NOV 13 06:46:23	2018 NOV 13 07:15:45	2018 NOV 13 07:45:07	3524.0	131.5	161.2	-62.8	58.4	-25.5	-58.4	6.5	11.5	4	-		3x COP rows 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
120	2018 NOV 13 07:45:07	2018 NOV 13 08:14:43	2018 NOV 13 08:44:18	3551.0	-62.8	-32.8	102.7	-58.4	26.8	58.4	173.4	23.6	1	-	-	-		
120	2018 NOV 13 08:44:18	2018 NOV 13 09:13:39	2018 NOV 13 09:43:00	3521.7	102.7	132.3	-91.6	58.4	-25.6	-58.3	6.7	11.5	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
121	2018 NOV 13 09:43:00	2018 NOV 13 10:12:35	2018 NOV 13 10:42:11	3550.9	-91.6	-61.7	73.9	-58.3	26.9	58.3	173.1	23.5	1	-	-	-		
121	2018 NOV 13 10:42:11	2018 NOV 13 11:11:31	2018 NOV 13 11:40:51	3520.2	73.9	103.3	-120.4	58.3	-25.7	-58.3	7.0	11.5	1	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
122	2018 NOV 13 11:40:51	2018 NOV 13 12:10:26	2018 NOV 13 12:40:01	3549.5	-120.4	-90.7	45.1	-58.3	27.0	58.3	172.8	23.5	4	-	-	-		
122	2018 NOV 13 12:40:01	2018 NOV 13 13:09:21	2018 NOV 13 13:38:40	3519.9	45.1	74.4	-149.3	58.3	-25.8	-58.2	7.2	11.5	4	-		3x COP rows -1: UVIS off	&daysideMatch:NILI FOSSAE; 	
123	2018 NOV 13 13:38:40	2018 NOV 13 14:08:16	2018 NOV 13 14:37:51	3550.2	-149.3	-119.6	16.2	-58.2	27.1	58.2	172.6	23.5	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
123	2018 NOV 13 14:37:51	2018 NOV 13 15:07:11	2018 NOV 13 15:36:32	3521.0	16.2	45.5	-178.2	58.2	-25.9	-58.1	7.5	11.5	17	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
124	2018 NOV 13 15:36:32	2018 NOV 13 16:06:08	2018 NOV 13 16:35:44	3552.3	-178.2	-148.5	-12.7	-58.1	27.1	58.1	172.4	23.5	1	-	-	-		
124	2018 NOV 13 16:35:44	2018 NOV 13 17:05:05	2018 NOV 13 17:34:26	3522.2	-12.7	16.6	152.9	58.1	-25.9	-58.0	7.7	11.5	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
125	2018 NOV 13 17:34:26	2018 NOV 13 18:04:02	2018 NOV 13 18:33:39	3552.6	152.9	-177.4	-41.6	-58.0	27.3	58.0	172.1	23.5	4	-	-	-		
125	2018 NOV 13 18:33:39	2018 NOV 13 19:03:00	2018 NOV 13 19:32:22	3523.4	-41.6	-12.3	124.0	58.0	-26.0	-57.9	7.9	11.4	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
126	2018 NOV 13 19:32:22	2018 NOV 13 20:01:58	2018 NOV 13 20:31:33	3551.0	124.0	153.7	-70.5	-57.9	27.4	57.9	171.9	23.5	1	-	-	-		
126	2018 NOV 13 20:31:33	2018 NOV 13 21:00:55	2018 NOV 13 21:30:17	3524.0	-70.5	-41.3	95.1	57.9	-26.1	-57.9	8.2	11.4	1	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
127	2018 NOV 13 21:30:17	2018 NOV 13 21:59:52	2018 NOV 13 22:29:26	3548.8	95.1	124.7	-99.3	-57.9	27.4	57.8	171.6	23.4	1	-	-	-		
127	2018 NOV 13 22:29:26	2018 NOV 13 22:58:47	2018 NOV 13 23:28:09	3523.0	-99.3	-70.3	66.4	57.8	-26.2	-57.8	8.5	11.4	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
128	2018 NOV 13 23:28:09	2018 NOV 13 23:57:43	2018 NOV 14 00:27:17	3547.7	66.4	95.8	-128.1	-57.8	27.5	57.8	171.3	23.4	4	-	-	-		
128	2018 NOV 14 00:27:17	2018 NOV 14 00:56:37	2018 NOV 14 01:25:58	3520.9	-128.1	-99.2	37.5	57.8	-26.3	-57.8	8.7	11.4	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
129	2018 NOV 14 01:25:58	2018 NOV 14 01:55:32	2018 NOV 14 02:25:07	3549.1	37.5	66.9	-157.0	-57.8	27.6	57.7	171.1	23.4	4	-	-	-		
129	2018 NOV 14 02:25:07	2018 NOV 14 02:54:28	2018 NOV 14 03:23:48	3521.8	-157.0	-128.1	8.6	57.7	-26.4	-57.6	9.0	11.4	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
130	2018 NOV 14 03:23:48	2018 NOV 14 03:53:24	2018 NOV 14 04:22:59	3550.8	8.6	38.0	174.1	-57.6	27.7	57.6	170.9	23.4	1	-	-	-		
130	2018 NOV 14 04:22:59	2018 NOV 14 04:52:21	2018 NOV 14 05:21:43	3523.8	174.1	-157.0	-20.3	57.6	-26.5	-57.5	9.2	11.4	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
131	2018 NOV 14 05:21:43	2018 NOV 14 05:51:19	2018 NOV 14 06:20:54	3551.2	-20.3	9.1	145.2	-57.5	27.8	57.5	170.7	23.4	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
131	2018 NOV 14 06:20:54	2018 NOV 14 06:50:16	2018 NOV 14 07:19:38	3523.8	145.2	174.1	-49.2	57.5	-26.6	-57.4	9.4	11.3	17	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
132	2018 NOV 14 07:19:38	2018 NOV 14 07:49:14	2018 NOV 14 08:18:50	3551.8	-49.2	-19.9	116.3	-57.4	27.9	57.4	170.4	23.4	17	-	-	COP row -1: UVIS off		
132	2018 NOV 14 08:18:50	2018 NOV 14 08:48:11	2018 NOV 14 09:17:32	3522.0	116.3	145.1	-78.1	57.4	-26.7	-57.4	9.7	11.3	17	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: UVIS off	&daysideMatch:CURIOSITY; &daysideMatch:INSIGHT; 	
133	2018 NOV 14 09:17:32	2018 NOV 14 09:47:08	2018 NOV 14 10:16:44	3551.9	-78.1	-48.9	87.5	-57.4	28.0	57.3	170.1	23.3	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
133	2018 NOV 14 10:16:44	2018 NOV 14 10:46:04	2018 NOV 14 11:15:24	3520.0	87.5	116.2	-106.9	57.3	-26.8	-57.3	10.0	11.3	17	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
134	2018 NOV 14 11:15:24	2018 NOV 14 11:44:59	2018 NOV 14 12:14:35	3551.1	-106.9	-77.8	58.7	-57.3	28.1	57.3	169.8	23.3	1	-	-	-		
134	2018 NOV 14 12:14:35	2018 NOV 14 12:43:54	2018 NOV 14 13:13:14	3519.1	58.7	87.3	-135.7	57.3	-26.9	-57.2	10.2	11.3	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:NILI FOSSAE; 	
135	2018 NOV 14 13:13:14	2018 NOV 14 13:42:49	2018 NOV 14 14:12:24	3550.2	-135.7	-106.7	29.8	-57.2	28.2	57.2	169.6	23.3	4	-	-	-		
135	2018 NOV 14 14:12:24	2018 NOV 14 14:41:44	2018 NOV 14 15:11:04	3520.0	29.8	58.4	-164.6	57.2	-27.0	-57.2	10.5	11.3	4	-		3x COP rows 165: NADIR: Horizontal Bin (57:240;0:1047), Tint = 13000 ms,20 bit,Rhythm = 14964 ms, Binning=7		
136	2018 NOV 14 15:11:04	2018 NOV 14 15:40:40	2018 NOV 14 16:10:16	3552.0	-164.6	-135.6	0.9	-57.2	28.2	57.1	169.4	23.3	1	-	-	-		
136	2018 NOV 14 16:10:16	2018 NOV 14 16:39:37	2018 NOV 14 17:08:57	3521.3	0.9	29.5	166.5	57.1	-27.1	-57.0	10.7	11.3	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
137	2018 NOV 14 17:08:57	2018 NOV 14 17:38:34	2018 NOV 14 18:08:11	3553.5	166.5	-164.5	-28.0	-57.0	28.3	57.0	169.2	23.3	1	-	-	-		
137	2018 NOV 14 18:08:11	2018 NOV 14 18:37:32	2018 NOV 14 19:06:53	3522.5	-28.0	0.6	137.6	57.0	-27.1	-56.9	10.9	11.2	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
138	2018 NOV 14 19:06:53	2018 NOV 14 19:36:30	2018 NOV 14 20:06:06	3552.7	137.6	166.6	-56.9	-56.9	28.5	56.9	168.9	23.3	4	-	-	-		
138	2018 NOV 14 20:06:06	2018 NOV 14 20:35:28	2018 NOV 14 21:04:50	3523.6	-56.9	-28.4	108.7	56.9	-27.2	-56.8	11.2	11.2	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
139	2018 NOV 14 21:04:50	2018 NOV 14 21:34:25	2018 NOV 14 22:04:00	3550.5	108.7	137.6	-85.7	-56.8	28.6	56.8	168.6	23.2	4	-	-	-		
139	2018 NOV 14 22:04:00	2018 NOV 14 22:33:22	2018 NOV 14 23:02:43	3523.2	-85.7	-57.4	79.9	56.8	-27.3	-56.8	11.5	11.2	4	-		3x COP rows 167: NADIR: Horizontal Bin (57:240;0:1047), Tint = 16000 ms,20 bit,Rhythm = 17964 ms, Binning=7		
140	2018 NOV 14 23:02:43	2018 NOV 14 23:32:18	2018 NOV 15 00:01:52	3548.8	79.9	108.7	-114.6	-56.8	28.7	56.8	168.4	23.2	1	-	-	-		
140	2018 NOV 15 00:01:52	2018 NOV 15 00:31:13	2018 NOV 15 01:00:33	3521.3	-114.6	-86.3	51.1	56.8	-27.4	-56.7	11.7	11.2	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
141	2018 NOV 15 01:00:33	2018 NOV 15 01:30:08	2018 NOV 15 01:59:43	3549.1	51.1	79.7	-143.4	-56.7	28.8	56.7	168.1	23.2	4	-	-	-		
141	2018 NOV 15 01:59:43	2018 NOV 15 02:29:03	2018 NOV 15 02:58:23	3520.7	-143.4	-115.2	22.2	56.7	-27.5	-56.6	12.0	11.2	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
142	2018 NOV 15 02:58:23	2018 NOV 15 03:27:59	2018 NOV 15 03:57:34	3550.7	22.2	50.9	-172.3	-56.6	28.9	56.6	167.9	23.2	1	-	-	-		
142	2018 NOV 15 03:57:34	2018 NOV 15 04:26:55	2018 NOV 15 04:56:17	3523.1	-172.3	-144.1	-6.7	56.6	-27.6	-56.5	12.2	11.2	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
143	2018 NOV 15 04:56:17	2018 NOV 15 05:25:53	2018 NOV 15 05:55:28	3551.4	-6.7	22.0	158.8	-56.5	28.9	56.4	167.7	23.2	1	-	-	-		
143	2018 NOV 15 05:55:28	2018 NOV 15 06:24:50	2018 NOV 15 06:54:12	3524.0	158.8	-173.0	-35.6	56.4	-27.8	-56.4	12.4	11.1	1	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7		
144	2018 NOV 15 06:54:12	2018 NOV 15 07:23:48	2018 NOV 15 07:53:24	3551.8	-35.6	-7.0	129.9	-56.4	29.0	56.3	167.4	23.2	4	-	-	-		
