Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	94	Ingress	2025 JUN 07 15:07:43	2025 JUN 07 15:10:54	2025 JUN 07 15:11:32	229.00	142.19	135.46	133.93	-57.01	-59.25	-59.70	14.47	14	-	-	-		
N/A	1	94	Egress	2025 JUN 07 15:51:42	2025 JUN 07 15:52:19	2025 JUN 07 15:55:13	211.00	-30.16	-31.01	-34.96	45.27	45.90	48.61	4.04	14	-	-	-		
NOMAD	2	94	Ingress	2025 JUN 07 17:05:37	2025 JUN 07 17:08:48	2025 JUN 07 17:09:26	229.00	113.36	106.67	105.14	-57.07	-59.29	-59.73	14.46	1	6SUBD Nom CO #7	Science: orders #121, #135, #148, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:NILI FOSSAE; 	
N/A	2	94	Egress	2025 JUN 07 17:49:38	2025 JUN 07 17:50:15	2025 JUN 07 17:53:09	211.00	-59.09	-59.94	-63.89	45.49	46.12	48.79	4.03	1	-	-	-	&daysideMatch:NILI FOSSAE; 	
N/A	3	94	Ingress	2025 JUN 07 19:03:31	2025 JUN 07 19:06:42	2025 JUN 07 19:07:20	229.00	84.53	77.86	76.35	-57.13	-59.33	-59.76	14.46	3	-	-	-		
ACS	3	94	Egress	2025 JUN 07 19:47:32	2025 JUN 07 19:48:09	2025 JUN 07 19:51:03	211.00	-87.99	-88.83	-92.78	45.68	46.30	48.94	4.01	3	-	-	-		
NOMAD	4	94	Ingress	2025 JUN 07 21:01:25	2025 JUN 07 21:04:35	2025 JUN 07 21:05:13	228.00	55.72	49.13	47.63	-57.18	-59.34	-59.77	14.45	1	6SUBD CO2 #18	Science: orders #154, #155, #156, #157, #158, #159, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
N/A	4	94	Egress	2025 JUN 07 21:45:28	2025 JUN 07 21:46:04	2025 JUN 07 21:48:58	210.00	-116.87	-117.69	-121.62	45.85	46.44	49.05	4.00	1	-	-	-	&mroOverlap; 	
N/A	5	94	Ingress	2025 JUN 07 22:59:23	2025 JUN 07 23:02:32	2025 JUN 07 23:03:10	227.00	26.97	20.48	19.00	-57.20	-59.33	-59.75	14.46	14	-	-	-		
ACS	5	94	Egress	2025 JUN 07 23:43:26	2025 JUN 07 23:44:02	2025 JUN 07 23:46:56	210.00	-145.79	-146.61	-150.52	46.04	46.62	49.20	3.99	14	-	-	-		
NOMAD	6	94	Ingress	2025 JUN 08 00:57:22	2025 JUN 08 01:00:31	2025 JUN 08 01:01:09	227.00	-1.81	-8.24	-9.71	-57.23	-59.33	-59.75	14.46	1	CO Fullscan Fast #2	Diffraction order stepping (fullscan): 10 orders from 185 to 195 in steps of 1 (6 order(s) per 1 second(s))	COP row -1: 		
