THERMAL ORBIT NUMBER WITH LNO MEASURING H2O IN IRDAYSIDE, OBSERVATION NAME, DIFFRACTION ORDER MEASURED
1, H2O 2SUBD 01, 167
2, HDO H2O 2SUBD 01, 169
4, HDO CO 3SUBD 01, 167
6, AER H2Oi 3SUBD 01, 169
10, CH4 3SUBD 01, 168
12, CO 2SUBD 02, 167
15, Nominal 6SUBD 01, 168
18, CO 2SUBD 02, 167
21, HDO H2O 2SUBD 01, 169
22, H2O 2SUBD 01, 167
24, HDO H2O 2SUBD 01, 169
26, HDO CO 3SUBD 01, 167
27, AER H2Oi 3SUBD 01, 169
38, CH4 3SUBD 01, 168
39, CO 2SUBD 02, 167
41, Nominal 6SUBD 01, 168
45, CO 2SUBD 02, 167
47, HDO H2O 2SUBD 01, 169
49, H2O 2SUBD 01, 167
51, HDO H2O 2SUBD 01, 169
54, HDO CO 3SUBD 01, 167
55, AER H2Oi 3SUBD 01, 169
60, CH4 3SUBD 01, 168
61, CO 2SUBD 02, 167
63, Nominal 6SUBD 01, 168
68, CO 2SUBD 02, 167
69, HDO H2O 2SUBD 01, 169
73, H2O 2SUBD 01, 167
75, HDO H2O 2SUBD 01, 169
76, HDO CO 3SUBD 01, 167
79, AER H2Oi 3SUBD 01, 169
84, CH4 3SUBD 01, 168
88, CO 2SUBD 02, 167
90, Nominal 6SUBD 01, 168
94, CO 2SUBD 02, 167
96, HDO H2O 2SUBD 01, 169
98, H2O 2SUBD 01, 167
99, HDO H2O 2SUBD 01, 169
101, HDO CO 3SUBD 01, 167
102, AER H2Oi 3SUBD 01, 169
107, CH4 3SUBD 01, 168
108, CO 2SUBD 02, 167
111, Nominal 6SUBD 01, 168
115, CO 2SUBD 02, 167
117, HDO H2O 2SUBD 01, 169
119, H2O 2SUBD 01, 167
123, HDO H2O 2SUBD 01, 169
124, HDO CO 3SUBD 01, 167
126, AER H2Oi 3SUBD 01, 169
131, CH4 3SUBD 01, 168
133, CO 2SUBD 02, 167
136, Nominal 6SUBD 01, 168
139, CO 2SUBD 02, 167
142, HDO H2O 2SUBD 01, 169
144, H2O 2SUBD 01, 167
147, HDO H2O 2SUBD 01, 169
148, HDO CO 3SUBD 01, 167
150, AER H2Oi 3SUBD 01, 169
154, CH4 3SUBD 01, 168
156, CO 2SUBD 02, 167
159, Nominal 6SUBD 01, 168
162, CO 2SUBD 02, 167
165, HDO H2O 2SUBD 01, 169
167, H2O 2SUBD 01, 167
169, HDO H2O 2SUBD 01, 169
170, HDO CO 3SUBD 01, 167
174, AER H2Oi 3SUBD 01, 169
179, CH4 3SUBD 01, 168
180, CO 2SUBD 02, 167
183, Nominal 6SUBD 01, 168
187, CO 2SUBD 02, 167
189, HDO H2O 2SUBD 01, 169
192, H2O 2SUBD 01, 167
194, HDO H2O 2SUBD 01, 169
195, HDO CO 3SUBD 01, 167
198, AER H2Oi 3SUBD 01, 169
201, CH4 3SUBD 01, 168
204, CO 2SUBD 02, 167
206, Nominal 6SUBD 01, 168
210, CO 2SUBD 02, 167
212, HDO H2O 2SUBD 01, 169
215, H2O 2SUBD 01, 167
216, HDO H2O 2SUBD 01, 169
218, HDO CO 3SUBD 01, 167
221, AER H2Oi 3SUBD 01, 169
226, CH4 3SUBD 01, 168
228, CO 2SUBD 02, 167
230, Nominal 6SUBD 01, 168
235, CO 2SUBD 02, 167
238, HDO H2O 2SUBD 01, 169
240, H2O 2SUBD 01, 167
241, HDO H2O 2SUBD 01, 169
245, HDO CO 3SUBD 01, 167
247, AER H2Oi 3SUBD 01, 169
251, CH4 3SUBD 01, 168
253, CO 2SUBD 02, 167
254, Nominal 6SUBD 01, 168
260, CO 2SUBD 02, 167
262, HDO H2O 2SUBD 01, 169
265, H2O 2SUBD 01, 167
266, HDO H2O 2SUBD 01, 169
268, HDO CO 3SUBD 01, 167
271, AER H2Oi 3SUBD 01, 169
274, CH4 3SUBD 01, 168
277, CO 2SUBD 02, 167
279, Nominal 6SUBD 01, 168
282, CO 2SUBD 02, 167
283, HDO H2O 2SUBD 01, 169
285, H2O 2SUBD 01, 167
288, HDO H2O 2SUBD 01, 169
289, HDO CO 3SUBD 01, 167
291, AER H2Oi 3SUBD 01, 169
295, CH4 3SUBD 01, 168
296, CO 2SUBD 02, 167
298, Nominal 6SUBD 01, 168
303, CO 2SUBD 02, 167
304, HDO H2O 2SUBD 01, 169
307, H2O 2SUBD 01, 167
309, HDO H2O 2SUBD 01, 169
310, HDO CO 3SUBD 01, 167
313, AER H2Oi 3SUBD 01, 169
317, Limb 2SUBD 06, 167
318, CH4 3SUBD 01, 168
320, CO 2SUBD 02, 167
322, Nominal 6SUBD 01, 168
326, CO 2SUBD 02, 167
328, HDO H2O 2SUBD 01, 169
331, H2O 2SUBD 01, 167
333, HDO H2O 2SUBD 01, 169
334, HDO CO 3SUBD 01, 167
338, AER H2Oi 3SUBD 01, 169
