Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	45	Nightside	2021 SEP 04 14:50:06	2021 SEP 04 15:19:28	2021 SEP 04 15:48:49	3522.81	37.44	67.29	-157.00	64.61	-19.98	-64.62	137.28	3.08	3	-	-	-		
1	45	Dayside	2021 SEP 04 15:48:49	2021 SEP 04 16:18:23	2021 SEP 04 16:47:57	3548.16	-157.00	-126.75	8.36	-64.62	21.39	64.64	42.62	15.10	3	CH4 CO 2SUBD #3	Science: orders #189, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:245;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12409 ms, Binning=3		
2	45	Nightside	2021 SEP 04 16:47:57	2021 SEP 04 17:17:19	2021 SEP 04 17:46:41	3523.81	8.36	38.37	173.89	64.64	-19.92	-64.65	137.48	3.06	1	-	-	-		
2	45	Dayside	2021 SEP 04 17:46:41	2021 SEP 04 18:16:16	2021 SEP 04 18:45:51	3550.16	173.89	-155.68	-20.74	-64.65	21.33	64.66	42.41	15.08	1	-		COP row -1: UVIS off		
3	45	Nightside	2021 SEP 04 18:45:51	2021 SEP 04 19:15:14	2021 SEP 04 19:44:36	3525.11	-20.74	9.42	144.77	64.66	-19.82	-64.67	137.69	3.05	14	-	-	-		
3	45	Dayside	2021 SEP 04 19:44:36	2021 SEP 04 20:14:12	2021 SEP 04 20:43:47	3550.77	144.77	175.37	-49.74	-64.67	21.31	64.68	42.19	15.07	14	-		COP row -1: UVIS off		
4	45	Nightside	2021 SEP 04 20:43:47	2021 SEP 04 21:13:10	2021 SEP 04 21:42:34	3526.52	-49.74	-19.55	115.79	64.68	-19.78	-64.69	137.92	3.03	1	-	-	-		
4	45	Dayside	2021 SEP 04 21:42:34	2021 SEP 04 22:12:08	2021 SEP 04 22:41:43	3549.35	115.79	146.41	-78.66	-64.69	21.31	64.69	41.96	15.05	1	CH4 H2O 2SUBD 02	Science: orders #136, #168, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:245;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12409 ms, Binning=3	&daysideMatch:AEOLIS MENSAE MFF; &daysideMatch:CURIOSITY; 	
5	45	Nightside	2021 SEP 04 22:41:43	2021 SEP 04 23:11:07	2021 SEP 04 23:40:30	3527.44	-78.66	-48.51	86.97	64.69	-19.81	-64.70	138.17	3.01	14	-	-	-		
5	45	Dayside	2021 SEP 04 23:40:30	2021 SEP 05 00:10:04	2021 SEP 05 00:39:38	3547.19	86.97	117.45	-107.49	-64.70	21.31	64.70	41.72	15.03	14	-		COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3		
